Name_val,@SOURCE_FILENAME,@RECORDID,@ROWID,Remarks_val,@PARENTROWID,@PARENT
"Test and Evaluation","","2017-BASE_RDTE-2017-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","fa88de2f9f7665af5c09c8162190b8f8ca25ddbc006c50f85edff83969609251","2-cf13f30e564d7bf2f617a1b2388477decefce48b8ffe39e1495702975ebe42c4","","0-34d1068bc09103e2cfd8aeee34ad13f44b9de1490fc2fe241532a29600e9882b","root.record.ProjectList.Project"
"Management Services","","2017-BASE_RDTE-2017-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","fa88de2f9f7665af5c09c8162190b8f8ca25ddbc006c50f85edff83969609251","3-5f2e8ed6f4beefabe8abfac454ecbe809e8238e76f6677fe2034477d80203f22","","0-34d1068bc09103e2cfd8aeee34ad13f44b9de1490fc2fe241532a29600e9882b","root.record.ProjectList.Project"
"Product Development","2017-BASE_RDTE-2017-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","215218a8122c7d9edc07ca4d4f60daaed4f7e58a1ee591054f9c38c88d4829fa","0-de5a522c4e1c476058821f5c96b81709753dc5fe68a5e7046e87f1423c804305","","0-1712b75af1b9777feb3c03adf397eebfed4b3301f0e35b972a98592b90eb924b","root.record.ProjectList.Project"
"Support","","2017-BASE_RDTE-2017-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","215218a8122c7d9edc07ca4d4f60daaed4f7e58a1ee591054f9c38c88d4829fa","1-e3019da62c3fa18fef204e2732ef091273bf8731b555151265977bec318492f0","","0-1712b75af1b9777feb3c03adf397eebfed4b3301f0e35b972a98592b90eb924b","root.record.ProjectList.Project"
"Test and Evaluation","","2017-BASE_RDTE-2017-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","215218a8122c7d9edc07ca4d4f60daaed4f7e58a1ee591054f9c38c88d4829fa","2-4fd9d7d429b3c59d6e95fd79c7a0b60b660b7c05ae00d6be849b49fabc0363ee","","0-1712b75af1b9777feb3c03adf397eebfed4b3301f0e35b972a98592b90eb924b","root.record.ProjectList.Project"
"Management Services","2017-BASE_RDTE-2017-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","215218a8122c7d9edc07ca4d4f60daaed4f7e58a1ee591054f9c38c88d4829fa","3-a4372dcc18d70b20f5448d40c6e0ef62a14f3adf7caf47e685a963a1b0433fd4","","0-1712b75af1b9777feb3c03adf397eebfed4b3301f0e35b972a98592b90eb924b","root.record.ProjectList.Project"
"Product Development","2017-BASE_RDTE-2017-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","215218a8122c7d9edc07ca4d4f60daaed4f7e58a1ee591054f9c38c88d4829fa","0-fb92bcbe7866583ccff18b67cbb8b39cee1b89c8a8b476be6ffd8a5df73a4a25","","1-9aa060425f1d2b435caefc86550f27c943dad8a765145e6106289a2565fad53c","root.record.ProjectList.Project"
"Support","","2017-BASE_RDTE-2017-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","215218a8122c7d9edc07ca4d4f60daaed4f7e58a1ee591054f9c38c88d4829fa","1-93cc3f344280689b66b77ab3d7d42a0a7fcb69ff95485fb43e4b41d424783485","","1-9aa060425f1d2b435caefc86550f27c943dad8a765145e6106289a2565fad53c","root.record.ProjectList.Project"
"Test and Evaluation","","2017-BASE_RDTE-2017-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","215218a8122c7d9edc07ca4d4f60daaed4f7e58a1ee591054f9c38c88d4829fa","2-b6fbd3a2fa82be18e82c1722d16d53af317ce14c988f934010e0ed3d29260d32","","1-9aa060425f1d2b435caefc86550f27c943dad8a765145e6106289a2565fad53c","root.record.ProjectList.Project"
"Management Services","2017-BASE_RDTE-2017-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","215218a8122c7d9edc07ca4d4f60daaed4f7e58a1ee591054f9c38c88d4829fa","3-a42c2a1911e380306700d591d2a7aaa3ed890d2302ea2ad3f797a29b1e8be3df","","1-9aa060425f1d2b435caefc86550f27c943dad8a765145e6106289a2565fad53c","root.record.ProjectList.Project"
"Product Development","2017-BASE_RDTE-2017-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","215218a8122c7d9edc07ca4d4f60daaed4f7e58a1ee591054f9c38c88d4829fa","0-3ec9ce3b57626ede876523f60c06914ca815b975897a9124070b47fa3646b445","","2-839ef954e7a0552ffa648a6babb7baa4cf4d943c24983c42d0a265e9a02d5199","root.record.ProjectList.Project"
"Support","","2017-BASE_RDTE-2017-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","215218a8122c7d9edc07ca4d4f60daaed4f7e58a1ee591054f9c38c88d4829fa","1-9c86faf8e81245582796b766ab6fb800f88bb3e80ffe2b37dc0727e007dca59f","","2-839ef954e7a0552ffa648a6babb7baa4cf4d943c24983c42d0a265e9a02d5199","root.record.ProjectList.Project"
"Test and Evaluation","","2017-BASE_RDTE-2017-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","215218a8122c7d9edc07ca4d4f60daaed4f7e58a1ee591054f9c38c88d4829fa","2-61b9b99e2238841300c623ebe735b21d7279b0d23b28dabd27c612166cf53d19","","2-839ef954e7a0552ffa648a6babb7baa4cf4d943c24983c42d0a265e9a02d5199","root.record.ProjectList.Project"
"Management Services","2017-BASE_RDTE-2017-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","215218a8122c7d9edc07ca4d4f60daaed4f7e58a1ee591054f9c38c88d4829fa","3-939ab0847e4a20d01631c59bc47b60d0770485f4173aec891105ae338cfe24b7","","2-839ef954e7a0552ffa648a6babb7baa4cf4d943c24983c42d0a265e9a02d5199","root.record.ProjectList.Project"
"Product Development","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","a3dbb953d312dd93ed974f178761583f1a2f46afd4de8fcc9f80480b3713d1b3","0-bf568b63cf86bc9925f19968eefe0312e8c48397bbab728f0ecc9f5100c2e6e0","","0-f1faa5f8bc32e179ad505305c67cae148060c4e41cebaae6ec14951331237304","root.record.ProjectList.Project"
"Support","","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","a3dbb953d312dd93ed974f178761583f1a2f46afd4de8fcc9f80480b3713d1b3","1-e3a638e7a8bc781cbb2366506d01f1fe4e5046d7381c69162ae40297daf4d99e","","0-f1faa5f8bc32e179ad505305c67cae148060c4e41cebaae6ec14951331237304","root.record.ProjectList.Project"
"Test and Evaluation","","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","a3dbb953d312dd93ed974f178761583f1a2f46afd4de8fcc9f80480b3713d1b3","2-211e501cbd3315085299459534242dac0e366377efe69da6937162c882f75fe1","","0-f1faa5f8bc32e179ad505305c67cae148060c4e41cebaae6ec14951331237304","root.record.ProjectList.Project"
"Management Services","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","a3dbb953d312dd93ed974f178761583f1a2f46afd4de8fcc9f80480b3713d1b3","3-00aa3a730f0b27b03c71cf40952b2451530c0fec9173665334b0fd7918ba47f8","","0-f1faa5f8bc32e179ad505305c67cae148060c4e41cebaae6ec14951331237304","root.record.ProjectList.Project"
"Product Development","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","a3dbb953d312dd93ed974f178761583f1a2f46afd4de8fcc9f80480b3713d1b3","0-744fb22793ab7f35901859ca283a6376b46346551281ab06c7b0b561a6a5cd55","","1-dc54153d51fa750c598d6a41937d0580d0c1301d1e9a6676c277cfe5cfc88ed4","root.record.ProjectList.Project"
"Support","","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","a3dbb953d312dd93ed974f178761583f1a2f46afd4de8fcc9f80480b3713d1b3","1-28d4168610b7e1208f08db8ddc2c6bca51daf9cff1343373d4b169f998c81294","","1-dc54153d51fa750c598d6a41937d0580d0c1301d1e9a6676c277cfe5cfc88ed4","root.record.ProjectList.Project"
"Test and Evaluation","","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","a3dbb953d312dd93ed974f178761583f1a2f46afd4de8fcc9f80480b3713d1b3","2-8c9d6cb87fda42ed041e273399a6773fae9255c2ebd468a69e59b2964c148079","","1-dc54153d51fa750c598d6a41937d0580d0c1301d1e9a6676c277cfe5cfc88ed4","root.record.ProjectList.Project"
"Management Services","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","a3dbb953d312dd93ed974f178761583f1a2f46afd4de8fcc9f80480b3713d1b3","3-8a46a5d41ff5face38fc0fd9b12b5f889cf9865c00490f9d0dd4e8f4036fc45e","","1-dc54153d51fa750c598d6a41937d0580d0c1301d1e9a6676c277cfe5cfc88ed4","root.record.ProjectList.Project"
"Product Development","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","dea9cda977ed626e873e95ac5197867bef338f9a22dd758fb4548cd7dbd26d71","0-03b01b3276fab7ee7029b69bc0cbf28ab66a9780a057b89ffab28816a646bfdc","N/A","0-7d2deac3aa04a8eb880272c390cc3e762c78d690c2345caacfc40e52c3fd947d","root.record.ProjectList.Project"
"Support","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","dea9cda977ed626e873e95ac5197867bef338f9a22dd758fb4548cd7dbd26d71","1-0b8ee751d6b15ba06ddc3070e9e08ac0e4aa0e4cebdff49b5960abe19591dfda","","0-7d2deac3aa04a8eb880272c390cc3e762c78d690c2345caacfc40e52c3fd947d","root.record.ProjectList.Project"
"Test and Evaluation","","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","dea9cda977ed626e873e95ac5197867bef338f9a22dd758fb4548cd7dbd26d71","2-a637ff05bb2fe4cdaf420794a5b065eeb163489e2cac0ae59b87c6329dbef65e","","0-7d2deac3aa04a8eb880272c390cc3e762c78d690c2345caacfc40e52c3fd947d","root.record.ProjectList.Project"
"Management Services","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","dea9cda977ed626e873e95ac5197867bef338f9a22dd758fb4548cd7dbd26d71","3-78d8adb49e20ea6d82e96945eac0b2260ae95e365df75f9e31d949b220de05a9","","0-7d2deac3aa04a8eb880272c390cc3e762c78d690c2345caacfc40e52c3fd947d","root.record.ProjectList.Project"
"Product Development","","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","ca2315aa356b02350585d4b865f36ea4fdff59db6d1dc69f9b4803c1e3bcb11c","0-8ca8b95317d34ea88d66701234ea4729a731415468199d6e5a054ace03e0aed8","","0-c3e25483289860c018deb84a3ffb4013cd0da1c0b0d7cb1efa5413d3fd651d0b","root.record.ProjectList.Project"
"Support","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","ca2315aa356b02350585d4b865f36ea4fdff59db6d1dc69f9b4803c1e3bcb11c","1-f3604910c51e1f47959701919a9b5ce63bea795b8ee53e494f87adc025870d60","","0-c3e25483289860c018deb84a3ffb4013cd0da1c0b0d7cb1efa5413d3fd651d0b","root.record.ProjectList.Project"
"Test and Evaluation","","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","ca2315aa356b02350585d4b865f36ea4fdff59db6d1dc69f9b4803c1e3bcb11c","2-911ee402e92c1afdcefe55aecc1f202ce5b7a800ad26a2d27c6df92ad505b557","","0-c3e25483289860c018deb84a3ffb4013cd0da1c0b0d7cb1efa5413d3fd651d0b","root.record.ProjectList.Project"
"Management Services","","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","ca2315aa356b02350585d4b865f36ea4fdff59db6d1dc69f9b4803c1e3bcb11c","3-b6ea8a7bcd87365f9100258e5b2e3a74242a8ab690c0bdeac6b302a27878df13","","0-c3e25483289860c018deb84a3ffb4013cd0da1c0b0d7cb1efa5413d3fd651d0b","root.record.ProjectList.Project"
"Product Development","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","d0517a6cac79fef6c39ff6ab352cccc2565d1af015fdaf5d8d127f3480c23ee9","0-29f6c0e6c60c1b7d7525bc5fe123ce1d13837eea504b46c5902902160f3be051","","0-457db156c21b1afc8ac2cceb0d57e2d22b46c9269072628c4465e7601536b372","root.record.ProjectList.Project"
"Support","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","d0517a6cac79fef6c39ff6ab352cccc2565d1af015fdaf5d8d127f3480c23ee9","1-d3bd97c13d1ef51827c375ba680cc1646c25bb3054d8c80ac506abf1a6a2982e","","0-457db156c21b1afc8ac2cceb0d57e2d22b46c9269072628c4465e7601536b372","root.record.ProjectList.Project"
"Test and Evaluation","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","d0517a6cac79fef6c39ff6ab352cccc2565d1af015fdaf5d8d127f3480c23ee9","2-d90dc3f726bc3db2c91bcb2b1ee6f4c9da769c01fd3766790f27c0f3baefa4ae","","0-457db156c21b1afc8ac2cceb0d57e2d22b46c9269072628c4465e7601536b372","root.record.ProjectList.Project"
"Management Services","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","d0517a6cac79fef6c39ff6ab352cccc2565d1af015fdaf5d8d127f3480c23ee9","3-76fe8e559a96231366add2625dd588e39a9fdf69356f951a43515d64b59eb0e6","","0-457db156c21b1afc8ac2cceb0d57e2d22b46c9269072628c4465e7601536b372","root.record.ProjectList.Project"
"Product Development","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","833a6cf23069625f0f01a1a7a9057138cc6795c161d614cc99767bdc3491d828","0-0278637cf4cedc4653eeb3514a85ea26a0134122a3074ab10890ddf8bc0f1fb8","","0-73d1a759af8ade3d253df089d285e07446a7f6c616a609d28c0579a9ace93d7a","root.record.ProjectList.Project"
"Support","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","833a6cf23069625f0f01a1a7a9057138cc6795c161d614cc99767bdc3491d828","1-efd1beee40eb4f955b9a8764d97ae1b41d700a3633c1577b7ca61e9aa10de393","","0-73d1a759af8ade3d253df089d285e07446a7f6c616a609d28c0579a9ace93d7a","root.record.ProjectList.Project"
"Test and Evaluation","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","833a6cf23069625f0f01a1a7a9057138cc6795c161d614cc99767bdc3491d828","2-6fdaa43c4981897dd558d8b73a65961c7a9ef92df276fb808b3dac192101c634","","0-73d1a759af8ade3d253df089d285e07446a7f6c616a609d28c0579a9ace93d7a","root.record.ProjectList.Project"
"Management Services","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","833a6cf23069625f0f01a1a7a9057138cc6795c161d614cc99767bdc3491d828","3-8e87b0f5c07cf91b30422d2e09fae4ce16703e4c9ea2dc3ab809818bfd9263cb","","0-73d1a759af8ade3d253df089d285e07446a7f6c616a609d28c0579a9ace93d7a","root.record.ProjectList.Project"
"Product Development","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","a1f015a318571785ee461fdf14213e8f28a33ee34a13339264a419b15bcae580","0-5a7f7f72c2a6fb30e161443d44bf0d4a36251c6530f4b1d214adf4c22531b206","","0-0b1ef6ebc1093c29847668092c2621b0cab60bb36a5b91b79612aec54d7e3664","root.record.ProjectList.Project"
"Support","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","a1f015a318571785ee461fdf14213e8f28a33ee34a13339264a419b15bcae580","1-32abae488a541bfc9c28f76597e72e99e0323b36cb11386f93ac009d1b910ed5","","0-0b1ef6ebc1093c29847668092c2621b0cab60bb36a5b91b79612aec54d7e3664","root.record.ProjectList.Project"
"Test and Evaluation","","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","a1f015a318571785ee461fdf14213e8f28a33ee34a13339264a419b15bcae580","2-7aabdc8cb39a90680cb846186a294421f146f460d70a1fe6dd53715f52a2d592","","0-0b1ef6ebc1093c29847668092c2621b0cab60bb36a5b91b79612aec54d7e3664","root.record.ProjectList.Project"
"Management Services","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","a1f015a318571785ee461fdf14213e8f28a33ee34a13339264a419b15bcae580","3-a8d17be85bd12cdd20f139546527597bfcfdd0c67eb518ac8aa57cc4c02c0e3a","","0-0b1ef6ebc1093c29847668092c2621b0cab60bb36a5b91b79612aec54d7e3664","root.record.ProjectList.Project"
"Product Development","","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","0934ae12a1092db24bee179231f012f70979102d3199c2fcb67a1a91bd80d9ea","0-ec0f8f3cf8dfbe5f8d2561236cfbe840bcf7a9f156af7e540c7083fdf59a82e8","","0-1a139dcb8c938c9ed7f55537ff0123627659b1f4d6ef81a56e8d835c5b5924a9","root.record.ProjectList.Project"
"Support","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","0934ae12a1092db24bee179231f012f70979102d3199c2fcb67a1a91bd80d9ea","1-cf296e26d9e67fd294f5fbaa0d899fa6adec75f84ad8c53028920862406b9378","Funds will be realigned within the PE.","0-1a139dcb8c938c9ed7f55537ff0123627659b1f4d6ef81a56e8d835c5b5924a9","root.record.ProjectList.Project"
"Test and Evaluation","","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","0934ae12a1092db24bee179231f012f70979102d3199c2fcb67a1a91bd80d9ea","2-854958c7b4833d5030cbd64350ec5f56a1be89d917243701f59655b0506f8fc5","","0-1a139dcb8c938c9ed7f55537ff0123627659b1f4d6ef81a56e8d835c5b5924a9","root.record.ProjectList.Project"
"Management Services","","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","0934ae12a1092db24bee179231f012f70979102d3199c2fcb67a1a91bd80d9ea","3-aac058cefe56bf55a3293f2249252527ca69a65b640a5708fa2b1b48c3af2e9d","","0-1a139dcb8c938c9ed7f55537ff0123627659b1f4d6ef81a56e8d835c5b5924a9","root.record.ProjectList.Project"
"Product Development","","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","0934ae12a1092db24bee179231f012f70979102d3199c2fcb67a1a91bd80d9ea","0-ece73b18ddbf0149def3327e71e333bda22e6085ec09c88df663ec71bb05b802","","1-c11f63429804101c718e913cc379f5331aafc60606c1f5c494477940d1b2b3b6","root.record.ProjectList.Project"
"Support","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","0934ae12a1092db24bee179231f012f70979102d3199c2fcb67a1a91bd80d9ea","1-b7f0d565db16ca56f2d086c8cf16e7885d42f983b6b14d392003cc7ad9b7f087","Funds will be realigned within the PE.","1-c11f63429804101c718e913cc379f5331aafc60606c1f5c494477940d1b2b3b6","root.record.ProjectList.Project"
"Test and Evaluation","","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","0934ae12a1092db24bee179231f012f70979102d3199c2fcb67a1a91bd80d9ea","2-81617a79e46532347e6f3e08e1124f9b636f92b37424d3096dc9e23bc77eec1b","","1-c11f63429804101c718e913cc379f5331aafc60606c1f5c494477940d1b2b3b6","root.record.ProjectList.Project"
"Management Services","","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","0934ae12a1092db24bee179231f012f70979102d3199c2fcb67a1a91bd80d9ea","3-f2a5b71372672554c4963572a136189d0543350b17ec1db211d28a4922460c30","","1-c11f63429804101c718e913cc379f5331aafc60606c1f5c494477940d1b2b3b6","root.record.ProjectList.Project"
"Product Development","","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","0934ae12a1092db24bee179231f012f70979102d3199c2fcb67a1a91bd80d9ea","0-2d5b3f531e1751e468dde31e80b9f302d01e580bbde719ce42e7c63699a4c258","","2-952b251d0df42e844b3ae9debbb824c50b75de00fb3d22c8c9dec0a817efbdb8","root.record.ProjectList.Project"
"Support","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","0934ae12a1092db24bee179231f012f70979102d3199c2fcb67a1a91bd80d9ea","1-0177fc7d0373655a87b3906c8511d5dfdeaf7c94217a98fcbc9a507f8a78ad06","Funds will be realigned within PE.","2-952b251d0df42e844b3ae9debbb824c50b75de00fb3d22c8c9dec0a817efbdb8","root.record.ProjectList.Project"
"Test and Evaluation","","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","0934ae12a1092db24bee179231f012f70979102d3199c2fcb67a1a91bd80d9ea","2-13ca7b1b9611225079eaf1dd62dd0f1b3b9602ecc12e1a172e663c36e298d709","","2-952b251d0df42e844b3ae9debbb824c50b75de00fb3d22c8c9dec0a817efbdb8","root.record.ProjectList.Project"
"Management Services","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","0934ae12a1092db24bee179231f012f70979102d3199c2fcb67a1a91bd80d9ea","3-49cc26bd50821416447086d3ac4e31a47ba7ce54ce0c0d736ae7d7257475f8cb","","2-952b251d0df42e844b3ae9debbb824c50b75de00fb3d22c8c9dec0a817efbdb8","root.record.ProjectList.Project"
"Product Development","","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","0934ae12a1092db24bee179231f012f70979102d3199c2fcb67a1a91bd80d9ea","0-4ab3b1ec1f3c077a4ef9604456f4224bd5d327bcecfb9e1bf7c4d7f10f0c453a","","3-ca7ec78f80de2df2f043d556ef8b337d7e74039d1a8c656ff1b054bc70c78702","root.record.ProjectList.Project"
