Name_val,@SOURCE_FILENAME,@RECORDID,@ROWID,Remarks_val,@PARENTROWID,@PARENT
"Management Services","","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1db549ed3c77c45a7955339c5a01319bdd2ad2ed11eaec82fd9261451ffcde21","3-902b1afaf90319607cd2764552eb0fcbf0310731d267b42787141f7fcbc54d64","","0-9fe3ca60c85c047aca3bb192dc35adda37e2e3114e37d1980709d58994d6e15b","root.record.ProgramElement.ProjectList.Project"
"Product Development","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1db549ed3c77c45a7955339c5a01319bdd2ad2ed11eaec82fd9261451ffcde21","0-4c6f07bd92251c93ec918ea29ea161a4c276b33b0139a2461b9a885773244542","","1-d8d782fc0ccd4dd6471794b3e2c375ea3d3651918a78ba95dc911b6f292536a3","root.record.ProgramElement.ProjectList.Project"
"Support","","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1db549ed3c77c45a7955339c5a01319bdd2ad2ed11eaec82fd9261451ffcde21","1-64709c99da57dbc38865aef08587b00b44c4b6526e58f92fa4bc86982bcd026a","","1-d8d782fc0ccd4dd6471794b3e2c375ea3d3651918a78ba95dc911b6f292536a3","root.record.ProgramElement.ProjectList.Project"
"Test and Evaluation","","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1db549ed3c77c45a7955339c5a01319bdd2ad2ed11eaec82fd9261451ffcde21","2-52dca1b0a758ee818e38d641e31ca2cb44a011831923fa439a99d602c028066c","","1-d8d782fc0ccd4dd6471794b3e2c375ea3d3651918a78ba95dc911b6f292536a3","root.record.ProgramElement.ProjectList.Project"
"Management Services","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1db549ed3c77c45a7955339c5a01319bdd2ad2ed11eaec82fd9261451ffcde21","3-46e07c1bb7da64385137e98cba7ca598fc548c504eae84cea508d50d8aac0c89","","1-d8d782fc0ccd4dd6471794b3e2c375ea3d3651918a78ba95dc911b6f292536a3","root.record.ProgramElement.ProjectList.Project"
"Product Development","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1db549ed3c77c45a7955339c5a01319bdd2ad2ed11eaec82fd9261451ffcde21","0-4b701b5a65fee392aadf7424a583ea2f434420de06a607bb993387710afd8c14","Aurora Flight Sciences, headquartered in Manassas, VA is the prime contractor on the MAGIC project.  Aurora's Orion remotely piloted aircraft is the airborne asset being developed and progressed towards the five-day duration flight test with Aurora's Centaur/Diamond DA42 optionally piloted aircraft being used for risk mitigation initiatives prior to Orion's flight testing.","2-e5b11bc8e754d591df250eb6e2d35470a3734ca985bc149a21d89292692a2e2c","root.record.ProgramElement.ProjectList.Project"
"Support","","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1db549ed3c77c45a7955339c5a01319bdd2ad2ed11eaec82fd9261451ffcde21","1-f90d9749cce0622cd3d2625a6d99aae7fc915694ce4c4397c3622c6e22bde4fd","","2-e5b11bc8e754d591df250eb6e2d35470a3734ca985bc149a21d89292692a2e2c","root.record.ProgramElement.ProjectList.Project"
"Test and Evaluation","","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1db549ed3c77c45a7955339c5a01319bdd2ad2ed11eaec82fd9261451ffcde21","2-f7d6d4ab0a770c5c6f5762af17385e3c65e3ff3759e3b0c346562a9d1f904da9","","2-e5b11bc8e754d591df250eb6e2d35470a3734ca985bc149a21d89292692a2e2c","root.record.ProgramElement.ProjectList.Project"
"Management Services","","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1db549ed3c77c45a7955339c5a01319bdd2ad2ed11eaec82fd9261451ffcde21","3-361bfd0d83f3a0da49617c737639474862363e21c17fc1322e814c6699a18eba","645 AESG (BIG SAFARI SPO) assumed program management of the MAGIC project in May 2011.","2-e5b11bc8e754d591df250eb6e2d35470a3734ca985bc149a21d89292692a2e2c","root.record.ProgramElement.ProjectList.Project"
"Product Development","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4a8e2326010b02bde7e9ede7ebeb75019d37ee95b03f6d921e500bf1f032c609","0-6a60a1084e57dcf440c24c9ccb3e20bc4216bf8e845057089599267922179ba1","","0-0466281521e0e1f04f7aab21d3c47711798b71652b879902aeb3a6b24fc4ff6d","root.record.ProgramElement.ProjectList.Project"
"Support","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4a8e2326010b02bde7e9ede7ebeb75019d37ee95b03f6d921e500bf1f032c609","1-c7b72c51667cafd279d6bdd4bfde512035f5b0f571db1ed6c1db22a62665f403","","0-0466281521e0e1f04f7aab21d3c47711798b71652b879902aeb3a6b24fc4ff6d","root.record.ProgramElement.ProjectList.Project"
"Test and Evaluation","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4a8e2326010b02bde7e9ede7ebeb75019d37ee95b03f6d921e500bf1f032c609","2-2ccc7938800a9aa72201c20ede0789b71082727b5414258dfc351bb350ba6542","","0-0466281521e0e1f04f7aab21d3c47711798b71652b879902aeb3a6b24fc4ff6d","root.record.ProgramElement.ProjectList.Project"
"Management Services","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4a8e2326010b02bde7e9ede7ebeb75019d37ee95b03f6d921e500bf1f032c609","3-7b438741277f2a9b80398c00cc51366e4018ecaae821de0a8441aaa84311944a","","0-0466281521e0e1f04f7aab21d3c47711798b71652b879902aeb3a6b24fc4ff6d","root.record.ProgramElement.ProjectList.Project"
"Product Development","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b45479749b7ef5f237e23e93bb8785a75d6e6bc8800e9b129d78175a09874053","0-ae66111eeac239033b2fa3aa00c1121a0eed613f0d4810a9cc7311485cf793b2","","0-79f7c6a1210bd87dac699183ac23340af6e792aa2134f7be9bd7bafd6bf249c9","root.record.ProgramElement.ProjectList.Project"
"Support","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b45479749b7ef5f237e23e93bb8785a75d6e6bc8800e9b129d78175a09874053","1-a3a91669b58af2ed3010f8e60f6dfe10a3c83eb8a60a3b1fc288aa9dbc4bb7b9","","0-79f7c6a1210bd87dac699183ac23340af6e792aa2134f7be9bd7bafd6bf249c9","root.record.ProgramElement.ProjectList.Project"
"Test and Evaluation","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b45479749b7ef5f237e23e93bb8785a75d6e6bc8800e9b129d78175a09874053","2-b2a9c12fa20de73366a0a9aa111585c75711b6f4acf8cf972285f8dfb53c85a9","","0-79f7c6a1210bd87dac699183ac23340af6e792aa2134f7be9bd7bafd6bf249c9","root.record.ProgramElement.ProjectList.Project"
"Management Services","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b45479749b7ef5f237e23e93bb8785a75d6e6bc8800e9b129d78175a09874053","3-4f2b8b235db12048c89d0b054061dab765fdfc760f7c7441e07719bf117f895e","","0-79f7c6a1210bd87dac699183ac23340af6e792aa2134f7be9bd7bafd6bf249c9","root.record.ProgramElement.ProjectList.Project"
"Product Development","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b45479749b7ef5f237e23e93bb8785a75d6e6bc8800e9b129d78175a09874053","0-6d0e2708e434dea6a72610970078f69ebae7cc833cc34ae5351cff171e3e8051","","1-3eada6a473a19b9e4862874717ad736ca2ebe1e8607659eab6a2b618e38cd2de","root.record.ProgramElement.ProjectList.Project"
"Support","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b45479749b7ef5f237e23e93bb8785a75d6e6bc8800e9b129d78175a09874053","1-e3da41b68284c90f15137e7d69d3c50e4b91ef8389d50c67231822efefd8ac8b","","1-3eada6a473a19b9e4862874717ad736ca2ebe1e8607659eab6a2b618e38cd2de","root.record.ProgramElement.ProjectList.Project"
"Test and Evaluation","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b45479749b7ef5f237e23e93bb8785a75d6e6bc8800e9b129d78175a09874053","2-0f528729d2532250c736064da079ddc805109938094e856e72b1b93959359daa","","1-3eada6a473a19b9e4862874717ad736ca2ebe1e8607659eab6a2b618e38cd2de","root.record.ProgramElement.ProjectList.Project"
"Management Services","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b45479749b7ef5f237e23e93bb8785a75d6e6bc8800e9b129d78175a09874053","3-8135cbc9d175edd81d5f16b7c733984ae0a6109b629faeede6da6a9bab688dbe","","1-3eada6a473a19b9e4862874717ad736ca2ebe1e8607659eab6a2b618e38cd2de","root.record.ProgramElement.ProjectList.Project"
"Product Development","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b45479749b7ef5f237e23e93bb8785a75d6e6bc8800e9b129d78175a09874053","0-b1fbab7834cbccf8a9fcc0e313ba2b0e9b211d41428f598f4e968271e29e059e","","2-3b613f92b88b2264143deb1e13be3283c39ec84424563be5cd0c6636a091b6fe","root.record.ProgramElement.ProjectList.Project"
"Support","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b45479749b7ef5f237e23e93bb8785a75d6e6bc8800e9b129d78175a09874053","1-dae3dd6d39094528f5580448b9a9ab9b029b86202555b1b33848ee165b40a9bd","","2-3b613f92b88b2264143deb1e13be3283c39ec84424563be5cd0c6636a091b6fe","root.record.ProgramElement.ProjectList.Project"
"Test and Evaluation","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b45479749b7ef5f237e23e93bb8785a75d6e6bc8800e9b129d78175a09874053","2-bdaf8e7743926675adf23e37dedca53791ce40d6351c0783c00aafe06e5b6748","","2-3b613f92b88b2264143deb1e13be3283c39ec84424563be5cd0c6636a091b6fe","root.record.ProgramElement.ProjectList.Project"
"Management Services","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b45479749b7ef5f237e23e93bb8785a75d6e6bc8800e9b129d78175a09874053","3-638fb16d308af56569a2de50a3aa61d1cd77b4f5abe078ef453416a1fac0d54c","","2-3b613f92b88b2264143deb1e13be3283c39ec84424563be5cd0c6636a091b6fe","root.record.ProgramElement.ProjectList.Project"
"Product Development","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b45479749b7ef5f237e23e93bb8785a75d6e6bc8800e9b129d78175a09874053","0-a7d283cdaa74ade8460cfc1e2baf0108c4936fc3baf0cf4f01099a98941cbdbc","","3-1518686cc2c45288c3b148f180169c43984a09d1277f2c264f3e7a551356ad68","root.record.ProgramElement.ProjectList.Project"
"Support","","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b45479749b7ef5f237e23e93bb8785a75d6e6bc8800e9b129d78175a09874053","1-49587d08e0e720ddb0f5e8b99c1d28b23c923914118345902a7175bb1501cc4a","","3-1518686cc2c45288c3b148f180169c43984a09d1277f2c264f3e7a551356ad68","root.record.ProgramElement.ProjectList.Project"
"Test and Evaluation","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b45479749b7ef5f237e23e93bb8785a75d6e6bc8800e9b129d78175a09874053","2-dbe822189123b13b4cc85ac13c95a6e7ff97da9cc035850f16378cf98fef9136","","3-1518686cc2c45288c3b148f180169c43984a09d1277f2c264f3e7a551356ad68","root.record.ProgramElement.ProjectList.Project"
"Management Services","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b45479749b7ef5f237e23e93bb8785a75d6e6bc8800e9b129d78175a09874053","3-ef9577240b779159e7458521c8fd92bd8f5921612851b49e42517b0618cfcf8a","","3-1518686cc2c45288c3b148f180169c43984a09d1277f2c264f3e7a551356ad68","root.record.ProgramElement.ProjectList.Project"
"Product Development","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b45479749b7ef5f237e23e93bb8785a75d6e6bc8800e9b129d78175a09874053","0-ee1c5a29b4d2df1ce68ef0cb09015705c74fb1dc34334a6a105e7e0076d2aeca","","4-e34ce8e1419cf4284c0c589b9d3c1fb135cf03540b0410e04ae0474742e3017e","root.record.ProgramElement.ProjectList.Project"
"Support","","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b45479749b7ef5f237e23e93bb8785a75d6e6bc8800e9b129d78175a09874053","1-698d30055c62aeeb1955e0cf0da874a633d867c145a6d32cf98491f250152642","","4-e34ce8e1419cf4284c0c589b9d3c1fb135cf03540b0410e04ae0474742e3017e","root.record.ProgramElement.ProjectList.Project"
"Test and Evaluation","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b45479749b7ef5f237e23e93bb8785a75d6e6bc8800e9b129d78175a09874053","2-8db0b8c872a9d6dd0cb209c22b5a70f4e29353d8a2ba3043950fcab0a2914d8f","","4-e34ce8e1419cf4284c0c589b9d3c1fb135cf03540b0410e04ae0474742e3017e","root.record.ProgramElement.ProjectList.Project"
"Management Services","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b45479749b7ef5f237e23e93bb8785a75d6e6bc8800e9b129d78175a09874053","3-522edec315d0dfecfcd437cb74b531f8e421a11583b5dd33f7fb38941480e677","All data prior to FY12 is reported under PE 1001018D8Z, NATO AGS","4-e34ce8e1419cf4284c0c589b9d3c1fb135cf03540b0410e04ae0474742e3017e","root.record.ProgramElement.ProjectList.Project"
"Product Development","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b45479749b7ef5f237e23e93bb8785a75d6e6bc8800e9b129d78175a09874053","0-88aeb48e29d6ae0c89fb18bb4d934e28ccc999eb2159fe8c9d512027eff72f06","FY11 Prime contract: Negotiating contract extension, CPFF.","5-032b0f17255d44a8d34c9b1f7e7b4aec996f83e146af669245f93b8b26ae1e3a","root.record.ProgramElement.ProjectList.Project"
"Support","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b45479749b7ef5f237e23e93bb8785a75d6e6bc8800e9b129d78175a09874053","1-5e228d486bd3ebc554e1df928a9963152d7548cf47e9d6669e6473813f20228c","","5-032b0f17255d44a8d34c9b1f7e7b4aec996f83e146af669245f93b8b26ae1e3a","root.record.ProgramElement.ProjectList.Project"
"Test and Evaluation","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b45479749b7ef5f237e23e93bb8785a75d6e6bc8800e9b129d78175a09874053","2-b91d5179c55fdf49b9b795a320103c35186b080110db22500f08ac7bc8909f5d","","5-032b0f17255d44a8d34c9b1f7e7b4aec996f83e146af669245f93b8b26ae1e3a","root.record.ProgramElement.ProjectList.Project"
"Management Services","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b45479749b7ef5f237e23e93bb8785a75d6e6bc8800e9b129d78175a09874053","3-291268f6fd2570166c89a7f878586de033c161c805e216a8c03271d187c16456","","5-032b0f17255d44a8d34c9b1f7e7b4aec996f83e146af669245f93b8b26ae1e3a","root.record.ProgramElement.ProjectList.Project"
"Product Development","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","698afffd2c922989d07e3db822b7bff22bffe13f69c4bfa3931fcd5f3fe2d89e","0-83dc17ae0c91e9387f90c152dec9b89adb7f9df9838c85b360d87d7b15377547","","0-1ebcb2538a01312f53bb510c48b4223015e0ac85404588c6f5f7c4fe6d17c7cb","root.record.ProgramElement.ProjectList.Project"
"Support","","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","698afffd2c922989d07e3db822b7bff22bffe13f69c4bfa3931fcd5f3fe2d89e","1-c89797abfd59821d8c60294e4430fa39f3968ead9bc08dcf15c17d6bc5e2f605","","0-1ebcb2538a01312f53bb510c48b4223015e0ac85404588c6f5f7c4fe6d17c7cb","root.record.ProgramElement.ProjectList.Project"
"Test and Evaluation","","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","698afffd2c922989d07e3db822b7bff22bffe13f69c4bfa3931fcd5f3fe2d89e","2-8c8c1ef9f32a6d087461a78a05d9e64e573fea9b9172fbbd1ce288298664df17","","0-1ebcb2538a01312f53bb510c48b4223015e0ac85404588c6f5f7c4fe6d17c7cb","root.record.ProgramElement.ProjectList.Project"
"Management Services","","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","698afffd2c922989d07e3db822b7bff22bffe13f69c4bfa3931fcd5f3fe2d89e","3-fa61d47120593a9fb5a7058b982d29c6bd6c003501efd15654f76d2873bc623a","","0-1ebcb2538a01312f53bb510c48b4223015e0ac85404588c6f5f7c4fe6d17c7cb","root.record.ProgramElement.ProjectList.Project"
"Product Development","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","698afffd2c922989d07e3db822b7bff22bffe13f69c4bfa3931fcd5f3fe2d89e","0-24fe1a1291703f3908939aff1f3be5d20284b8d4247b50a1700ce333d3a537ca","","1-52080145405b1c8509925e9db58e45d8d9b592410fe9b787856ff74b633e087e","root.record.ProgramElement.ProjectList.Project"
"Support","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","698afffd2c922989d07e3db822b7bff22bffe13f69c4bfa3931fcd5f3fe2d89e","1-953ddaa6e31d173b69a1aa9136bfa155ff25ba7fbb06523edae0953a8988d79d","","1-52080145405b1c8509925e9db58e45d8d9b592410fe9b787856ff74b633e087e","root.record.ProgramElement.ProjectList.Project"
"Test and Evaluation","","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","698afffd2c922989d07e3db822b7bff22bffe13f69c4bfa3931fcd5f3fe2d89e","2-f30221e64dfb563adacf8c5a3ab1bde90a224f1e207d6483a4c5b113acfaf42e","","1-52080145405b1c8509925e9db58e45d8d9b592410fe9b787856ff74b633e087e","root.record.ProgramElement.ProjectList.Project"
"Management Services","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","698afffd2c922989d07e3db822b7bff22bffe13f69c4bfa3931fcd5f3fe2d89e","3-6ec34fa89968d25c2c4d479bdf8169a80f12aacfbf641c80f1b1ebba91923b43","","1-52080145405b1c8509925e9db58e45d8d9b592410fe9b787856ff74b633e087e","root.record.ProgramElement.ProjectList.Project"
"Product Development","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1266b9f379454fe0bdae4f0f9906009482fef87d352ba33e2ca9ee8a3d654fb2","0-1400100bd582189acee01d760c59c822fca21c15ef7c2e8195cf03c9182481b9","Note: Funds shown here are required for System Design & Development, ECO,  Training System Upgrades, Government Furnished Property (GFP), & Award Fees.  Award Dates vary throughout the year depending on activity.","0-9f79795f46dffafc1396a21ea77e3bb4ea5130890d8d5aa407f4a35531651e86","root.record.ProgramElement.ProjectList.Project"
"Support","","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1266b9f379454fe0bdae4f0f9906009482fef87d352ba33e2ca9ee8a3d654fb2","1-c4963be5eeb559a10ccc4d591585a3cbb17ce2addced1b5ea974604489057f8a","","0-9f79795f46dffafc1396a21ea77e3bb4ea5130890d8d5aa407f4a35531651e86","root.record.ProgramElement.ProjectList.Project"
"Test and Evaluation","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1266b9f379454fe0bdae4f0f9906009482fef87d352ba33e2ca9ee8a3d654fb2","2-c267ce9673c34eed07a6c7fa1f8eab50ec545badf6cd2c95f34e73d11e07bce9","DT&E flight test program is primarily done out of Edwards AFB.  FY11 efforts required as a result of software upgrades to AMP.","0-9f79795f46dffafc1396a21ea77e3bb4ea5130890d8d5aa407f4a35531651e86","root.record.ProgramElement.ProjectList.Project"
"Management Services","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1266b9f379454fe0bdae4f0f9906009482fef87d352ba33e2ca9ee8a3d654fb2","3-e6a2a5ad1ec346a93ba325d3ed20af8b0922bcba8ec8c32bc71b23de11f61346","Begining in FY12 (1st Qtr), PMA - Contractor Services efforts will be funded with 3010 appropriated C-130 AMP funding.","0-9f79795f46dffafc1396a21ea77e3bb4ea5130890d8d5aa407f4a35531651e86","root.record.ProgramElement.ProjectList.Project"
"Product Development","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1266b9f379454fe0bdae4f0f9906009482fef87d352ba33e2ca9ee8a3d654fb2","0-1cb6cbf2af7d199ab1fff8e7040519a055bdae5d959413ce19518ffffc2d8287","","1-d7abb47cf6a149a0f1e34ca50f4cd3e49e2dc55439f7ca506add5d32c5611120","root.record.ProgramElement.ProjectList.Project"
"Support","","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1266b9f379454fe0bdae4f0f9906009482fef87d352ba33e2ca9ee8a3d654fb2","1-3eb04f5aca714eddff7052f839c13ac99cb07f0bc904e7cf2aef0fe7cdba9f19","","1-d7abb47cf6a149a0f1e34ca50f4cd3e49e2dc55439f7ca506add5d32c5611120","root.record.ProgramElement.ProjectList.Project"
"Test and Evaluation","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1266b9f379454fe0bdae4f0f9906009482fef87d352ba33e2ca9ee8a3d654fb2","2-440a82ddf1b758801b67c36e0ad9e11ee37eee5cd454633ced2d507c54ae6962","","1-d7abb47cf6a149a0f1e34ca50f4cd3e49e2dc55439f7ca506add5d32c5611120","root.record.ProgramElement.ProjectList.Project"
"Management Services","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1266b9f379454fe0bdae4f0f9906009482fef87d352ba33e2ca9ee8a3d654fb2","3-326cdd29c3a33f565a7c9299ae1767545165dc375b8f1b769acaa28168fa16ad","","1-d7abb47cf6a149a0f1e34ca50f4cd3e49e2dc55439f7ca506add5d32c5611120","root.record.ProgramElement.ProjectList.Project"
"Product Development","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a6dbc37983291f8156b60807cbc04eb7c211da1d8bc9ece5add2772966cfee24","0-674a3278666c9f84e64dcd187f0d2530779ffe697bb8f8ddaf24a9a8e9966a9f","","0-15de2ab6dc5ba1a2e8273c95104d2d0e6b1d601cd5d61876f68b2e875f88f2fc","root.record.ProgramElement.ProjectList.Project"
"Support","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a6dbc37983291f8156b60807cbc04eb7c211da1d8bc9ece5add2772966cfee24","1-2fd5ffb8f4adc2ed60d4de4696c0b52099cb51e38b2bf7ffc45f873969590384","Travel, Supplies - all vary on support needed","0-15de2ab6dc5ba1a2e8273c95104d2d0e6b1d601cd5d61876f68b2e875f88f2fc","root.record.ProgramElement.ProjectList.Project"
