EventTitle_val,Schedule_Start_Quarter_val,Schedule_Start_Year_val,Schedule_End_Quarter_val,Schedule_End_Year_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Developmental Test Report (DP RPT IT-1)","3","2013","3","2013","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","11-c30b08e3b5a660c55a17787577d28f0446034a717a72cae36f536f2384c8cece","0-e8aef647ff09ebef3f52a17d6eabf4cab0793be6c1f024d87c20b0162ad61360","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Operational Assessment Report 3 (OAR3 IT-1)","4","2014","4","2014","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","12-246428cc788a49070b2aed3b1b2ab95a3b358e772fc77f3871a7eccfcda6af79","0-e8aef647ff09ebef3f52a17d6eabf4cab0793be6c1f024d87c20b0162ad61360","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Developmental Test Report (DT RPT IT-2)","4","2016","4","2016","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","13-e0b73851f5407282545d0c99ed68bed1cb3d117a9e3ef704f4c9afeba7747fb0","0-e8aef647ff09ebef3f52a17d6eabf4cab0793be6c1f024d87c20b0162ad61360","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Operational Assessment Report (OAR IT-2)","4","2016","4","2016","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","14-24c90d419e268cabdec8641a9fb277518d9818db8f78b479c5aa46990c1f39f0","0-e8aef647ff09ebef3f52a17d6eabf4cab0793be6c1f024d87c20b0162ad61360","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Assessment of Operational Test Readiness - Phase C1 (AOTR-C1)","4","2016","4","2016","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","15-01fde39117c349d63e1d93bc1a02737dfdfd8106a0839336ecceafc42731ef63","0-e8aef647ff09ebef3f52a17d6eabf4cab0793be6c1f024d87c20b0162ad61360","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Operational Test Readiness Review - Phase C1 (OTRR-C1)","4","2016","4","2016","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","16-eb718be9d0f776aa0fe1900ce39423aff1ebd83dc54f4f6cde8935156b22c3ee","0-e8aef647ff09ebef3f52a17d6eabf4cab0793be6c1f024d87c20b0162ad61360","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Developmental Test Report (DP RPT IT-3)","2","2017","2","2017","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","17-75ab6a663e99b5d8d32a1b17646ffde8c4ada08bcd4ebe123a7b2f58d198e4e7","0-e8aef647ff09ebef3f52a17d6eabf4cab0793be6c1f024d87c20b0162ad61360","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Assessment of Operational Test Readiness - Phase C1 (AOTR-C2)","3","2017","3","2017","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","18-3c264168df78b4471d18706eb52af6659a73c4e8bd975d0951c88d7d69768d3e","0-e8aef647ff09ebef3f52a17d6eabf4cab0793be6c1f024d87c20b0162ad61360","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Operational Test Readiness Review - Phase C1 (OTRR-C2)","3","2017","3","2017","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","19-f74a901b8ab667eb4cbe237aeecf5ac2e2fe9b37f5acddc56c3c94d675eb8e2f","0-e8aef647ff09ebef3f52a17d6eabf4cab0793be6c1f024d87c20b0162ad61360","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Operational Test Phase 1 (OT-C1)","1","2017","4","2017","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","20-5c0886ef2d9aa4a772970c71c5dbad5cf28b6d395fcd508cdff3dd9cd704a74a","0-e8aef647ff09ebef3f52a17d6eabf4cab0793be6c1f024d87c20b0162ad61360","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Operational Test Phase 2 (OT-C2)","3","2017","4","2017","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","21-9c840ac1db9630e106a57171480d2ecf65ec2b9cbc21955ee698f0c171a37fe4","0-e8aef647ff09ebef3f52a17d6eabf4cab0793be6c1f024d87c20b0162ad61360","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"CVN 79 Construction Contract Award","4","2013","4","2013","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","22-6cd9fa39905bc282262b6d78b55f0c1bdbaaaa5698ade9f12a5d56f30f16be0b","0-e8aef647ff09ebef3f52a17d6eabf4cab0793be6c1f024d87c20b0162ad61360","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"CVN 79 SCN Full Funding","1","2013","4","2017","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","23-1e32e0d7146b6a1a3f726854aafbd231c8d1cbeeb5bc21d3c6ca87e351ccd15f","0-e8aef647ff09ebef3f52a17d6eabf4cab0793be6c1f024d87c20b0162ad61360","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"CVN 78 Ship Delivery","4","2015","4","2015","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","24-cbeccfe2c1ac6b8b0cf8b7ed57bb1e12c3e6f1d2c978cdd31dbdac3f33adef04","0-e8aef647ff09ebef3f52a17d6eabf4cab0793be6c1f024d87c20b0162ad61360","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Increment 1 (S/W v6.0): Initial MH-60R Capabilities Development","1","2011","1","2011","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","0-adeb95c8facceae4026c259d8ae4026e160eb9380303f8a69ad6d491c93dd107","0-071c190141a3250f83e7334e2caa1f44361d524b284335332948f30a22e4fb6b","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Increment 1 (S/W v6.0): Test Readiness Review (TRR)","1","2011","1","2011","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","0-fa286eeb348c5732d16ac5bdb78838b1b8dfeabfa5616b72d7567a9f01fb2c7a","1-75902805ae83d8c9e847caf264cbe55c706b8cf1dda99112c0e3a385395c7bce","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Increment 1 (S/W v6.0): MH-60R Verification and Validation","2","2011","3","2011","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","1-b6e1c62d7eb0638930b458c1922ba5f276af6cd1b11f3cb5bb7937833078d2c7","1-75902805ae83d8c9e847caf264cbe55c706b8cf1dda99112c0e3a385395c7bce","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Requirements: Identify COMSEC Requirement: COMSEC Requirement","1","2013","1","2013","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","2-158fdc11cba10630bd407de87d6a25608081beeb0a60e37e935842b84c2edc3c","1-75902805ae83d8c9e847caf264cbe55c706b8cf1dda99112c0e3a385395c7bce","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Increment 1 (S/W v6.0): MH-60R Combat System Certification","3","2011","4","2011","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","3-d3afedb0d2dce1e51c6774f2df482c3f7d9217598c821e4fe965a29c0f545556","1-75902805ae83d8c9e847caf264cbe55c706b8cf1dda99112c0e3a385395c7bce","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Increment 2 (S/W v7.0): MH-60R Block Upgrades Development","1","2011","2","2012","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","4-3fce5c8660cfefb686b2f717243ec5e4711b42f0f09b10e5bbaae4e5d7432f8c","1-75902805ae83d8c9e847caf264cbe55c706b8cf1dda99112c0e3a385395c7bce","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Increment 2 (S/W v7.0): Critical Design Review (CDR)","1","2011","2","2011","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","5-2f03b8439f81554edd27c020be611a3706cf86828062d2488bd196069b6ef4f6","1-75902805ae83d8c9e847caf264cbe55c706b8cf1dda99112c0e3a385395c7bce","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Increment 2 (S/W v7.0): Test Readiness Review (TRR)","2","2012","2","2012","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","6-da7e437c9b41bfc3f6589d7c3e100b56401ab41d6973330358ce71a53053b5d8","1-75902805ae83d8c9e847caf264cbe55c706b8cf1dda99112c0e3a385395c7bce","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Design & Development: Initial Design: Preliminary Design","1","2013","2","2013","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","7-589fd3ff03a2f3c1ba85413ed83457bb98c89595c02d0b1167d3763da41c8d59","1-75902805ae83d8c9e847caf264cbe55c706b8cf1dda99112c0e3a385395c7bce","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Increment 2 (S/W v7.0): MH-60R Verification and Validation","2","2012","3","2012","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","8-1c5fdff346b9973c5ca08e5d101c4ebf79180eb94636db574dacfc4d202a8dc6","1-75902805ae83d8c9e847caf264cbe55c706b8cf1dda99112c0e3a385395c7bce","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Increment 2 (S/W v7.0): MH-60R Combat System Certification","4","2012","4","2012","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","9-6c57d79cbbd6863db4b3882b0e65a90eb1da85a7b1102267667a2f888a1a60a8","1-75902805ae83d8c9e847caf264cbe55c706b8cf1dda99112c0e3a385395c7bce","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Design & Development: Detailed Design: Final Design","2","2013","3","2013","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","10-6a94b1b0aaa069aee9bf250c80f5a3a06a32ccd20ca760bcdbd11b0d26864d4b","1-75902805ae83d8c9e847caf264cbe55c706b8cf1dda99112c0e3a385395c7bce","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Increment 3 (S/W v8.0): MH-60R Block Upgrades (P-8/BAMS Integration)","3","2012","2","2014","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","11-566d4ccea3da5305553f74b968b894a80db1b134e71fefdc9807e5a2d9bccf43","1-75902805ae83d8c9e847caf264cbe55c706b8cf1dda99112c0e3a385395c7bce","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Design & Development: Hardware/Software: Hardware/Software Completion","3","2013","4","2013","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","12-fd1e176c260ec88ff7a7d09f0dc04098d33ea7886aa95ace0366133120f1d56c","1-75902805ae83d8c9e847caf264cbe55c706b8cf1dda99112c0e3a385395c7bce","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Increment 3 (S/W v8.0): System Requirements Review (SRR)","3","2012","4","2012","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","13-9fc998576686b4df26b36f68b58d1209f1f9e9de174613bbb5d6711022c531fe","1-75902805ae83d8c9e847caf264cbe55c706b8cf1dda99112c0e3a385395c7bce","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Increment 3 (S/W v8.0): System Functional Review (SFR)","4","2012","4","2012","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","14-6de2b0db3122fbd5397e50882d12f82a0bc727f0ad8b8ebe1594c74020a7d1d2","1-75902805ae83d8c9e847caf264cbe55c706b8cf1dda99112c0e3a385395c7bce","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Increment 3 (S/W v8.0): Critical Design Review (CDR)","2","2013","2","2013","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","15-a101fbf61f542004a848232c6c3452103e3d71cc36b2381680c25bd95ff1b1d3","1-75902805ae83d8c9e847caf264cbe55c706b8cf1dda99112c0e3a385395c7bce","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Increment 3 (S/W v8.0): Test Readiness Review (TRR)","2","2014","2","2014","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","16-2da87f5e715a0947d0f097152b0a648e9d6422505acfedfbfaa335e4ae658be3","1-75902805ae83d8c9e847caf264cbe55c706b8cf1dda99112c0e3a385395c7bce","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Testing: Functional Testing: Hardware/Software Functional Testing","1","2014","1","2014","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","17-4a6ec9461f5c678e7fb9b3d272047e9c3606aa4fc754476e2c0fb0365e585d40","1-75902805ae83d8c9e847caf264cbe55c706b8cf1dda99112c0e3a385395c7bce","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Increment 3 (S/W v8.0): Verification and Validation","3","2014","4","2014","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","18-2fa90749d26b0ce7df2e42ef7d0ad9034d717e38e27ce3e022139b3cdc8c97f6","1-75902805ae83d8c9e847caf264cbe55c706b8cf1dda99112c0e3a385395c7bce","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Testing: Certification Testing: Formal Certification Testing","2","2014","4","2014","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","19-0e8713dd52c55dd9face6a26221ec12f87d6e646410b4763e8b0f35c4097294c","1-75902805ae83d8c9e847caf264cbe55c706b8cf1dda99112c0e3a385395c7bce","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Increment 3 (S/W v8.0): Combat System Certification","4","2014","1","2015","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","20-b952361d235395f81c58109516ce5823b90e8323f777a03063dab1a23dcaa763","1-75902805ae83d8c9e847caf264cbe55c706b8cf1dda99112c0e3a385395c7bce","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Increment 4 (S/W v9.0): MH-60R Block Upgrades (P-8/BAMS Integration)","3","2014","2","2016","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","21-c9521239c92503915b92dfe96f6522fa84b217de29f9f4b049dc531e36ca11af","1-75902805ae83d8c9e847caf264cbe55c706b8cf1dda99112c0e3a385395c7bce","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Increment 4 (S/W v9.0): System Requirements Review (SRR)","3","2014","3","2014","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","22-af0050b81aa8693b9c7403cc93ae4972458f1561be1cdddd97cf04eec5b4fef2","1-75902805ae83d8c9e847caf264cbe55c706b8cf1dda99112c0e3a385395c7bce","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Reviews: Initial Design: Initial Design Review","1","2013","1","2013","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","23-430e4116684fe117921b1f31c338c2aad9f79f99ee20e7c3b166a739da57143e","1-75902805ae83d8c9e847caf264cbe55c706b8cf1dda99112c0e3a385395c7bce","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Increment 4 (S/W v9.0): System Functional Review (SFR)","4","2014","4","2014","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","24-ca79a4b87e6e089fb05ac1096d3a223eab19200c4359e861c0eb8dff03cef843","1-75902805ae83d8c9e847caf264cbe55c706b8cf1dda99112c0e3a385395c7bce","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Increment 4 (S/W v9.0): Critical Design Review (CDR)","1","2015","2","2015","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","25-3facfd9ba17489f66f3a7186c08ba8c213907a15a249dcd5c8817ee3ddbeeb2b","1-75902805ae83d8c9e847caf264cbe55c706b8cf1dda99112c0e3a385395c7bce","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Increment 4 (S/W v9.0): Test Readiness Review (TRR)","2","2016","2","2016","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","26-964849e5d5be7d272234bd1414129b0828bf966f51696d6d97731949aed9d310","1-75902805ae83d8c9e847caf264cbe55c706b8cf1dda99112c0e3a385395c7bce","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Reviews: Final Design: Final Design Review","2","2013","2","2013","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","27-74f9f10b9e02674a819dd51db3e2b2f9faeaa64bc015d56478bd1d08a969e329","1-75902805ae83d8c9e847caf264cbe55c706b8cf1dda99112c0e3a385395c7bce","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Increment 4 (S/W v9.0): Verification and Validation","2","2016","3","2016","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","28-90241e5e9bcb0d2e0ecebd4c811afbf9aec5dd8d94995ac26d87faead48e366c","1-75902805ae83d8c9e847caf264cbe55c706b8cf1dda99112c0e3a385395c7bce","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Increment 4 (S/W v9.0): Combat System Certification","4","2016","4","2016","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","29-3ebed94b3b1dd8282a68c36d50c616364abf1f6523db68f6bde5abc2781c42f5","1-75902805ae83d8c9e847caf264cbe55c706b8cf1dda99112c0e3a385395c7bce","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Increment 4 (S/W v10.0): MH-60R Block Upgrades (P-8/BAMS Integration)","3","2016","4","2017","2013-BASE_RDTE-2013-NAVY_BA1_3-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","9129f8ed773eba4475b5f90ea8d37277a063516f8474eae9f78aaa2b1344fe32","30-29c61c0f72b233fa787f4bda33a03a8a79dd9f2f2f180091d4f5e8a5cc5ae911","1-75902805ae83d8c9e847caf264cbe55c706b8cf1dda99112c0e3a385395c7bce","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
