LineItem_val,Title_val,Funding_PriorYear_val,Funding_CurrentYear_val,Funding_BudgetYearOne_val,Funding_BudgetYearOneBase_val,Funding_BudgetYearOneOCO_val,Funding_BudgetYearTwo_val,Funding_BudgetYearThree_val,Funding_BudgetYearFour_val,Funding_BudgetYearFive_val,Funding_CostToComplete_val,Funding_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"OPAF: BA03: Line item #837100","Tactical C-E Equipment","0.000","9.933","10.397","10.397","0.000","6.425","5.898","6.281","6.395","Continuing","Continuing","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","cf60ef94e447dd71f688f82250f29b7f95cca6c87e534035536e7f1d28290e3f","0-947f0c8dca8284dda11fc6e0066872be781943f8c0c8289c668693f04d49cf00","0-1bcca5eaf5687922404cb19ba2e243304d7ce3f363b1664f4f0309f8072017b5","root.record.ProjectList.Project"
"APAF: BA05: Line item #OTHACF","Other Aircraft","4.502","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","cf60ef94e447dd71f688f82250f29b7f95cca6c87e534035536e7f1d28290e3f","1-363c3b020598e7ff87a42a7cd764d5f7e9bf782a83a70127a4dcbf7155dcdafc","0-1bcca5eaf5687922404cb19ba2e243304d7ce3f363b1664f4f0309f8072017b5","root.record.ProjectList.Project"
"RDT&E: BA07: PE 0207138F","F-22A Squadrons, RDT&E*","146.291","231.599","387.540","387.540","0.000","423.005","418.700","393.633","430.233","Continuing","Continuing","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","258e9e759f7e3460f85d56bf0c7406cf542b3fade7cfa4857ce96fb3a0184b41","0-5dc2d91a2d6fc02965aff402589dac7ae8938bba1aa5b1bee2d3c9f731eb9f3a","0-8fb5709318d80c3c76367159aa318700821b84f63e4e125628c1d99003c245ab","root.record.ProjectList.Project"
"APAF: BA05: Line Item # F2232B","Increment 3.2B**","28.500","64.325","78.410","78.410","0.000","413.679","13.081","20.373","10.749","0.000","340.617","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","258e9e759f7e3460f85d56bf0c7406cf542b3fade7cfa4857ce96fb3a0184b41","1-80d857be206a7785397338820527f666c87201c57a9a8bbaa1b331c0da20774c","0-8fb5709318d80c3c76367159aa318700821b84f63e4e125628c1d99003c245ab","root.record.ProjectList.Project"
"APAF: BA05: Line Item # F02200","F-22A***","286.426","119.171","271.593","271.593","0.000","218.441","227.011","368.986","524.575","Continuing","Continuing","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","258e9e759f7e3460f85d56bf0c7406cf542b3fade7cfa4857ce96fb3a0184b41","2-8838903bf5bfba8f61e005186ee9e617d1c17c55f0b1b81b9510fbc8ff8e6447","0-8fb5709318d80c3c76367159aa318700821b84f63e4e125628c1d99003c245ab","root.record.ProjectList.Project"
"APAF: BA056: 000999","Initial Spares","0.000","2.822","4.431","4.431","0.000","7.720","0.000","0.000","0.000","0.000","14.973","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","258e9e759f7e3460f85d56bf0c7406cf542b3fade7cfa4857ce96fb3a0184b41","3-72d3f05b894158a07c0b420bbd369bd2e2bd5d539740a436f25b5db58c3ef7ab","0-8fb5709318d80c3c76367159aa318700821b84f63e4e125628c1d99003c245ab","root.record.ProjectList.Project"
"RDT&E: BA07: PE 0207163F","AIM-120D, AMRAAM T&E, RDT&E****","23.800","5.820","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","50.450","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","258e9e759f7e3460f85d56bf0c7406cf542b3fade7cfa4857ce96fb3a0184b41","4-92035af56468b0a0648ce80eea7ed7a55b3b8413474685dda372a0f74a3ca421","0-8fb5709318d80c3c76367159aa318700821b84f63e4e125628c1d99003c245ab","root.record.ProjectList.Project"
"RDTE: BA04: PE 0604635F","Ground Attack Weapons Fuze Development","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","4b70136e328ccd095475fbe5c8a03db93a946f4b66d8dda0b091132b020a7dd5","0-8ce5bad6dfa1833cb37c0dd07ac339cf141a9129e909834f96028ac517135bcc","0-70d0fb1a4b9bade60ff35fa84d8cefdaf8b0f6b23f44d0674019c994abf057c1","root.record.ProjectList.Project"
"PAAF: BA01: Line Item # 356120","Fuzes","13.280","17.000","22.243","22.243","0.000","31.537","0.000","0.000","0.000","0.000","0.000","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","4b70136e328ccd095475fbe5c8a03db93a946f4b66d8dda0b091132b020a7dd5","1-0e05526ca3242770d5aa2eba75156dea82d6fe531f0044bce56ae7b64b599e7f","0-70d0fb1a4b9bade60ff35fa84d8cefdaf8b0f6b23f44d0674019c994abf057c1","root.record.ProjectList.Project"
"APAF: BA02: Line Item #KC046A","KC-46A Tanker","1573.185","2350.601","2884.591","2884.591","0.000","3043.448","3134.092","3133.118","3190.866","18505.297","37824.698","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","62dd7f1a8c52996833fc2ee411e64397379cc59d82b8b20f50bb002ae9361849","0-b041a48799f8105452e2b096d2eb3544ff47805ec49f3a3902948e02e0b9ab62","0-6a4fc7e15dacc4ca92f31d0d7a5fef005746c2089583955cad3e6ef10afa9eb9","root.record.ProjectList.Project"
"APAF:BA06:Line Item #000999 Init...","KC-46A Tanker","0.000","52.965","172.183","172.183","0.000","107.356","82.112","99.997","101.841","440.904","1057.358","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","62dd7f1a8c52996833fc2ee411e64397379cc59d82b8b20f50bb002ae9361849","1-6d0554b8e4b7ce69c8f27efde8d8f1a1587ea794f0c16afc09a63354a43a7811","0-6a4fc7e15dacc4ca92f31d0d7a5fef005746c2089583955cad3e6ef10afa9eb9","root.record.ProjectList.Project"
"NA","NA","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","86380424b765302728b5a8d0f0f885332dacdaf4b2a33cfb387aa9b24dc6a8f4","0-913d52ce57f3354c9cdc405748bf1e458527fddd7e471ee8e0a396c2013a1bec","0-9bb01df279a3fadd9797f593ca45f764d3a8572949c5f6204008aca5345d5d52","root.record.ProjectList.Project"
"APAF:BA03:Line Item # APT000","Advanced Trainer Replacement T-X","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","63.500","4792.000","4855.500","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","b92732bb863bbd3be122edee51a85a79d47a76e9de163275d2c3fb80a48939ec","0-9fcc1c6f8ab60a043b092c7bd7f8bec0296d7dd87d39e6cd815ee3d6043fcab5","0-07720624b63610b132a9f6c571ba28bfe3530ce1cd932a286535c402d6746dbc","root.record.ProjectList.Project"
"APAF:BA 04:Line Item #H060WH","Combat Rescue Helicopter","0.000","0.000","0.000","0.000","0.000","0.000","88.885","623.047","913.337","6071.308","7696.565","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","e71f2db7b4d510d2051fee5fb385bcd3b9551db41bd82f79366e8fa66b8babbc","0-d094c01a26fb836c6bdca002a084eef2b8a001ebbb03c415e9cd6ff5713810b3","0-1eee6f118619eab486d0259bb165e3ba7b194bd81f7b21bca9df155491c61d02","root.record.ProjectList.Project"
"APAF: BA05: HCMC00","APAF HC/MC-130 Modifications","0.000","0.000","0.000","0.000","0.000","0.000","31.919","0.000","0.000","293.229","331.722","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","1844ee3ec78dbfef35059736ceae34b5244b559fbd9ba7ee8a009d13110b1024","0-1210eff922fc4907a87374e8ec926003a0c52411d2868de2ebeb0de50303326f","0-185010a20eea2a070fb4f5058abd7fb4ee8bcfcde89b84dfe5f84d9dbf029522","root.record.ProjectList.Project"
"APAF: BA02: C-130JH","BA02:APAF PE0207224F, HC-130J","382.024","474.434","337.576","337.576","0.000","198.153","0.000","0.000","0.000","398.587","1790.774","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","1844ee3ec78dbfef35059736ceae34b5244b559fbd9ba7ee8a009d13110b1024","1-3aa24472f74f25e9e564ec15e6d39305a9aa4cdfe7b14bf2b1030e12c2cb7f76","0-185010a20eea2a070fb4f5058abd7fb4ee8bcfcde89b84dfe5f84d9dbf029522","root.record.ProjectList.Project"
"APAF: BA02: C-130JM","BA02: APAF PE0207230F, MC-130J","372.971","850.872","598.358","598.358","0.000","450.194","371.649","631.894","449.356","1992.934","5718.228","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","1844ee3ec78dbfef35059736ceae34b5244b559fbd9ba7ee8a009d13110b1024","2-4bae57b8f9764d5fdb1a419cc88db535e5ede04884b6345d63abf316fa756baa","0-185010a20eea2a070fb4f5058abd7fb4ee8bcfcde89b84dfe5f84d9dbf029522","root.record.ProjectList.Project"
"MPAF: BA05: Line Item # ADV555","Advanced EHF","298.462","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","4587.035","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","b3a3a5d6a032c297ccdc89422cc5c40bde36a1f6a700889f1952706a3faf5b98","0-4d33d05632c4b03050fb3a2a9332ba969e68e05393a294996e946f5a4ab547a4","0-1289ba225a08c52420c646867c90fff246315b74b784a51a0ae2c8fcc2778789","root.record.ProjectList.Project"
"SPAF: BA01: Line Item # ADV555","Advanced EHF","0.000","327.666","645.569","645.569","0.000","56.854","29.299","31.180","31.742","0.000","1122.310","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","b3a3a5d6a032c297ccdc89422cc5c40bde36a1f6a700889f1952706a3faf5b98","1-08d459c0612b7df00115ca299a1e76ff41e00e7ce67b95e1af8af3ef8aa52b98","0-1289ba225a08c52420c646867c90fff246315b74b784a51a0ae2c8fcc2778789","root.record.ProjectList.Project"
"RDT&E: BA05: PE 0605433F","Wideband Global SATCOM (Space)","14.095","8.646","12.248","12.248","0.000","10.168","0.000","0.000","0.000","0.000","290.756","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","b3a3a5d6a032c297ccdc89422cc5c40bde36a1f6a700889f1952706a3faf5b98","2-2aac2b34c42ac1d0dde848d3bb846482112781eafd5b465a0f1b1cc72ef6269a","0-1289ba225a08c52420c646867c90fff246315b74b784a51a0ae2c8fcc2778789","root.record.ProjectList.Project"
"MPAF: BA05: Line Item # ADV555","Advanced EHF","298.462","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","4587.035","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","b3a3a5d6a032c297ccdc89422cc5c40bde36a1f6a700889f1952706a3faf5b98","0-384da4eb6a8a2729eef1d8536e31b77f2041596e723792a2f31e6a6c694b6e3a","1-f8f68118e6ba09824f8f6c4ebba1af90c15dd8755a00d29addbec2f88b8fad3f","root.record.ProjectList.Project"
"SPAF: BA01: Line Item # ADV555","Advanced EHF","0.000","327.666","645.569","645.569","0.000","56.854","29.299","31.180","31.742","0.000","1122.310","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","b3a3a5d6a032c297ccdc89422cc5c40bde36a1f6a700889f1952706a3faf5b98","1-8e103bcd3b6f427739712d49a1431b70d6c6508ae6a213a83a3326740913a3d2","1-f8f68118e6ba09824f8f6c4ebba1af90c15dd8755a00d29addbec2f88b8fad3f","root.record.ProjectList.Project"
"None","None","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","05f31324e7663ae69067a1246edb473c1bfbf21704a1aef0a66db798bc641da7","0-f0a8354eb1ccd01fae5c91adcda5e72ae9bab322cc13ec40179afa39bbe431a2","0-a6f53719e63f224c7cba91529d620c626761cb69344250acb1bd3d5c5bff7cb5","root.record.ProjectList.Project"
"OPAF: BA03: Line Item # 836780","Milsatcom Space","0.265","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.265","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","d983801e71e0308de6f0a37258c5adc24f389536fda78fcbff4eeb38ac58f790","0-2e9de939a7e874ef27d858d7659b3a93acbaa52b404a9b9216740bedf2b514a9","0-697587df6265ac43efef0776830bb332da5a1984d91c9f50e041db32b84d488e","root.record.ProjectList.Project"
"SPAF: BA01: Line Item # MILSAT","Milsatcom Space","0.000","0.269","0.272","0.272","0.000","0.276","0.281","0.000","0.000","0.000","1.098","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","d983801e71e0308de6f0a37258c5adc24f389536fda78fcbff4eeb38ac58f790","1-aa593d0e055a607ac0f76b304925cc2bc641745d3ba579b1a4df75275fe49ffa","0-697587df6265ac43efef0776830bb332da5a1984d91c9f50e041db32b84d488e","root.record.ProjectList.Project"
"MPAF: BA05: Line Item # ADV555","Advanced EHF","3.679","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","3.679","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","d983801e71e0308de6f0a37258c5adc24f389536fda78fcbff4eeb38ac58f790","2-e3a1f4415c15ade46d129c2475b0da0d173e68453a58c688027cc3c2ea0ec3b8","0-697587df6265ac43efef0776830bb332da5a1984d91c9f50e041db32b84d488e","root.record.ProjectList.Project"
"SPAF: BA01: Line Item # ADV555","Advanced EHF","0.000","1.906","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.906","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","d983801e71e0308de6f0a37258c5adc24f389536fda78fcbff4eeb38ac58f790","3-8bd813b0d430b6f4cefc77827640fe98d937240d22ce8047e57ec23385c7b0f2","0-697587df6265ac43efef0776830bb332da5a1984d91c9f50e041db32b84d488e","root.record.ProjectList.Project"
"MPAF: BA05: Line Item # GAP000","Wideband Global System Procurement","2.071","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2.071","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","d983801e71e0308de6f0a37258c5adc24f389536fda78fcbff4eeb38ac58f790","4-97fe2fb5e4697a3dda0d5e8ec70c7eda8fa20ef6677f6496b8c58e92e35c946e","0-697587df6265ac43efef0776830bb332da5a1984d91c9f50e041db32b84d488e","root.record.ProjectList.Project"
"SPAF: BA01: Line Item # GAP000","Wideband Global System Procurement","0.000","2.083","2.083","2.083","0.000","0.208","0.000","0.000","0.000","0.000","4.374","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","d983801e71e0308de6f0a37258c5adc24f389536fda78fcbff4eeb38ac58f790","5-b10061b7576977fb20f9e88eb7b71611f2430cba1aa1aa96e5f49165fb0f3149","0-697587df6265ac43efef0776830bb332da5a1984d91c9f50e041db32b84d488e","root.record.ProjectList.Project"
"MPAF: BA05: Line Item # GAP000","Wideband Global System Procurement","36.071","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","3018.730","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","d983801e71e0308de6f0a37258c5adc24f389536fda78fcbff4eeb38ac58f790","0-b1254692a5ecb38cd8e4e07648674be445430e4823df225df2c244d5d94ecbf0","1-ff276d386e7a57ffbb95dcd79539d2c0406c23036640a215f8a2382e0bc5c6a6","root.record.ProjectList.Project"
"SPAF: BA01: Line Item # GAP000","Wideband Global System Procurement","0.000","74.476","86.272","86.272","0.000","90.659","62.112","0.000","0.000","0.000","313.519","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","d983801e71e0308de6f0a37258c5adc24f389536fda78fcbff4eeb38ac58f790","1-2ca4cb232a8d50b4b8f5eb2a0b95fd84931ba426c9babfb2a9d3d604b71cf608","1-ff276d386e7a57ffbb95dcd79539d2c0406c23036640a215f8a2382e0bc5c6a6","root.record.ProjectList.Project"
"RDTE: BA07: PE 0207410F","Air and Space Operations Center Weapon System (AOC WS), Project 675117","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","264.584","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","99e155842865ac5ce1d926387ebc875d2eaec1a45093e313c58b93a8056b6a57","0-97633326ee66fe256da9d7979f8659f92e46741fc1f790739f3dc8773ef190d8","0-b656491a79aa7b6dd28039f5f2d1b3a47e3fc7df6dc0635ba10ed4d0ef457ccd","root.record.ProjectList.Project"
"RDTE: BA04: PE 0604458F","Air & Space Ops Center","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","66.970","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","99e155842865ac5ce1d926387ebc875d2eaec1a45093e313c58b93a8056b6a57","1-b4df2d71f1faa599a15be24206adbb3db3d3f526fd41983e0f0f56e4de8bbb79","0-b656491a79aa7b6dd28039f5f2d1b3a47e3fc7df6dc0635ba10ed4d0ef457ccd","root.record.ProjectList.Project"
"OPAF BA03 Line Item # 834560","Air Operations Center (AOC) 10.2","0.000","14.846","30.623","30.623","0.000","11.844","0.000","0.000","0.000","36.500","93.813","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","99e155842865ac5ce1d926387ebc875d2eaec1a45093e313c58b93a8056b6a57","2-8b618d234ea406fe5bb23c14dc46bb6bfcc37150a37818cf763b40ab4f3257f6","0-b656491a79aa7b6dd28039f5f2d1b3a47e3fc7df6dc0635ba10ed4d0ef457ccd","root.record.ProjectList.Project"
"APAF: BA07: Line Item #b2dms0","B-2 DMS","0.000","0.000","0.000","0.000","0.000","0.000","49.884","280.497","365.563","108.000","803.944","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","15c946a00d18a1d059d026ea926b1926dea641f927ccf37d03571fac7bb49b63","0-a2159a2f2e0abd936e037d1d0d5d65c80530fd27b9999338c597fb9366a351dc","0-a5517bdbe08eb3ec652e6a1c735823634d03947595c409b8f6b27c816de2f66f","root.record.ProjectList.Project"
"APAF: BA07: Line Items # 000999","Acft Initial Spares & Repairs","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","14.956","","","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","15c946a00d18a1d059d026ea926b1926dea641f927ccf37d03571fac7bb49b63","1-39576c04add74fa82fab08f721a21875052e974f6fb52a920464c3608393ab44","0-a5517bdbe08eb3ec652e6a1c735823634d03947595c409b8f6b27c816de2f66f","root.record.ProjectList.Project"
"APAF: BA07: Line Item #000075","Other Production Charges","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","7.756","","","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","15c946a00d18a1d059d026ea926b1926dea641f927ccf37d03571fac7bb49b63","2-de19313b5f8cd298a26b158038abcc746609d860ab3db7bc8a97ea4a27961d18","0-a5517bdbe08eb3ec652e6a1c735823634d03947595c409b8f6b27c816de2f66f","root.record.ProjectList.Project"
"PAAF: BA01 Line Item # 354040","B61","0.000","0.000","0.000","0.000","0.000","145.440","207.208","2.460","0.000","0.000","355.108","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","52b044bb41c5d50b0fbaef61f6a67451f2d1e9f351852c63f392e65aa95d438d","0-b589d62af9c92a28d0733562814d2e041a23368303df1982c1036c2483a91fdd","0-da6aad515faacee305f95894451f7510ae28d0b0382054a9dd9bc651e4ed1f2b","root.record.ProjectList.Project"
"APAF: BA05: Line Item # F15EWS","Aircraft Modification","0.000","0.000","0.000","0.000","0.000","0.000","276.560","255.744","406.435","3861.190","4799.940","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","bf3c4be8c45f47a270fa3d46bd89058c5a40085e0c3c8a6a7bdc77b39986dbfd","0-fe7d51f3503c40de8730d6c57dcf9be6f343f5748fb64cfd6cc8ee0b2041de17","0-eecf36aac2e5ee27be5ecdada9f086c15f7f40df826e50696be119e95b0a75f5","root.record.ProjectList.Project"
"APAF: BA07: Line Item #000999","Aircraft Spares and Repair Parts","0.000","0.000","0.000","0.000","0.000","0.000","4.070","4.880","9.340","193.820","212.110","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","bf3c4be8c45f47a270fa3d46bd89058c5a40085e0c3c8a6a7bdc77b39986dbfd","1-9f6cbe8047d49c9561ee7af43074b28662aedac7539f3d8425c22676c4ecbac7","0-eecf36aac2e5ee27be5ecdada9f086c15f7f40df826e50696be119e95b0a75f5","root.record.ProjectList.Project"
"RDT&E: BA07: PE0207171F","F-15 EPAWSS BA07","38.944","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","38.944","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","bf3c4be8c45f47a270fa3d46bd89058c5a40085e0c3c8a6a7bdc77b39986dbfd","2-a0e22daf1a45457f4b24b24a62466f77b6f88b03f7ccb0041d8c6daccf3a882b","0-eecf36aac2e5ee27be5ecdada9f086c15f7f40df826e50696be119e95b0a75f5","root.record.ProjectList.Project"
"RDTE: BA04: PE 0605230F","GBSD","0.000","75.166","113.919","113.919","0.000","293.959","321.054","1034.249","1576.429","Continuing","Continuing","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","57f337960d9dbadec4fb515c4044f85bf3ff64a4e8f67bcd49e64cf610b38a4a","0-0e9dac25f4d34470b3ff182c71dd074f18cdafd29fdfaaf6927741bde54cfc3d","0-6476a8127bb45aa4f8fac57028b25dfb01440951108e4d6e9126dc37e15e8b13","root.record.ProjectList.Project"
"RDTE: BA04: PE 0605230F","GBSD","0.000","75.166","113.919","113.919","0.000","293.959","321.054","1034.249","1576.429","Continuing","Continuing","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2017.xml","57f337960d9dbadec4fb515c4044f85bf3ff64a4e8f67bcd49e64cf610b38a4a","0-9d04233edc927d094c76e20030b7d3aabcd01ec1c0c65e7d8d978c23a2280743","1-bf4fdc4d24447cf543fcb4e9634e96c3d58d78418b8503248edebdfe37339e25","root.record.ProjectList.Project"
