Name_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_PriorYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Air Force Active","","","","","","","","","","","3","8.102","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d94ade494792f263d837decf2973d54030c8d2830940ece28a2979b16c9df6ee","0-38f8ce2ea96032ff2053202ec4516b37c8b4724f9964cf41e99d5184bcf5c11d","0-9789b16021dad34dc9c8920d85274b830796bc5ada1e1000a5a16869be90f23b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","10.287","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","401e0514fcb24be219637162e13c026e0aff3fe4f07fc06a930c9a43285b5659","0-e876f5a1b54cdfa8834484eeca79bb4ee1862aa725624eaea39126c5a63abc3a","0-55ffe2a56baf65ae9d667b64bebe0398a2ed5cf0851cd91b26ee4953d8dfc36e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","6.656","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","25f69fda9244bc379e974d5e4441cc933b9e2dc3b96860b4244dfaa5bb21d39c","0-a75f4cf75cc1ca5bc6bc81acc9399eea918e77793cc66ba77ed21240b8c908e3","0-fbbb22ddc65cda8b5c51a9a83e2a4e3fce2d1f170138098e8e9a55d492c0edaa","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","42.15","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","25f69fda9244bc379e974d5e4441cc933b9e2dc3b96860b4244dfaa5bb21d39c","0-cd6a78840eb91bbd6567779af73a8304238025b807e79b96ee3c67c3e1c4c59e","0-51445b794a5be68c8605c1d1e8c71eb010dfac2afe5a6f9682a42cad5884ddcc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","5.065","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","25f69fda9244bc379e974d5e4441cc933b9e2dc3b96860b4244dfaa5bb21d39c","0-b3b7b1880f084219df9c8db5c395c8bac9a7aade000c6da2b203a538b0d57a86","0-a48c7c14006544416953cc2cd731a69a0321f18e4bb73c7c8faf88552ff2683a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","23","2","33.942","2","33.942","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4b3714287c1937f7f3999b7ceac1143b666e525065c2f7f9b4f673af8cc01969","0-697f041ba1540c9ebaa033f53d2333723802dcae6f257447626f04d0fd837cce","0-e262134ac98df91b7cade61b5835988d48a474bac1a700fa9201764c434e8aa0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","","","1","0.000","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8aeba8df8dd55223d2c11627d80843f5b48f347eac8ee46036b01059b2d314c4","0-440b6d75e75fd398e8d11ca7806bb8ed429744219ed4a994887be16aa46c1dd8","0-310b8b5e8b50c2eb8dfb918efc81f1a3ba8d3daa22f5b18a5f5b9365702691ef","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","","","2","0.045","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","bbe19e056d5a56d1e0a0f0b447d77ce7749b74494abc97d27d6eac183f790f36","0-b172907235a97db4868db401f820b7377c30a9e9ae59e078f024552571c6bbfe","0-287f3a3dd0e2d8904240cfb24ea05ff49ac1f63ade0545d52932a282efb775bf","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","","","9","11.422","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a6da5a639dd2fc8173209157d8bdf492c2fadf5aedcfcdcedbb9d18303bd52c9","0-0e106910cb6d147c0defb46cd5f066424df11fafc573fb7b065e090242a8d2e4","0-92f8ff984b6f4f533781258bdeed192833b8a2f5ee28455ea392ec788c6b05ff","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","","","24","0.000","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","faf657b0e86f6ef17fa397f4e678e5d70b8156601cec63c6f55654ceed27e733","0-5ad99c9a8dc67167cff9795e5c7e5f8da1345467495ed34ca85acc7812c85bbf","0-8d0001597dc83a0f795f68f74f113ac2036feb72c182dd4087f8c3c0826ced64","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","4","0.69","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1d8c37d4bd886ffee9bf93ab080f816dddcf27c155513e63338b35bc499d8632","0-3c5bd9f87b17873ccc19f3d1e0fc89ce6f4a91db9f5c01abef214a2322c6790d","0-11bd7c3d0cefeeea37fc6a3fdaf2236acbed2278e25ab6b5ef0978a647756abc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","3","1.374","3","1.374","3","1.671","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a0741c7c5d3d4517bf545e29bbaead01198f87e9d3fbbfd13932a42a35271cd6","0-9db5e1efaea417af9a14c2495d869be35299ce4690d0a94cfd2666f648a861f7","0-1ce0a9b6d590c2e0947dda3b875bad038099860ddf3daf970fa75b66f3772856","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","4","1.609","","","2","0.818","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a0741c7c5d3d4517bf545e29bbaead01198f87e9d3fbbfd13932a42a35271cd6","0-527c933443e252cac806a6d8ea58501d40ca65b4b1c329b7aac2a2bb43ec3052","0-77201e52e1c8f293a56ab3c69d67946c0810bbb4426cb0426d43a62ed75229a9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","","","9","0.000","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a0741c7c5d3d4517bf545e29bbaead01198f87e9d3fbbfd13932a42a35271cd6","1-c163b35a0ebc451989de1c37b6308438e1fe6e63df4d2df49935da96d6aac681","0-77201e52e1c8f293a56ab3c69d67946c0810bbb4426cb0426d43a62ed75229a9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","","","","","","","6","7.92","12","16.1","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","112eb3735d4ce129abd075705a90e1b9579e7e82287a041d0434475ae6e5e0ca","0-b77c3601637c4be81ec13d95a3c6b3f234222e6040a02d400126f42d9dfad76f","0-d4dc0224bc1ba4296411d7094297feb4c3b78d2117c5bec506c3ef1e41ce2989","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","15","5.898","","","17","6.749","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","112eb3735d4ce129abd075705a90e1b9579e7e82287a041d0434475ae6e5e0ca","0-85c296fb66c0973d1e99aae2af6ffd6fc8f3969877731d5ff014cee556f30fc9","0-3b7eaa8ab1957109e640b47fa7531778cb9b9c028be655fd8914a7d1afa5e3a0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","","","797","58.727","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","112eb3735d4ce129abd075705a90e1b9579e7e82287a041d0434475ae6e5e0ca","0-1763c8cf2584abf93d0ed6d822281379ce5b854cc1e348b84c9eaae898a98a06","0-6d40c1ac6f4a2832cf37b2a8e868c8b0ef3572223c23241aa650955382f83ce2","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","","","","","99","8.951","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","112eb3735d4ce129abd075705a90e1b9579e7e82287a041d0434475ae6e5e0ca","1-091897b04dd4c2c46a45a83922c83648b593c8760003ecc8cdfd2b2eb71a5659","0-6d40c1ac6f4a2832cf37b2a8e868c8b0ef3572223c23241aa650955382f83ce2","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","870","0.635","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","112eb3735d4ce129abd075705a90e1b9579e7e82287a041d0434475ae6e5e0ca","0-8454b180d274f03f0dea4b1ec854b226f8e193281e105604eb637214ae8bbd05","0-6142e2d525976b8a31dc331850a08b6a5cdbdcd3aa13017f9734b138bf523a08","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","76","0.055","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","112eb3735d4ce129abd075705a90e1b9579e7e82287a041d0434475ae6e5e0ca","1-7f8e94c49bd847587db698f11f2681afb025f3bf7482d447b41d6c7c772b1275","0-6142e2d525976b8a31dc331850a08b6a5cdbdcd3aa13017f9734b138bf523a08","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","18","34.814","11","16.084","11","16.084","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","112eb3735d4ce129abd075705a90e1b9579e7e82287a041d0434475ae6e5e0ca","0-06f8c953f7cbe987db6ea4918e04a63230a888b35fa5137d020c55cd9d27d814","0-cd884629f6bd937eced619c8efd924b750f82bbb906fc934dcf59ba00b63b0bb","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","","","14","1.55","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","112eb3735d4ce129abd075705a90e1b9579e7e82287a041d0434475ae6e5e0ca","0-26a3e4bcc69e6a6e457d5a0f7f1bade696eaaf46b7c7fe791ed1a1a621b2aa19","0-69391de891686b441da094ca06d11d55e052ae7f3b42d81e778b6b7fd9e53ec5","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","2.709","3","5.558","3","5.558","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","87462ed2e8542bde3a2e0f81b30ed0789913cc4ec270c5cfff473ffe2903b671","0-8750e2462134289ba1d98fc189f4969697fac8b7e4ac85225030b8e532df5379","0-711d416ff9fb0e26c808614ed869d52e48deb3d6d6e6303ae89a5624dfcf7d24","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","1.384","3","2.999","3","2.999","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","87462ed2e8542bde3a2e0f81b30ed0789913cc4ec270c5cfff473ffe2903b671","0-f0839bba7f816e7c60f6ac7317bfaa52f506ee81ddf4c6838a7cd26f8ae17053","0-1cb911ab0c8fc79412dd15a0b52508203d28c2f1cd30289093d2f9cb046f8d60","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","2.539","16","8.485","16","8.485","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","87462ed2e8542bde3a2e0f81b30ed0789913cc4ec270c5cfff473ffe2903b671","0-269dfae8ad0d13814b8d4f4e809b87f55b78ed7b348a8448c6ded2708e823b5f","0-6a1a167979c6042156688d2042addc1b614a8aeebc33f780f0926b65b7e292a1","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","3.214","3","7.765","3","7.765","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","87462ed2e8542bde3a2e0f81b30ed0789913cc4ec270c5cfff473ffe2903b671","0-a9086e5a7b6f1f4ddbea1deb34bd4f67639aa5385f67d383beea68798ace47d2","0-701844caec3aabf9777ad86eaa7c1a671ed80653ce9b242bf91efdb8b84e918d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","7","137.523","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","caa5b01bb6d5e3433a40a58bbcc0c4077220374211e4fd800d7df2199123a65d","0-9d0e13f6dd4ff9c1c3f529340d81cbd8886cbfd64e0273be4ca251ece3d00600","0-0289088c17f7a517494c7ec996abf88985966b615ae37843ec792993c2234eac","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","165","87.945","165","87.945","59","29.146","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d2fe6465080c586e3806a533310d08c975c4532897c1272945b0585f326a702f","0-80c9ce65871536b1b6bfca79354fbf0651098f535b47fc230fc021e65b3aac18","0-761abdc987c945f9ad679e4542d46b6da519a4c0d2d198840e11092eb469ccf0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","","","1","0.494","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d2fe6465080c586e3806a533310d08c975c4532897c1272945b0585f326a702f","1-3f7cc2dcf4e2513ac401e12bac71157f8c73fa17bc811bcf5340acbf2a90b42f","0-761abdc987c945f9ad679e4542d46b6da519a4c0d2d198840e11092eb469ccf0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","","","12","0.000","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","efd4b3a16a1ffed32cac69fd4596c83f77b7f9ce6eaf8ca9ed9d63f1a19eb00a","0-8f6121eff16643bbd43759374b89118e3c572c734e289041c4e7d682bd11a05b","0-ccbdbd4f06ad1facc82b989e793571f0672ce985af43ac07eae939b465fd3f6c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","","","1","0.000","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","440b45d6fcd8324d3e96333d5b6bc55eec4bb9a2c719b5a938bb13b68d77e8f2","0-56c3089de6d77904124c06065b33d6015519d8416a4bfded20ee10197f505403","0-85e26a0de1121126ad00c01520f87be1e53dafb7ea889c08619ebbcded65a086","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","6","3","6","3","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","c12bf91475de8587e221f78e015697b94ee67c22df06244e916e35d3b131b713","0-c0802a03a21b7854f0b8b7d0a723eb7857919db8cf73026d4ffe2c71fca2b767","0-f66971a15348e08147cb49aa0634eec8f9bef4525ebef1f5b6d87e1122fdace2","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","","","","","3","8.102","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","7103ccacf3bcf8885c687ca81799feb5ad6d22ee47fffa91b202a5f1d80f9896","0-01739274566acbb73f668b8b9b3a6373bb426d19f4e32a08f3768a7f84c39f34","0-503f0c572601eb727525b243e6db3b56d8e41569cf86474d93b85a7bba24fcee","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","10.287","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a625cb81ca52742dfbcc6b23120626215e271b121c3aaef4f3993e3d71e07399","0-44be67db6d00ecb9bb9e65eb5e5a80db37a59a01d7e30b193bc3ccdbd3781b20","0-f11426c3d3199579c65719e6ee9ab5327de4980a8275755f71a2dbf41c4e73ad","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","6.656","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","6f89a6b99fc532e1a96a383fde9c924189a4184de1a55ab8bb255412fb50a0bf","0-14a11684e1356e5669334914dd9e473dc45cc98556b945bbe91bc147f0eae236","0-a74e1959541718cbad0350f42f9ec72a390b308cc839696c8b0802d78fd68d1a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","42.15","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","6f89a6b99fc532e1a96a383fde9c924189a4184de1a55ab8bb255412fb50a0bf","0-a386dc828d5c31969a720617dac46f0244adf39fc432bf14e8c869ca0eb34184","0-98f83e52a073413d2ccde941ad918f00888f28c5a2eaa21afe5b5438f9b53c7e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","5.065","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","6f89a6b99fc532e1a96a383fde9c924189a4184de1a55ab8bb255412fb50a0bf","0-ea9aa59dea29e329649bcce66758eaa53423d5d695dbec5e7f69dda1f8ebd9b1","0-f8e92a613c7e037cfee4ad28e07085814acbbbaaccb93614c82b510008778c72","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","23","2","33.942","2","33.942","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","27c90512913156ada904e4b628c54c7caee0bf83bd3f60ef805aad556cf587ce","0-0058f4a387d9c999484eccf5f9ab2471124f9e07c4d65ea88982f31f11f1b048","0-7ff79b58bd4a97b29941dae261fe3ab746004a14eb9be0cef1968d3c0dc4c106","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","","","1","0.000","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","0e7ca63466b03a1371fa42e708c1a34d2d17e9d9f5c4066df262e86376c373f1","0-f8e8879f5bf346252266fd06b188251ae2572e2c071c3261de213573a2c14020","0-9de07528f8d29dd346c4463f3badae132e7d821bf903f68006d6e6916d62472b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","","","2","0.045","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4824fc05d19394cc85737ba30a7f7988ae1cb991f493650a3bd4c97410126e2a","0-f016043753a727a12cfcfefc39fc593a25710b5c86f1053a0bfe06b978598668","0-18a291d9f39a05b541956b531f1627c15a85c86b6c0af41c8553e718dbb7c010","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","","","9","11.422","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","645944f97916cf96b4f5164162b90064cc7498f636c6a81e29631f7434d839d6","0-63669480b6819d942384ffe35f0673a7d1070ef42f61ff472a0fb699a900f0c0","0-aead3c91bec8a85ff2d1461b6d4c0d65491eccbc2747ab92300061c9d2a1adb4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","","","24","0.000","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","317785c526a07c6acfa97b43ef7d640692fa6f7c314e3c6dee67b1ffa21fa7d9","0-15f58a949e37734ecd12f0a96361697d7b36b82d60dfa8fcb79ffd10bbc8ed4d","0-c8fe9f35408f08d3e40130b5daba4888b0b191cfd65881f0f3816b5dd509ddd7","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
