Name_val,Location_val,@SOURCE_FILENAME,@RECORDID,@ROWID,MinimumSustainingRate_val,MaximumProductionRate_val,Rate185_val,InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val,InitialQuantity_AdminLeadTimeAfterOct1InMonths_val,InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val,InitialQuantity_TotalLeadTimeAfterOct1InMonths_val,ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val,ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val,ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val,ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val,@PARENTROWID,@PARENT
"IMOD/LTLCS/R2","Ft. Belvoir, VA","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","ba4bd731a68c1aad98c2a0ad54154081fec713053289a20b406f9c156d15db0b","0-c1f0cd8dae7a60d0a0ae996c0ca862fdcee5d6d4eb17a2199442123e60457705","","","","0","0","0","0","0","0","0","0","5-b9d3b2d693c891515b00b347cdb5733faa1f0cb23722cd19ab481771ff0b2067","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","ba4bd731a68c1aad98c2a0ad54154081fec713053289a20b406f9c156d15db0b","1-d617dc94b574f4194a62b6963a1908e6790a5d972701fffd565fc077c4d5a268","","","","0","0","0","0","0","0","0","0","5-b9d3b2d693c891515b00b347cdb5733faa1f0cb23722cd19ab481771ff0b2067","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"TEIS","Ft. Detrick, MD","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","ba4bd731a68c1aad98c2a0ad54154081fec713053289a20b406f9c156d15db0b","0-064a46642bc6083f60fc0fa92f8608dad5aa5b4e13f69a653cc939262b9326f3","","","","0","0","0","0","0","0","0","0","6-f55644cdbed7feb651fc37ec505e50749aa80ae874484c36c6de214937266ea4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","ba4bd731a68c1aad98c2a0ad54154081fec713053289a20b406f9c156d15db0b","1-78468132b47b19334f9c00572ab0f5671210d01f5d5221f0bfd190657ed5ed77","","","","0","0","0","0","0","0","0","0","6-f55644cdbed7feb651fc37ec505e50749aa80ae874484c36c6de214937266ea4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","ba4bd731a68c1aad98c2a0ad54154081fec713053289a20b406f9c156d15db0b","0-b5ade38f2b53d5d747ddaf67cb32f084fbdcf93369934d4a666d14ed2e40df6d","","","","0","0","0","0","0","0","0","0","0-59a03959d873b4d78b735c427f719209aa5c7074097b08473e01bb7f6c3f039d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"ANC-NDS LLC",".","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","fce7b97e01d96bd02f9b54367ac07aae33ddd657a2da85914b6ac08ef9cdb5a1","0-dd2af5b73f8dfbf5db5ccd2b0c0a0b7fb9694832ca100e3c83c526cbb59671d2","","","","0","0","0","0","0","0","0","0","0-cd51771f565f95417029aab25dfd2a8b9e26225d5e5e0a77e0bc4659e93d3714","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"GSA - Alliant-DasNet",".","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","fce7b97e01d96bd02f9b54367ac07aae33ddd657a2da85914b6ac08ef9cdb5a1","0-afacc28028e1552412475def8972797fbf9105ec57737fb11ed6bbc4f98965c7","","","","0","0","0","0","0","0","0","0","1-414a2cc7a62e267f67b573aba55bb98993661411c5db285c89766d32b3c19e21","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","15e3c75f11cb579415ed3ce04619f365cf2710febf04f777fc059e6e23827745","0-73cbbf46a96b79a6bdd71ddd3ca4567ab58895f45c3d18fbb5fd02bbe54becd7","","","","0","0","0","0","0","0","0","0","0-7ab4ddc50cf2801fa06b2573fb75cc039fc536bc66b6bfe70c5b4b27fd7b0cd3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-ef7bd394a32ce3d66a2f5885e6a53f4d27a167c6b7d74410b219ffe275f4421d","","","","0","0","0","0","0","0","0","0","0-eef50dc4486cbbe14bad21e93089249c09dfcbf1df83bdf05ef236d054e42663","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-76ca49fe146de57db4c8586820a085fbd43f362628666dce0496223eca036e3f","","","","0","0","0","0","0","0","0","0","0-4952a7fb52317c634eea7590392cff5f1f1eaead84249f34952d4d19eee2d4ee","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"Cray","Columbus, OH","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-4cb3687a466c1be9df12e5baf2f188b4ec231617529f80b40131a612972be7bc","","","","0","0","0","0","0","0","0","0","0-e340f9730ae157821a5bf92dc23c6fc6da96848e2d99d100f3f3516bb1155d87","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-37b33f07cbcad502fb5ece54004fe00dbfe949044dea5ef9ea2dcce15678ae41","","","","0","0","0","0","0","0","0","0","0-7d8964f04b635040b206ccd26071038353748285968f761e2f0a88ec1dad12e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"Defense Engineering, Inc","Arlington, VA","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-5376a0dee99d288c5e56dbec06ab803d6191a8e438b1cf6cfec1cb3f9491636c","","","","0","0","0","0","0","0","0","0","1-09102a0ec5d80be997a0adf17473f7af70185873c5cf74cf0f3db50401fcd6b5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","1-3a1b18d622aed599b35707829d89c4b1773f55bcffd1fa6493d2db0503e027ad","","","","0","0","0","0","0","0","0","0","1-09102a0ec5d80be997a0adf17473f7af70185873c5cf74cf0f3db50401fcd6b5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"Defense Engineering, Inc","Arlington, VA","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-3e4dc45e94167874878b3321db1c242e6e0ecdfa036a9e7002fa058939544549","","","","0","0","0","0","0","0","0","0","2-02b09673b794add3fdfe0311235bbc7eb8b5c7ea19a56f30e75d2ac4a27b5534","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-a2cac77e9bd13b32679c420dfe4132c8c0986d4899c13cafe0e13c16f0c97643","","","","0","0","0","0","0","0","0","0","3-f45cc9949c499c46e78790cdc2c587f378f1beb6762022fcda985ece71824f2f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-a867f79546624dcfe1fce388fb951787f20c479adef32a683062a66968230f9a","","","","0","0","0","0","0","0","0","0","4-aec44e4421695da841a39ba62cff4c669ecf742f43b236ef1f32b4c08b68d63e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"World Wide Technology, Inc","Maryland Heights, MO","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-34e691bb359d897cbbda8b2a2d6bfeec947f44f06f73dd55dea87ddcde26fd04","","","","0","0","0","0","0","0","0","0","5-8e9ab5f807020450c5681e92a8fe20fad51c533b99b494f0f5dcc36d588aaf8f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","1-040de939573292aa594b04b736c01daeb86d1410b63741cef100a525fbe12129","","","","0","0","0","0","0","0","0","0","5-8e9ab5f807020450c5681e92a8fe20fad51c533b99b494f0f5dcc36d588aaf8f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-dca198d7ef5182b64ae15e094d06700fa622fb31099667faa61fda2484919429","","","","0","0","0","0","0","0","0","0","6-94033050d629f60d773ce25c63033e374dc0386408b8bb951e2552b4f52d0844","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-8aecd27652dd88e776ce0f655c4e5860823ad7f378dc82769d97d7642321ac98","","","","0","0","0","0","0","0","0","0","7-a023bbb93f529b49de67d2ef7ad45471449b3c7752b1f995fbe8c6654ca17e44","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"Dell","Columbus, OH","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-2e1b50363af35650f3ea2bb4fa216fc97b75bb30df32c83e348601bec027e247","","","","0","0","0","0","0","0","0","0","0-96160f565c4db39a439fc1a945ead4a57d35f49c8f0b7fa5909354008970511d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","1-e2e9ca98140efd04957b86934d6a5af267b7bba3789b05d3746cdd24a226f90a","","","","0","0","0","0","0","0","0","0","0-96160f565c4db39a439fc1a945ead4a57d35f49c8f0b7fa5909354008970511d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-e068e11b7effc341fbd5315720f7d9f0303c720cf991ee383518d538270c0c2d","","","","0","0","0","0","0","0","0","0","1-8f45b4da9a1cb0ffa870bba315ebbc99e91afb9de44308206b5c25f2bf16e512","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-e3fd338dc29eec20eb14dc7a40e7c4feec4973617ec3be34dc9ce8e19dee7a22","","","","0","0","0","0","0","0","0","0","2-9ceff485060699f0271479234661936831a625ef89ca11e6fd3df506daf1c3cd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-d4f4159cd1a1373ad69941bed08dd2093d93f9a74c2f8272abe75f4c942c5164","","","","0","0","0","0","0","0","0","0","3-5fc752d067320772725b75b0701044715393b9fc196f2e15eb888843d14f5eda","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"Iron Bow Technologies","Chantilly, VA","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-85a835abfdf3fd959ed65aba091de22b541a680bff5096a6a56e375462e635e9","","","","0","0","0","0","0","0","0","0","4-8322ecad93086a1269d4a158fe993828226a6359e541222a2d7c65071af498b3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"IMMIX Technology, INC","McLean, VA","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","1-1ae529120963ccd8b04c0c2e3e7dff66b0036663b5ed72689fa57ebb71018524","","","","0","0","0","0","0","0","0","0","4-8322ecad93086a1269d4a158fe993828226a6359e541222a2d7c65071af498b3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"World Wide Technology","Maryland Heights, MO","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","2-79d748698171a89c6931f99db05a967a11e9da9936947b03626288e0d8d60027","","","","0","0","0","0","0","0","0","0","4-8322ecad93086a1269d4a158fe993828226a6359e541222a2d7c65071af498b3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","3-4e0f95aaa57c6e440bbb60d2d816673bdd53dcae985ea51b009ac3a596143088","","","","0","0","0","0","0","0","0","0","4-8322ecad93086a1269d4a158fe993828226a6359e541222a2d7c65071af498b3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"World Wide Technology","Maryland Heights, MO","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-bfc1f1cee0fb7af797d5b39a8d2a23a1c6f0968525b63a20e33be181a5a286a7","","","","0","0","0","0","0","0","0","0","6-343e40814a1319b990b736fd301d3554ba81179cfa1398cad982486671ad0d44","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-f28ea7894be8ab4d59eb73921e498f8f1e0609f60232c8a8b889062ad29336a8","","","","0","0","0","0","0","0","0","0","7-a07536a723bfcc9cabe6bce8741423909f668bb24c446c2a963ae4abd03dc5b1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-f701994ed31bb9a64b738e2b02ae3e529eea37382fb23c27299e9dae180219b6","","","","0","0","0","0","0","0","0","0","11-cbb030955d52d7940646b3d68ebdb94578a8a000eff29b7d304f8e24bf18cfa6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"SAIC","McLean, VA","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-4bfae01ac8ce018cc951c6e73652142316302fd94f92480e5a55398a96100736","","","","0","0","0","0","0","0","0","0","0-ba9265e114229b6647fcabed48c5582cf649bae6b33c27fb98ec6050a7f6ebff","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","1-7050ed9e274589bff050b0d27916c500c02cf76ebff7def7997b76f3d3c86df1","","","","0","0","0","0","0","0","0","0","0-ba9265e114229b6647fcabed48c5582cf649bae6b33c27fb98ec6050a7f6ebff","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-927dd3611250040cf18e5bf99e58898ee70e179aa383f11c24498906db201c6f","","","","0","0","0","0","0","0","0","0","1-89863e1834ae354be820d6ce03138d5df7b3dc27ca43945ab5766a1e3d677040","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-1a94af8df1bd6030c68b56d4c9010bd24114d9a7a2ff6e164f5d7ce4c862b263","","","","0","0","0","0","0","0","0","0","2-77f55a44437cbb40bdbad4cc6d764a56557794fc1a252cead54ca0701cb35489","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"TBD","TBD","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","8d17b1381e8b75dc610dede30cf93c613143a58f6fbb3d58d4a2df1f5a893a48","0-067a63a4634589dd3fb0587344ee6c613ca5737b181d38926ed88dbc716bc22b","","","","0","0","0","0","0","0","0","0","0-2abdda962f29b1d44890693dc4f928480fa3cecf1e61c42c014dadee21a97a60","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"TBD","TBD","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","8d17b1381e8b75dc610dede30cf93c613143a58f6fbb3d58d4a2df1f5a893a48","0-6d907eabd3a660674a4ad3d6767af38b91761bba05251fb0bb9ccecb34d2d9c1","","","","0","0","0","0","0","0","0","0","1-085594be14afb3351488bbe7c78b82ffedb3d57265b6300677910597e82497df","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"Innovative Technologies Inc.","Chantilly, VA","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","b5f7c8776e0d4892f4b7b9338e2e22b8a3a4b22e5f0b3984251346727853f52c","0-2a74499f5fb84caaeeb2058dbdf9ffcda389a13af85a2183b18312f613505064","","","","0","0","0","0","0","0","0","0","0-0576d8724635ef0e50616745a12323909674b2c68f383e45bebe105368a755aa","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","b5f7c8776e0d4892f4b7b9338e2e22b8a3a4b22e5f0b3984251346727853f52c","1-27ae3e1d57e33d79e356f0782f856bc39cbbcbc0143f99510fd7b7c025703880","","","","0","0","0","0","0","0","0","0","0-0576d8724635ef0e50616745a12323909674b2c68f383e45bebe105368a755aa","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"Insight Public Sector, Inc.","Chantilly, VA","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","b5f7c8776e0d4892f4b7b9338e2e22b8a3a4b22e5f0b3984251346727853f52c","2-06e00e74e5f79846457e77455eeab06fb260c81d71d0e9711e381f3ba33ea467","","","","0","0","0","0","0","0","0","0","0-0576d8724635ef0e50616745a12323909674b2c68f383e45bebe105368a755aa","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"Army","Wash DC","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","86838d6952f4336bc9088522c6ba3344304f6014b19863804ad0951b80ff1ddf","0-3bc26dd56c2f774db885cbf11523f9560561ebb3e2b4b1018b7b3e845c9342d1","","","","","","","","","","","","0-01b85c08ec8290a7173d86fb3297bec869ba37ff651b5b1cf5874ee277a3b324","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"TBD","DISA","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","b4a2bfa222274882e1035a15dfb0b4c9d8c25f2347323e4862655e6df742eb3b","0-2be8cfadfd656954c1ccf4ebfae31fe280f6b93039f6b4bde8e2c8763b16dc68","","","","","","","","","","","","0-533993d7bb0f39ca75b20217707b53a5928f9a4e2887758dba1e0ef7e734e95b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
