Name_val,Name_@footnote,Location_val,MinimumSustainingRate_val,MaximumProductionRate_val,Rate185_val,InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val,InitialQuantity_AdminLeadTimeAfterOct1InMonths_val,InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val,InitialQuantity_TotalLeadTimeAfterOct1InMonths_val,ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val,ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val,ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val,ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"CHESS","","N/A","","","","0","0","0","0","0","0","0","0","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","7ee16be88785e5e2b5b3350432e21a6329d59751702eb54439ac691ff0274b55","0-aab76b18752c43f9e8c67f44294fbf930102af5ecd7ea7887074cd9cd8158344","0-480baa1006dbb133c636687486f19faf40cafc9437d64a39799ab97a23779d37","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"GSA","","Chester, VA","","","","0","0","0","0","0","0","0","0","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","7ee16be88785e5e2b5b3350432e21a6329d59751702eb54439ac691ff0274b55","0-aa8324ac84caf96ae6a1806e93d7380673adc3301758842d7d475bd7ead9946a","1-137b489835a0c6228e4b6d92caef892fb3cdbe65525e78e2f31cff07d64a1d31","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Azimuth Inc","","Morgantown, WV","","","","0","0","0","0","0","0","0","0","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","dd9f3065fc72ef6e196f7e4c778b90d33f5198366c7f0aae2b27f54af91b015b","0-a9c752cc31aa4907027c4ab6ffd0795ff5df5a7ccf38e2ccd90d6527d938d6af","0-951d46a5c609752c154f6646058bf6a0d2f542de956d395279089f8186da64a0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"TBD","","TBD","","","","0","0","0","0","0","0","0","0","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","dd9f3065fc72ef6e196f7e4c778b90d33f5198366c7f0aae2b27f54af91b015b","1-32e612f93286c27e8a6805fb615fcc1a749eec2046c8e227022e95ca4a71feea","0-951d46a5c609752c154f6646058bf6a0d2f542de956d395279089f8186da64a0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Info Sys Engr Cmd","","Ft. Detrick, MD","","","","0","0","0","0","0","0","0","0","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","569cbc339551346276e359ec75b8128050dac62d7a9d4e78c40cf8f629653c06","0-6bdd6a29c64614e275f3dcf8259241d6b821b596b86e0d22f45725e2e250b9e4","0-6ddc2784298f534eb1f345d7408f0735228d410c7012397e1d29a665c97a9721","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"ActioNet","","Vienna, VA","","","","0","0","0","0","0","0","0","0","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","569cbc339551346276e359ec75b8128050dac62d7a9d4e78c40cf8f629653c06","0-eb5a0f02779709b3edaca6c603ed3768be65b6168ab518885bcfc7c6447a729f","1-2a2496fb429fe1134a4610f5a8d1840a71aed06f79b9558a94256b4bc59928f7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Various Vendors **","","Various Locations","","","","0","0","0","0","0","0","0","0","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","569cbc339551346276e359ec75b8128050dac62d7a9d4e78c40cf8f629653c06","1-b5f64d719a901edb7f4ad48f67dcc2986f140e94f9b02f102397f21c1c48ac56","1-2a2496fb429fe1134a4610f5a8d1840a71aed06f79b9558a94256b4bc59928f7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"CDW Government LLC","","Vernon Hills, IL","","","","0","0","0","0","0","0","0","0","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","569cbc339551346276e359ec75b8128050dac62d7a9d4e78c40cf8f629653c06","0-5a9159e819634d5f73f38ab7d039f65da42a7fe19168d756f302a899eb88038a","2-e4e50ab8855067f54e5f87ba5d56b75ff74c9ae165915653d411dca5793d94e1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Various Vendors **","","Various Locations","","","","0","0","0","0","0","0","0","0","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","569cbc339551346276e359ec75b8128050dac62d7a9d4e78c40cf8f629653c06","1-2420fe487f3e15e136457181f0fd6678f66532b5d699ea4e37d541f6e99361a9","2-e4e50ab8855067f54e5f87ba5d56b75ff74c9ae165915653d411dca5793d94e1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Lockheed Martin","","Bethesda, MD","","","","0","0","0","0","0","0","0","0","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","569cbc339551346276e359ec75b8128050dac62d7a9d4e78c40cf8f629653c06","0-47c73041252d9901266f8d1b9822c62476660eb0a1b1c6bff6ade68f7eef0091","3-6048830ee9339de4018ae6bf32e08346ac9137b65c3845b009bb629c9805ded0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"TELOS","","Ashburn","","","","0","0","0","0","0","0","0","0","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","b9f63a00413f95fdfda5191d6b55ea3dcddf59f5c01c9530aafd0cfc7d3e9cc4","0-cb041720a2401b8770118035f02be98077e3b11630f3fa70b54a568c36750be7","0-d158b4475558e930107018a2686fd24786433816269f8f2e994cddd661f21300","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"TELOS","","Ashburn","","","","0","0","0","0","0","0","0","0","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","b9f63a00413f95fdfda5191d6b55ea3dcddf59f5c01c9530aafd0cfc7d3e9cc4","0-802667b8a6129306f6093bacebe57e5b3512cafb2ed2ae8fe2aa4d035bd54fd3","1-21793ac42224af3323be85d47d9194bcc1510585839cc434e419f3dc93a8476e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"DRS","","Arlington, VA","","","","0","0","0","0","0","0","0","0","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","b9f63a00413f95fdfda5191d6b55ea3dcddf59f5c01c9530aafd0cfc7d3e9cc4","0-4e83227d5a41804f3622d111d842a6d016a1077b405cbab919ab5cd6b04ee388","0-a6fb7dcc6dc6885ffd9fdb0b8919788d8b981e5be58485557d479c70e418e0c1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"General Dynamics / C4 Systems","","Taunton, MA","8","60","30","6","8","7","15","0","0","0","0","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","428a929be4b5ffeed8b1b5f6b3a9248f04e53296bd6745964026784c3d98dd18","0-8675c2de947a75c3d1f3ac95bb531137a3818b9e57c352aafacbcf6c637fb44f","1-67e0144b8289e51de1e7acf648ab1c1286b02b48ffeae4e2e6aed330e87a7075","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Raytheon","","Dulles, VA","1","2","1","4","8","14","22","0","0","0","0","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","428a929be4b5ffeed8b1b5f6b3a9248f04e53296bd6745964026784c3d98dd18","0-2b956e6f6a9bdee21a180bfe44593a85a6a7ee5b9534d9266324118765539ef2","2-ca3851a6aa57e351ea0e81dc74678c5db449d7e0899b78a97fa58455d1a2cb37","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Harris IT Services Corporation","","Dulles, VA","8","50","25","6","8","7","15","0","0","0","0","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","428a929be4b5ffeed8b1b5f6b3a9248f04e53296bd6745964026784c3d98dd18","0-98dd5b560d566325235aa693f1574faa095a6e8d035352ab1a0b682ca45ff880","5-3fac8ecebd40b5e64ba29ec0548a592a4d035892141c9c73fc80d4fe3cf04821","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"SAIC/L3 (via FEDSIM)","","Arlington, VA","","","","0","0","0","0","0","0","0","0","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","471c69652e949ecdb35627d84a89eb5a991136d65e0f9888b399db727b39596d","0-bbfb123d3fd364ad2c57868cf87382b05b964736902f636dc16949008a2b45e2","0-a7121a1839c11607e9e04ddfc5fb6691138bef970992795d640e967117238a88","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"L3 (via FEDSIM)","","Arlington, VA","","","","0","0","0","0","0","0","0","0","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","471c69652e949ecdb35627d84a89eb5a991136d65e0f9888b399db727b39596d","1-46c3c7b9fb1295084402f34c6d501f70d360522b5ba45b46fdf78397e0583fd2","0-a7121a1839c11607e9e04ddfc5fb6691138bef970992795d640e967117238a88","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"L3 (via FEDSIM)","","Arlington, VA","","","","0","0","0","0","0","0","0","0","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","471c69652e949ecdb35627d84a89eb5a991136d65e0f9888b399db727b39596d","2-8345ec734e968dc487a5a7d3ca4c3034d74a895b439d19c4cdc56e4a8501e201","0-a7121a1839c11607e9e04ddfc5fb6691138bef970992795d640e967117238a88","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"TAG Inc","","Sterling, VA","","","","0","0","0","0","0","0","0","0","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bc33b99ae1dbcad3238893b687f28cdffc8b8c456ce8c266585bfcd548e6cd35","0-9b14cfbabe605f78919113c99e3acab6c6fe9e349a8e70c0d7968c00e3ad215d","0-46cca55abbd25702baa656b27d847b151eeff811437ea93ce22f8d3263685fdd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"TBD","","TBD","1","20","9","6","17","6","23","0","15","1","16","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_1-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","ef892f2e3ae5b093580309bec54a826ff99e805abd4655d291e2c29a8ab433ef","0-780398f8b4c7ab889fd19b2c0a1e9c7de59ca019bf7b0a5886e6ce8e353c6b74","0-887aed6c60ea537cd701c67be7be60a96f3336edc0a273f20c03bb542ed639d4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Globe Trailer","","Florida","12","66","12","0","9","8","17","0","9","8","17","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_1-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","6264201cd2b105b1e241a9171ccbed0599aa37ed26f6d0fcdc273b0338f55c50","0-0cdc0c7683cfb36fee7a5bd6e8b8cc481a4e06993a1f416e6672d60db8bce3e5","0-dcb82cfa2431801e20d1789e8e7adc517bb3800dfbd3ee16cd795d252c061475","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Red River Army Depot","","Texarkana","60","320","180","0","9","1","10","0","4","1","5","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_1-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","8ea219629e3d7c26b7af7659ac75e062d006404a39a2800f51a2c89271ba9383","0-d835e94614c2bda55e36b81c8480ca73b50320d7fd175ba7ec405917ea7d7d9b","0-734ac46421edf7c6be34de29f61b9cd56841a2f37df70f032031dcde6263f30d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Oshkosh Corporation","","Oshkosh, WI","1","150","75","6","6","6","12","6","6","6","12","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_1-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","8ac41aa645c1b855967b65246c028e4da091ed5e3854003732f4541421ceade1","0-9b19a99d7f43d8bc51aec4698aebf4b8cadf22dfcf5141bed9c1570ed75539f4","0-3566e8fcbec5660c4a59552fa983a528223392d3d8af46d4b00a0d60c1a3298b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Ibis Tek, LLC","","Butler, PA","1","150","75","0","6","6","12","0","6","6","12","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_1-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","8ac41aa645c1b855967b65246c028e4da091ed5e3854003732f4541421ceade1","1-0142ee7811774e930fd6e1f444cbfabef1ccf9d86ebc2b8d99136d56443bf9e5","0-3566e8fcbec5660c4a59552fa983a528223392d3d8af46d4b00a0d60c1a3298b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Ibis Tek, LLC","","Butler, PA","1","160","80","0","4","1","5","0","4","1","5","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_1-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","8ac41aa645c1b855967b65246c028e4da091ed5e3854003732f4541421ceade1","2-945ef443cbc0ea51d46817ca0846d5122e1bf4ed32c069590302d63a7373d6ee","0-3566e8fcbec5660c4a59552fa983a528223392d3d8af46d4b00a0d60c1a3298b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Fidelity Technologies","","Reading, PA","15","100","65","0","14","3","17","0","6","5","11","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_1-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","8ac41aa645c1b855967b65246c028e4da091ed5e3854003732f4541421ceade1","0-8535d8e3144264ea6360fc9052b41f28478f4f444c792603f8249e90651632cd","0-90217a4a7916c1aa74cbb6484e0fd801a2cdd1860a85f18296643726e6dd465d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Firetrace","","Scottsdale, AZ","49","197","80","0","6","9","15","0","6","9","15","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_1-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","8ac41aa645c1b855967b65246c028e4da091ed5e3854003732f4541421ceade1","1-151a5cbf1bd2040e80b25c7d65af63f9f61c99df85d5d1ad6092cebee040f398","0-90217a4a7916c1aa74cbb6484e0fd801a2cdd1860a85f18296643726e6dd465d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Ford Motor","","Dearborn, MI","1","20","1","0","2","5","7","0","1","5","6","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_1-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","3568d52911dc9bddb03a2394e6dff5b4f2b6628f82a3a00032110a3360a6d36f","0-945b072b8159d8b59522110eafeda2d413d5ae1bad93d16324f0957d05523e50","0-76df2e968e32f35acdead0673921ce2be0fd7ab3ef1fa402b8e8765d65789010","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"TBS","","TBS","1","20","1","0","2","5","7","0","1","5","6","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_1-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","3568d52911dc9bddb03a2394e6dff5b4f2b6628f82a3a00032110a3360a6d36f","1-f1f7c1ed84ae2c4af002aeb57296dd7bd76296e007caa9cc821e82e57cfd6455","0-76df2e968e32f35acdead0673921ce2be0fd7ab3ef1fa402b8e8765d65789010","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Multiple","","Mutliple","1","20","10","0","2","5","7","0","1","5","6","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_1-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","3568d52911dc9bddb03a2394e6dff5b4f2b6628f82a3a00032110a3360a6d36f","0-ba4b3ff4e6eb930aab70e40ff8b2ea32c9ecaaf0d1374ab1711cf96899dadae4","1-a3abfc551fd43d8abd17accc8c0c67321b10de95a89698aa0f015f3f9bf3a736","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"TBS","","TBS","1","20","1","0","2","5","7","0","1","5","6","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_1-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","3568d52911dc9bddb03a2394e6dff5b4f2b6628f82a3a00032110a3360a6d36f","1-b91e0bd59cd5fc4f28095f0bd190d9aa471d3d94c66dcce72ef9361b0690ff80","1-a3abfc551fd43d8abd17accc8c0c67321b10de95a89698aa0f015f3f9bf3a736","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Multiple","","Mutliple","1","20","10","0","2","5","7","0","1","5","6","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_1-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","3568d52911dc9bddb03a2394e6dff5b4f2b6628f82a3a00032110a3360a6d36f","0-bc405f0bd19d7d210d7e1402ffc0a3f6d7fb1ee6c2aced480dad7063ae287564","2-e61b30e422228717f83822ab7962c894760b04eb1b073a07eddd7f92dc5bf2b1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"TBS","","TBS","1","20","1","0","2","5","7","0","1","5","6","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_1-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","3568d52911dc9bddb03a2394e6dff5b4f2b6628f82a3a00032110a3360a6d36f","1-b58d2f2f76cff89fbbdc2608c6230fcd57db7bfe752b821cee84a7611780de5c","2-e61b30e422228717f83822ab7962c894760b04eb1b073a07eddd7f92dc5bf2b1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Brasada Northside Ford","","San Antonio, TX","1","20","1","0","2","5","7","0","1","5","6","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_1-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","3568d52911dc9bddb03a2394e6dff5b4f2b6628f82a3a00032110a3360a6d36f","0-07264a3792501d03c2953631a48720ffc270ce5e2d14e1308dd1efa24b02715b","3-c8d20712f3d4d448130a15f022fab7d79a765311d55697e0e3055e19db74e25c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"TBS","","TBS","1","20","1","0","2","5","7","0","1","5","6","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_1-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","3568d52911dc9bddb03a2394e6dff5b4f2b6628f82a3a00032110a3360a6d36f","1-06ffe74503eb11cd360389ab76af74638bee9ba40074725781ee65d67bb34f5b","3-c8d20712f3d4d448130a15f022fab7d79a765311d55697e0e3055e19db74e25c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Iveco Sud-West Nutzfahrzeuge","","Germany","1","20","1","0","2","5","7","0","1","5","6","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_1-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","3568d52911dc9bddb03a2394e6dff5b4f2b6628f82a3a00032110a3360a6d36f","0-38763248aeeb1192954c042d84fb2247d4b1067afd6429ad1aaa63fb648f3124","4-a284a93590152d91a372f20773f796a4e45d65152026727ae40156e2612e6305","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"TBS","","TBS","1","20","1","0","2","5","7","0","1","5","6","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_1-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","3568d52911dc9bddb03a2394e6dff5b4f2b6628f82a3a00032110a3360a6d36f","1-e83de8c7dcef5edd3fd5798f4a14ed58d2e5692e56536290f50b1cd7601127c9","4-a284a93590152d91a372f20773f796a4e45d65152026727ae40156e2612e6305","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Multiple","","Mutliple","1","20","10","0","2","5","7","0","1","5","6","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_1-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","3568d52911dc9bddb03a2394e6dff5b4f2b6628f82a3a00032110a3360a6d36f","0-e28f2551a30afcbf6bba49ab9b500665ba282b9b05a8f096d309800abd1d7a44","5-0d3e3dc7d4a4a964c708edc9b8c5e58cd31b549312af15fbe1e01360b9c28858","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"TBS","","TBS","1","20","1","0","2","5","7","0","1","5","6","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_1-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","3568d52911dc9bddb03a2394e6dff5b4f2b6628f82a3a00032110a3360a6d36f","1-ebf13f2f8702ee8dc120e0282c7c50db9d578729198907ff787f6be53b0cf314","5-0d3e3dc7d4a4a964c708edc9b8c5e58cd31b549312af15fbe1e01360b9c28858","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Brasada Northside Ford","","San Antonio, TX","1","20","1","0","2","5","7","0","1","5","6","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_1-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","3568d52911dc9bddb03a2394e6dff5b4f2b6628f82a3a00032110a3360a6d36f","0-2fec58a50a22d3b5043fa8d02b8f11c1dce654b45fc041dd48b6037820cc6506","6-6c161870b705246ce953d69dbc4a787ff9b01c3a088f23539eca114b640365b4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"TBS","","TBS","1","20","1","0","2","5","7","0","1","5","6","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_1-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","3568d52911dc9bddb03a2394e6dff5b4f2b6628f82a3a00032110a3360a6d36f","1-c14100c0e87c76d3990a8209ca6b0f44d06bdfb8dbe4e409ea17ebe342b99a19","6-6c161870b705246ce953d69dbc4a787ff9b01c3a088f23539eca114b640365b4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"TBS","","TBS","1","20","1","0","2","5","7","0","1","5","6","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_1-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","3568d52911dc9bddb03a2394e6dff5b4f2b6628f82a3a00032110a3360a6d36f","0-125cc3c8b955b74e3b1cb7d2d59b779b9de9afcd3abd5dcfe2e28c240bb3982a","7-a7615b88e43d0aa50c69bfa51a59cc6119378e334a6e7512f762405a2e1ad8ff","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
