Name_val,Cost_AllPriorYears_Quantity_val,Cost_AllPriorYears_TotalCost_val,Cost_PriorYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFive_Quantity_val,Cost_BudgetYearFive_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","30","19.8","48","93.8","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","0-60752a236369531fa9a29c7edd19b66d180d98469845471927b4fd45022a1f2e","2-f006f37f884015e01b7a615f03f48ad598dd36f3d27699b78532a28c03f4a4f8","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","411","35.42","73","11.709","0","8.059","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","0-8fe0fc58151870f9ba90db57971388ed86b498e8304b8b4d300ef862faaa0d4d","3-e52aad41ff2ae99dc3763df3b56c0fba2885a3d30dd47400500f80f3a757d8f3","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air National Guard","117","7.297","24","6.008","0","1.046","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","1-cd230d52f7c3ff60b3808d872e08c12b145e1d134edd85a5f8a30d53054de82b","3-e52aad41ff2ae99dc3763df3b56c0fba2885a3d30dd47400500f80f3a757d8f3","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","0","0.000","218","40.547","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","0-07df00c4180d4702616f07e0b45ad9074da89c212095c4e2e2549715f3a27606","4-a1610e829d7be515d7105356b87443d9885f5b368e28d9e9361e706ccb45a031","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air National Guard","0","0.000","28","5.053","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","1-b473aea1608ba3088dac3a5fa11316b0515c15e436aba2679a24dbaedc7f295d","4-a1610e829d7be515d7105356b87443d9885f5b368e28d9e9361e706ccb45a031","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","300","28.512","0","3.652","0","2.734","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","0-00cd3bb4bcc859deb100d5fa5e47ffbd0dfff5e9d2e83dd3504629f081706d18","5-5366bffa482da2edd422b0dda7f1e6c982df13fc14d269c5194107b23d3f4140","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air National Guard","92","6.824","0","2.303","0","0.826","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","1-287a6b0f9fecdfef38eaf2b5f243d55693a5146efc53936e71747d09cb81c377","5-5366bffa482da2edd422b0dda7f1e6c982df13fc14d269c5194107b23d3f4140","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","412","58.254","0","1.151","0","0.445","0","0.301","0","0.000","0","0.301","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","0-e6bacc269037b0f76affc8daf0b9bcf22b56c80758df6ab2d26956065f25b734","6-8f0e9b4740df2fd116a5886e117abce29197418b7e1ec488b06393ff1db795a2","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air National Guard","127","19.846","0","0.000","0","0.398","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","1-8526bfb0ee90e9fdea9adebedabfe7fd0e1c8939cac666eadaa1f481250fbf27","6-8f0e9b4740df2fd116a5886e117abce29197418b7e1ec488b06393ff1db795a2","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","348","53.654","63","6.459","0","5.222","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","0-b7e96da1f2fcc68b9e48d6b1858e6ba09842cef523bd11c8e74c00aa8cb41a26","7-ba83c25e501b2400d677a8210741e69a0869cc3d870c8c123671ee819261b664","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air National Guard","105","14.038","22","3.323","0","1.291","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","1-cdf9467d78517893c744f5334e5bf45b0ac54bda7d695a71de101998e9b676cb","7-ba83c25e501b2400d677a8210741e69a0869cc3d870c8c123671ee819261b664","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Reserve","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","2-a271bfe35539844ef0227dbb5adb4aacae8f53f4fc6843c6c89f55e9543a02d9","7-ba83c25e501b2400d677a8210741e69a0869cc3d870c8c123671ee819261b664","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","0","3.081","0","0.333","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","0-796aeb1a86ad539eba3b572f92ea2a58bc9acbf42c4fe02ff602f3393554cae2","8-d9f0fcc225ea8d67bbf78aced193cbc98d9b49f4c836d30b5eb299014f0e8d52","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air National Guard","235","19.31","0","0.193","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","1-00ebe83e68b032d43cd254eafe199a8b40c57f5bc221914141e9a4b93fb7148d","8-d9f0fcc225ea8d67bbf78aced193cbc98d9b49f4c836d30b5eb299014f0e8d52","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Reserve","16","1.222","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","2-6f5ff4b86dfbc58ec3a77a0cccc5f53f925f4e6d74b2b2ad5e214f5049525dbf","8-d9f0fcc225ea8d67bbf78aced193cbc98d9b49f4c836d30b5eb299014f0e8d52","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","0","4.369","0","0.62","0","0.327","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","0-48336c627b264a5d307778b579ac61bf41cbce11d7638bc0f9999456d316d5c8","9-ffacf5a6a51ae8a23c408034dddf7cf3d7f1b206382af45a3601869886f31998","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air National Guard","148","17.752","27","5.51","0","1.573","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","1-b22cde7e72fee0f0c10a0d67c6370c84ed030e1a03031c84ab681696474b10e0","9-ffacf5a6a51ae8a23c408034dddf7cf3d7f1b206382af45a3601869886f31998","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Reserve","33","2.999","0","0.867","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","2-e3d2247c3ac87651ddd601a3cab7149179efe06966016d7e23e6481132bde1ad","9-ffacf5a6a51ae8a23c408034dddf7cf3d7f1b206382af45a3601869886f31998","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","957","3.091","318","0.977","509","1.582","236","0.756","0","0.000","236","0.756","233","0.745","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","0-228d2b4ba34acb9dc9a70c6627c85ad4dfd598184ecfed6c6c786f5630d3c5a4","10-6cc96acd4a821ecc88cab39f41601326d5afdbba45570409c3e9cfdcca03afaa","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air National Guard","269","0.374","90","0.274","143","0.445","66","0.213","0","0.000","66","0.213","65","0.209","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","1-7a1bf4ca9781ee1e53d37b92f161f0386cfd9d98af5e024adf9770c1193b5f30","10-6cc96acd4a821ecc88cab39f41601326d5afdbba45570409c3e9cfdcca03afaa","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","206","16.255","293","10.605","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","0-860e9d76c815ea258230f82b4da402c832697255fed4cbe9f2a932c3d0bfced2","11-9b7372539707c503f98b1015f450ddcb056a85c5a7512bc339f8acef0549b2ca","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air National Guard","0","0.000","141","5.439","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","1-7f32a85079df6bd17da504606c8baa6b94d66902a86b81ea26756d9c9ead7a06","11-9b7372539707c503f98b1015f450ddcb056a85c5a7512bc339f8acef0549b2ca","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","176","33.176","0","3.541","0","4.696","0","1.435","0","0.000","0","1.435","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","0-02837d2a98da2aeb1d124459cbc47a77fdd1f0931e7ff1deb31394f413d86032","12-6d1110a316000f9f73b867b144142bba97407f8d0b8c87f159da2d752a1309d9","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air National Guard","48","5.925","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","1-6ab0b50975374ca92f5d2bff8b32966829fc6c9dc1d221c35a4efe90867b1722","12-6d1110a316000f9f73b867b144142bba97407f8d0b8c87f159da2d752a1309d9","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","552","233.685","0","1.014","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","0-18da8a27200296c396c8eb97f15731f71b2fe73b44eec669da3f795f517c7b3a","13-62e09c54d28c4ba214673fe3ba6a69c4cbc41b0e3d5730247376234b49a8dcab","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air National Guard","91","32.172","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","1-cda365660f3698bf70434b8760f621b85ddd083a0d9fb760fa547ce31ad0857b","13-62e09c54d28c4ba214673fe3ba6a69c4cbc41b0e3d5730247376234b49a8dcab","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","18","0.585","0","1.755","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","0-f221abecd9c050031e63d4da5615efbc428f621e2f2ef104c79e78808ed5194f","14-63b25e922bf39be6ed6fa9c6178ced0c465c4f3ff14d3f70338024368a18afeb","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","125","5.927","125","6.002","125","6.041","125","6.031","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","0-999ff39bec30c3a9517c9155b92dc0831e83e05cd76f7c8542ade4b15154034b","15-cae64c2cd4c09ea34a35d24ff121a6707aaa44ce704c3e6b6b89b90f993220b8","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air National Guard","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","37","1.754","37","1.777","31","1.474","33","1.617","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","1-f0a01e1fb857c7fe6eaffbd0d37b4cc51ae7d549cf9d8e20bf79c202632f5df6","15-cae64c2cd4c09ea34a35d24ff121a6707aaa44ce704c3e6b6b89b90f993220b8","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","21","154.12","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","0-9059a4473d144fdd91e2d390f1affd65152555c0e1489344cae69e9116886e7e","16-26421701fdbdbeec6d564705ef2677dcd126b6d8b595c562944fd75c44c68279","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air National Guard","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","9","40.38","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","1-52e479dbfa599d050c61406253d6efbd115d503dcb37b88f33374798d041783f","16-26421701fdbdbeec6d564705ef2677dcd126b6d8b595c562944fd75c44c68279","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","0","78.264","0","2.676","0","3.561","0","0.686","0","0.000","0","0.686","0","5.45","0","6.111","0","5.234","0","5.319","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","0-639712038ca3c8d0e3da3083ed0586fa3201466f5e376550415c37593489eb92","17-5b0428d1e6e2bc6ec3c754bc04ceca97ce1a55e85b1b63306b2e1331fdb88dca","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","0","13.51","0","2","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","0-04eed64808ea39d7c697f5c1faab4a33314ee2269d414f45627240cd8118fae2","18-2ef8034cb753f4ca367d2eee7471fc49f7d785e9b847d8d393f1807cc574c5ae","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","0","13.555","0","2","0","0.006","0","0.06","0","0.000","0","0.06","0","0.218","0","0.72","0","1.115","0","0.657","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","0-eaa16d194e240e2b8c0d8e21ada3af8b7d9d54ec663a78524d2544e10ea23c4a","19-481655d093533531def939cd6e6eb8bed83dbb6442a78723637e115087ef527e","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","498","201.195","1","0.39","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","0-fab3a5842432af74fc9e8fea726ad3666779c6a5f492d65344ee6c6fa5d42ed4","20-bfe63ab66da68ac0467c67c0fa3665109ed67a9f0994eec4b40c550985771bd3","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air National Guard","279","98.385","1","0.39","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","1-aaa222204bf8a2e9e27dd2f10a0284799fd7d625420fd7440ef187a37e7c7114","20-bfe63ab66da68ac0467c67c0fa3665109ed67a9f0994eec4b40c550985771bd3","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Reserve","68","23.975","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","2-33bf3ed3a92b4a9196fba5a705ef4ba7149d637c24c67abcf0fd6988ca2a044b","20-bfe63ab66da68ac0467c67c0fa3665109ed67a9f0994eec4b40c550985771bd3","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","0","0.000","0","0.000","153","0.944","153","0.55","0","0.000","153","0.55","97","0.54","0","0.05","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","0-3079e950d3dad6825df3381567f1c797bfce49a8d905e95723bf70e7e1f6f3b4","21-f65b2a9cbf686ba4f59838bb3315fc2d6a2fd675cb9dea17c3b532b6f944fefb","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air National Guard","0","0.000","0","0.000","83","0.162","83","0.162","0","0.000","83","0.162","54","0.107","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ac21b35cb0e31c759ee17b19f9aabe1162c116bdf4cca8f5e73809194ecb3a6f","1-add4ae8a0ab0057020be083c39e14574d9f114aab7009051a98da0bdfdbe014d","21-f65b2a9cbf686ba4f59838bb3315fc2d6a2fd675cb9dea17c3b532b6f944fefb","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
