Name_val,Location_val,Type_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Iowa Army Ammunition Plant","Middletown, Iowa","GOCO","2016-BASE_PROCUREMENT-2016-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","b8c74bded3f7e8d5becd320d034e0321c86f39aa744ca436c07c8d4430a61422","1-1853cba58f67f2080a579364eb8e360347fdcaa3d607a0a80329f873ffa35f5f","3320-50cb6f8dc2b42eec73ce3fd614d3a82960f63c49d03f1c8f3cdd41c13634ec9d","root"
"Lake City Army Ammunition Plant","Independence, Missouri","GOCO","2016-BASE_PROCUREMENT-2016-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","b8c74bded3f7e8d5becd320d034e0321c86f39aa744ca436c07c8d4430a61422","2-69a1e2e661663b7769e13fab2a662d9609ddc221a69a140ae6ca730a43e73505","3320-50cb6f8dc2b42eec73ce3fd614d3a82960f63c49d03f1c8f3cdd41c13634ec9d","root"
"Radford Army Ammunition Plant","Radford, Virginia","GOCO","2016-BASE_PROCUREMENT-2016-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","b8c74bded3f7e8d5becd320d034e0321c86f39aa744ca436c07c8d4430a61422","3-6d8cf8afb9d0c48954f9c3a2760899ff3fbe7a3c2527e17dc3b15a4a094c354a","3320-50cb6f8dc2b42eec73ce3fd614d3a82960f63c49d03f1c8f3cdd41c13634ec9d","root"
"Scranton Army Ammunition Plant","Scranton, Pennsylvania","GOCO","2016-BASE_PROCUREMENT-2016-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","b8c74bded3f7e8d5becd320d034e0321c86f39aa744ca436c07c8d4430a61422","4-03dafdf9f32aa12aa096985adc0dbe1b919627816b60ef318ebce94d326c4994","3320-50cb6f8dc2b42eec73ce3fd614d3a82960f63c49d03f1c8f3cdd41c13634ec9d","root"
"Various Army Ammunition Plants","Multiple","GOCO","2016-BASE_PROCUREMENT-2016-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","b8c74bded3f7e8d5becd320d034e0321c86f39aa744ca436c07c8d4430a61422","5-fceab310c8a06c9ea51001d2a2923e5feebb87219409647dc864623eb3e2f9b2","3320-50cb6f8dc2b42eec73ce3fd614d3a82960f63c49d03f1c8f3cdd41c13634ec9d","root"
"Yuma Proving Ground / Aberdeen Test Center","Yuma, Arizona / Aberdeen, Maryland","GOCO","2016-BASE_PROCUREMENT-2016-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","b8c74bded3f7e8d5becd320d034e0321c86f39aa744ca436c07c8d4430a61422","6-2d993ffb2e2a43bc99696963235a2d34220356ada1033beca3f307e860bbbd8f","3320-50cb6f8dc2b42eec73ce3fd614d3a82960f63c49d03f1c8f3cdd41c13634ec9d","root"
"Maintenance of Inactive Facilities","Various AAPs","GOCO","2018-BASE_PROCUREMENT-2018-ARMY_AMMO-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","ac8b476f8f4e2fea8c6f899f79cc74d889b720e44677133cab99482e7a2f8d2c","0-2ec63f5bdbfdc15204d5547cd540d69f195201f9d5036170cf0831cd3c77ecaf","5374-105f1cafd596307c76e5e9b6e67f5f380f2d6217c8e52cf46d74c34304826eb1","root"
"Holston Army Ammunition Plant","Kingsport, Tennessee","GOCO","2018-BASE_PROCUREMENT-2018-ARMY_AMMO-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","ac8b476f8f4e2fea8c6f899f79cc74d889b720e44677133cab99482e7a2f8d2c","1-f4365351dc72662868abb66d4c859ea2463fa37333fd2f9aa896bcae843bf34a","5374-105f1cafd596307c76e5e9b6e67f5f380f2d6217c8e52cf46d74c34304826eb1","root"
"Layaway Of Industrial Facilities","Various AAPs","GOCO","2018-BASE_PROCUREMENT-2018-ARMY_AMMO-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","ac8b476f8f4e2fea8c6f899f79cc74d889b720e44677133cab99482e7a2f8d2c","2-e4cc2356db1c8b8462b333e08a4b241d0b9bda1119a94f774eb65bad08907a76","5374-105f1cafd596307c76e5e9b6e67f5f380f2d6217c8e52cf46d74c34304826eb1","root"
"Iowa Army Ammunition Plant","Middletown, Iowa","GOCO","2018-BASE_PROCUREMENT-2018-ARMY_AMMO-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","ac8b476f8f4e2fea8c6f899f79cc74d889b720e44677133cab99482e7a2f8d2c","3-74d1c2054d0a04d412d6e86526fde5794533468e7b935d4820b3972fa17dec45","5374-105f1cafd596307c76e5e9b6e67f5f380f2d6217c8e52cf46d74c34304826eb1","root"
"Lake City Army Ammunition Plant","Independence, Missouri","GOCO","2018-BASE_PROCUREMENT-2018-ARMY_AMMO-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","ac8b476f8f4e2fea8c6f899f79cc74d889b720e44677133cab99482e7a2f8d2c","4-dc94e0807a04e32ef29b39de04638111b8ad95cb6d45943785656da3ca7cce89","5374-105f1cafd596307c76e5e9b6e67f5f380f2d6217c8e52cf46d74c34304826eb1","root"
"Radford Army Ammunition Plant","Radford, Virginia","GOCO","2018-BASE_PROCUREMENT-2018-ARMY_AMMO-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","ac8b476f8f4e2fea8c6f899f79cc74d889b720e44677133cab99482e7a2f8d2c","5-38228e24b87dccd2e4012d761b1f99a57ee1f1faded857d8d2606bf92b7d3496","5374-105f1cafd596307c76e5e9b6e67f5f380f2d6217c8e52cf46d74c34304826eb1","root"
"Scranton Army Ammunition Plant","Scranton, Pennsylvania","GOCO","2018-BASE_PROCUREMENT-2018-ARMY_AMMO-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","ac8b476f8f4e2fea8c6f899f79cc74d889b720e44677133cab99482e7a2f8d2c","6-9b7064d84b2fd91901ea303bcfafd07288939eb1c273eb93150e4abda5451ce8","5374-105f1cafd596307c76e5e9b6e67f5f380f2d6217c8e52cf46d74c34304826eb1","root"
"Various Army Ammunition Plants","Multiple","GOCO","2018-BASE_PROCUREMENT-2018-ARMY_AMMO-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","ac8b476f8f4e2fea8c6f899f79cc74d889b720e44677133cab99482e7a2f8d2c","7-d193d275bb7fee484be06b209fa4448c5d244860c9d1dbbc665fc62e921d5f70","5374-105f1cafd596307c76e5e9b6e67f5f380f2d6217c8e52cf46d74c34304826eb1","root"
"Yuma Proving Ground / Aberdeen Test Center","Yuma, Arizona / Aberdeen, Maryland","GOCO","2018-BASE_PROCUREMENT-2018-ARMY_AMMO-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","ac8b476f8f4e2fea8c6f899f79cc74d889b720e44677133cab99482e7a2f8d2c","8-4b638581384df070f0c78e80355467b1c462596f48d20fdb42459b8449f5ed38","5374-105f1cafd596307c76e5e9b6e67f5f380f2d6217c8e52cf46d74c34304826eb1","root"
"Holston Army Ammunition Plant","Kingsport, Tennessee","GOCO","2019-BASE_PROCUREMENT-2019-ARMY_AMMO-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","2d28c1a9b7eadd2631782dbf90ba9618a62852e63ad6651cf5a182412bbc174a","0-3bd8ce9a2f9ad82599c1b618c0f57f0de882d418fa38da1798f8c31e8a1f0a05","6890-4f6cc32b38ef0ac3add43ef17ea95b04cb9a86e446c6b7bcfdcc7b579b78ce2f","root"
"Iowa Army Ammunition Plant","Middletown, Iowa","GOCO","2019-BASE_PROCUREMENT-2019-ARMY_AMMO-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","2d28c1a9b7eadd2631782dbf90ba9618a62852e63ad6651cf5a182412bbc174a","1-144404f641cf47c27321940def47d14880dc701ec9271ed42d6774d850ca2a6d","6890-4f6cc32b38ef0ac3add43ef17ea95b04cb9a86e446c6b7bcfdcc7b579b78ce2f","root"
"Lake City Army Ammunition Plant","Independence, Missouri","GOCO","2019-BASE_PROCUREMENT-2019-ARMY_AMMO-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","2d28c1a9b7eadd2631782dbf90ba9618a62852e63ad6651cf5a182412bbc174a","2-e5d5592f8c8d61aa0e4744ebe3db1e48fb34dd4422339e62ac5e593e19a25518","6890-4f6cc32b38ef0ac3add43ef17ea95b04cb9a86e446c6b7bcfdcc7b579b78ce2f","root"
"Radford Army Ammunition Plant","Radford, Virginia","GOCO","2019-BASE_PROCUREMENT-2019-ARMY_AMMO-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","2d28c1a9b7eadd2631782dbf90ba9618a62852e63ad6651cf5a182412bbc174a","3-8759a9a40aef7a36699746fa2e6c6a577ad510206aaece2a29ea4797818037e8","6890-4f6cc32b38ef0ac3add43ef17ea95b04cb9a86e446c6b7bcfdcc7b579b78ce2f","root"
"Scranton Army Ammunition Plant","Scranton, Pennsylvania","GOCO","2019-BASE_PROCUREMENT-2019-ARMY_AMMO-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","2d28c1a9b7eadd2631782dbf90ba9618a62852e63ad6651cf5a182412bbc174a","4-513e5de287c23b35e957f87587d46688da51ffcc15bb82b54e1fa1eef37b1e06","6890-4f6cc32b38ef0ac3add43ef17ea95b04cb9a86e446c6b7bcfdcc7b579b78ce2f","root"
"Various Army Ammunition Plants","Multiple","GOCO","2019-BASE_PROCUREMENT-2019-ARMY_AMMO-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","2d28c1a9b7eadd2631782dbf90ba9618a62852e63ad6651cf5a182412bbc174a","5-c0e9f7419948f25b63cf59fd342d181227ce2c240e59ee83ccf361faa4077400","6890-4f6cc32b38ef0ac3add43ef17ea95b04cb9a86e446c6b7bcfdcc7b579b78ce2f","root"
"Yuma Proving Ground / Aberdeen Test Center","Yuma, Arizona / Aberdeen, Maryland","GOCO","2019-BASE_PROCUREMENT-2019-ARMY_AMMO-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","2d28c1a9b7eadd2631782dbf90ba9618a62852e63ad6651cf5a182412bbc174a","6-b291ddcb246eb7944f9ca2b20f80096da4438bbbcfff929289ec55552b9ee7d2","6890-4f6cc32b38ef0ac3add43ef17ea95b04cb9a86e446c6b7bcfdcc7b579b78ce2f","root"
"Maintenance of Inactive Facilities","Various AAPs","GOCO","2019-BASE_PROCUREMENT-2019-ARMY_AMMO-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","2d28c1a9b7eadd2631782dbf90ba9618a62852e63ad6651cf5a182412bbc174a","7-5631218dc775d9bbbc7979b65fbbb999627b900e0ce06428eace445958980355","6890-4f6cc32b38ef0ac3add43ef17ea95b04cb9a86e446c6b7bcfdcc7b579b78ce2f","root"
"Layaway Of Industrial Facilities","Various AAPs","GOCO","2019-BASE_PROCUREMENT-2019-ARMY_AMMO-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","2d28c1a9b7eadd2631782dbf90ba9618a62852e63ad6651cf5a182412bbc174a","8-f3519403a8d4cb5db408b754224ed4abb309b1e68fc438348cdabf00eb2959d3","6890-4f6cc32b38ef0ac3add43ef17ea95b04cb9a86e446c6b7bcfdcc7b579b78ce2f","root"
"Maintenance of Inactive Facilities","Various AAPs","GOCO","2020-BASE_PROCUREMENT-2020-ARMY_AMMO-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","3ff5717c0071fdda534afc6a225eb17d1ca462eab0f167c6886a39c906a1ea0f","0-aab4bf5ef095fc1bd27ab2fafceee2578daf817dfd23281f44ca7a4b9e71deef","7917-cc4eebe276503a6b3a3b3e0248490c711411f6be89ebb0228d12d6ff409738c6","root"
"Holston Army Ammunition Plant","Kingsport, Tennessee","GOCO","2020-BASE_PROCUREMENT-2020-ARMY_AMMO-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","3ff5717c0071fdda534afc6a225eb17d1ca462eab0f167c6886a39c906a1ea0f","1-6976a53693678e7bdf28f11b095e94a659a581edec730e196befc319c1affed3","7917-cc4eebe276503a6b3a3b3e0248490c711411f6be89ebb0228d12d6ff409738c6","root"
"Iowa Army Ammunition Plant","Middletown, Iowa","GOCO","2020-BASE_PROCUREMENT-2020-ARMY_AMMO-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","3ff5717c0071fdda534afc6a225eb17d1ca462eab0f167c6886a39c906a1ea0f","2-a06417e1f8037d56de537940cec16aad2e7e803297e0557fb0a5aa1d18a0dfda","7917-cc4eebe276503a6b3a3b3e0248490c711411f6be89ebb0228d12d6ff409738c6","root"
"Lake City Army Ammunition Plant","Independence, Missouri","GOCO","2020-BASE_PROCUREMENT-2020-ARMY_AMMO-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","3ff5717c0071fdda534afc6a225eb17d1ca462eab0f167c6886a39c906a1ea0f","3-2093d63cd51047ca39ffbfb6f81c8433ae3913e1fe73e3aca6dcfe3dfd90bc5d","7917-cc4eebe276503a6b3a3b3e0248490c711411f6be89ebb0228d12d6ff409738c6","root"
"Radford Army Ammunition Plant","Radford, Virginia","GOCO","2020-BASE_PROCUREMENT-2020-ARMY_AMMO-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","3ff5717c0071fdda534afc6a225eb17d1ca462eab0f167c6886a39c906a1ea0f","4-acc7730dd5d55590424d358f76b7e9763d883175e3a34b0206a28c4dc76ac948","7917-cc4eebe276503a6b3a3b3e0248490c711411f6be89ebb0228d12d6ff409738c6","root"
"Scranton Army Ammunition Plant","Scranton, Pennsylvania","GOCO","2020-BASE_PROCUREMENT-2020-ARMY_AMMO-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","3ff5717c0071fdda534afc6a225eb17d1ca462eab0f167c6886a39c906a1ea0f","5-61472eff7ae8d3791b284038dd33c76ca440f71832240b3eb27b1951934fd1d1","7917-cc4eebe276503a6b3a3b3e0248490c711411f6be89ebb0228d12d6ff409738c6","root"
"Quad City Cartridge Case Facility","Rock Island Arsenal, IL","GOCO","2020-BASE_PROCUREMENT-2020-ARMY_AMMO-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","3ff5717c0071fdda534afc6a225eb17d1ca462eab0f167c6886a39c906a1ea0f","6-b6316b7a666568918e04dfb4e2ab94e15f166359dd8da03ba730f108c4c8524e","7917-cc4eebe276503a6b3a3b3e0248490c711411f6be89ebb0228d12d6ff409738c6","root"
"Various Army Ammunition Plants","Various Army Ammunition Plants","GOCO","2020-BASE_PROCUREMENT-2020-ARMY_AMMO-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","3ff5717c0071fdda534afc6a225eb17d1ca462eab0f167c6886a39c906a1ea0f","7-dc4330a0fe33d8caf41632cdcbf2db161e12911cbc175ffef389769f4694c169","7917-cc4eebe276503a6b3a3b3e0248490c711411f6be89ebb0228d12d6ff409738c6","root"
"Yuma Proving Ground / Aberdeen Test Center","Yuma, Arizona / Aberdeen, Maryland","GOCO","2020-BASE_PROCUREMENT-2020-ARMY_AMMO-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","3ff5717c0071fdda534afc6a225eb17d1ca462eab0f167c6886a39c906a1ea0f","8-33c0f4589bf3b43348a065e05600df474ebc0ef2a80aa1e9a74bba0a426e3a6f","7917-cc4eebe276503a6b3a3b3e0248490c711411f6be89ebb0228d12d6ff409738c6","root"
"Layaway Of Industrial Facilities","Various AAPs","GOCO","2020-BASE_PROCUREMENT-2020-ARMY_AMMO-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","3ff5717c0071fdda534afc6a225eb17d1ca462eab0f167c6886a39c906a1ea0f","9-a0985b043fb61b5e256212cdcdd939747bfc9ae84d1c4bca35e49c8e4dc7af50","7917-cc4eebe276503a6b3a3b3e0248490c711411f6be89ebb0228d12d6ff409738c6","root"
