Name_val,Name_@footnote,Location_val,@SOURCE_FILENAME,@RECORDID,@ROWID,MinimumSustainingRate_val,MaximumProductionRate_val,Rate185_val,InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val,InitialQuantity_AdminLeadTimeAfterOct1InMonths_val,InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val,InitialQuantity_TotalLeadTimeAfterOct1InMonths_val,ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val,ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val,ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val,ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val,@PARENTROWID,@PARENT
"UNKNOWN","","DSCP","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1bd124736518633637237d753732e4bf00a5f433dfc2ea3a515e0098302171fb","0-0ee62d4d592a846dbc084fa771bfb049bcaba0c0ceb8f3d801be3d065daca59e","","","","","","","","","","","","1-a57c9dd3528e7665ff97a3e628424f25b21b83df65c7c9640658368ee68852a2","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"UNKNOWN","","DSCP","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1bd124736518633637237d753732e4bf00a5f433dfc2ea3a515e0098302171fb","0-00706b1b887f0404c0d0a459494854c5cc9d297ed9c744d8493ad4f95a13944a","","","","","","","","","","","","2-e7f2a35f18f53181a2cd771f4a32cdbb789a61b0fd7c5bbc3b17970605b0ccaf","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"OTHER","","DSCP","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1bd124736518633637237d753732e4bf00a5f433dfc2ea3a515e0098302171fb","1-fdf06db119b11eb4e47bb98df627ea1257f1b5476db494cb1445250736cd7c19","","","","","","","","","","","","2-e7f2a35f18f53181a2cd771f4a32cdbb789a61b0fd7c5bbc3b17970605b0ccaf","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"UNKNOWN","","DSCP","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1bd124736518633637237d753732e4bf00a5f433dfc2ea3a515e0098302171fb","0-ba2d8234c30610a943f0c4c461eb8fe7b7029a00d263160d0fc94b03aa4cafb8","","","","","","","","","","","","3-38ea7ef4d5f0fa11e14aaa96fea4dc746d7fb81eafc62f233294c267794f2ba3","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"OTHER","","DSCP","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1bd124736518633637237d753732e4bf00a5f433dfc2ea3a515e0098302171fb","1-a0f11ce32489183780296ff23bced7a1dadfd57a41021263772933796e5bd591","","","","","","","","","","","","3-38ea7ef4d5f0fa11e14aaa96fea4dc746d7fb81eafc62f233294c267794f2ba3","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"UNKNOWN","","DSCP","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1bd124736518633637237d753732e4bf00a5f433dfc2ea3a515e0098302171fb","0-2fcff437b136f874782f73b7022bc0cde7b4ffb07e0a48fc25b469ba0e67db85","","","","","","","","","","","","4-7c5ce9e58494374477646229d5e151b1a460d26990c6ed3553222fd1ba1e415b","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"OTHER","","DSCP","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1bd124736518633637237d753732e4bf00a5f433dfc2ea3a515e0098302171fb","1-5bfc79435ae3c5ec0122b89107e81836de315067fc265dd2302ff5699eea4a07","","","","","","","","","","","","4-7c5ce9e58494374477646229d5e151b1a460d26990c6ed3553222fd1ba1e415b","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"UNKNOWN","","DSCP","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1bd124736518633637237d753732e4bf00a5f433dfc2ea3a515e0098302171fb","0-c5d414b38965ac931e48d3c0a3cf2cfe9085a0da0f98345a16a60b8b9b3ff8e4","","","","","","","","","","","","5-b62e87f07615d625162c80bd2f16e8a4352190993f84f9add2f3e3acdb8c7bc8","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"OTHER","","DSCP","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1bd124736518633637237d753732e4bf00a5f433dfc2ea3a515e0098302171fb","1-ce2b966b794d1d98e78d047de2b158c8ad727f3da2890d2fb7e1a8e213ce6e69","","","","","","","","","","","","5-b62e87f07615d625162c80bd2f16e8a4352190993f84f9add2f3e3acdb8c7bc8","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"UNKNOWN","","DSCP","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1bd124736518633637237d753732e4bf00a5f433dfc2ea3a515e0098302171fb","0-adf152af6d5855d1a5fc069beb7be1fbca6bc8cee3ba071b1a1407ac99f693db","","","","","","","","","","","","6-a41e0b2d197494f8541a2f0d8438cda47f61abf041f06167687eb0ed63568040","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"OTHER","","DSCP","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1bd124736518633637237d753732e4bf00a5f433dfc2ea3a515e0098302171fb","1-df2f395386ee23b227231ef90086a906f749c964d6b58e4d07a3dc9d63fadf79","","","","","","","","","","","","6-a41e0b2d197494f8541a2f0d8438cda47f61abf041f06167687eb0ed63568040","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"UNKNOWN","","DSCP","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1bd124736518633637237d753732e4bf00a5f433dfc2ea3a515e0098302171fb","0-0fd95fb1ac01fe187694033d9bc8fb641e05309e7541ebaf09506ceb33bef7ef","","","","","","","","","","","","7-9fde468ea8cab119160d73845ca0b97d9214ea8a2d56066e8ca8016709942bd0","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"OTHER","","DSCP","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1bd124736518633637237d753732e4bf00a5f433dfc2ea3a515e0098302171fb","1-310a81863ad5f3b89ccf5552c25e36e929e3d5385fadde0c007abde967655bb4","","","","","","","","","","","","7-9fde468ea8cab119160d73845ca0b97d9214ea8a2d56066e8ca8016709942bd0","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"OTHER","","DSCP","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1bd124736518633637237d753732e4bf00a5f433dfc2ea3a515e0098302171fb","0-d7d81eb3a48c6cb88a00d9f81f9a12e6eb851b8e25697a9fed7f5960a82aefe7","","","","","","","","","","","","8-88178e23c1246e97a35e95b746c9c7f1933ebee498a0c4ccbc7bf49d385e4410","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"OTHER","","DSCP","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1bd124736518633637237d753732e4bf00a5f433dfc2ea3a515e0098302171fb","0-50a50fc4d90113cf0a24074b57420c68b34f577edc5876ae43e0e469d79dc79c","","","","","","","","","","","","9-41915efccb873c0817e1631c4f91b27020d634459197db92b8fce0b45d67bf16","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"OTHER","","DSCP","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1bd124736518633637237d753732e4bf00a5f433dfc2ea3a515e0098302171fb","0-6254931127e1b8883a9db85512b5b70b267465bb566f897d06adf7b959889e48","","","","","","","","","","","","10-42577e0bae18dc50117c099b8cc24b073976cf2b934e29c7a460ce9c4d49362a","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"DLA/UNKNOWN","","UNKNOWN","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","48865d4cd659e7e7f3ce1651e87e03e7db955678e7d00d822e01800e5db4d20c","0-bec9a358e98cc2b2401888f4d5803a2f02c0e9a505cad3314370081e0ad32fc4","","","","","","","","","","","","0-cce66f9d1875803100b879a8aba0cbc4f39c89bff6b5650b564ffc1905dcee5e","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"DLA/UNKNOWN","","UNKNOWN","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","48865d4cd659e7e7f3ce1651e87e03e7db955678e7d00d822e01800e5db4d20c","0-44ffe720f43f06967e464c50082041b958ca7aca620ed3efd8536c76440ae94a","","","","","","","","","","","","1-f62ef42ac76d03e78e6ad1014c8bb197321fe717478ed25aa47d8cb5432dc3e8","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"DLA/OSHKOSH CORP","","OSHKOSH, WI","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","48865d4cd659e7e7f3ce1651e87e03e7db955678e7d00d822e01800e5db4d20c","0-5517b9ef7bff1042aff3c4372e3e5001f04a7813720c6692e8431334449fbeb9","","","","","","","","","","","","2-aa6211f306974d147999f1754b87ee3b4e066f82ed1f3c14d9c264c8e6391b13","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"DLA/UNKNOWN","","UNKNOWN","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","48865d4cd659e7e7f3ce1651e87e03e7db955678e7d00d822e01800e5db4d20c","1-f3e40c822e2496af538640f74f3869632c33bac15393a092409ba5258c154ffe","","","","","","","","","","","","2-aa6211f306974d147999f1754b87ee3b4e066f82ed1f3c14d9c264c8e6391b13","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"GSA/UNKNOWN","","UNKNOWN","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","48865d4cd659e7e7f3ce1651e87e03e7db955678e7d00d822e01800e5db4d20c","0-e64d53f3525935233e45f3ca560d6dbe8a5345527a765b51b6d18b9bed0c720f","","","","","","","","","","","","3-37494064dc074299c801589eeba386a5e61b2e93f453a695b3f847520f063e86","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"DLA/OSHKOSH CORP","","OSHKOSH, WI","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","48865d4cd659e7e7f3ce1651e87e03e7db955678e7d00d822e01800e5db4d20c","0-8a11848f8bdbbbc99200dc2be4cbc7514913291e1f9f04df90e7a7ed4bb62066","","","","","","","","","","","","4-ef70b1ae9974cbff4e2fede0714414cac8f43965e4c4c2d72b279e2285153c58","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"DLA/UNKNOWN","","UNKNOWN","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","48865d4cd659e7e7f3ce1651e87e03e7db955678e7d00d822e01800e5db4d20c","1-1c38d05adec14fbed9ec51797894d1b7093f12eb93ec0c6ce6d0ca50e953891f","","","","","","","","","","","","4-ef70b1ae9974cbff4e2fede0714414cac8f43965e4c4c2d72b279e2285153c58","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"DLA/OSHKOSH CORP","","OSHKOSH, WI","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","48865d4cd659e7e7f3ce1651e87e03e7db955678e7d00d822e01800e5db4d20c","0-8314899f31d920d5176ab8564a7c62ee7bc9b2d66b4c8c780d5a7f1d90f472e6","","","","","","","","","","","","5-b056fedcf7ac46a301b950f251aace86b6060f92969edbdfc1c133d9c2173fee","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"DLA/UNKNOWN","","UNKNOWN","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","48865d4cd659e7e7f3ce1651e87e03e7db955678e7d00d822e01800e5db4d20c","1-b9a0c00b2d7108cac8859a234f6b502474178a76be7badad4aad2278467aed9c","","","","","","","","","","","","5-b056fedcf7ac46a301b950f251aace86b6060f92969edbdfc1c133d9c2173fee","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"DLA/OSHKOSH CORP","","OSHKOSH, WI","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","48865d4cd659e7e7f3ce1651e87e03e7db955678e7d00d822e01800e5db4d20c","0-5b0d4436612c00c00dade99fd9ccf6f538ff5ec2179f1316102519a3c1e26b19","","","","","","","","","","","","6-11ed20aeb9447609a914bdfe3e6d526fc8dc398beba8e64649ba653240b427d3","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"DLA/UNKNOWN","","UNKNOWN","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","48865d4cd659e7e7f3ce1651e87e03e7db955678e7d00d822e01800e5db4d20c","1-e6d2998565f62428dfb13f6d9ae62369b251832a1f31df9b57c0308b09dbf270","","","","","","","","","","","","6-11ed20aeb9447609a914bdfe3e6d526fc8dc398beba8e64649ba653240b427d3","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"AAI CORP","","HUNT VALLEY, MD","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AIRCRAFT-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.xml","b6e41eb5f50a99ad2d2cf145f03972cc93ae4b3fe7b2ff927841db0b40223081","0-fbde7a70367164a78d13114a5021e1f242781632a14a2eb1ef95a2eb19be41a0","","","","","","","","","","","","0-69e86b641a71248ceb2e02db78dacc4ce713e93fca3e96c1c69e345f17d104fc","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"UNKNOWN","","UNKNOWN","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AIRCRAFT-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.xml","b6e41eb5f50a99ad2d2cf145f03972cc93ae4b3fe7b2ff927841db0b40223081","0-76203af7bd6d8cf9c13fc32171d80b785583faeacaa8ad340104a26197547085","","","","","","","","","","","","1-1e17cca4bdae0bf1648a14517e4cd69c3324b95fe86e0e3f3ee7b8b809c8c9f8","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Ogden Depot","","OO-ALC","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AIRCRAFT-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.xml","b6e41eb5f50a99ad2d2cf145f03972cc93ae4b3fe7b2ff927841db0b40223081","0-decbb33a96a20ba69958a152e982fa3fbcda04f73d72bfb59ef618029a3a4b60","","","","","","","","","","","","0-f8a5bdcdeb1c73700055b106c66cefc519dcb2cefc547ca8c8d33a56e6f2e0ad","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"GSA / ARINC","","Annapolis, Maryland","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AIRCRAFT-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.xml","b6e41eb5f50a99ad2d2cf145f03972cc93ae4b3fe7b2ff927841db0b40223081","0-cb2c89506d8258a557f210fd754eed3c40ddaefd7669d7b17ed6a6aa13fe4b6b","","","","","","","","","","","","0-d25a4a2f7086ffc710fba5aed113eafbf452d19c4c612fa1d4ea87b5977e0278","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"BOEING","","ST LOUIS","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AIRCRAFT-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.xml","b6e41eb5f50a99ad2d2cf145f03972cc93ae4b3fe7b2ff927841db0b40223081","0-d2cf034317163c5ba26caacfc7b052aaf2a2b3ce04b8376a141f91663b47442b","","","","","","","","","","","","0-8fe7db9d8c885c0cca704f5e2a8fcda87ac34ed3cd9c35590e406388fc346211","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"GSA /ARINC","","Annapolis, Maryland","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AIRCRAFT-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.xml","b6e41eb5f50a99ad2d2cf145f03972cc93ae4b3fe7b2ff927841db0b40223081","0-b72441124904e59885051a96d4770718839b5b27aa82a157cb5bd648ed42271c","","","","","","","","","","","","0-34e6db41188e6ce07263afadef42a72572c440dbcff1baa7bfac16e418e78bea","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"GSA","","Unknown","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AIRCRAFT-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.xml","b6e41eb5f50a99ad2d2cf145f03972cc93ae4b3fe7b2ff927841db0b40223081","1-41d29d2dcc35438368d37be1fa36b50ba7db059fe760206058eed510261b30df","","","","","","","","","","","","0-34e6db41188e6ce07263afadef42a72572c440dbcff1baa7bfac16e418e78bea","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"AAI CORP","","HUNT VALLEY, MD","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AIRCRAFT-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2014.xml","0486b2170542097e859ccb1eab43467b227915013d48baa497a0dfcec1db5c50","0-a8119c5ee3dd8e9f5e7d295a31856f8bf8557ea790cbb2ea5b37ee3e808dd6f4","","","","","","","","","","","","0-11e99b451e91fa32333374e1df5bdc0ec70e6522f6453bd10881839ebb21637e","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"UNKNOWN","","UNKNOWN","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AIRCRAFT-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2014.xml","0486b2170542097e859ccb1eab43467b227915013d48baa497a0dfcec1db5c50","0-6aa6b0e239f39047aa74822354f5e2e45929ea83ac78583a227456eabf3ba959","","","","","","","","","","","","1-056a97dfe379c82dba1b37a185090ddb3a0b268c1b8294d6134c6bc218c525b4","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Ogden Depot","","OO-ALC","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AIRCRAFT-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2014.xml","0486b2170542097e859ccb1eab43467b227915013d48baa497a0dfcec1db5c50","0-f644d7f7dce3f626310c1f6c498ea44003e45972f388e928765aef13a567ea02","","","","","","","","","","","","0-24a3ea6e5ffc1e206606a8f6f2a7cebad9d11aba4282b235775b42583eeaae42","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"GSA / ARINC","","Annapolis, Maryland","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AIRCRAFT-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2014.xml","0486b2170542097e859ccb1eab43467b227915013d48baa497a0dfcec1db5c50","0-e4ad050aadf9625ea6068e8db012f8161a498cf89d5b8c34479f214a2d87229b","","","","","","","","","","","","0-186ec6b1e02637a6bb4cb6f3f98d6df482f23311274ef4f73093e86cd1a540bd","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"BOEING","","ST LOUIS","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AIRCRAFT-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2014.xml","0486b2170542097e859ccb1eab43467b227915013d48baa497a0dfcec1db5c50","0-396360ed86a250f6f1c5e79a84bb1a194a700dc91ff968132e9a6c1de2bf11b4","","","","","","","","","","","","0-b8a03b640ccec232f59068b41daede9669d0b27aa7c6e3639f414dcfd4c099dd","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"GSA /ARINC","","Annapolis, Maryland","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AIRCRAFT-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2014.xml","0486b2170542097e859ccb1eab43467b227915013d48baa497a0dfcec1db5c50","0-084ad387c87aef7cd11046dca19cd684978df6c0433e8dcfc6f48258692ab126","","","","","","","","","","","","0-2462a61f81afdc03faced65781553a3d33a26e37a0170618aab53fd71e232ebf","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"GSA","","Unknown","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AIRCRAFT-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2014.xml","0486b2170542097e859ccb1eab43467b227915013d48baa497a0dfcec1db5c50","1-7a244d17fd62dcb0672ed2aadd0e48e1d8d597596e2d8d50094bad00f1fae140","","","","","","","","","","","","0-2462a61f81afdc03faced65781553a3d33a26e37a0170618aab53fd71e232ebf","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"FEDERAL","","ANOKA, MN","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AMMO-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.xml","7d0739c9c263c45b266919ee711e800da9e30c8ac339b12470236003a0b8d4db","0-9d9423297e05234a3584a5fbda03c831a9adb54ecd753dec483341a1e521160e","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0-2ef6c1480ddb69afcbc582c6c05d2f764e180d625361f5617609d0dbe11949de","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"UNKNOWN","","UNKNOWN","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AMMO-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.xml","7d0739c9c263c45b266919ee711e800da9e30c8ac339b12470236003a0b8d4db","1-002c5c9aa1390929dbfddd215cd4791fb30e7e7f486d41465ec7362020f11815","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0-2ef6c1480ddb69afcbc582c6c05d2f764e180d625361f5617609d0dbe11949de","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
