Name_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Air National Guard","","","","","","","8","0.181","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","bbe19e056d5a56d1e0a0f0b447d77ce7749b74494abc97d27d6eac183f790f36","1-0ada8ea251471d7eb27cb41e2461abb123d146d330778cb3f0cb3816e75141ce","0-287f3a3dd0e2d8904240cfb24ea05ff49ac1f63ade0545d52932a282efb775bf","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","","","8","0.181","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","bbe19e056d5a56d1e0a0f0b447d77ce7749b74494abc97d27d6eac183f790f36","2-e1cced69d112aae9916e340dd2a84ed85ddc75a6ad9e759d15954ca94ed89532","0-287f3a3dd0e2d8904240cfb24ea05ff49ac1f63ade0545d52932a282efb775bf","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","28","2.7","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","bbe19e056d5a56d1e0a0f0b447d77ce7749b74494abc97d27d6eac183f790f36","0-c94fc52c8fcda8936341e4b46aa9d4a6015d65b3199d40bb0c2b8c8de00a6f12","0-a38561978ddff61f94eec409d6b7cf03642728e3e80c52a3c394587573fa0e27","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","19","4.667","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a6da5a639dd2fc8173209157d8bdf492c2fadf5aedcfcdcedbb9d18303bd52c9","0-f31f2ff63b7dd6f990b03dcb9513011567efc199ecd6e9d5024bd978d4d79b4e","0-92f8ff984b6f4f533781258bdeed192833b8a2f5ee28455ea392ec788c6b05ff","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","327","0.000","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","faf657b0e86f6ef17fa397f4e678e5d70b8156601cec63c6f55654ceed27e733","0-cf31f0b93b9439be18f6540c4c71ae95606531c24fa6d3dd6aaca932a31caca0","0-8d0001597dc83a0f795f68f74f113ac2036feb72c182dd4087f8c3c0826ced64","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","9","1.804","9","1.804","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","2a1982c8ef17506a9dc74f4de49df0867a3613ffc631a2731e73d1ea73bf7038","0-6d8747f9774403035df9e644c43c5cea0dbfd0174fc7d735eca42981973acd79","0-53ac6c54d1af5023bac0f3545f2b1780f7a7f6317e59a10bc087b2977750dcd1","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","32","6.908","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","2a1982c8ef17506a9dc74f4de49df0867a3613ffc631a2731e73d1ea73bf7038","0-845dcbe7f79d3c7026e8c6398e09c4286674e217a3b25974576349b34161d597","0-9553d3b720f06d79920e0e19129f0579a1ab68e9108cbbd7ccce00e16ee6f037","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","45","2.028","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","2a1982c8ef17506a9dc74f4de49df0867a3613ffc631a2731e73d1ea73bf7038","0-cd93da994293ffd4fa121f903453e402a0855b4bf630a88761e8f3f75c15a678","0-a4fdee7096db7aa56c0478704b6f386aaf3681b66ccf00ed5eb26a249b0deb96","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","17","2.284","","","1","1.11","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","2a1982c8ef17506a9dc74f4de49df0867a3613ffc631a2731e73d1ea73bf7038","0-f592ac06a2f90b39fda7a5c6b1891eb7719e7280d5860069afd24c0b6df06b37","0-841a4540098560a8978c82d82715074de3bc753e6d92b29b950652662def6f8f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","106","8.343","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","2a1982c8ef17506a9dc74f4de49df0867a3613ffc631a2731e73d1ea73bf7038","0-302ef84fc9e9cf83707e17966905d35a7a71c8fa4c3b5975005789d43b198848","0-286fb612fb5d836fb09de2d3cf82eb2f3fa94b47062209afb3203b15ed5155f9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","1","0.000","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","f551fb2bf29bfe6f38ef4308456957ea43f5051664c6cbffe54487771a6819ff","0-d8aa70e6a8f7a9072d6635cd1ccd93662108f4cd5a991c076ab7e2d0103f9913","0-8505069bf28a8afd3260f5564ea7feb04bc0cca076b3372abf4d37596e245e4e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","26","2.509","26","2.509","1","0.174","2","0.348","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1d8c37d4bd886ffee9bf93ab080f816dddcf27c155513e63338b35bc499d8632","0-899e591fa1d55ffdc17ebbe8bcb8ef1594ea8b357fa0e2405db377e0c549d5b2","0-11bd7c3d0cefeeea37fc6a3fdaf2236acbed2278e25ab6b5ef0978a647756abc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","8","4.455","","","2","1.133","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a0741c7c5d3d4517bf545e29bbaead01198f87e9d3fbbfd13932a42a35271cd6","0-aead2c0d69a2c300bc899bbf4731c113494647347af088444e03849f004777e2","0-1ce0a9b6d590c2e0947dda3b875bad038099860ddf3daf970fa75b66f3772856","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","","","7","2.863","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a0741c7c5d3d4517bf545e29bbaead01198f87e9d3fbbfd13932a42a35271cd6","0-811865667caa12a8efbe686a6922b22b2317e37fb720a1c50233bf3c2035f1ce","0-77201e52e1c8f293a56ab3c69d67946c0810bbb4426cb0426d43a62ed75229a9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","","","","","7","0.000","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a0741c7c5d3d4517bf545e29bbaead01198f87e9d3fbbfd13932a42a35271cd6","1-3fd4006fea1c217c291224b4cae8bb76262e71e4f9418568f348fd2980da0c1c","0-77201e52e1c8f293a56ab3c69d67946c0810bbb4426cb0426d43a62ed75229a9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","35","1.905","35","1.905","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a0741c7c5d3d4517bf545e29bbaead01198f87e9d3fbbfd13932a42a35271cd6","0-a6d342f57e7c19dfe162bb69d8deae8f5918400ec881b1d44f6d5483dcb1762b","0-3e5dc4e24f226d2e501f6e3f21532f217f3d5e7ff492514e9a5e1b8754f6dfa8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","25","1.325","25","1.325","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a0741c7c5d3d4517bf545e29bbaead01198f87e9d3fbbfd13932a42a35271cd6","1-b85675ec10b2df9ea0436d1977b94322ff771b23bf128dc86d5b1f897d8cd18b","0-3e5dc4e24f226d2e501f6e3f21532f217f3d5e7ff492514e9a5e1b8754f6dfa8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","","","14","5.551","9","3.634","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","112eb3735d4ce129abd075705a90e1b9579e7e82287a041d0434475ae6e5e0ca","0-752cf869fd79048ba72137934abe488e35504af89b60e7948777d361162ecd83","0-3b7eaa8ab1957109e640b47fa7531778cb9b9c028be655fd8914a7d1afa5e3a0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","","","","","","","9","3.636","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","112eb3735d4ce129abd075705a90e1b9579e7e82287a041d0434475ae6e5e0ca","1-2790a296911d3860aad5c17957b78350338d1f503b6cb5be8c5ea84928f61914","0-3b7eaa8ab1957109e640b47fa7531778cb9b9c028be655fd8914a7d1afa5e3a0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","619","65.724","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","112eb3735d4ce129abd075705a90e1b9579e7e82287a041d0434475ae6e5e0ca","0-7b451aac8f61699ee465311eb9eb9acaee125d6625cfa3df1c112383fb1652bf","0-6d40c1ac6f4a2832cf37b2a8e868c8b0ef3572223c23241aa650955382f83ce2","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","","","77","9.141","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","112eb3735d4ce129abd075705a90e1b9579e7e82287a041d0434475ae6e5e0ca","1-cd506bd7fdc9e46512c7e69947b4405bd67092af6cf17262cd54d1976f061cca","0-6d40c1ac6f4a2832cf37b2a8e868c8b0ef3572223c23241aa650955382f83ce2","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1037","0.596","1037","0.596","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","112eb3735d4ce129abd075705a90e1b9579e7e82287a041d0434475ae6e5e0ca","0-179940c6266833a584440bdca3501e7e0cb794d4687403490f0a5bf908b617ee","0-6142e2d525976b8a31dc331850a08b6a5cdbdcd3aa13017f9734b138bf523a08","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","90","0.052","90","0.052","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","112eb3735d4ce129abd075705a90e1b9579e7e82287a041d0434475ae6e5e0ca","1-8155f698e6b341756abad27ea8f65f3932205f2992b114e3e5752798f59c6f78","0-6142e2d525976b8a31dc331850a08b6a5cdbdcd3aa13017f9734b138bf523a08","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","24","35.091","24","35.091","9","11.74","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","112eb3735d4ce129abd075705a90e1b9579e7e82287a041d0434475ae6e5e0ca","0-b1f47c8ed1323022bd4278978de97499d39f8463a9be209b5525676e35b0f833","0-cd884629f6bd937eced619c8efd924b750f82bbb906fc934dcf59ba00b63b0bb","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","1.786","2","1.786","4","3.532","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1d503d51190fdbe2567a6ba4e15d905d8eef2ad73c961153b1bc83969ff4597a","0-5fb9ab98895236f0a5892dfd36811884db02407cb11aecdbc7f797e93b00de46","0-a91f883e9598ab1887d6a7871e5c7b90e8fd82eebe1aea2cda1794c5cd15552a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","1.852","1","1.852","8","14.995","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","87462ed2e8542bde3a2e0f81b30ed0789913cc4ec270c5cfff473ffe2903b671","0-fff9b8b3149039297b7075e7c0cf2d6b5e53a338a560d274db50b2825679ac96","0-711d416ff9fb0e26c808614ed869d52e48deb3d6d6e6303ae89a5624dfcf7d24","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","1","1","1","8","8.022","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","87462ed2e8542bde3a2e0f81b30ed0789913cc4ec270c5cfff473ffe2903b671","0-d2c54289fd396fbaa6003717308f3cbd7a63d400ec7339955e66df4be99a8d37","0-1cb911ab0c8fc79412dd15a0b52508203d28c2f1cd30289093d2f9cb046f8d60","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","28","10.766","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","87462ed2e8542bde3a2e0f81b30ed0789913cc4ec270c5cfff473ffe2903b671","0-1c2077af5d93887dca14225f28f89f2613f24190bb2868a04ac09a5566745649","0-6a1a167979c6042156688d2042addc1b614a8aeebc33f780f0926b65b7e292a1","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","2.588","1","2.588","8","20.675","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","87462ed2e8542bde3a2e0f81b30ed0789913cc4ec270c5cfff473ffe2903b671","0-6b42ea68fda51a79b97a762d248bb4fa20a4b771ae190435bf37c2dc10d82f8b","0-701844caec3aabf9777ad86eaa7c1a671ed80653ce9b242bf91efdb8b84e918d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","11","212.996","11","212.996","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","caa5b01bb6d5e3433a40a58bbcc0c4077220374211e4fd800d7df2199123a65d","0-ab451e05d1b5e14f6eed4ef1bfc13896903a359e371f414b1b7bdd694b5e746a","0-0289088c17f7a517494c7ec996abf88985966b615ae37843ec792993c2234eac","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","15","1.314","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d2fe6465080c586e3806a533310d08c975c4532897c1272945b0585f326a702f","0-3a457fd9362961c1df6f4e229927f207c1248768ccfeec7305e4fb39c7522c09","0-b021ae32a41f0df49304c0ebdc0dd084519700ec352aa7576d631d1754ad86ed","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","27","13.338","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d2fe6465080c586e3806a533310d08c975c4532897c1272945b0585f326a702f","0-cab8cb34f91edf9d5d1051fa6454d9b74887289436e447e3e42f3d12440acb5e","0-761abdc987c945f9ad679e4542d46b6da519a4c0d2d198840e11092eb469ccf0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","55","27.17","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d2fe6465080c586e3806a533310d08c975c4532897c1272945b0585f326a702f","1-0e10d4339c475350f01081241faea9edb2e7791a62c337ee77e28791bf6ffebd","0-761abdc987c945f9ad679e4542d46b6da519a4c0d2d198840e11092eb469ccf0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","21","10.374","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d2fe6465080c586e3806a533310d08c975c4532897c1272945b0585f326a702f","2-3648f5c74f8ff6ee5bb8f20069884d4230ffd74c8cfd72ab928d036bab5bf959","0-761abdc987c945f9ad679e4542d46b6da519a4c0d2d198840e11092eb469ccf0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","0.292","2","0.292","8","0.624","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d2fe6465080c586e3806a533310d08c975c4532897c1272945b0585f326a702f","0-86d0378506fd10438a810a6772e75924e3722c3b7e39e30230a65b4ea2db7318","0-c15425271120ad611a2152198c815718e5adfe1845f5d5d4d10b0b0b399feb17","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","2","5.6","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d2fe6465080c586e3806a533310d08c975c4532897c1272945b0585f326a702f","0-b0e6c27ebaf634d4c36fff6bc671748508bd3194fe59b92556b6086e179f0eaa","0-92e916b652ea87f654115217bfa7988af828dacf7e19ecc9b6ece193923caad3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","2","13.345","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d2fe6465080c586e3806a533310d08c975c4532897c1272945b0585f326a702f","0-26fe601ec2f3eb20ae88e58218a52f97cd5682bf3e6881355906aa28d8eecb10","0-ae221b6ab078e8207242e03d5e79497a862b92fe1ab7ae77d1b2240707e83bd1","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","13","0.000","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","efd4b3a16a1ffed32cac69fd4596c83f77b7f9ce6eaf8ca9ed9d63f1a19eb00a","0-cea51a84c6ebf4a061255be3f181d2935558288d676e85a0aeb0fc4a8a9a655f","0-ccbdbd4f06ad1facc82b989e793571f0672ce985af43ac07eae939b465fd3f6c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","6","8.198","","","6","8.2","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","2bbb7aa503a03f656354be496b43ae71b17ff7e8013fd4a717e54c978c52a366","0-ac0a3cdcb1e44039d0dc2c9182e097c21b5b0001d9e80a5e7708858adb4413af","0-4678438780fcc4e633e0cbf12497000cd373adb67eefcdff2d1c1b14503e1092","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","1","0.000","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","440b45d6fcd8324d3e96333d5b6bc55eec4bb9a2c719b5a938bb13b68d77e8f2","0-05d1ba045a23d76225e1e58fec03340199002a209ba549568d196d6492c525ea","0-85e26a0de1121126ad00c01520f87be1e53dafb7ea889c08619ebbcded65a086","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","1","2","1","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","c12bf91475de8587e221f78e015697b94ee67c22df06244e916e35d3b131b713","0-35f5c48be07269acbffb72f5d0c9e7f96ec12e18fae6f8282b2e8870faedd87f","0-f66971a15348e08147cb49aa0634eec8f9bef4525ebef1f5b6d87e1122fdace2","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","110","1.122","110","1.122","25","0.26","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","7103ccacf3bcf8885c687ca81799feb5ad6d22ee47fffa91b202a5f1d80f9896","0-4000cf582543a45b29ac16bb80e481b1ad4c3f5f21f08d514db2cd68c2d0ed61","0-7d3811eb533bed732d5fd24e0b638da4988daaeafcf6078a11a7a862ce8cbcc4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
