Name_val,Cost_AllPriorYears_Quantity_val,Cost_AllPriorYears_TotalCost_val,Cost_PriorYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFive_Quantity_val,Cost_BudgetYearFive_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Air Force Reserve","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","8","5.771","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a6adc06083128a68743f6fa93f5f39d91b0b25d0574c49068ce49ce9d3d39fcf","2-680fef303ba9a5503724676f0a485a77b48f8cd77c5d9e8b6649b59affaa1a2c","0-996df6c88aadd1444e8c20f543904587411ff510bd0c93e85c97009fd2ef787d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.095","0","0.000","0","0.000","0","11.697","0","0.000","0","11.697","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a6adc06083128a68743f6fa93f5f39d91b0b25d0574c49068ce49ce9d3d39fcf","0-e6fe292b10718fc95b33f91ba1737cf9e3b5e25bd287c68d5ca9586bcc54ff08","0-adddbbb9bdb3aec947f784d5be395b993ce6049bf5a4194b8faba5085ebbdcd5","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","587","251.978","224","100.616","27","25.509","48","28.437","0","0.000","48","28.437","0","0.857","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a6adc06083128a68743f6fa93f5f39d91b0b25d0574c49068ce49ce9d3d39fcf","0-bd675741f7ae31ca76b54cf6cb5a5b1de17f220d76b30fcef26c793de9b6abef","0-9aab81572210304d9f68f8f0db94fbe0f0463896c2134ba92624884484d85604","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air National Guard","40","13.515","1","0.187","55","27.918","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a6adc06083128a68743f6fa93f5f39d91b0b25d0574c49068ce49ce9d3d39fcf","1-94ea1cca10e21710173c29ae64d7966fcb79867e9474be3470c0ddc25cca2245","0-9aab81572210304d9f68f8f0db94fbe0f0463896c2134ba92624884484d85604","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Reserve","43","13.994","0","0.000","21","7.889","24","9.576","0","0.000","24","9.576","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a6adc06083128a68743f6fa93f5f39d91b0b25d0574c49068ce49ce9d3d39fcf","2-86edc6dee9ff4facaeddf2c898cfc312b7c38efbd7ac33b7fe6e875ca93cd1bd","0-9aab81572210304d9f68f8f0db94fbe0f0463896c2134ba92624884484d85604","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.000","0","0.000","10","3.009","30","4.95","0","0.000","30","4.95","33","11.452","33","15.098","33","17.348","33","19.183","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a6adc06083128a68743f6fa93f5f39d91b0b25d0574c49068ce49ce9d3d39fcf","0-75c5ed199936b6f3bef8f69ec041575f6cb7934833b8981bebfd2860f9f52477","0-636efeec50c7eb3c61993e29f52d0a15774161961a474ef0a84fa531fd22c02f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air National Guard","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a6adc06083128a68743f6fa93f5f39d91b0b25d0574c49068ce49ce9d3d39fcf","1-8d577f960016a2ded441246024abd945bdf87f0201f7eaa0c6a934cddda0ca3b","0-636efeec50c7eb3c61993e29f52d0a15774161961a474ef0a84fa531fd22c02f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Reserve","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a6adc06083128a68743f6fa93f5f39d91b0b25d0574c49068ce49ce9d3d39fcf","2-8cace3a1623846fd43c5b910cce4323b44ee500b4d36e0ad7228490ecdfb78e1","0-636efeec50c7eb3c61993e29f52d0a15774161961a474ef0a84fa531fd22c02f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","10","41.228","0","0.21","2","5.108","2","5.312","0","0.000","2","5.312","2","5.524","4","10.974","8","21.803","8","22.675","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a6adc06083128a68743f6fa93f5f39d91b0b25d0574c49068ce49ce9d3d39fcf","0-f516e573abacb29b18f34a2e221c7d66a6dbc32e5956071bb678ed38c6c061c8","0-ebbd498a38b39e3eb0ae1428ccad989ecc9836950c006dac8f100a77677b003f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air National Guard","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a6adc06083128a68743f6fa93f5f39d91b0b25d0574c49068ce49ce9d3d39fcf","1-9dbfd06a36a8e209c05a11d94ffe971b57c81ffaf107cf2934301fb8d8e46431","0-ebbd498a38b39e3eb0ae1428ccad989ecc9836950c006dac8f100a77677b003f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Reserve","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a6adc06083128a68743f6fa93f5f39d91b0b25d0574c49068ce49ce9d3d39fcf","2-a14e8859dc4d3eb50021d956a891a980332b96a5745b81a077714326d57af1ae","0-ebbd498a38b39e3eb0ae1428ccad989ecc9836950c006dac8f100a77677b003f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","8","99.039","0","1.206","2","51.187","2","14.174","0","0.000","2","14.174","2","14.564","4","37.922","8","63.197","8","50.699","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a6adc06083128a68743f6fa93f5f39d91b0b25d0574c49068ce49ce9d3d39fcf","0-7b5277e6effb723bce3eecaaab549f8a6d9ece231efec6b0661e80e4ea4e94d5","0-41b83b1b1a6c9f82085a80ca87aebbc3c7831dbe8dfd12eda2b2b2ba18a1cf5b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air National Guard","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a6adc06083128a68743f6fa93f5f39d91b0b25d0574c49068ce49ce9d3d39fcf","1-bd908b6b6910393a8423f580ff54c9fcc4e1d449af9d1eee44e7015b126590e9","0-41b83b1b1a6c9f82085a80ca87aebbc3c7831dbe8dfd12eda2b2b2ba18a1cf5b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Reserve","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a6adc06083128a68743f6fa93f5f39d91b0b25d0574c49068ce49ce9d3d39fcf","2-c2bc529d55ed75eb38a12a0c9d7a9aa9c503742900695f181ded4d76c8c04f9f","0-41b83b1b1a6c9f82085a80ca87aebbc3c7831dbe8dfd12eda2b2b2ba18a1cf5b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.000","0","0.000","0","0.000","14","3.485","0","0.000","14","3.485","24","4.838","20","4.034","0","0.187","0","0.93","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","7ecaeb17ddaab09331abe3717f89ef8764389cbf73845cd7681c627bfe6c835a","0-447a81ff579380a2d9e93c22ed6ab4d7ca18a628c09302c4302bbaec72beb9bf","0-d9ff676480e6e784137ba67a6d6f3e6df3bbe7cde201d82fa37f899be412bc30","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Reserve","0","0.000","0","0.000","0","0.000","6","1.141","0","0.000","6","1.141","6","1.166","6","1.187","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","7ecaeb17ddaab09331abe3717f89ef8764389cbf73845cd7681c627bfe6c835a","1-48ff2fd678eed818bd3b97f2ce2b0d2e2f4d8bb5b8e0c5047c0ef91329970b05","0-d9ff676480e6e784137ba67a6d6f3e6df3bbe7cde201d82fa37f899be412bc30","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.000","12","5.635","13","5.234","12","5.227","0","0.000","12","5.227","8","3.866","6","2.35","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","848a6cb91bb8004d07d75a22530879118fdf056b6f741833c68e47851fad84ca","0-a886e52b706cfdf5a95e557153c56d1b13962526641ec850b55c18ef2a1ac990","0-0bdb0e25574b5b9dbc30cefcb3bea6dd1a98f46dc758a802d84f0602f350b147","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","18","19.26","0","0.986","12","25.979","16","10.745","0","0.000","16","10.745","22","12.97","22","12.38","22","12.59","13","8.36","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","26a9fb1bbc70d0fd44b3a4eb37eae6fcd9b459c96b30a7e154a02ac63bfec5a1","0-74e50c399b1379a21e3e74f92795e4b125937cdd2e7f7f0f04b5133dc09f8c4b","0-48b31998ea983846148750abd3b2f807b8fbb43e78ac9dd977f01a4b45806016","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.000","0","0.000","0","0.000","1","22.239","1","23.4","2","45.639","1","29.337","1","32.542","1","12.741","1","26.404","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8ecd181f0be17491705fbab80b4dd0105939c12cd6f64d3cc41b3cbd45586462","0-1827feb25a08926494a3287965d3e2488b4af71abd1ebb0a123bdab8d77616d4","0-159a53a278b3be756777e11a73e499a16534241b04ecb62e52f2b018d41a20b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.000","0","0.000","0","0.000","25","37.376","0","0.000","25","37.376","32","48.12","0","3.87","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8bd247fdaa512cd4312cf6eb74e684dde2e0f7dcf1aaeaa6193e2cfb77e2f683","0-30a5b31aa08d7cbc09a606a5c6517ddab167481f3114d9723618a4cb7b317539","0-9f0e7b8225fa836f6a34b9b6b1a5d6dbc9bb21c53a38a2f7c654d9603a578fc3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.175","0","0.000","0","0.175","30","6.316","28","5.942","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8bd247fdaa512cd4312cf6eb74e684dde2e0f7dcf1aaeaa6193e2cfb77e2f683","0-89d4f661e544c8edc11df5f77407ede8d916d30917c7254fd58099c9f024c2e3","0-777b0aafd6f3eb545bcc4512199038aae7db54faa62171aaf34aaf9dc947a64c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","6.882","0","3.042","0","3.841","0","6.012","0","0.000","0","6.012","0","3.088","0","1.639","0","3.429","0","4.219","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8bd247fdaa512cd4312cf6eb74e684dde2e0f7dcf1aaeaa6193e2cfb77e2f683","0-9c3614eb4748cc9f990f65b570c70bb37e69b8e66f838995033043141f4c30a7","0-9e41fc10b9c9a6d3077609681ff2e4788d7426e189b8516ab4110c0c78294a47","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.000","1","15.922","1","34.067","1","17.054","0","0.000","1","17.054","1","31.897","1","23.517","1","12.705","1","12.911","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","5901a4c8b0d4adfbe277a0b6d649d7a40850cdab63961f7b77d26372c000f59f","0-9ed1a050870d22a2db43f557a8c5b14816ce436776dc85674271ff950b88e094","0-8d7f018e7dbd2f0a983f421a9e1b3f9d62972c1797bf2adbc339636ec9b69822","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.000","0","0.000","0","0.000","1","10.5","0","0.000","1","10.5","0","5.85","0","0.000","1","6.4","0","5.85","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","72f7ee3fbe324742a8370367066f3388b3fa967ee0a9227ff54200d9ec07e503","0-62d7a7833651d41b46a153fda42b6ce1e873db8178ac13472464bffd50e6106a","0-9a05b3706a247c865a98c20abdcccd51dc85792079d50064daee952ca784fa64","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","5","25.425","5","25.425","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","962d4978fc38de3ceec0b361291851cd9f0dc9ee6550978e513db4bc0cac01a5","0-8d5016cef2d86780441565b4c222eeb9431d08676f002d8fbad389bfac9f1c09","0-f425ed95247942bad1c9f764e35033252845a1fb5c862a2c79743796d3436bbd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.000","6","0.000","7","0.000","1","4.285","8","34.1","9","38.385","2","7.938","2","7.682","2","7.825","2","7.95","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","962d4978fc38de3ceec0b361291851cd9f0dc9ee6550978e513db4bc0cac01a5","0-e623aa09e9eb5be2828ba888211c5324e7c72d4b88d145d6a246aa3b3eb2143e","0-5312a80b087976767708a1c1f535da4d9664673efeb9d0ca0361cea30b846773","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air National Guard","2","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","962d4978fc38de3ceec0b361291851cd9f0dc9ee6550978e513db4bc0cac01a5","1-3d11a60ec49a372aeecb5f45f6d197f5efade77e60ac21a59fda8f663e2afe47","0-5312a80b087976767708a1c1f535da4d9664673efeb9d0ca0361cea30b846773","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Reserve","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","962d4978fc38de3ceec0b361291851cd9f0dc9ee6550978e513db4bc0cac01a5","2-98120e46359444bf46b84b7a448c7879a668481af5ec762179d70029f1c86f95","0-5312a80b087976767708a1c1f535da4d9664673efeb9d0ca0361cea30b846773","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.000","0","0.000","0","0.000","1","12.884","0","0.000","1","12.884","1","12.085","1","15.375","1","15.31","2","15.627","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","962d4978fc38de3ceec0b361291851cd9f0dc9ee6550978e513db4bc0cac01a5","0-28255a96b1e91848b250039d3a97fe60e76d69cdcd415ba0c00a2b1b68dbb9ea","0-9d60e28f3504ff4a6f4f096c8ac987a3c15f5f470ce2bd6821763a811475fc43","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air National Guard","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","962d4978fc38de3ceec0b361291851cd9f0dc9ee6550978e513db4bc0cac01a5","1-078a917bfdc9b8d1eb7203f12816b8cd64e28596ff4b43803afbea8e42912c6e","0-9d60e28f3504ff4a6f4f096c8ac987a3c15f5f470ce2bd6821763a811475fc43","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Reserve","0","0.000","0","0.000","0","0.000","1","4.484","0","0.000","1","4.484","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","962d4978fc38de3ceec0b361291851cd9f0dc9ee6550978e513db4bc0cac01a5","2-baca6df991cffc7970838e35b3557dc77979288323ac73a2c659efb39d1623b1","0-9d60e28f3504ff4a6f4f096c8ac987a3c15f5f470ce2bd6821763a811475fc43","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.000","3","0.000","0","0.000","0","3.147","0","13.792","0","16.939","0","1.196","0","3.879","0","1.31","0","3.77","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","962d4978fc38de3ceec0b361291851cd9f0dc9ee6550978e513db4bc0cac01a5","0-3e6702aeb784225451a6659a4f9d033b8a76a734572db9c13cbe2b9c3ab04e0f","0-645958b78a45d930d61e4ed3e7aa4a7cae8d4a540f3976311df143c17421d3dd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Reserve","0","0.000","6","0.000","9","0.000","0","0.000","2","10.908","2","10.908","1","4.043","0","0.000","1","4.171","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","962d4978fc38de3ceec0b361291851cd9f0dc9ee6550978e513db4bc0cac01a5","1-16106085420a82eb714e37a28fe46f3958e201434d4ad5a0e10d77402364638f","0-645958b78a45d930d61e4ed3e7aa4a7cae8d4a540f3976311df143c17421d3dd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","12","42.86","12","42.86","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","962d4978fc38de3ceec0b361291851cd9f0dc9ee6550978e513db4bc0cac01a5","0-a458a6e960f1fd0e6604b1932c2bda64d04995fd7fb0edf41ffd6ad8ecc4d2bd","0-ad7e261aa46eafd39503eb1d8462ecff683a8a2bf6b9129d3be4cd12b154d2f1","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","91","390.228","3","24.098","0","0.884","2","9.606","0","0.000","2","9.606","0","1.188","0","2.97","0","0.681","2","3.027","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d94ade494792f263d837decf2973d54030c8d2830940ece28a2979b16c9df6ee","0-758ddf958369be2c96a1f3f0e76120d561218016412912d54b956bb139e5c988","0-60ddef35dd21e8e1f4557a455eef31c054366a69285a8f8d3981517763a36099","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air National Guard","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","1","0.984","4","4.179","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d94ade494792f263d837decf2973d54030c8d2830940ece28a2979b16c9df6ee","1-b1f349d4779d275237b9f230d946c652b102bcb3fa65e53a89cb6a385c83af40","0-60ddef35dd21e8e1f4557a455eef31c054366a69285a8f8d3981517763a36099","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Reserve","1","3.489","0","0.000","0","0.000","0","9.359","0","0.000","0","9.359","2","20.624","0","0.000","4","3.934","4","4.256","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d94ade494792f263d837decf2973d54030c8d2830940ece28a2979b16c9df6ee","2-88fb9fa284b5bb9770677c34ec91b67b387c47aa658866e63263caac2a3374ca","0-60ddef35dd21e8e1f4557a455eef31c054366a69285a8f8d3981517763a36099","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","9","2.571","9","2.571","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d94ade494792f263d837decf2973d54030c8d2830940ece28a2979b16c9df6ee","0-1cb490459c3f78ad0c553aa743fb6015ea26b4c8aba9a07c67d627220b5ffd96","0-946eff2e21bafc0a440d6f302eced39dbbf894e2d26ec0b02fc1e99479e1e5c0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air National Guard","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d94ade494792f263d837decf2973d54030c8d2830940ece28a2979b16c9df6ee","1-2e80f52dd8ce142fc561c39c36cbcc5aecaac8fcfcd65e2896abb90b2d09aa05","0-946eff2e21bafc0a440d6f302eced39dbbf894e2d26ec0b02fc1e99479e1e5c0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
