ServiceAgencyName_val,ServiceAgencyName_@footnote,ProcQuantity_val,ProcQuantity_@footnote,AcceptedBeforeOct1_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Navy","","75","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-2c49f4feda01064964a3042723effc42ed0ac71872d9f61c8f3287a2fc700f4e","1-2de6b54d5c2de396799382085083452a1e7f2710b3f81127f2b8c09de4653374","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","18","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-322457cc026f31f89f281f0b028322c9c981820345b17edfa7728fecc1b28586","0-bb67e8e72efa6cd030b04f9ec3b7bd5ea369d6561360f23c28da1f6d7188e308","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","18","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-14c4f876148e047216bd2ed5542737d32d7018b4f37aa4b27cd2f48d5b58d10f","0-1d6ee7fc5a19d122c8a341528695aaa096ea9444c460d0c5b2db06ff3c2c3626","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","28","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-ab3062986e531b1e4e129eadd920b22d17aa6888b7343bc962a434d2f1f91c1c","0-9a19598296ed7bbd75457808e8a424591d92879b6b1b88762275ef7be949d4a4","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","36","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-d7e8146a22618303834bdf31ef725e7e797af5faabe750b63b2461eb2772182a","0-d9d60e0850e94f172238e907b2dd6b84968f8fd6395a33ebfbe36dcfe746dfcf","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","1","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-3978045400f6a30bcfbd71f5d6cce5d5fdc276ae1f4fde47aa1c89821c808789","0-9e952b8089a8288f1b1e074df4f0a8f1a9166f2c07a06dd5a1cf7e6848700cea","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","3","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-3ff1160a5c33dcdaf3106768eac8715daa87a732019cde1ca6c5564144e8748b","0-e96ddab1e684270d70c9d4441662bfed05113bf9ff434bdad9e85f324652d0cb","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","3","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-6816b3a02c62f0a3aacae1ef619f630e5bad64e01f26572a458cfd7cc905d55d","1-c0004bc3d1ce91b850cbf756d0be7b5567065bdb2352c225c1f9a2fe879c0a5e","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","1","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-26566230c3756f214b9d5393d95330ac74e5e66d5e1aeeea978f2aed35d1e7d3","0-2b6fa0633f7ad4934a1da8dde336ec8af578e5200066036eb28a2158d2b5e069","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","1","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-7e979473d9da0bc0514ca24455314a91789ca684e5a4818319b6f7c4bdb9b5a6","1-914ee1fbf1c29127f9233a44157cfd516042bd7da165263aa905dfc12caf0e9c","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","2","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-0a08663f72e234bef2e2a487a52fc976182776aed7e52bce7ecacee3c7f59cd9","0-bd4326f1dcc0a4c892b221e1c33092677f13144cade888d54b527f69a5929e93","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","2","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-a9d0459798feac689aee5da62fcfa5bf7f3bb1af75b1e6bce782dcedb64be83f","0-24ec12779efa9099f5edb9712ce3e9b86bfaff0840667cf7e57a53b565a27a97","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","1","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-c43801c0e8147d7ffb0894918963d14f6d9fb543d542c1ff6c10d09a288155ee","1-04cd302e9772a9a6fa28a726589695de2de99ed02435ae1b2c4f54da1d3ea5b2","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","373","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","5c5d7a356459381acc9cbd5e05588f490815fe4fbcf6d7f1b8fd4b4f94703f99","0-14b3817dc61892522a944fca3187c3160a6171d3ba6199b9eff8f5193eee39b4","0-8e53d937c1f6ce5a4bd164708c3998f6c919ff09caee326cfa6617011ed05cfa","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","421","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","5c5d7a356459381acc9cbd5e05588f490815fe4fbcf6d7f1b8fd4b4f94703f99","0-e2ac50a0047f82cef99a6cafc8eb86c361ba605bd42e22fb0918aa169a8c00a9","0-91f0f7be8bb6079e08e7ef0ad0dc045d2c4161bdd3607db76e947e3d922d8678","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","29","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","5c5d7a356459381acc9cbd5e05588f490815fe4fbcf6d7f1b8fd4b4f94703f99","0-045ce983f9c66af69ef3f81d7250d3a28b71b0a92f33e264dfbc53c7219681c1","1-5c03d6b22633b90d70c1ced13fc16304a01778ad690e233598fdceeda7ba7a8d","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","277","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","5c5d7a356459381acc9cbd5e05588f490815fe4fbcf6d7f1b8fd4b4f94703f99","0-f6d13a73a72aebada0f692fd9e73d0d4d47b996b61a7671482294e68114fd7ce","0-b4025a41a85ec2666ca41d95a82cb726c05f92eabaec19894084fabeeff2f1ef","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","159","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","5c5d7a356459381acc9cbd5e05588f490815fe4fbcf6d7f1b8fd4b4f94703f99","0-73883f4b8089dcb353de4b50fb9ed1c2bcdec102829f31c3c2a9909f822689d0","0-70c953ca14d152e0a169618125aa01d9261e9ebcefae3750ef5e69e670fe2c8f","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"United States Special Operations Command","","1.000","","","2016-BASE_PROCUREMENT-2016-DEFENSE_SOCOM-PROCUREMENT_JustificationBook_United_States_Special_Operations_Command_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_United_States_Special_Operations_Command_PB_2016.xml","31d55c9a550688e0b5af7a812672aba1bf1d4db17736fe0f885c7af4e6bf73a6","0-fb9672a398628fa1b730add2cfac756b0eb2b71382c3f36ee91c00ce220099f6","0-52c661b3ae0b679871e7b9ff9dbeedb21e029bbafc06930d8c93554d525e70ca","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"United States Special Operations Command","","1.000","","","2016-BASE_PROCUREMENT-2016-DEFENSE_SOCOM-PROCUREMENT_JustificationBook_United_States_Special_Operations_Command_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_United_States_Special_Operations_Command_PB_2016.xml","3a995b2ce06128432d920ee132d610e216dec32279bc00f36b7170f11169d98e","0-6d07e1fb88966468c52617956c22e5cb2b67762c3c17b717e95468a0cc65ca87","0-7d10b02e06ae0edca6fb109bb80ab9fb44504f27f1ef8d5836acd7f907ea1e8b","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"United States Special Operations Command","","3.000","","","2016-BASE_PROCUREMENT-2016-DEFENSE_SOCOM-PROCUREMENT_JustificationBook_United_States_Special_Operations_Command_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_United_States_Special_Operations_Command_PB_2016.xml","3a995b2ce06128432d920ee132d610e216dec32279bc00f36b7170f11169d98e","0-a6049ab88a196afb20dfa6b8e0387a221477f196ab6dc2ad8f5a6f3b1f2f620b","1-4abd370dc94ee5f7b279cada00ec4f842b31b82aefa32d4d0b2851422eb1e9cb","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"United States Special Operations Command","","1.000","","","2016-BASE_PROCUREMENT-2016-DEFENSE_SOCOM-PROCUREMENT_JustificationBook_United_States_Special_Operations_Command_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_United_States_Special_Operations_Command_PB_2016.xml","3a995b2ce06128432d920ee132d610e216dec32279bc00f36b7170f11169d98e","0-913eaffe8aa02ff134e17757a379b8ba79bfe33e937e7341b08315d767b960c8","0-64dda0b7e8dafcdf21daea4861ea841420139167eede17010f3dc79efdee6073","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"United States Special Operations Command","","1.000","","","2016-BASE_PROCUREMENT-2016-DEFENSE_SOCOM-PROCUREMENT_MasterJustificationBook_United_States_Special_Operations_Command_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_United_States_Special_Operations_Command_PB_2016.xml","b9ef039592b23afd9c2da2fd4c7c34b743e1db5925fbb8ef729efadd29a8df59","0-8d6ca8f38b41b9061f43f809966c2c1392ebfdfca8c640e5017105375634fc3a","0-604f72c7ff82f7aec9c910032b24d37f620e59ef4e9472e999f49fb71fc3cf24","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"United States Special Operations Command","","1.000","","","2016-BASE_PROCUREMENT-2016-DEFENSE_SOCOM-PROCUREMENT_MasterJustificationBook_United_States_Special_Operations_Command_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_United_States_Special_Operations_Command_PB_2016.xml","35cc2e013e61e283992acf38716de5feb322484a41539ec79907dd47327d3615","0-d6e060abc65f7b3597bc5e572c1d2353d6b23ba09b337c3221f62d102c131da3","0-289bcabaa12f7b9667c227bf8653c2b5410430504096b131e8ed68ac09b81f95","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"United States Special Operations Command","","3.000","","","2016-BASE_PROCUREMENT-2016-DEFENSE_SOCOM-PROCUREMENT_MasterJustificationBook_United_States_Special_Operations_Command_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_United_States_Special_Operations_Command_PB_2016.xml","35cc2e013e61e283992acf38716de5feb322484a41539ec79907dd47327d3615","0-1d08b45d02a6aae0a313dd1e8ca1234a17f398f002f17879d3fc2e7bf112431e","1-da475ef104fb2aeeb96f04c2a4b12eb2d8fa4e217349383a5eb0f247583e44d3","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"United States Special Operations Command","","1.000","","","2016-BASE_PROCUREMENT-2016-DEFENSE_SOCOM-PROCUREMENT_MasterJustificationBook_United_States_Special_Operations_Command_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_United_States_Special_Operations_Command_PB_2016.xml","35cc2e013e61e283992acf38716de5feb322484a41539ec79907dd47327d3615","0-efa1fec8688cf48a8736e92c9b947966abfb6004f11ab66dfdb634217583ef3a","0-973076a2466e4d8d416b0fccce431271b7e831708663a98edc5dc7a2728723a2","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"United States Special Operations Command","","1.000","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","c539209d6fb6401cad260ff27eeb4d2739d1786e487a0345ff059c60440b5934","0-97159305bde90d56d80f777f5ad60b3e145ac7b56aa4bf865bd4ddb14739f9f1","0-1bfad9eda4f93d5ef2b75a3c22b6b9b98b93d86aa7941de8a6b7562d91041966","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"United States Special Operations Command","","1.000","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","c9ea04733f70fc2956bc10f2bdbd415d76e61646d902dfed31c3e8e54fa851ec","0-2d022f67d5c16c3db3f63c9205a17cfd5e7d5942bda7fec488b15d6b1711aa49","0-07e1991a38333f5339fbde7874fc8a3e0a0c33a53bba1ed40e69dd7cefb6a674","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"United States Special Operations Command","","3.000","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","c9ea04733f70fc2956bc10f2bdbd415d76e61646d902dfed31c3e8e54fa851ec","0-9fddea32fb75e26437786aabca7b145d8a38e7fe80935dbff769225b385f1f1a","1-db08a11efb95bcc583fa7f360e2b5aabd0bc16e99ec7632cafa79dd2d337b3e3","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"United States Special Operations Command","","1.000","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","c9ea04733f70fc2956bc10f2bdbd415d76e61646d902dfed31c3e8e54fa851ec","0-747927b1145e2bc5146ddcd779ea496a9a18a06be770176088ffb220fc7bba9a","0-21a0c4319f110db6bb0009df484d22d78feba6cfe6e0a1294bf13c90fc4d9f1c","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","50","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","092c3eab12e66686191126f21e2aa8e58d109eacd915a1dbec482363913d07d8","0-9d698eae717915d8b8b3bb639713d60e2e0e535e87147c315198973e0050045a","0-333417bdb879053db0d350a28e8c13e3c9b5d0dd09c8e4f29cedd5bfe8b9fa44","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","57","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","092c3eab12e66686191126f21e2aa8e58d109eacd915a1dbec482363913d07d8","0-c4a30c7ebd5b7ed74b294e9a66dc95a420263af3c4f85790912d66f3d7c90f87","0-8e8acf8012954855c1f2c0536c7ce8ffc486a832116a9d8675fe40616437c426","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","65","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","092c3eab12e66686191126f21e2aa8e58d109eacd915a1dbec482363913d07d8","0-2bdd79c78470db911820f213f8314e8169574cb3556375073ad6e326deccce68","1-0db59e998ab7de8a0ebb8bda776df832ccfb0b5e211504f9f3050df39e13a070","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","80","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","092c3eab12e66686191126f21e2aa8e58d109eacd915a1dbec482363913d07d8","0-fd52580600cefa8bed7ceff0cfab7bcf2ee07f66950580ccfdb28dd6c52bac5e","0-b90f60a6986ec20b940c51e7c6d04aa3f8eee36e270abac212890868e1115dee","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","80","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","092c3eab12e66686191126f21e2aa8e58d109eacd915a1dbec482363913d07d8","0-d22109f208ad2594bd281db08fbc2246fcade2555c3bae4427642a4e7260a344","1-616d1a9f9c9d1cabea6c871141c86259dd43bc8933f7e69f4e489f3b0d71afdc","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","25","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","092c3eab12e66686191126f21e2aa8e58d109eacd915a1dbec482363913d07d8","0-10dc5b9adce46a6eb4fdf9649b92b5fe2a00b2df000c638c216ff7efc36b7c93","0-8a1922a8c23efc09c94efb97253c88a07dd3e8bd5b6836fd7e301f86c788b83d","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","8","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","092c3eab12e66686191126f21e2aa8e58d109eacd915a1dbec482363913d07d8","0-b06b160f3dcd06448fb2f209fb9bc1de7cc32c5eb03c7ede94fafdf89a0af434","1-d93439ac6934b44a250616ced3e5871579b0da4e9959c5cccbef145c4edec339","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","100","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","092c3eab12e66686191126f21e2aa8e58d109eacd915a1dbec482363913d07d8","0-b6e2ace1c75d051a8eb6369719b5c8a0ed10f19b96bc7b08909cd11e796deb86","0-393734cda683e0f639e888a4b4e56c86ae4050af9bb77b0f7c4ac3ebc616d0df","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","104","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","092c3eab12e66686191126f21e2aa8e58d109eacd915a1dbec482363913d07d8","0-8dabae9dbc9b5c941e5a95e83b284136ada852cf9f800d60e0a14663f1132bf9","1-c5d8a54f53f65a69d819b3e95b7bfe7e4eee2d1770981712b8aab308578a667e","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","130","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","092c3eab12e66686191126f21e2aa8e58d109eacd915a1dbec482363913d07d8","0-f76f21ef6ea0fb548e79ae13aa021c5ef44f70e7dfa5897bd3e0234725a92e6d","2-a37faa6f5dcda283c4a1b2b395530c794e0b39885aa35deda3c3869dc908089b","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","120","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","092c3eab12e66686191126f21e2aa8e58d109eacd915a1dbec482363913d07d8","0-abe7203f13bc4cdb91684f03495a54cd849ca7675706fcce178944b8d378eaeb","3-c4125c1c2efa380e6cf3a9890af286c38c5b6a57d023900325e1b277dd955eba","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","13","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","092c3eab12e66686191126f21e2aa8e58d109eacd915a1dbec482363913d07d8","0-bead58b39283a2e4dda9f2ea69cf19b317a3f737ebcbbb1fd27c7d7b5ef0226c","0-1b2b323fe9617bbbbaa2bd7bccda507bea3088ab96004477e1e3c90e235c1ee3","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
