FiscalYear_val,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,SpecsAvailableNow_val,RFPIssueDate_val,ContractMethod_val,ContractType_val,@SOURCE_FILENAME,@RECORDID,@ROWID,FundingVehicle_val,ItemNameSuffix_val,@PARENTROWID,@PARENT
"2013","See End Item P5A","2013-12","2013-12","0","0","","2013-12","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","d9f1e0fb0d1c8f37f7cf1fb8789cbe4e3f3cf2139c15aa9e23860a1278ea6cc4","0-ea45782f88387627e14c5d84e2e448ad09c77d31a3db016743eeafa3322845ad","TBD","I think i","1-49e5e2ef19d189a2cf487fc900226dc29d7b2e15c2ae1fd523ec10fbdbade4f4","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","See End Item P5A","2013-12","2013-12","0","0","","2013-12","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","d9f1e0fb0d1c8f37f7cf1fb8789cbe4e3f3cf2139c15aa9e23860a1278ea6cc4","0-455956be2db03d9fdcdbaa611a8f37192c3379e75aa9312eb2ee396a21c9cdb8","TBD","I think i","2-a67dd0f150670dc49e148fd65b7f28ad3f82012d05cf478b2c5c648e6167dc1a","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","See End Item P5A","2013-12","2013-12","0","0","","2013-12","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","d9f1e0fb0d1c8f37f7cf1fb8789cbe4e3f3cf2139c15aa9e23860a1278ea6cc4","0-eff4dcad7c1236d3d48bdba44e987f220974e9a3920781ee26360306db1f9094","TBD","I think i","3-50772f735be00665486aedcee4c7fa2137b81621559bcca4fbf696b8ee3f6481","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","See End Item P5A","2013-12","2013-12","0","0","","2013-12","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","d9f1e0fb0d1c8f37f7cf1fb8789cbe4e3f3cf2139c15aa9e23860a1278ea6cc4","0-e0c058aac41aa2df2d0ad37e9db09512cc1bbf86aff229595d588ac308add098","TBD","I think i","4-f05f3262fbfe922b72a49ad1acf22c3f11c7d4efe0fe2f0b75be3e9a32b6e2f3","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","See End Item P5A","2013-12","2013-12","0","0","","2013-12","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","fca80c4a5bf23e192e9420dded4f49a1b46495e610d6495e88d6fe525d380853","0-52748c7f3da10cc53b68984d3c2795c8af09290b192e611bdb0b415865f26a45","TBD","I think i","0-6806520e9ef23082829235b14d3ae353b1de2790fff1de89b0bb37c17dc76373","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","See End Item P5A","2013-12","2013-12","0","0","","2013-12","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","fca80c4a5bf23e192e9420dded4f49a1b46495e610d6495e88d6fe525d380853","0-42824f84bc5c4316c9b226151f19d46fd90b562381c749659394653224356a79","TBD","I think i","1-37376b796b2fc97ffd15ecb4f2fab1eda000b8801b6d678d00f8d520c20e86b5","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","See End Item P5A","2014-06","2014-06","0","0","","2014-06","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","9153159fe86babf2338e4b160b0225ad806515ca1ccc0dbf362bf9b5e04bfffb","0-385184e8a99c5eeb46c2a3338713ee062b0bba21863a9ee7ed9900444da63e10","TBD","I think i","0-cfe70888ca99747512daab81837824a421fc1a5ac358617feffe518e9fb069e3","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","See End Item P5A","2013-04","2013-04","0","0","","2013-04","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","0665cc0483394d06f3f23a211d09a0bac88f7a74f6e6df002dd9f2bcbf15f4e0","0-19a49f19e55d0887dfb1214c841d0239fcc6dfc3353e8261535bf2ac23b21fa7","TBD","I think i","0-728d48e54aedf6ad714a644785c2129caf6864da3147bc94d4467e661c6c7f31","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","See End Item P5A","0001-01","0001-01","0","0","","0001-01","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","0665cc0483394d06f3f23a211d09a0bac88f7a74f6e6df002dd9f2bcbf15f4e0","0-836b000c8b5ca5a0b9c860c7b6ff3735065fcd1d34c85283aa0b27e3cc5067d3","TBD","I think i","1-8cbe26fa788d2dd418b4ea9d9b33e57b334c72261263f80085b4fffb90129ce2","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","See End Item P5A","0001-01","0001-01","0","0","","0001-01","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","0665cc0483394d06f3f23a211d09a0bac88f7a74f6e6df002dd9f2bcbf15f4e0","0-b741a8637cf78b3e4fa89e1b40b8c4963b334a08251c93bc3e5903032ca843a7","TBD","I think i","2-8761cd0cd96e65938732b3c1a0b7af167610d219a3be80f4afc29c01fcb712d8","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","See End Item P5A","0001-01","0001-01","0","0","","0001-01","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","0665cc0483394d06f3f23a211d09a0bac88f7a74f6e6df002dd9f2bcbf15f4e0","0-2bab5980fd7798ba7a35d11f47165d025b1589e8b7b2ff8f9547a4da2a752163","TBD","I think i","3-2e6fac9a1abcb9211b2fdf8c62f06ecc67c48c964a005b21cb98377ab327908a","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","See End Item P5A","0001-01","0001-01","0","0","","0001-01","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","0665cc0483394d06f3f23a211d09a0bac88f7a74f6e6df002dd9f2bcbf15f4e0","0-668cf3c881b44af4a9d7915eb79938c7bf7f32857fa7d9e10cc4b347d10db4c2","TBD","I think i","4-5163171ff0a4d50d87bcd4891ead17825829bea0c17cbb3380c52031069c4796","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","See End Item P5A","0001-01","0001-01","0","0","","0001-01","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","0665cc0483394d06f3f23a211d09a0bac88f7a74f6e6df002dd9f2bcbf15f4e0","0-6acdb1b3dd8ebbe41d4cc3c8e90b58bca9d6b5ffcc6d9c0b0e94329a49004623","TBD","I think i","5-4a51f3b352de45893becbacfef4ade82084898a7dbbecafa95eeb4ba6ecdb8b5","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","See End Item P5A","0001-01","0001-01","0","0","","0001-01","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","0665cc0483394d06f3f23a211d09a0bac88f7a74f6e6df002dd9f2bcbf15f4e0","0-f8852ed2fcddb150604d6022b582e203d53f80299272e613608bba409367ac95","TBD","I think i","6-fe43f1d6780d7b49260da76410fd815e1a6a1e82f2f57b0f619a250b49443470","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","See End Item P5A","2014-07","2014-07","0","0","","2014-07","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","2ca0b177ff5773179adc68e99a8aa14d5082a81544df1d5d478b6a1901815e1a","0-7ddf6aff1a68de8b363982f5d3d15b42fdc2ff83eceab85650ae6cb07bbc8033","TBD","I think i","0-52afccce9b4c5927c5b4f676fcfceac2c4b71961a96bad220cd6e7f62942faaa","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","See End Item P5A","0001-01","0001-01","0","0","","0001-01","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","64929e2f3b423b633d4163e755851b1fd905e7aae3c16591258a0272ed89fca7","0-eccd0ed30aa37cf77f59843236d0658396a60361199e4bab5b6ea62246528104","TBD","I think i","0-d7a2e8087fa9b73acbf306076d42ca3275ce22fece331e65416803019d10f899","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","See End Item P5A","0001-01","0001-01","0","0","","0001-01","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","049cb91018f89e9c503e94cc8bbd5cb09e1075dae1b2910caf7d2d2f90fe1cc2","0-57383d9dcd638e6c65a9f6e729b5eaea13276ab76c4ccf0074626fa4c9bd8abb","TBD","I think i","0-7f576bfd6708ffd0fa2f2dcea055d9bfb408304434677cd96db121010418673e","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","See End Item P5A","2012-12","2012-12","0","0","","2012-12","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","f49d6e455d4d07bc582f76515e80682a468b3173944aca0167c23cde3c9c266d","0-6c200d8dae0da001a8eacd11651b704fe9121c0c30270fbba6f282abbd5a088d","TBD","I think i","0-255ebc61e8e79f2c1fc01016a4505cf221f9b240875f3bbfe2972d0900f3aaf6","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","See End Item P5A","2013-03","2013-03","0","0","","2013-03","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","c580d71111988ee8091a7769091dbf3b7f66dcdd6bb7f463ae21ffa990ebfa68","0-7a53090f8247b429deb8bd58c42dd03f173093549946bbd16b57d10488243e66","TBD","I think i","0-580f8089ed4be6934622440e779b6bad4dfe155f9f3077d1c178bddb51bfc64b","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","See End Item P5A","0001-01","0001-01","0","0","","0001-01","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","548502376cfb19caab6522063ca08ecec5f9aeace484fcfe2ccf2e4ec8f531b1","0-dd7a6a4a207f68c022f8a2a30a7136013360fe5a92fe69259b538d786100beff","TBD","I think i","0-1f4f46d7c6c5a499b6be74c50f87b4cc30b5418853c52db059caebae76d9be2a","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","See End Item P5A","0001-01","0001-01","0","0","","0001-01","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","548502376cfb19caab6522063ca08ecec5f9aeace484fcfe2ccf2e4ec8f531b1","0-73618fa64a11925fbdc51faa6916f421a6a0e790d6756075dd79a1322e8aca45","TBD","I think i","1-81f7cbd39b9f614465f4d3258fe34204b641ba8198b5a3613c85239fdd80f164","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","See End Item P5A","0001-01","0001-01","0","0","","0001-01","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","548502376cfb19caab6522063ca08ecec5f9aeace484fcfe2ccf2e4ec8f531b1","0-a42fe0c103ab7b9e042601c12c00a1ba3bdceb3ea910ee06c4781805d6b72c59","TBD","I think i","2-1296fb0f420978ce83f91bac0aa71c4021bd6025c9904fd4c3391607f0286eb7","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","See End Item P5A","0001-01","0001-01","0","0","","0001-01","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","548502376cfb19caab6522063ca08ecec5f9aeace484fcfe2ccf2e4ec8f531b1","0-3b184196fb5cf65c40b1e98604710e8bf315608640d6da5c638eed51ecccceb4","TBD","I think i","3-83b1b0ee336c38729bc7773f24ff2ad5fa349a047973f711749eac1f726b38c3","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","See End Item P5A","0001-01","0001-01","0","0","","0001-01","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","548502376cfb19caab6522063ca08ecec5f9aeace484fcfe2ccf2e4ec8f531b1","0-37c2c336d95160a58a0eb499a61815f9185e5d6f4c0ec0cfb4e13643a19bccc5","TBD","I think i","4-626ff9f6b2b6bc23b9231f476f5ffaeff1ceac974dd9bcb3103abb56eaffddbc","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","See End Item P5A","0001-01","0001-01","0","0","","0001-01","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","548502376cfb19caab6522063ca08ecec5f9aeace484fcfe2ccf2e4ec8f531b1","0-953b490103fce3587e91a7fe407d4d028e9c3a106baa5038e1ef34817ac28158","TBD","I think i","5-95c0d7fad668bd28cde2eb396989c40ca439354de6e65f47856c54007f2c755a","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","See End Item P5A","0001-01","0001-01","0","0","","0001-01","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","548502376cfb19caab6522063ca08ecec5f9aeace484fcfe2ccf2e4ec8f531b1","0-eee048cd03db8e25b562c93ab52e69876c6cb427cd47e75a9d71bd4b47bb580d","TBD","I think i","6-f68a8a555343086cff0107c48367f89e72477ed8039dfb3d57e475d4b34224ec","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","See End Item P5A","0001-01","0001-01","0","0","","0001-01","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","548502376cfb19caab6522063ca08ecec5f9aeace484fcfe2ccf2e4ec8f531b1","0-73bbf1b8641e7de8e7ca193110eb7f7847a2ca8505f8f92f789f7ec96651c8f0","TBD","I think i","7-3d00a33469f85037975ba1b651db5b25a4f0257b69584a36a37d11b3cef4ff53","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","See End Item P5A","0001-01","0001-01","0","0","","0001-01","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","548502376cfb19caab6522063ca08ecec5f9aeace484fcfe2ccf2e4ec8f531b1","0-86c468ed71baaa5c1376e50472c5d0d9d1047bc8218e7584b4422566a22da406","TBD","I think i","8-ad033ee679f7ead29dbfb41579bbe051b0a15697cfb304b31f590be08445034a","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
