BudgetActivityNumber_val,BudgetActivityTitle_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"6","Aircraft Spares and Repair Parts","2016-BASE_PROCUREMENT-2016-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","e2566a49c798b7fe03328e5fff676d8c3d28fedc5c4c0de31b3fe77143dfdef5","0-fa1cd1a500c27f61e79be82fa8063717f21794d8e1176b3560aa24d102dc1be0","2902-cf72aae9e8a915087d45ca23af4cec88eac2fe42440a01210f14a2b6d1a80b7e","root"
"4","Spares and Repair Parts","2016-BASE_PROCUREMENT-2016-AIRFORCE_MISSILE-PROCUREMENT_JustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","80ddc099aabb9d0169754ee8f45951a3c11ba5a7087e66f01fff83b72dd4e924","0-ec10d4dded73eb56bc36991b527800e8edec8ed519b9d45306857cfc9c79f2a2","3004-ea768a312137f586060855ef25765ffffcf30199129356d8ce72f94b240b2fba","root"
"4","Spares and Repair Parts","2016-BASE_PROCUREMENT-2016-AIRFORCE_MISSILE-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","117ed04debf19a617ed07c6e78c2d4576483f9e327a8782474db489b7ca8875b","0-99a4d94b0373e8efb3ef11e19732ab7f2428362a06598f9abb983de86812398b","3028-7c18e45c71d9414f922410849c41a372aa46e62cbdd91a67b6a957f1a9da8118","root"
"5","Spares and Repair Parts","2016-BASE_PROCUREMENT-2016-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","f7c712eababf1dba8612e49067feb11fca095fc909eac29bb069d5a626d950db","0-acdf8c96b1c7cc12a4f8401a255d4030df61d54ae94e6855b18f20b6f087c5f8","3131-90613e097442b7f9c9df68d80e119c3ce01a72e3cf661b7e5d3d7bf8e9abf3d0","root"
"5","Spares and Repair Parts","2016-BASE_PROCUREMENT-2016-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","226479a88a64e6e0a26b435e399c0f9e05083567894b8c90068cda0ab6d714bd","0-552684ef3ac0eefc6279fff3fcafb63d8483b18b123818b0ff78bc949b9c5f82","3201-6ef76256ba6b0159e07adabc1be9655578beb728d7f6f167d0c94bd70e3a4191","root"
"1","Combat Aircraft","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA6-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","b40eae23784ed2b5692424a205eb181888bd3545eaa6eb463572005a97d5c4ea","0-33493b90e7ab6126119455dac909d3997200dd582bcf6ff1e2ddaba267e486ae","3640-d8f396b395bca06324c343185c351b3569c108821aeef115764cbfa4b84a726e","root"
"3","Trainer Aircraft","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA6-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","b40eae23784ed2b5692424a205eb181888bd3545eaa6eb463572005a97d5c4ea","1-f97f2c9d6aa69b766ac4ef8f3fa92489a2565e58f26598d4f90fab39342347e4","3640-d8f396b395bca06324c343185c351b3569c108821aeef115764cbfa4b84a726e","root"
"4","Other Aircraft","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA6-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","b40eae23784ed2b5692424a205eb181888bd3545eaa6eb463572005a97d5c4ea","2-7e86f63c84820e05a7efbdb5daf1bd1c4d8d9c60dc62a3b4226399a88ac6878e","3640-d8f396b395bca06324c343185c351b3569c108821aeef115764cbfa4b84a726e","root"
"5","Modification of Aircraft","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA6-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","b40eae23784ed2b5692424a205eb181888bd3545eaa6eb463572005a97d5c4ea","3-ef179865c6f5a0d4d4e83b95ad983fe2effe9961eb545604dac8885ec36f3ece","3640-d8f396b395bca06324c343185c351b3569c108821aeef115764cbfa4b84a726e","root"
"7","Aircraft Support Equip & Facilities","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA6-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","b40eae23784ed2b5692424a205eb181888bd3545eaa6eb463572005a97d5c4ea","4-25ecb44c4d6d78553a9c3184bb371ac011c382277135a226fce5f6f0f8eb283b","3640-d8f396b395bca06324c343185c351b3569c108821aeef115764cbfa4b84a726e","root"
"1","Combat Aircraft","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","841fbf40f595d8021dbc0a659b6cecf93db33119978e563d683d6ca0c564b97c","0-86812702f3f5c331df8742ae1bfd5bf19c08a81cf551b7757d88873efc91bb03","3693-16a1d78491e4dff3546281d93b5220eb652f499d332a07357b9591c3e0b7b6cf","root"
"3","Trainer Aircraft","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","841fbf40f595d8021dbc0a659b6cecf93db33119978e563d683d6ca0c564b97c","1-71bcfd86faeab7dc699becd324a3fd3949f34e2e6a20f765418e8333cacf50db","3693-16a1d78491e4dff3546281d93b5220eb652f499d332a07357b9591c3e0b7b6cf","root"
"4","Other Aircraft","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","841fbf40f595d8021dbc0a659b6cecf93db33119978e563d683d6ca0c564b97c","2-547823c1cb3ef71d6741c1ead0d10a3b95315287a72068f187ad47806b91cb47","3693-16a1d78491e4dff3546281d93b5220eb652f499d332a07357b9591c3e0b7b6cf","root"
"5","Modification of Aircraft","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","841fbf40f595d8021dbc0a659b6cecf93db33119978e563d683d6ca0c564b97c","3-e79a79e8389a029450b976971f7a74463d6ebbf58ce119cd20e8e01e0bd9d90c","3693-16a1d78491e4dff3546281d93b5220eb652f499d332a07357b9591c3e0b7b6cf","root"
"7","Aircraft Support Equip & Facilities","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","841fbf40f595d8021dbc0a659b6cecf93db33119978e563d683d6ca0c564b97c","4-6f28f37f2317c228c761daee3b9775fcb647128cc73c5e23e2ff78cf594ffdda","3693-16a1d78491e4dff3546281d93b5220eb652f499d332a07357b9591c3e0b7b6cf","root"
"6","Aircraft Spares and Repair Parts","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","e32206b0a5383c32c06e1046cfb8cddaec1530ca94ff9c2a53fdebe616adcf67","0-677dd64103433bcd5d3be90c624d13693bec8ad16d4dbbc30711ce917a3917ea","3802-fe5c1889ba4cde001a5aa4cbddaccbe74789df29ccc2dd3d93e101bd1f0d958d","root"
"6","Aircraft Spares and Repair Parts","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","b049106e636f518fdc88af22f3f3cead2e343eb33b9ea0c1a2aaeee0796af6c9","0-e96d5c7b2f07cb08cf12abc6570e8bd1d7c51759adcc6c2ad0a920d9b0166f18","3874-4b865d9131de9a80fcf486b4dead06d2d0d781f3bf91532379e39f8ac52c0b5d","root"
"6","Aircraft Spares and Repair Parts","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","3902-13e8b760e3b0d48e2596000ac6e854d538e6d2575c9ec3b9bb6e99edd8fd23c3","root"
"4","Spares and Repair Parts","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","a6d64777e5b62a4130dcd8889ec44ec310bac87933d1ec558ee81e84728fae06","0-921021080317d38721c6c3e45c9fb096da200268f7c91ede098426b72f4ce62b","4049-d84d1b636b15bb310c7715aa13f6306cc44fa711d68ea9673a4260cb07c3d4cf","root"
"4","Spares and Repair Parts","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","e19fba4fe460b23dda38633f447049ab5087c90b82af6fcbc629a2a2474061db","0-e05fae42e18801cbc199b2351397b322c37ab55cafa16548e5459865ff5060b5","4074-5e8b65c9c6ec58d6c92c94ba77965f0b6cad3534dc48edba6a19f6ce3958f2dc","root"
"2","Spares","2017-BASE_PROCUREMENT-2017-AIRFORCE_SPACE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","8b714eeeb85718e485b4d61325c65c927960f4a4a33d08ec42cb85123e36ff8e","0-f28e455184790357aedef9ec8ce6ae3fd5c458cfca32ced3f8e6b7fca5a6eaf7","4101-cca27c0c90d6f6181c6b9a85b338d8d60d6f633315ca645493adacc1a5683d56","root"
"2","Spares","2017-BASE_PROCUREMENT-2017-AIRFORCE_SPACE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","9fc2e170b7f4dfc555ecf95864b748f75411c46a412bd18b15dc91ace78ecc98","0-bd34af0bebcda21be2c37d0b66d3de2e93092c2c340cc06a32291238f9a328e2","4118-b9e3bba0d069cb5c2f2bee01848f9bb9f7cf5dc44c8bc5d41ca086cd3edb5f7e","root"
"5","Spares and Repair Parts","2017-BASE_PROCUREMENT-2017-AIRFORCE_OTHER-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","1fa1ffef7288bc158b8e5f248a10404f60b3ff85db5f3bc51e18a11ad7ea2e41","0-d2ba2ea83e92dab790c20745a3a5beeeabd52ed95e5498dc416e025d0f4c7e1e","4191-d1bcd049adbb79a276a257e23b8027746919c639bedc0eab03fb8dbb43a9e782","root"
"5","Spares and Repair Parts","2017-BASE_PROCUREMENT-2017-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","ce9f6abfd033573999dca9512f8cee970e74563fee6a20d67c202aa9810ca447","0-1ac6e387f0b359778a85046789072de16076cf394b47367846b47c7f426778e5","4259-f7113daaa15c8d63f815c1cd7055806ffd5cf83c6d6e7db0d8bd5d0f4a65be37","root"
"1","Combat Aircraft","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","4a1bd5adbc86be704b3da9e1d3f3b383b821782b292244744d33ccc5eb0674a1","0-be378c70c1ad3522dd0678131da0eb30d27a5a146d3ece8d392d632c01f646d3","4752-1fe3893d70ad3a841bf4407976f9a165412f183ff033f792a3066045a6ad148a","root"
"4","Other Aircraft","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","4a1bd5adbc86be704b3da9e1d3f3b383b821782b292244744d33ccc5eb0674a1","1-cfec3532041639f427b2174c8bf69954b42eb7112c855e731a8c91255094d0a0","4752-1fe3893d70ad3a841bf4407976f9a165412f183ff033f792a3066045a6ad148a","root"
"5","Modification of Aircraft","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","4a1bd5adbc86be704b3da9e1d3f3b383b821782b292244744d33ccc5eb0674a1","2-81beb021496c9773c703610a6be8a13814c94efd216f394ff9c58a1aabf13bfd","4752-1fe3893d70ad3a841bf4407976f9a165412f183ff033f792a3066045a6ad148a","root"
"7","Aircraft Support Equip & Facilities","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","4a1bd5adbc86be704b3da9e1d3f3b383b821782b292244744d33ccc5eb0674a1","3-ab06f9a4da88610a6b8f53b47ca145032464e691a2ec1db71e2c7aded7d1bdb8","4752-1fe3893d70ad3a841bf4407976f9a165412f183ff033f792a3066045a6ad148a","root"
"6","Aircraft Spares and Repair Parts","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","c986f1ab6685378c084515eb29acd5c2063fe9e627199bc71241d727df83dfb7","0-48e862c489f671febfa3d80b82da065d6d0b76b07f373317f388fb45dae1fa10","4866-98e553b9f3c9033e728c091eb964b27a055a944feab7384e4bd9626dd8dad86d","root"
"6","Aircraft Spares and Repair Parts","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","3e3acd58b04efc7f3cc84c2ad33279ff2e9e7f976e41e8a7f2bfccd992b4f54f","0-6c582375e5bfcbaebcd724769ab37b1de7fb010ca62c9b97836a98c29896684e","4950-9d5012653b53f36f7713daa752450369ca2bdb08cd985ba5312494726fcd23c3","root"
"4","Spares and Repair Parts","2018-BASE_PROCUREMENT-2018-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","1bf8ad0e85e14f75a0205d07c62e763cf6746101e298576d8e29aa874478e8f3","0-a9179c23cf83a607c7479375496f41c565edcda6778d12ba8bb609c4c5f7543c","5065-3b2812fb6483c8506441595d9bff43b428f7893ac6c90bf01229cea8d21edd39","root"
"4","Spares and Repair Parts","2018-BASE_PROCUREMENT-2018-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","a35996a8dc82bf9e2eb348b17e5f2065590bf8485e344ce8a31a2fc103c01b35","0-4ddb7bd39d50713a46ecf294cae3754108340457d1433f648a402c16443cd2be","5081-68b123a674bf4a7e8ef10d75f95ace65c5e4e429930b390cd5f696755de2adfa","root"
"5","Spares and Repair Parts","2018-BASE_PROCUREMENT-2018-AIRFORCE_OTHER-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","31e2088e2614fe498dc0dd5798802ba0eba4bc268e23a0b731d90c02e8119b59","0-f8d888be46622cdee319ff0a689decf3abc196892f027508ea1917a617d3abf1","5182-6a21f0e9a656179c007ab4584662e15beed97de9ff23a039e8e2d3fa9b52e120","root"
"5","Spares and Repair Parts","2018-BASE_PROCUREMENT-2018-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","f393e1e67d394654cef553f4b9438f1b6a3c8aaf5621fa453a5d96ce8a872a55","0-a927c2cf0d7824fe9188294500be8c03a263e71b1a178245024941fe9cbb2dca","5243-886eb03c0fc6e3c9dd4d6cd561b1f7d1859e652bf4226494e9889a8be4cf6fe0","root"
"2","Weapons and combat vehicles","2018-BASE_PROCUREMENT-2018-NAVY_MARINECORPS-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","a85747f86e7bf9115c8bd37b3973a63ee48b804068b60fcfcbbb253ac0a644e2","0-9c12b25f1056d50b671ceeed231fc92f8247338e57bddffab8c61ce4c58df022","5708-15ceeed230e6cae571a5cc7084621231c614c9704d3f8627a9e06a8020f40031","root"
"4","Communications and Electronics Equipment","2018-BASE_PROCUREMENT-2018-NAVY_MARINECORPS-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","a85747f86e7bf9115c8bd37b3973a63ee48b804068b60fcfcbbb253ac0a644e2","1-3793400041710033969191d7a9216fa79612d3f3ecf84c2e07daf27213e22166","5708-15ceeed230e6cae571a5cc7084621231c614c9704d3f8627a9e06a8020f40031","root"
"6","Engineer and Other Equipment","2018-BASE_PROCUREMENT-2018-NAVY_MARINECORPS-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","a85747f86e7bf9115c8bd37b3973a63ee48b804068b60fcfcbbb253ac0a644e2","2-b0250abf8aa242dcb68239453325f2c6462cb18ec85e2e1a40f3ce88e49ee2b1","5708-15ceeed230e6cae571a5cc7084621231c614c9704d3f8627a9e06a8020f40031","root"
"2","Weapons and combat vehicles","2018-BASE_PROCUREMENT-2018-NAVY_MARINECORPS-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","b499200b42dda34e7f0aa221ae3af9103e1424c89e04bbc56a9b60ba9f0a2eaa","0-c8f4a108c356472c6755dec18f39a31c5cdf4395980e3f4a86cc573b6868972a","5766-85e8f7536a1759656484b6ecdb4c686b9c8477c9839a44cb6e706cfee49b444f","root"
"4","Communications and Electronics Equipment","2018-BASE_PROCUREMENT-2018-NAVY_MARINECORPS-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","b499200b42dda34e7f0aa221ae3af9103e1424c89e04bbc56a9b60ba9f0a2eaa","1-a7202aa290ef1fd8ef718183db2f1dd012833795dc2a319cd9121ca5f2d7f584","5766-85e8f7536a1759656484b6ecdb4c686b9c8477c9839a44cb6e706cfee49b444f","root"
"6","Engineer and Other Equipment","2018-BASE_PROCUREMENT-2018-NAVY_MARINECORPS-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","b499200b42dda34e7f0aa221ae3af9103e1424c89e04bbc56a9b60ba9f0a2eaa","2-8dabfcd88bd8aaf17e418f5d08537e0ec912976f0e076bcbb9a0eccf321a93ce","5766-85e8f7536a1759656484b6ecdb4c686b9c8477c9839a44cb6e706cfee49b444f","root"
"1","Combat Aircraft","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA6-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","b2d2573feda66e12617c651a66127a01769f005c24ac046e6416b761ed60e961","0-7f66bb9d070eda575da47cfa7c6169b0ec57d0b5c02d289c3ccc5a8761972cd0","5797-10aa07f322fd644c678ead277201c9dc1912c136520f33adcefabba0b0fc182f","root"
"2","Airlift Aircraft","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA6-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","b2d2573feda66e12617c651a66127a01769f005c24ac046e6416b761ed60e961","1-42abf43b32eb662895bca3b352a7982ea2bb9d170cd0d165a3a5ba4f7c295e54","5797-10aa07f322fd644c678ead277201c9dc1912c136520f33adcefabba0b0fc182f","root"
"4","Other Aircraft","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA6-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","b2d2573feda66e12617c651a66127a01769f005c24ac046e6416b761ed60e961","2-ed37c749ac2f07ad84c84322784940028339587c854ff17dde8c0fb7493cffc2","5797-10aa07f322fd644c678ead277201c9dc1912c136520f33adcefabba0b0fc182f","root"
"5","Modification of Aircraft","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA6-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","b2d2573feda66e12617c651a66127a01769f005c24ac046e6416b761ed60e961","3-453630732c2e8ac7f1b61a67fda54190c27f393c7a1e670dc72ca6f0519fd5ea","5797-10aa07f322fd644c678ead277201c9dc1912c136520f33adcefabba0b0fc182f","root"
"7","Aircraft Support Equip & Facilities","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA6-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","b2d2573feda66e12617c651a66127a01769f005c24ac046e6416b761ed60e961","4-52a774964da707129333b2c60361b56d7ce9ee794c805acd1d255a790b764ffa","5797-10aa07f322fd644c678ead277201c9dc1912c136520f33adcefabba0b0fc182f","root"
"1","Combat Aircraft","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","125d0ac289da7105e95f27479c407a36de9a3c01b1233198e205f34741e1d332","0-ea107714ef0b8c2fb219f7ff76a06e957ca88fdd05ccff3b76fc4ae449af410c","5886-06e63b04ca788cc14d37fcc83dc99ddf4cebbf9a7120e687ebcf46322803fd4d","root"
"2","Airlift Aircraft","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","125d0ac289da7105e95f27479c407a36de9a3c01b1233198e205f34741e1d332","1-c0c10a086a5c598d4648e87a3fa7f632b9ee006b773a3602ea10a612c3104b89","5886-06e63b04ca788cc14d37fcc83dc99ddf4cebbf9a7120e687ebcf46322803fd4d","root"
"4","Other Aircraft","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","125d0ac289da7105e95f27479c407a36de9a3c01b1233198e205f34741e1d332","2-24ad795a312faadb5227c776fc02ed8f292064d19a83d8e07c390c0a15946bdf","5886-06e63b04ca788cc14d37fcc83dc99ddf4cebbf9a7120e687ebcf46322803fd4d","root"
"5","Modification of Aircraft","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","125d0ac289da7105e95f27479c407a36de9a3c01b1233198e205f34741e1d332","3-e07f51329e07d71fc6c68a0712470c2cc1c0fba94458bcd8619c3244c3f91ff2","5886-06e63b04ca788cc14d37fcc83dc99ddf4cebbf9a7120e687ebcf46322803fd4d","root"
"7","Aircraft Support Equip & Facilities","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","125d0ac289da7105e95f27479c407a36de9a3c01b1233198e205f34741e1d332","4-805f21b6054623b517c726f3932c9904152505eaacb3c8f1113b6c9010b94f80","5886-06e63b04ca788cc14d37fcc83dc99ddf4cebbf9a7120e687ebcf46322803fd4d","root"
"1","Ships Support Equipment","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","0-a25e2f9cbf155f31acbc54b1b071189c1b45f9b48c25af08c6439af843256f3e","5981-1d0e0ceebaafe3aab19fb3b29dc532c00c7f198e26de3001a3ce3965063bf35a","root"
"2","Communications & Electronics Equip","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","5981-1d0e0ceebaafe3aab19fb3b29dc532c00c7f198e26de3001a3ce3965063bf35a","root"
"3","Aviation Support Equipment","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","2-33e59551300438e6d229d643ac11611da55f3671f8ad863095d462c44de90572","5981-1d0e0ceebaafe3aab19fb3b29dc532c00c7f198e26de3001a3ce3965063bf35a","root"
"4","Ordnance Support Equipment","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","3-bb75cbeac577a27920241edff0f42b8042bad27e47522493e8ff8b3b8e00ecbb","5981-1d0e0ceebaafe3aab19fb3b29dc532c00c7f198e26de3001a3ce3965063bf35a","root"
