"Auxiliary Power Unit","3","17.012","2.57","3.82","4.133","5.021","3.764","4.482","","0","40.802","2014-BASE_PROCUREMENT-2014-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","7b0e042c590ce405a57c1295b031ef39e4d24d939a6d52403326836355b691c2","1-b8b8416968fd063990e0fedd56fc52d2be86275e5d6cf33403a5c9527a2c7777","See End Item P-5A/NA","See End Item P-5A","6","6","1","1137-07dd21cd53ce6f050b5a078c4dad1cff0fd746851976e5eb09e1413b067ec498","root"
"Engines","3","278.946","41.86","62.213","63.301","76.901","57.654","68.674","","0","649.549","2014-BASE_PROCUREMENT-2014-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","7b0e042c590ce405a57c1295b031ef39e4d24d939a6d52403326836355b691c2","2-42dd3ab8c8a6a3c5a11d884e910dff324988d51a518c6c3340f231a8bbc1a442","See End Item P-5A/NA","See End Item P-5A","14","14","2","1137-07dd21cd53ce6f050b5a078c4dad1cff0fd746851976e5eb09e1413b067ec498","root"
"EGI","3","44.809","6.38","9.482","10.259","12.463","9.344","11.131","","0","103.868","2014-BASE_PROCUREMENT-2014-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","7b0e042c590ce405a57c1295b031ef39e4d24d939a6d52403326836355b691c2","3-8c959296f9841801a8bb6770a096c927ae48419161acbcbd5231f745513497d0","See End Item P-5A/NA","See End Item P-5A","12","12","2","1137-07dd21cd53ce6f050b5a078c4dad1cff0fd746851976e5eb09e1413b067ec498","root"
"Heads Up Display AVS-7","3","13.86","1.93","2.868","3.103","3.769","2.826","3.366","","0","31.722","2014-BASE_PROCUREMENT-2014-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","7b0e042c590ce405a57c1295b031ef39e4d24d939a6d52403326836355b691c2","4-46b0a92e6cd6525cd499bd9fd0fdcee20740c162a20ffd176ad5f60675aa9510","See End Item P-5A/NA","See End Item P-5A","9","9","1","1137-07dd21cd53ce6f050b5a078c4dad1cff0fd746851976e5eb09e1413b067ec498","root"
"Hover Infrared Suppressor","3","25.361","","","","","","","","0","25.361","2014-BASE_PROCUREMENT-2014-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","7b0e042c590ce405a57c1295b031ef39e4d24d939a6d52403326836355b691c2","5-faa456806aa27f5a8d1203eb849318087494761e940c63fb15ae58ba9c56aee5","See End Item P-5A/NA","See End Item P-5A","14","14","","1137-07dd21cd53ce6f050b5a078c4dad1cff0fd746851976e5eb09e1413b067ec498","root"
"Miscellaneous","3","15.651","","","","","","","","1402.838","1418.489","2014-BASE_PROCUREMENT-2014-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","7b0e042c590ce405a57c1295b031ef39e4d24d939a6d52403326836355b691c2","6-fe23140e2a50c28d9373dc3f661f952fc1b6964c6b20f8ef50845d509e9a6aba","See End Item P-5A/NA","See End Item P-5A","12","12","","1137-07dd21cd53ce6f050b5a078c4dad1cff0fd746851976e5eb09e1413b067ec498","root"
"Avionics","16","59.882","48.382","33.338","39.35","40.944","40.854","3.483","","0","266.233","2014-BASE_PROCUREMENT-2014-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","f2eca1f3b9094e951071cc5a2831f6cd0cab47104fb28c44bc25e46f6032dac6","0-6acb6e0309fe308b2cdb4f32340c1dee4710f943360df674a31e9b4be7f4689a","See End Item P-5A/NA","See End Item P-5A","15","15","","1139-24461357df1b9bcce28eb8813ad1349621fd4f925176b98b28e340ba8352dfb5","root"
"Airframe","14","89.755","72.574","50.008","59.026","61.417","61.28","5.224","","0","399.284","2014-BASE_PROCUREMENT-2014-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","f2eca1f3b9094e951071cc5a2831f6cd0cab47104fb28c44bc25e46f6032dac6","1-19753081cdaf2cbf0446e68d71110228db786c7bfc63c60d6a4a8d2c5e310361","See End Item P-5A/NA","See End Item P-5A","13","13","","1139-24461357df1b9bcce28eb8813ad1349621fd4f925176b98b28e340ba8352dfb5","root"
"Apache Block III - Reman","12","229.49","192.764","107.707","150.931","157.338","159.993","158.814","160.532","943.506","2261.075","2014-BASE_PROCUREMENT-2014-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","505bb9c0650d62e47256e89a947fe0a2db8054ad7478ffb7dac2dff3cb5db36a","0-0b574f69e740652feab0619e91cd6ef268649b31b69601af376184133ae52ebe","See End Item P-5A/NA","See End Item P-5A","12","12","","1165-7d95837c3496f79e67b1c8ee56e4637e5c3ce1f3037f5363e6d725c5f4f31f2c","root"
"AH-64E Apache New Build","12","","84.264","146.121","","","","","","0","230.385","2014-BASE_PROCUREMENT-2014-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","c2307d18e17285b5bec7291f832a2f0bc27b4ca3a55beda1acf55e21fa9af32f","0-4723443926cd662e3db6d603d895918ca7473f7c0a0063b6b1f416ddddc71eee","See End Item P-5A/NA","See End Item P-5A","12","12","","1167-75ea9d6501c61df5fe184b80c909ffa53c4aa0caf32e642d3674550b608fad11","root"
"Warhead","19","","6.92","6.965","6.999","7.018","","","","0","27.902","2014-BASE_PROCUREMENT-2014-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","632923aba4f894b93ed59073a73341bca371b2e639597c1b17bf5525e8823170","0-84408fba0b9b63459b9c76f82f9c8e1944dec7ecb1ed164fc348317056fca136","See End Item P-5A/NA","See End Item P-5A","19","19","0","1182-afb05043ed5369f16de4021cf6ef037ad9dda07d0ab52f4c07743a1020e49912","root"
"Launch Motor","14","","0.905","0.905","0.905","0.905","","","","0","3.62","2014-BASE_PROCUREMENT-2014-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","632923aba4f894b93ed59073a73341bca371b2e639597c1b17bf5525e8823170","1-94ba7dd71df2521f689ffd2f88875fbf38578ad75900ed1ed107b2e2937cc7fd","See End Item P-5A/NA","See End Item P-5A","14","14","0","1182-afb05043ed5369f16de4021cf6ef037ad9dda07d0ab52f4c07743a1020e49912","root"
"Flight Motor","12","","0.17","0.17","0.17","0.17","","","","0","0.68","2014-BASE_PROCUREMENT-2014-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","632923aba4f894b93ed59073a73341bca371b2e639597c1b17bf5525e8823170","2-78f8202aa59e83208dd62364399bc238bb8f5a8edc3ccf51546e98b422aeaf87","See End Item P-5A/NA","See End Item P-5A","12","12","0","1182-afb05043ed5369f16de4021cf6ef037ad9dda07d0ab52f4c07743a1020e49912","root"
"2B Sensor","18","","8.533","8.533","8.533","8.533","","","","0","34.132","2014-BASE_PROCUREMENT-2014-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","632923aba4f894b93ed59073a73341bca371b2e639597c1b17bf5525e8823170","3-fbdadaf4984ca3e63371c89073c7ce303754b758bb831dbcc2ef7c731e7fc78a","See End Item P-5A/NA","See End Item P-5A","18","18","0","1182-afb05043ed5369f16de4021cf6ef037ad9dda07d0ab52f4c07743a1020e49912","root"
"Gyro","13","","1.548","1.548","1.548","1.548","","","","0","6.192","2014-BASE_PROCUREMENT-2014-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","632923aba4f894b93ed59073a73341bca371b2e639597c1b17bf5525e8823170","4-79bb1805e16d7d780dbd3faec8b70b9ee58c06e7e2065df3fb10bedd95bc6294","See End Item P-5A/NA","See End Item P-5A","13","13","0","1182-afb05043ed5369f16de4021cf6ef037ad9dda07d0ab52f4c07743a1020e49912","root"
"Flight Motor Case Kit","10","","0.351","0.351","0.351","0.351","","","","0","1.404","2014-BASE_PROCUREMENT-2014-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","632923aba4f894b93ed59073a73341bca371b2e639597c1b17bf5525e8823170","5-d1c425c9ddcae9c5a8bea3c0cfce6eb9161461ada0f74a82d58a0a7c77837eb7","See End Item P-5A/NA","See End Item P-5A","10","10","0","1182-afb05043ed5369f16de4021cf6ef037ad9dda07d0ab52f4c07743a1020e49912","root"
"Control Surface Actuators","13","","0.916","0.916","0.916","0.916","","","","0","3.664","2014-BASE_PROCUREMENT-2014-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","632923aba4f894b93ed59073a73341bca371b2e639597c1b17bf5525e8823170","6-9cf311fa2662b203ad58931f5cc4063e206beb5b17bb687573d0b1ce55e6bf8b","See End Item P-5A/NA","See End Item P-5A","13","13","0","1182-afb05043ed5369f16de4021cf6ef037ad9dda07d0ab52f4c07743a1020e49912","root"
"Beacon Shutter Actuator","11","","0.543","0.543","0.543","0.543","","","","0","2.172","2014-BASE_PROCUREMENT-2014-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","632923aba4f894b93ed59073a73341bca371b2e639597c1b17bf5525e8823170","7-b9246496c6a9bc6371ff567f3e3e0ba112863ebc971f1aba9fc4e2fbefcf7441","See End Item P-5A/NA","See End Item P-5A","11","11","0","1182-afb05043ed5369f16de4021cf6ef037ad9dda07d0ab52f4c07743a1020e49912","root"
"AH-64E Apache New Build","12","","84.264","146.121","","","","","","0","230.385","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-ARMY-PROCUREMENT_JustificationBook_Army_PBAmended_2014_APA.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PBAmended_2014.xml","53aa239ed160d6e353e7923c5e8a04d1e17b5ccc46ba915655778b07e93a9058","0-e039bb12b69df25f3a8092c2eb8d584811ce9ae9b5de1d64e3af967b7c75fb9f","See End Item P-5A/NA","See End Item P-5A","12","12","","1449-00e37a7ed7311259014daa43bc6898f4c2ae4a56f2e3d82315c82439d2045719","root"
"Avionics","16","59.882","48.382","33.338","39.35","40.944","40.854","3.483","","0","266.233","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-ARMY-PROCUREMENT_JustificationBook_Army_PBAmended_2014_APA.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PBAmended_2014.xml","31ce47de87c8301c9fbe28a62251bab8c03638c577fb670f2b5d6e8131865665","0-0189774fd837968f8687f9e639920562e1cbf675c7b698a9a94a53a65c8c5d33","See End Item P-5A/NA","See End Item P-5A","15","15","","1452-7878164b7a11352addab5b9b61ec7228ff6754928b61698f05f87ebc4098cdde","root"
"Airframe","14","89.755","72.574","50.008","59.026","61.417","61.28","5.224","","0","399.284","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-ARMY-PROCUREMENT_JustificationBook_Army_PBAmended_2014_APA.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PBAmended_2014.xml","31ce47de87c8301c9fbe28a62251bab8c03638c577fb670f2b5d6e8131865665","1-47e91dc821e106c777a903ef346383756ec3a91fcbd88a41579c5624cb8bcf83","See End Item P-5A/NA","See End Item P-5A","13","13","","1452-7878164b7a11352addab5b9b61ec7228ff6754928b61698f05f87ebc4098cdde","root"
