FiscalYear_val,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,SpecsAvailableNow_val,ContractMethod_val,ContractType_val,@SOURCE_FILENAME,@RECORDID,@ROWID,RevisionsAvailableDate_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ServiceAgencyName_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ProcQuantity_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_AcceptedBeforeOct1_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_MonthlyDeliveryList_MonthlyDelivery,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ComponentMonthlyDeliveryScheduleList_ComponentMonthlyDeliverySchedule,RFPIssueDate_val,FundingVehicle_val,OCO_val,MonthlyDeliveryScheduleTotal_ProcQuantity_val,MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery_Month_val,MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery_Amount_val,@PARENTROWID,@PARENT
"2012","Brussels Embssy","2012-04","2012-08","1","0.012","true","SS","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_OSD-PROCUREMENT_JustificationBook_Office_of_Secretary_Of_Defense_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Office_of_Secretary_Of_Defense_PB_2014.xml","d3bab9a27ba468cc169b801bf3c75574348c9c2b50160967c3388d10fcc6dd37","0-765576771c944841a26c1307357c21825277df951bd38b1fdaf38eb7d0e25c9f","","","","","","","","","","","","","0-be3ab6ba791fa902c9107498c45407cd7b4aae6084f309b2e84355f446a4d94b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","Embassy Brussels","2013-04","2013-08","1","0.019","true","SS","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_OSD-PROCUREMENT_JustificationBook_Office_of_Secretary_Of_Defense_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Office_of_Secretary_Of_Defense_PB_2014.xml","d3bab9a27ba468cc169b801bf3c75574348c9c2b50160967c3388d10fcc6dd37","1-357ad5999bd4fefabd85c58e85a43b214514242e794aa58fbca38525bc1671e2","","","","","","","","","","","","","0-be3ab6ba791fa902c9107498c45407cd7b4aae6084f309b2e84355f446a4d94b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2011","Embassy Brussels","2011-04","2011-08","2","0.012","true","SS","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_OSD-PROCUREMENT_JustificationBook_Office_of_Secretary_Of_Defense_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Office_of_Secretary_Of_Defense_PB_2014.xml","d3bab9a27ba468cc169b801bf3c75574348c9c2b50160967c3388d10fcc6dd37","2-55489de41139ffbd8d8a373497077eb7a4e8d53ae7b1973859e8818773244df6","","","","","","","","","","","","","0-be3ab6ba791fa902c9107498c45407cd7b4aae6084f309b2e84355f446a4d94b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","Brussels Embssy","2012-04","2012-08","1","0.012","true","SS","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","e77a4c4f5d312f845e26b40857cfa903e64be41562595d306f57d467c87198d0","0-a91838b1c1563e0420807f68c730e16956c6dec61ff4cb1bc026a0044a88d95e","","","","","","","","","","","","","0-3b85a23f034ac72f9b83d2e5d7c7abebc919af130be4360cbfd15bead250c8cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","Embassy Brussels","2013-04","2013-08","1","0.019","true","SS","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","e77a4c4f5d312f845e26b40857cfa903e64be41562595d306f57d467c87198d0","1-c03195e4778b0ad65505f4455fca6458536a094fdf5cfff67b3051bf478a36e2","","","","","","","","","","","","","0-3b85a23f034ac72f9b83d2e5d7c7abebc919af130be4360cbfd15bead250c8cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2011","Embassy Brussels","2011-04","2011-08","2","0.012","true","SS","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","e77a4c4f5d312f845e26b40857cfa903e64be41562595d306f57d467c87198d0","2-9ae154cbd4be8c10354f6d0667377531006c544b5027c4295247af5b095da980","","","","","","","","","","","","","0-3b85a23f034ac72f9b83d2e5d7c7abebc919af130be4360cbfd15bead250c8cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","TBS","2015-02","2015-08","1","10000.000","false","C","FP","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-d2b5aede50a921b8b10d2cdb026b8efa5a58d93266650015e04b0b5d7f21f658","","","","","","","","","","","","","0-b16eb2406da0ac3803b69518f19adcf23b5e452ec06c991398a6069e805df447","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","DOI, Sierra Vista, AZ","2014-06","2014-07","0","0.000","false","C","FP","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-ab028eeabda00181f2f3cefef9cf1e568e0333e5b858eb6e1cad3ef2bb01715a","","","","","","","","","","","","","0-4e705e02103c9ccb20d261de2a4d399a8fe443ce3b9b563c32e63ced87568bc4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","DISA","2013-06","2013-08","1.000","0.899","true","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","091ebb876124c2c3f907cf5f62f098fd34e78b7d9618b6d2ac5e086a6f2e74c7","0-a3d93137f546feff322d8d478f60a8a41c121940b42abcdf50ffc2501054febe","","","","","","","","MIPR","","","","","0-3a84e819bba222ee3c4bb8680c6ff44ce78c817b69400fd53714d158d5c54459","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","DISA","2013-03","2013-06","1.000","0.509","true","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","091ebb876124c2c3f907cf5f62f098fd34e78b7d9618b6d2ac5e086a6f2e74c7","0-4549c8ca8cffcb6081a89308776991c794ee4cab43ee67a6ef1088a44e8a8a81","","","","","","","","MIPR","","","","","0-08d90110c20ae0698f93d91c6385b8e85ff2ea8fda440675a88519c346472fe2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","Navy/Army","2017-01","2017-05","1.000","1.128","false","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","86838d6952f4336bc9088522c6ba3344304f6014b19863804ad0951b80ff1ddf","0-06fca293ae109bead042e3881c7147a289049114e576814b68250ab3d01b63cd","","","","","","","","IA","","","","","0-bf91735b59d30debcbea6b28632a1a4cd06156225288291a90e8c4261ff359a0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","Navy/Army","2013-01","2013-05","1.000","5.323","false","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","86838d6952f4336bc9088522c6ba3344304f6014b19863804ad0951b80ff1ddf","1-7108a18e2cef09fb5bd713c9a0e9a8a38bf3600b5a7b0ae9985982b8764a8fe8","","","","","","","","IA","","","","","0-bf91735b59d30debcbea6b28632a1a4cd06156225288291a90e8c4261ff359a0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","Navy/Army","2014-01","2014-05","1.000","0.258","false","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","86838d6952f4336bc9088522c6ba3344304f6014b19863804ad0951b80ff1ddf","2-7b9894e0dd26650151a327ae8bdc5fcbcaba7c82610849ffdc8393851c9dd2cb","","","","","","","","IA","","","","","0-bf91735b59d30debcbea6b28632a1a4cd06156225288291a90e8c4261ff359a0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","Navy/Army","2016-01","2016-05","1.000","0.526","false","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","86838d6952f4336bc9088522c6ba3344304f6014b19863804ad0951b80ff1ddf","3-1878e43d45f39840edd50cc94430fbfbc488e376dfeb7bb132c07daa115fa944","","","","","","","","IA","","","","","0-bf91735b59d30debcbea6b28632a1a4cd06156225288291a90e8c4261ff359a0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","DISA","2013-06","2013-08","1.000","0.899","true","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","2f3328efd5fb6208dd1548e80deafd86d198c6980a35330310446287529512c9","0-71249456794f95792f340989b563b5157b91e2640901886eec77b74da6138221","","","","","","","","MIPR","","","","","0-41c2040d182ea01a61f98c027e850947c679fbde2a8298406e2f97c271a710fc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","DISA","2013-03","2013-06","1.000","0.509","true","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","2f3328efd5fb6208dd1548e80deafd86d198c6980a35330310446287529512c9","0-71eca33fe552d8178df19e3ee1fb2c1ce440d42464ba4774c1beb24c9286b934","","","","","","","","MIPR","","","","","0-28777c772b8f280ee5ae7cc96007da0b631987aa028d9822a195d7de55f610c9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","Navy/Army","2017-01","2017-05","1.000","1.128","false","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","46f5b0cb620cc8131df0eb4cca2098c8027c89e7af780731f45e9cca00571563","0-33321a49dd3b8b9c53ad1dba93f739a765fe79d9cd6c06051f905b4ba8600516","","","","","","","","IA","","","","","0-bb14a5095882f5f7a9bf67097d0139d47eac6485becae0acecc10850a5893367","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","Navy/Army","2013-01","2013-05","1.000","5.323","false","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","46f5b0cb620cc8131df0eb4cca2098c8027c89e7af780731f45e9cca00571563","1-13becec8a4e04b0d1c0ee89db24ef8481d56ac7417742cb15e3e6d384cd0c226","","","","","","","","IA","","","","","0-bb14a5095882f5f7a9bf67097d0139d47eac6485becae0acecc10850a5893367","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","Navy/Army","2014-01","2014-05","1.000","0.258","false","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","46f5b0cb620cc8131df0eb4cca2098c8027c89e7af780731f45e9cca00571563","2-364e0fbc4aa2eee985d89baf0644750cdbde0705f5f574e83e768332372e9be4","","","","","","","","IA","","","","","0-bb14a5095882f5f7a9bf67097d0139d47eac6485becae0acecc10850a5893367","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","Navy/Army","2016-01","2016-05","1.000","0.526","false","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","46f5b0cb620cc8131df0eb4cca2098c8027c89e7af780731f45e9cca00571563","3-989136c6007d5e6fdaf23843c18c72a62fe0c4d0acef72b14984a5de52ee6b8a","","","","","","","","IA","","","","","0-bb14a5095882f5f7a9bf67097d0139d47eac6485becae0acecc10850a5893367","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","DISA","2013-06","2013-08","1.000","0.899","true","","","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","b41d5c413003fe2c2f3d577eda5552401185b1a9c151dd4b17213d9f065da3b2","0-d7f768e5400276c40e4d95333872c7dc76c085c43e7ea28ba9c93268919cf627","","","","","","","","MIPR","","","","","0-ad50bc5370eea920e3d18c45b9ef3fd28fc99167834fdb1e70c20ce510abc4d2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","DISA","2013-03","2013-06","1.000","0.509","true","","","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","b41d5c413003fe2c2f3d577eda5552401185b1a9c151dd4b17213d9f065da3b2","0-90aff8c8fc98179edfaa918111f31a004a46b1f84c8b9c24f44bd0ce734cf258","","","","","","","","MIPR","","","","","0-732b78ae0e8c5c389bca6a60fdb5ffb4c716fc3721d22a62b32dba649f229a65","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","Navy/Army","2017-01","2017-05","1.000","1.128","false","","","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","ab73ac5f88aee4bb33d1de8ada5b4c0940ca12003fdad467a84544f799685258","0-64329ffe37c3a1b3bd782c78ba07209f885ee467dd7c1892ede47200a0e87e7d","","","","","","","","IA","","","","","0-23cda508655be8dc06eceac8a7a891c5907f914f02730ccd9ec72d8d9b7487a5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","Navy/Army","2013-01","2013-05","1.000","5.323","false","","","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","ab73ac5f88aee4bb33d1de8ada5b4c0940ca12003fdad467a84544f799685258","1-56b02d872b8d046640cd1529862ea1a7b37ffe1188c47d6088b00e308817e4ec","","","","","","","","IA","","","","","0-23cda508655be8dc06eceac8a7a891c5907f914f02730ccd9ec72d8d9b7487a5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","Navy/Army","2014-01","2014-05","1.000","0.258","false","","","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","ab73ac5f88aee4bb33d1de8ada5b4c0940ca12003fdad467a84544f799685258","2-d728b36c29f267f97342ec1a8fc1cfc2b4bf3553240dcc224ada65c505ee5524","","","","","","","","IA","","","","","0-23cda508655be8dc06eceac8a7a891c5907f914f02730ccd9ec72d8d9b7487a5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","Navy/Army","2016-01","2016-05","1.000","0.526","false","","","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","ab73ac5f88aee4bb33d1de8ada5b4c0940ca12003fdad467a84544f799685258","3-2d4b1801fed620e527b21ef8ce5bc46cd05ff4eb5836d654672c063c9a8c62ca","","","","","","","","IA","","","","","0-23cda508655be8dc06eceac8a7a891c5907f914f02730ccd9ec72d8d9b7487a5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","Army","2014-04","2014-08","2.000","0.199","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.xml","d94f019ca6ad47831570c156dff39434da9ab15bce0586d43be1216cd4cf1d47","0-7306f0df1914866ddbd5a459ebfe6283f14d89896ca173b22abf54c1ae509400","","","","","","","","MIPR","true","","","","0-d278b40654a6414da33f432e68e5a375dbafe0e366d6d32472f46d00e3c2d8c2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","DISA","2012-03","2012-05","5.000","0.768","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.xml","d94f019ca6ad47831570c156dff39434da9ab15bce0586d43be1216cd4cf1d47","1-c3b08e3317bbd065365e0a088800bdbc09e01a1e4b97b13987a320eb274430b3","","","","","","","","MIPR","true","","","","0-d278b40654a6414da33f432e68e5a375dbafe0e366d6d32472f46d00e3c2d8c2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","DISA","2013-06","2013-09","1.000","0.765","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.xml","d94f019ca6ad47831570c156dff39434da9ab15bce0586d43be1216cd4cf1d47","2-8be32801535a23f3379c725006810718f18da23f7e3f3d0f318cd2c37c6db72b","","","","","","","","MIPR","true","","","","0-d278b40654a6414da33f432e68e5a375dbafe0e366d6d32472f46d00e3c2d8c2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","Army","2014-10","2015-04","3.000","0.765","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.xml","d94f019ca6ad47831570c156dff39434da9ab15bce0586d43be1216cd4cf1d47","3-c64551ab5d14f7f6cd584763283430174999cf2e29b1b58ee37a9b19cf43dc5b","","","","","","","","MIPR","true","","","","0-d278b40654a6414da33f432e68e5a375dbafe0e366d6d32472f46d00e3c2d8c2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","DISA","2013-06","2013-09","1.000","1.300","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.xml","d94f019ca6ad47831570c156dff39434da9ab15bce0586d43be1216cd4cf1d47","0-18372746bfc861e0d263fa64aed2ea4fafa295748d4e55a35fb586cd17b74261","","","","","","","","MIPR","true","","","","0-bc46edbd987b25699d02fda268fb35faffb8c3139677336023af1b927ec4b7af","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","DISA","2012-06","2012-09","1.000","1.523","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.xml","d94f019ca6ad47831570c156dff39434da9ab15bce0586d43be1216cd4cf1d47","1-4b2192fb626c2694d6708b827de919ca136103908b7d898cad088f763785f026","","","","","","","","MIPR","true","","","","0-bc46edbd987b25699d02fda268fb35faffb8c3139677336023af1b927ec4b7af","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","DISA","2013-06","2013-09","2.000","0.764","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.xml","d94f019ca6ad47831570c156dff39434da9ab15bce0586d43be1216cd4cf1d47","0-e35ad4251d52cef877b03b050428025c49d7c857ee9fae4e239375558ba55c6b","","","","","","","","MIPR","true","","","","0-003b18f0ab37cfd784f9833c361e7ffaae76235be5ac9436c9e2a28adf243886","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","DISA","2014-04","2014-08","4.000","0.861","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.xml","d94f019ca6ad47831570c156dff39434da9ab15bce0586d43be1216cd4cf1d47","1-a68d52af6e58c8c05f792a88eeaa2a60258f9f69cc69f15b67df068c20095a79","","","","","","","","MIPR","true","","","","0-003b18f0ab37cfd784f9833c361e7ffaae76235be5ac9436c9e2a28adf243886","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","DISA","2012-03","2012-05","3.000","0.764","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.xml","d94f019ca6ad47831570c156dff39434da9ab15bce0586d43be1216cd4cf1d47","2-5284586271f945e4a98555a2b6644d8f66a3f518a807f7002ee6648a7cccdb1e","","","","","","","","MIPR","true","","","","0-003b18f0ab37cfd784f9833c361e7ffaae76235be5ac9436c9e2a28adf243886","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","DISA","2015-04","2015-08","1.000","0.658","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.xml","d94f019ca6ad47831570c156dff39434da9ab15bce0586d43be1216cd4cf1d47","3-69b0210f0e7d7f83b97946f66b32148f5d65ca88f506135c44e7b8143ab02f35","","","","","","","","MIPR","true","","","","0-003b18f0ab37cfd784f9833c361e7ffaae76235be5ac9436c9e2a28adf243886","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","Army","2014-04","2014-08","2.000","0.199","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.xml","0ba1ff01b1584bc3e78a57a5ea1922c71db0daf80e4e1f03a022614b8e202d41","0-f788597daa62d8c3d6de5f9ffe090e4f102bcd74d7101eb7d7ac94261cc89b8c","","","","","","","","MIPR","true","","","","0-75ee9bdff3180f42eb07650946766a0472c33c2b12cf0ac9f04f21e359890644","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
