FiscalYear_val,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,SpecsAvailableNow_val,RFPIssueDate_val,ContractMethod_val,ContractType_val,@SOURCE_FILENAME,@RECORDID,@ROWID,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule,RevisionsAvailableDate_val,MonthlyDeliveryScheduleTotal_ProcQuantity_val,MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery,FundingVehicle_val,OCO_val,@PARENTROWID,@PARENT
"2009","AFLCMC Wright Patterson AFB","2010-01","2010-08","24","10.410","true","2008-09","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","0-31a1e1c699d42c68aa99d380387c8592ebfb6e1bebe7da2b4772546c5ea28beb","","","","","","","0-0910dd911e8dc40f32ec4184ba523010c6d60ac253c98c9dd59b2b3d4b0c369f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2011","AFLCMC Wright Patterson AFB","2011-12","2013-05","48","10.564","true","2010-05","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","2-050bbecb9fce94aa4f71c127256272d9bffb583d36fecde2aef072c65f56c545","","","","","","0-7be5b6202b9b9d7b238a1200ef6e13f09adbabf0d8046554121e1dea9987fff3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","AFLCMC Wright Patterson AFB","2012-09","2013-11","48","9.909","true","2010-05","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","3-ef923d6da2a57605a405f451c5da3efdaff12882930ac441f7f1455dc4a83cc2","","","","","","0-7be5b6202b9b9d7b238a1200ef6e13f09adbabf0d8046554121e1dea9987fff3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","AFLCMC Wright Patterson AFB","2013-02","2014-12","24","11.972","true","2012-01","SS","FPIF","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","4-ecd6cd68c1204369afafac18ae869e6c0a92a518d80f21ddaffb72d39b09fab6","","","","","","0-7be5b6202b9b9d7b238a1200ef6e13f09adbabf0d8046554121e1dea9987fff3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","AFLCMC Wright Patterson AFB","2013-12","2015-10","12","14.418","true","2012-11","SS","FPIF","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","5-1bb5faef5eadd10ddbd8b7a59d18ec684b923692d8f4efb41ebb10eac3ed916e","","","","","","0-7be5b6202b9b9d7b238a1200ef6e13f09adbabf0d8046554121e1dea9987fff3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","AFLCMC Wright Patterson AFB","2014-12","2016-10","24","12.852","true","2013-05","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","6-7f6153bc60d5fc58657e6e85e52b64cd3fa4331044b236aee2b9961b8b9850f2","","","","","","0-7be5b6202b9b9d7b238a1200ef6e13f09adbabf0d8046554121e1dea9987fff3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","AFLCMC Wright Patterson AFB","2015-12","2017-10","24","13.099","true","2014-05","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","7-fe3ef8127436a335c858f6e76c11265324bd8bc5410414744ace63f8b1f47ca5","","","","","","0-7be5b6202b9b9d7b238a1200ef6e13f09adbabf0d8046554121e1dea9987fff3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","AFLCMC Wright Patterson AFB","2016-12","2018-10","24","13.386","true","2015-05","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","8-c9aa2eac30f1d433e66e32f600df6deae70a3f2898b7d9798075c0c6c70aab2c","","","","","","0-7be5b6202b9b9d7b238a1200ef6e13f09adbabf0d8046554121e1dea9987fff3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","AFLCMC Wright Patterson AFB","2017-12","2019-10","24","14.002","true","2016-05","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","9-7071203dd663c50e4ed3c049bd08e6d3ac835f535ced202c4fd36f73cadea3d4","","","","","","0-7be5b6202b9b9d7b238a1200ef6e13f09adbabf0d8046554121e1dea9987fff3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","AFLCMC Wright Patterson AFB","2015-03","2016-10","8","5.042","false","2015-01","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-c3087c7aeb24f4c75fd87d55d870a2aaea3306595b88f2ada048c743289e9148","2014-12","","","","","0-2afec69d80571fcf9479531a386ba6906cd78aa4920dcd3f5ea720577408d482","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","AFLCMC Wright Patterson AFB","2016-03","2017-09","10","4.780","false","2016-01","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","1-42de62cb63a8d3eaea5170893a0e0d6921175633f9c99bbbb0c00a1f12e79660","2014-12","","","","","0-2afec69d80571fcf9479531a386ba6906cd78aa4920dcd3f5ea720577408d482","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","AFLCMC Wright Patterson AFB","2017-03","2018-09","10","4.727","false","2017-01","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","2-d55adc46cd91c70380792ae7aadbf8fa8e6251924e6ed52871acd8a1595a8de4","2014-12","","","","","0-2afec69d80571fcf9479531a386ba6906cd78aa4920dcd3f5ea720577408d482","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","AFLCMC Wright Patterson AFB","2018-03","2019-09","13","4.569","false","2018-01","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","3-e1f49284425083cf21d01b7a55992bf9cb6c018aa4b7b8f07c2930cf03053c60","2014-12","","","","","0-2afec69d80571fcf9479531a386ba6906cd78aa4920dcd3f5ea720577408d482","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2010","AFLCMC Wright Patterson AFB","2011-12","2013-01","7","1.729","true","2011-02","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-0abbc7d503010ff35a04c8c6fdce627e71c10e67c2e674cb279fe46d242c12bd","","","","","","0-27b3d13df61946370ccbdc03ef06cf0416b2568c6d023d689937b5e3078df46d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2011","AFLCMC Wright Patterson AFB","2012-08","2013-03","13","1.851","true","2011-04","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","1-b184aaf2f2973c15470e708f5f98f9e3a4d7b42788bce5e76a3a0a5b327f1c09","","","","","","0-27b3d13df61946370ccbdc03ef06cf0416b2568c6d023d689937b5e3078df46d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","AFLCMC Wright Patterson AFB","2013-04","2014-09","20","1.883","true","2012-06","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","2-cdec56318551812b899cb193badd33a88271017916002369f9e7fb86ce244aa2","","","","","","0-27b3d13df61946370ccbdc03ef06cf0416b2568c6d023d689937b5e3078df46d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","AFLCMC Wright Patterson AFB","2013-05","2015-09","10","1.785","true","2012-06","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","3-6c75601294ee3eca3d1117c2e9c93e8e1f94d83f17d636b368327db24de1bcfd","","","","","","0-27b3d13df61946370ccbdc03ef06cf0416b2568c6d023d689937b5e3078df46d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","AFLCMC Wright Patterson AFB","2017-02","2018-07","14","3.496","false","2016-01","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","4-9afe57660c2dac34b08acdb60a4660b6c601fb8eba20582b9ef66f6454da8694","2014-11","","","","","0-27b3d13df61946370ccbdc03ef06cf0416b2568c6d023d689937b5e3078df46d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","AFLCMC Wright Patterson AFB","2018-02","2019-07","5","3.597","false","2017-01","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","5-7435495e04cb679130be5632b34314912ac6b06f70a767d574ff962f48643d8d","2014-11","","","","","0-27b3d13df61946370ccbdc03ef06cf0416b2568c6d023d689937b5e3078df46d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","AFLCMC Wright Patterson AFB","2016-02","2017-07","5","3.398","false","2015-01","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-c11cac9cc02eb2619fb3aa6423e0b914820f35ef212530e6acb449d9d4d9c2a5","","2014-11","","","","","1-792e59074bc5fea1e6e6454d281c9d7b29ebf26888b5b3c4e5bb3a8fde6d4db6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2011","AFLCMC Wright Patterson AFB","2012-08","2013-06","1","3.205","true","2011-04","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-5fe59ff3d7d6cd5fa60b5fbb15d9730b6a92f1df6382182fe395012ccb9dcd3a","","","","","","","0-3e12f0d4490408de7cc0989e28dc1b2f0ef99866a0e3cbd038d566edc9923536","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","AFLCMC Wright Patterson AFB","2013-05","2013-12","10","2.287","true","2011-04","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","1-700f08d68d57eeee7b83a80bf683f95c537acd27012795bd471b00c250107b3e","","","","","","","0-3e12f0d4490408de7cc0989e28dc1b2f0ef99866a0e3cbd038d566edc9923536","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","AFLCMC Wright Patterson AFB","2013-05","2014-10","5","2.287","true","2012-06","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","2-a89a393db6c727897cef9d4c79c304943158d14143fc874858ab522f2e72c303","","","","","","","0-3e12f0d4490408de7cc0989e28dc1b2f0ef99866a0e3cbd038d566edc9923536","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","AFLCMC Wright Patterson AFB","2015-02","2016-07","4","3.866","true","2014-01","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","3-0319707483a8e861b7b9ed076624943d31de7f7593d8d9bd5ab058f4e4fda315","","","","","","","0-3e12f0d4490408de7cc0989e28dc1b2f0ef99866a0e3cbd038d566edc9923536","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","AFLCMC Wright Patterson AFB","2016-02","2017-07","4","3.977","false","2015-01","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","4-7b7300527ed88f4eb5641794ec823a380b9accfc95b340a40440bf960a6f7d54","","2014-11","","","","","0-3e12f0d4490408de7cc0989e28dc1b2f0ef99866a0e3cbd038d566edc9923536","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","AFLCMC Wright Patterson AFB","2017-02","2018-07","9","4.092","false","2016-01","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","5-e44f4c3ee26de5605dbd80a746890201551cbfce4f3f963499b1bddcce2bae1a","","2014-11","","","","","0-3e12f0d4490408de7cc0989e28dc1b2f0ef99866a0e3cbd038d566edc9923536","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","AFLCMC Wright Patterson AFB","2018-02","2019-07","5","4.210","false","2017-01","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","6-6b80e55c46746ac5524650c6654f10f94ea47513e4442fb32f9a37477e9ecf78","","2014-11","","","","","0-3e12f0d4490408de7cc0989e28dc1b2f0ef99866a0e3cbd038d566edc9923536","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2011","AFLCMC Wright Patterson AFB","2012-08","2012-12","5","5.269","true","2011-04","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-68f0d566ee7eff821a62030c2df8f16e095c5bf7e4ba7249d82175fbcb4e8c02","","","","","","","0-5aa326fe8efe80cc2c8cd67392e094cb887aa9fe49c92e10c9b31ce1b19fa94e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","AFLCMC Wright Patterson AFB","2013-04","2014-06","3","4.061","true","2012-06","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","1-2df7a9533bcdb5c37c753c60432d6bb5e6808ba5665bd6306cfdc40ca7dd16d5","","","","","","","0-5aa326fe8efe80cc2c8cd67392e094cb887aa9fe49c92e10c9b31ce1b19fa94e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","AFLCMC Wright Patterson AFB","2013-05","2015-01","7","3.719","true","2012-06","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","2-999dea04634827cf7484042d4417f2f476b95d6dae4295d1f8a4aedf6d90f2cb","","","","","","","0-5aa326fe8efe80cc2c8cd67392e094cb887aa9fe49c92e10c9b31ce1b19fa94e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2008","AFLCMC Wright Patterson AFB","2010-09","2011-10","60","0.321","true","2010-02","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-686e5ad7d3ddcd8156da1384d03cea4c0c43a5218c4a05af7a0d3d149f0a79c5","","","","","","0-c532ee5470186e505ad8a0178afd0c2244be27708f6ff17e06f695080cbd8376","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2010","AFLCMC Wright Patterson AFB","2011-03","2012-07","6","0.364","true","2010-02","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","1-d092b533cee2fff28a925c8e842d2af05e98d1c8236ca4f4724a50de6c43721e","","","","","","0-c532ee5470186e505ad8a0178afd0c2244be27708f6ff17e06f695080cbd8376","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","AFLCMC Wright Patterson AFB","2013-10","2014-07","59","0.406","true","2011-01","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","2-891a6143a184becdd91ea73cc850a1cd8730630b8ed8058cacd0b87bc0cff8d6","","","","","","0-c532ee5470186e505ad8a0178afd0c2244be27708f6ff17e06f695080cbd8376","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2009","AFLCMC Wright Patterson AFB","2011-08","2012-12","10","4.884","true","2010-04","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-f143b81830b004892e6f8ad3ab500356a428d3eb812a03bc25b0b6d3662c695d","","","","","","0-5a3a0704604c583bfa3df7712baf6fc045156d63436ba2063317493cf23b06ce","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","AFLCMC Wright Patterson AFB","2013-10","2014-10","1","3.310","true","2011-09","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","1-df25fc77455e9437f4fdf73e641d0175146c6b9aa8484b6ddf55e67d4403ea55","","","","","","0-5a3a0704604c583bfa3df7712baf6fc045156d63436ba2063317493cf23b06ce","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","AFLCMC Wright Patterson AFB","2014-04","2015-08","9","4.141","true","2013-02","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","2-ac5ea16006b893632d31f541c3e5c25e666cf5f770548f92738f5e1dbe1270ea","","","","","","0-5a3a0704604c583bfa3df7712baf6fc045156d63436ba2063317493cf23b06ce","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
