Name_val,Cost_BudgetYearFive_Quantity_val,Cost_BudgetYearFive_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Air Force Active","","","","","13","0.689","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","ed4cfdf8521c3052321f8c9602acad3c998f838213e42624f691abf967734ebe","0-c8d33793c8ad4f4a8128e20c2240d21bbedbdd605f112bdc567053de510295c0","0-df82524707e42f3f18fb406e6508c4d141208b94969bb64887384294170d7a0b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","44","0.387","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","ed4cfdf8521c3052321f8c9602acad3c998f838213e42624f691abf967734ebe","0-da1aa42f3567733d01eec2b575b718083dd314804fa9dbb2ccd7cb24509a6d49","0-3a8dc9ecdd2a6dca70d8c0ad97ea1da3195d2196010413535190a86025bd3a25","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","336","41.887","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f02bdd307b114cdc02da1348e494f5a3f116e4b5a1696f4a09ee391da3a8210e","0-d9f39811b73217ac609ad87f1abc048d7ee39db5a4341c17e095e73a378a9f19","0-21c9316c486d868515b74852133e5f86f360053a1fbdb43e713d344e73e68cf7","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","42","5.236","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f02bdd307b114cdc02da1348e494f5a3f116e4b5a1696f4a09ee391da3a8210e","1-bf279cfbce84d27d74b39a4847155b570688a010b57244169ed79db2be3e9d4d","0-21c9316c486d868515b74852133e5f86f360053a1fbdb43e713d344e73e68cf7","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","991","1.162","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f02bdd307b114cdc02da1348e494f5a3f116e4b5a1696f4a09ee391da3a8210e","0-c9db16ea43195b0de23889c42a3498339701b88ce63c81945d3cd3b587a1af2a","0-4e7a787909c0abf86fce080dc260f96a3840585e8912f52ecfff9346125f358b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","86","0.101","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f02bdd307b114cdc02da1348e494f5a3f116e4b5a1696f4a09ee391da3a8210e","1-d489e06627316621ff87ec61286d3389da6f21f3ed71583d0e8622daed584d10","0-4e7a787909c0abf86fce080dc260f96a3840585e8912f52ecfff9346125f358b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","15","8.748","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f02bdd307b114cdc02da1348e494f5a3f116e4b5a1696f4a09ee391da3a8210e","0-7fedfdbe06658e0c03f7eedc71248093bf93562767a2d9299acf9f6ed2ee85cc","0-b50768f00993fb37d1085a7ffc4ef9e1eb0b6740e19bfbd09407124092ca2f1b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","14","3.224","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f02bdd307b114cdc02da1348e494f5a3f116e4b5a1696f4a09ee391da3a8210e","0-8a93e2d2c481fa8aa0bcca752364a20524c4903c28335cedb47d4f729afced87","0-1e87e4cc9aa148ecea7972ce441aae44e9d2554162c906a01eeec53f238f97a3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","5","9.317","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ae354f6df61d46693f389583a11f4e6bbea3a3ef46e662da8c24c59b78e7a956","0-079f5a166ebda66d05c2825b3788849a3100490fc0379a2ef05c1ac249911d8b","0-7d3431b2b1d4369b5ce2e51ee201402b3e586a589dc45e49506563132e54840e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","5","5.043","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ae354f6df61d46693f389583a11f4e6bbea3a3ef46e662da8c24c59b78e7a956","0-fc29ff3c9e94e8d3b09624d3ffd3c5f93d57c4082caf7fef6ec720dad1026399","0-2c90e3520455eefd2ec3eea86b2de90c01bcf3c0814a0453c39664875173a83f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","5","13.387","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ae354f6df61d46693f389583a11f4e6bbea3a3ef46e662da8c24c59b78e7a956","0-01bc5a373fe8a3d9ead1044d1b7387ac1693bf6ed7599b3c5a44c9848e60630f","0-7bb31593749300b2c2267d6c20a1922acfcb08628995eb3cfc0e4f344201732a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","6","0.631","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a6adc06083128a68743f6fa93f5f39d91b0b25d0574c49068ce49ce9d3d39fcf","0-bfc09eef2657ee82d493fe785bca88f3cab624059d77f9f6be4807f584c27f39","0-b87cefbce577b20d5d2d7959f9396dbca4747ece2ea65571b810ae6efe9f476d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","13","1.367","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a6adc06083128a68743f6fa93f5f39d91b0b25d0574c49068ce49ce9d3d39fcf","1-80e7458c686faa5e3103687f1d7f9c5f709caa5474b9ff3f697fe1ec1e009b85","0-b87cefbce577b20d5d2d7959f9396dbca4747ece2ea65571b810ae6efe9f476d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","8","0.842","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a6adc06083128a68743f6fa93f5f39d91b0b25d0574c49068ce49ce9d3d39fcf","2-ba31a07157269abe04e6d3854afbd1a3ae6a57f81a782e05b67e31f7ce15a26d","0-b87cefbce577b20d5d2d7959f9396dbca4747ece2ea65571b810ae6efe9f476d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","33","3.27","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a6adc06083128a68743f6fa93f5f39d91b0b25d0574c49068ce49ce9d3d39fcf","0-0ca91511e65f8b0d49d4fa2ba0ef79c76cf903f19539de52f9349307cc0d78fc","0-80611b4981082542e6fef92a421aadcc52b2665ae4ed939394bf0ec3be7c97b0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","4","10.712","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a6adc06083128a68743f6fa93f5f39d91b0b25d0574c49068ce49ce9d3d39fcf","0-1ef719cf0805fdf8b4c0cc863391bf49c8c0e0d9f3289c4471361356de0ec942","0-f3022a53d908913bf83ef3ef48488f7d017a28213017ea61b96e1a930576e096","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","4","30.471","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a6adc06083128a68743f6fa93f5f39d91b0b25d0574c49068ce49ce9d3d39fcf","0-5c64246e13a5c6ed83bd742ab70899cff00a6db553cdc5c8f0f2b62dff5343bd","0-727905e21149fa478183e642fc6f82be188db2b38ffeb1f0398b799079000109","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","20","0.56","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","7ecaeb17ddaab09331abe3717f89ef8764389cbf73845cd7681c627bfe6c835a","0-92fb7dbd746035e24801fa30a614abbce4b82e34e6456c41a6536f19280135e5","0-1720110f36da0e62e8cb51a41ce554e4da0c80eb8aad79b402bd26292773607e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","6","0.168","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","7ecaeb17ddaab09331abe3717f89ef8764389cbf73845cd7681c627bfe6c835a","1-ce44655058db6f2272748699e169681d0de52dda377aa152f53348e3fdd47cfc","0-1720110f36da0e62e8cb51a41ce554e4da0c80eb8aad79b402bd26292773607e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","6","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","848a6cb91bb8004d07d75a22530879118fdf056b6f741833c68e47851fad84ca","0-4258545b1327b2f9dc82acb3704e9ea7c7b25832e6c5f08b361dea038d93f268","0-3dc6a0193fe1923f91e718b58a0c21035d840d91c302fea18164b6ae752dad82","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","22","19.129","0","0.000","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","26a9fb1bbc70d0fd44b3a4eb37eae6fcd9b459c96b30a7e154a02ac63bfec5a1","0-393e7bea0ba30fb7afcf4082f64a165f53725d7962e46b29a8de5b2852c08703","0-49b7593cf6d5d44339f80def34fe7fee6a8c76814acbef30fcf4781b53ca7109","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","1","32.541","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8ecd181f0be17491705fbab80b4dd0105939c12cd6f64d3cc41b3cbd45586462","0-8e4939adc34b4a3e12efb113dcfabdd1984f3e547117d4d0575f38cd66a3da88","0-feed0ea3d17d467333061285b823f3f7ba39a9f3576f86ede8c65597e55f9fec","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","15","3.1","13","3.075","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8bd247fdaa512cd4312cf6eb74e684dde2e0f7dcf1aaeaa6193e2cfb77e2f683","0-3f7920dbe8270eec2b0283bd89e1f7923f58251b01fea4df75d8f2d4544bd0f6","0-62e38e6a8b3c729896781576b5e1e539ed908568cce4cebf20054cd13f58f4fe","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","1","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","5901a4c8b0d4adfbe277a0b6d649d7a40850cdab63961f7b77d26372c000f59f","0-6d7ac9714288c1ba6fc51484c4372453a6c67437c639a3b9b35e9a272912bc24","0-e6b000126bccf5df2bf25dc7f715565f23ce0a194e07122fe8730630625f8bdf","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","2","1.05","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","962d4978fc38de3ceec0b361291851cd9f0dc9ee6550978e513db4bc0cac01a5","0-96ddfba8fc107808feacf7ce4787038068273e9648653eba15800e64c9e88dd5","0-e4c7b9a4855c6594d810fadcb88bdddf161ea6e58716c6fb5c5e83fe7f12ad50","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","1","0.913","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","962d4978fc38de3ceec0b361291851cd9f0dc9ee6550978e513db4bc0cac01a5","0-41c5690cab00e0303d90a20ef70ca55cf65b564823e4be30f8be4645f47b3d92","0-d70841316e75e7592dc7dde8a651b8eb58f063d4d769c1086c8590256048c0cc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","0","0.064","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d94ade494792f263d837decf2973d54030c8d2830940ece28a2979b16c9df6ee","0-4fcf33cd2eda595758578165441a4fd540308a5ca4fdaf7fc2857ec380af5ca9","0-22ac134238831f6c877cdf968a2a05793af4a0babed9d4b94263fb83c8f307ef","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","19","7.562","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","49e34ff2378c5e41f79fbefe630422a0ebf57ae0aeea1940ff1b9ab0b3ba513f","0-4914dc496d92372382c1dd0030d05662ded8eee863c2d0f091b87eb1e91cb6ab","0-8f9ea855397c5cf028e8c1b202d6eb310ac4110fc1339acbae2ccb014afe6a85","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","17","4.815","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","924b67d925125ae784e18ba5231b1ef1bb76ca9bae6fb77405d2b7b952f1a4c4","0-f6f5d2697ee411f5afac318213776cd2741145de5f638c5d6d2fa6dae06af595","0-cdaa7019f1981a167cef6f3d4a9d38f31f8d927979d1fd9a59f5f912362171d0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","20","5.664","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","924b67d925125ae784e18ba5231b1ef1bb76ca9bae6fb77405d2b7b952f1a4c4","1-5339f7aa45a21e27f904bc22515b89fa178b27f4249af826c2e76087fa08c29e","0-cdaa7019f1981a167cef6f3d4a9d38f31f8d927979d1fd9a59f5f912362171d0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","6","1.699","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","924b67d925125ae784e18ba5231b1ef1bb76ca9bae6fb77405d2b7b952f1a4c4","2-f76ec5760192b2c07e3970a01c99cfad966c76a8d6227a72f0c1539797f72f71","0-cdaa7019f1981a167cef6f3d4a9d38f31f8d927979d1fd9a59f5f912362171d0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","2","10.866","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","401e0514fcb24be219637162e13c026e0aff3fe4f07fc06a930c9a43285b5659","0-ab870062bae36e41758809ab760b23fee8d6aa98c7805b2dca408a9800e35b23","0-55ffe2a56baf65ae9d667b64bebe0398a2ed5cf0851cd91b26ee4953d8dfc36e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","1","7.123","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","25f69fda9244bc379e974d5e4441cc933b9e2dc3b96860b4244dfaa5bb21d39c","0-dcf970e006e7ffe6de0a330ff8abb6cd7b587f8282fef09c787e1a62c227f3c0","0-fbbb22ddc65cda8b5c51a9a83e2a4e3fce2d1f170138098e8e9a55d492c0edaa","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","2","45.601","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","25f69fda9244bc379e974d5e4441cc933b9e2dc3b96860b4244dfaa5bb21d39c","0-b69b04572be89e0a3863f18aa9ef82cc6dab3e5f36da4caf9d5802c3d6033aab","0-51445b794a5be68c8605c1d1e8c71eb010dfac2afe5a6f9682a42cad5884ddcc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","1","5.281","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","25f69fda9244bc379e974d5e4441cc933b9e2dc3b96860b4244dfaa5bb21d39c","0-0e78d6228c1f39cdbbac64c6e97e119446654ed383dee728a126afba22658fcc","0-a48c7c14006544416953cc2cd731a69a0321f18e4bb73c7c8faf88552ff2683a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","4","44.813","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4b3714287c1937f7f3999b7ceac1143b666e525065c2f7f9b4f673af8cc01969","0-7da72cae33344f1a1d345ca2fa57834bd4964fbb6fcf726c2ad71a5f93621915","0-e262134ac98df91b7cade61b5835988d48a474bac1a700fa9201764c434e8aa0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","1","3.06","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8aeba8df8dd55223d2c11627d80843f5b48f347eac8ee46036b01059b2d314c4","0-eab998da4239c857270c40e5b85352890c7467e51a49e479242498736d6a0d3e","0-f1a531a9d105e55d7db3d64d75a0596c428407ee7a6fb905842e6f31af49dabd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","6","0.135","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","bbe19e056d5a56d1e0a0f0b447d77ce7749b74494abc97d27d6eac183f790f36","0-51c0f3a3c860f0a0b34f771aae95685725fedb4757e13fccba1e9e41ca95e5a6","0-287f3a3dd0e2d8904240cfb24ea05ff49ac1f63ade0545d52932a282efb775bf","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","10","0.5","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","bbe19e056d5a56d1e0a0f0b447d77ce7749b74494abc97d27d6eac183f790f36","0-ea0dfacbfe76322f4b5f1d687b21a5056784c197ed13fbb58e43c5b2d1b73755","0-a38561978ddff61f94eec409d6b7cf03642728e3e80c52a3c394587573fa0e27","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","7","0.35","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","bbe19e056d5a56d1e0a0f0b447d77ce7749b74494abc97d27d6eac183f790f36","1-8a59d394ea4a751b3829b4d75cf7f0372d44f0d5caa7aa080e825d3a4bda6897","0-a38561978ddff61f94eec409d6b7cf03642728e3e80c52a3c394587573fa0e27","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","5","0.25","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","bbe19e056d5a56d1e0a0f0b447d77ce7749b74494abc97d27d6eac183f790f36","2-e03acd39d5acce97f6b74847719c21e95087125002ea9d914f0b93ef2c94075e","0-a38561978ddff61f94eec409d6b7cf03642728e3e80c52a3c394587573fa0e27","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","34","1.425","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a6da5a639dd2fc8173209157d8bdf492c2fadf5aedcfcdcedbb9d18303bd52c9","0-5da82d65d2df97175e50b5326d7af6bb6c734ecab4966136ac572d0e916f1e92","0-92f8ff984b6f4f533781258bdeed192833b8a2f5ee28455ea392ec788c6b05ff","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","4","0.659","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","dfc626791a3192024dd7bd7a9ec281d47b71062c0c7555a5d657d7acb0270465","0-3ddf3708741df5266e744d1ff19a2baa78a7381bc6be82a3e60860f50e35188c","0-96968768c7077dd88f1db79137048fff0d19c809dbadb8a95045b8d38f7baa85","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","27","4.812","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","2a1982c8ef17506a9dc74f4de49df0867a3613ffc631a2731e73d1ea73bf7038","0-9137d2129d449c4397f0bd988c9d4526db4f48a9a08fb90c6852c11d228ebcf6","0-53ac6c54d1af5023bac0f3545f2b1780f7a7f6317e59a10bc087b2977750dcd1","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
