FiscalYear_val,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,SpecsAvailableNow_val,RFPIssueDate_val,ContractMethod_val,ContractType_val,@SOURCE_FILENAME,@RECORDID,@ROWID,FundingVehicle_val,RevisionsAvailableDate_val,@PARENTROWID,@PARENT
"2015","See End Item P-5A","2015-01","2015-01","1548.000","1","","","","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","722a40da3be7b01ec420e03ad622a1883abd6d254e969c30e850f4d31ce0dc24","2-0ca4ab3b5ea87900889133b14951a055e8abe7ff902b33741d055759ef0099ea","Various","","4-765ac4af21eb5b64aab86057e1db5e04ead6c24506ed9093c163934aa6f8cdbf","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2013","See End Item P-5A","2013-01","2013-11","597.000","1","","","","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","722a40da3be7b01ec420e03ad622a1883abd6d254e969c30e850f4d31ce0dc24","0-ac9bd10c89f4813e52af79997d0a66cfbcc255a905ef125388675a07434d0328","Various","","5-3de90121c829f5787ac80b996c8a6b67682bbedfb021fa1f72f4ba333d94e233","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2014","See End Item P-5A","2014-01","2014-11","351.000","1","","","","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","722a40da3be7b01ec420e03ad622a1883abd6d254e969c30e850f4d31ce0dc24","1-8d03c520c388b693b2e7839088dfdf6a69f24c8e59c5b171b8d39a641c2a9729","Various","","5-3de90121c829f5787ac80b996c8a6b67682bbedfb021fa1f72f4ba333d94e233","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2015-01","2015-01","351.000","1","","","","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","722a40da3be7b01ec420e03ad622a1883abd6d254e969c30e850f4d31ce0dc24","2-de0cde362570163e019b88d8e268a9ecda3b0f83705996093d455cfce3881c8a","Various","","5-3de90121c829f5787ac80b996c8a6b67682bbedfb021fa1f72f4ba333d94e233","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2013","See End Item P-5A","2013-01","2014-02","1555.000","1","","","","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","722a40da3be7b01ec420e03ad622a1883abd6d254e969c30e850f4d31ce0dc24","0-23d17f89970ae57d415e570576136af841ad93c72499f838a30c0c12e97df1f6","Various","","6-38d6bc1f55000bdf11c54d73bb041a92f756d15d8a5fe9111c9acd03c2e5d921","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2014","See End Item P-5A","2014-01","2015-02","916.000","1","","","","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","722a40da3be7b01ec420e03ad622a1883abd6d254e969c30e850f4d31ce0dc24","1-707979441c4e8ea194f969433d5e3cd95272ef0a979ebd1aef4a0ea4d995cbfd","Various","","6-38d6bc1f55000bdf11c54d73bb041a92f756d15d8a5fe9111c9acd03c2e5d921","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2015-01","2015-01","916.000","1","","","","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","722a40da3be7b01ec420e03ad622a1883abd6d254e969c30e850f4d31ce0dc24","2-7c25d2e770389c8abbdddc8a2e5418c9a478e47f83017c2d3d2cfc48a2137391","Various","","6-38d6bc1f55000bdf11c54d73bb041a92f756d15d8a5fe9111c9acd03c2e5d921","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2013","See End Item P-5A","2013-01","2013-12","922.000","1","","","","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","722a40da3be7b01ec420e03ad622a1883abd6d254e969c30e850f4d31ce0dc24","0-79ce583364697fbaecd7c06d7fd76942c7d3dab16e14c28130a3a21ce903299f","Various","","7-92b36937227c8be84436d5671ae25bb9f0b8170bc01a8326e19333d06aeb8a60","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2014","See End Item P-5A","2014-01","2014-12","543.000","1","","","","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","722a40da3be7b01ec420e03ad622a1883abd6d254e969c30e850f4d31ce0dc24","1-72598b8e125b528140b262c7f4f4f53508d76a0c5c1295774341651887bcc889","Various","","7-92b36937227c8be84436d5671ae25bb9f0b8170bc01a8326e19333d06aeb8a60","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2015-01","2015-01","543.000","1","","","","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","722a40da3be7b01ec420e03ad622a1883abd6d254e969c30e850f4d31ce0dc24","2-a8f58404c7436b166697777c5daa06f94b781db94992983abe61759eb5b0ad0a","Various","","7-92b36937227c8be84436d5671ae25bb9f0b8170bc01a8326e19333d06aeb8a60","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","TBD","2015-02","2017-07","48.000","0.429","false","2014-02","SS","FP","2015-BASE_PROCUREMENT-2015-DEFENSE_MDA-PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2015.xml","871ed13dc6bbadf09a6840de2eb4536eb285b3b925625ab4f8982bbcee7d0b0c","0-5063d19a4c5bc90d262662b98de1631ab18ca8cb9c6551ec3c4ce7c57fefe2f2","","","0-1dfdc9ac47b2d72e66aa51dbe9bbbcac1b994368bd3e196f2d77fd8c3a45ca4c","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","TBD","2015-02","2017-04","48.000","0.289","false","2014-02","SS","FP","2015-BASE_PROCUREMENT-2015-DEFENSE_MDA-PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2015.xml","871ed13dc6bbadf09a6840de2eb4536eb285b3b925625ab4f8982bbcee7d0b0c","0-e541b2caa557bfdff288f5991c15e935af89c85aa7d6fd7a5010224075b28396","","","1-f23540873faa286ed6d89950d4d3d9b27baaf33cad01e176fbe57ec260b7e2a6","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","TBD","2015-02","2018-01","48.000","0.376","false","2014-02","SS","FP","2015-BASE_PROCUREMENT-2015-DEFENSE_MDA-PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2015.xml","871ed13dc6bbadf09a6840de2eb4536eb285b3b925625ab4f8982bbcee7d0b0c","0-b23129194bc7f6fae6246d9abd82a832787e5002d731d67afe646802250ead5a","","","2-c62056d538d83180e40c981041d6e822a7667d08375f5943b50e155f9c0f9497","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","TBD","2015-02","2017-04","48.000","0.341","false","2014-02","SS","FP","2015-BASE_PROCUREMENT-2015-DEFENSE_MDA-PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2015.xml","871ed13dc6bbadf09a6840de2eb4536eb285b3b925625ab4f8982bbcee7d0b0c","0-d4ab8688ba88b68b73e03b11e9f23e6734b0326dc6a3f0d231760c12cadc7d95","","","3-4242435da5e844e973e7c25146452e3b09771abb632468afe585654056cfcc26","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","TBD","2015-02","2017-07","48.000","0.429","false","2014-02","SS","FP","2015-BASE_PROCUREMENT-2015-DEFENSE_MDA-PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2015.xml","a2c1fa7460f99b0686c1d03620554a078d5dbe057abc9a54c1f45d51b951755c","0-666258f76b3781ae1ea502f92b25c1635e114e4e6f4aeaa595ea7e98e761d27b","","","0-5df228a5c0c350813c2a8d42e8a9ca1a8901e6b2fa79af92db14836d3f3792fb","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","TBD","2015-02","2017-04","48.000","0.289","false","2014-02","SS","FP","2015-BASE_PROCUREMENT-2015-DEFENSE_MDA-PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2015.xml","a2c1fa7460f99b0686c1d03620554a078d5dbe057abc9a54c1f45d51b951755c","0-1a669159a1098f3864bc68cbf51f844a3c7076c933bb3d11172bc80e8a7289df","","","1-b562062923f85080352f2fbfac7792e1904f7c6545bdbb2fff4fb27bdb1a40ba","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","TBD","2015-02","2018-01","48.000","0.376","false","2014-02","SS","FP","2015-BASE_PROCUREMENT-2015-DEFENSE_MDA-PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2015.xml","a2c1fa7460f99b0686c1d03620554a078d5dbe057abc9a54c1f45d51b951755c","0-ca68ee55e36e7db2144ca7066729406f18cdc759e2b21d96e148fdb29d025b75","","","2-61a27b68250b0448f5021fa48eccec47af13621206e47ae2e4a7421e2b1a59f8","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","TBD","2015-02","2017-04","48.000","0.341","false","2014-02","SS","FP","2015-BASE_PROCUREMENT-2015-DEFENSE_MDA-PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2015.xml","a2c1fa7460f99b0686c1d03620554a078d5dbe057abc9a54c1f45d51b951755c","0-31f3fc78bc52964defa48e2c468be52d0aa4ea01af11b27f4c613a3f41527b70","","","3-9e3015446c2c6536f130b6f56678fe3bfcea3a1a177a68c1a44c798433fbfd66","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2014","See End Item P-5A","2015-01","2016-01","35","3280.156","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","9344ac11b4fa76a618675d937f3fe42ebc84b65beaa2732695b13bb0e1911270","0-c72b4479927e13435996e6da99983a2dc52527a808a28c07748ebdba06f39d57","Various","","0-f95e26c229b5d2a12901a56f1bdcdf893950584fbc45d9a29a4902a3da91d30f","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2016-01","2017-01","35","3280.156","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","9344ac11b4fa76a618675d937f3fe42ebc84b65beaa2732695b13bb0e1911270","1-7c039ea2ff991d0c54eacf94dbfa74a19dbb960c91661cca561faa3a706a41ad","Various","","0-f95e26c229b5d2a12901a56f1bdcdf893950584fbc45d9a29a4902a3da91d30f","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2016","See End Item P-5A","2017-01","2017-01","64","3280.156","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","9344ac11b4fa76a618675d937f3fe42ebc84b65beaa2732695b13bb0e1911270","2-04ed05e5cee13d951f14711d087f5cd799b05fd05071b7408024e69f82be9858","Various","","0-f95e26c229b5d2a12901a56f1bdcdf893950584fbc45d9a29a4902a3da91d30f","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2014","See End Item P-5A","2014-02","2015-08","70","708.72","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","35561decf1186cab62534ac5ef5e8832877d90792e1d60872f5196bad9dd6cca","0-7615360b88d99e5386c3b16eb048bf862651e775df546a45df8e902b48d23c1a","Various","","0-94c28afaaca54213cb7be8ce2cfd90fd6116364842497ceb2fc1d707408fcda7","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2015-01","2016-07","70","708.72","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","35561decf1186cab62534ac5ef5e8832877d90792e1d60872f5196bad9dd6cca","1-e91488244d8e07b73ddcbf48155013f52558cb5bcaed7b1a9e8d90b72b1ff249","Various","","0-94c28afaaca54213cb7be8ce2cfd90fd6116364842497ceb2fc1d707408fcda7","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2016","See End Item P-5A","2016-01","2016-01","82","708.72","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","35561decf1186cab62534ac5ef5e8832877d90792e1d60872f5196bad9dd6cca","2-61e034eaa099182fc80d4061d2713f65ddc19ebb26882de988051e61b08bd54c","Various","","0-94c28afaaca54213cb7be8ce2cfd90fd6116364842497ceb2fc1d707408fcda7","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2014","See End Item P-5A","2014-02","2014-08","70","42.902","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","35561decf1186cab62534ac5ef5e8832877d90792e1d60872f5196bad9dd6cca","0-e5eb3fddb110e94253529c8a9aac747fcf6d12895948939a1b7bb2d4eca72292","Various","","1-f219f4f6ce77a5d4c740fb615bcbe7de7ef3e969c4240b0b26a1f48cd39ee4f8","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2015-01","2015-07","70","42.902","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","35561decf1186cab62534ac5ef5e8832877d90792e1d60872f5196bad9dd6cca","1-5c5d221e4b05169d3cd534ef147bf2528469b15178c279fc0ab7c0fbb925e9af","Various","","1-f219f4f6ce77a5d4c740fb615bcbe7de7ef3e969c4240b0b26a1f48cd39ee4f8","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2016","See End Item P-5A","2016-01","2016-01","82","42.902","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","35561decf1186cab62534ac5ef5e8832877d90792e1d60872f5196bad9dd6cca","2-ab755dbaa5495c49cde9cddb983ca001a366eea20864be5cc5140aca0ffbba66","Various","","1-f219f4f6ce77a5d4c740fb615bcbe7de7ef3e969c4240b0b26a1f48cd39ee4f8","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2014","See End Item P-5A","2014-02","2015-04","140","329.695","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","35561decf1186cab62534ac5ef5e8832877d90792e1d60872f5196bad9dd6cca","0-ed9c2dc9d3950241039c30e53532a33240b0d835c0b851ee78dd7b868e6aff81","Various","","2-fe0776a53d9d5aeeb958cb02e95736b7731a6dc052dd9a311475985343c66be6","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2015-01","2016-03","140","329.695","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","35561decf1186cab62534ac5ef5e8832877d90792e1d60872f5196bad9dd6cca","1-e8d6322b0ac3b2aa75fe074aaf742cac2aff10782c142172b084498be2cd9d07","Various","","2-fe0776a53d9d5aeeb958cb02e95736b7731a6dc052dd9a311475985343c66be6","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2016","See End Item P-5A","2016-01","2016-01","164","329.695","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","35561decf1186cab62534ac5ef5e8832877d90792e1d60872f5196bad9dd6cca","2-4110355e6559eaaeb5847b2805b2a9b118b0f025d286a82d7da383b52d43870e","Various","","2-fe0776a53d9d5aeeb958cb02e95736b7731a6dc052dd9a311475985343c66be6","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2014","See End Item P-5A","2014-02","2015-02","140","53.256","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","35561decf1186cab62534ac5ef5e8832877d90792e1d60872f5196bad9dd6cca","0-c52ed1d8bb8d33f8d5e6d4532a313d04f1f9370836f2c0ab40a5bb54b6a720a9","Various","","3-4451ff8a82bdc57659beb3815de58204f5d7eb3c7a6d7b20f26f0cd374124d77","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2015-01","2016-01","140","53.256","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","35561decf1186cab62534ac5ef5e8832877d90792e1d60872f5196bad9dd6cca","1-6a1c98c6fa47d200388b8c9a3c19301f054cd86c99883def8825c5ef0b64d0e3","Various","","3-4451ff8a82bdc57659beb3815de58204f5d7eb3c7a6d7b20f26f0cd374124d77","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2016","See End Item P-5A","2016-01","2016-01","164","53.256","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","35561decf1186cab62534ac5ef5e8832877d90792e1d60872f5196bad9dd6cca","2-f9f1eb920e30df245ca87d5244aa5754400ec47b1aeeb134d76c0f3020d23355","Various","","3-4451ff8a82bdc57659beb3815de58204f5d7eb3c7a6d7b20f26f0cd374124d77","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2014","See End Item P-5A","2014-02","2014-11","70","32.22","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","35561decf1186cab62534ac5ef5e8832877d90792e1d60872f5196bad9dd6cca","0-656f8c12254ba22a004f438ce07351ef1e96721870d916c09b732fd24c688186","Various","","4-20348ac32e8bd68ccd82436af07f901fe76214480bd7582cc0d3e3c66768e463","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2015-01","2015-10","70","32.22","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","35561decf1186cab62534ac5ef5e8832877d90792e1d60872f5196bad9dd6cca","1-76c89a3c6fe1771d7cd18b896ff4b041c8115b473a1996c574a79f9330434c5c","Various","","4-20348ac32e8bd68ccd82436af07f901fe76214480bd7582cc0d3e3c66768e463","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2016","See End Item P-5A","2016-01","2016-01","82","32.22","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","35561decf1186cab62534ac5ef5e8832877d90792e1d60872f5196bad9dd6cca","2-9e5ba593cb87695a002525c3191c60006e865343301977e83fd925a35ce79d22","Various","","4-20348ac32e8bd68ccd82436af07f901fe76214480bd7582cc0d3e3c66768e463","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2014","See End Item P-5A","2015-01","2016-03","0","0","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","35561decf1186cab62534ac5ef5e8832877d90792e1d60872f5196bad9dd6cca","0-78b80334a58bdb870c78089c50de86d7ce6299868d48d8cc17c289e3b4f4f800","Various","","5-d0353db74195b577373604be66b1e176dd9cfa299ecebaa929bc96028d422743","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2014","See End Item P-5A","2015-01","2016-01","0","0","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","35561decf1186cab62534ac5ef5e8832877d90792e1d60872f5196bad9dd6cca","0-8db3c6d5baea8ca53204de111d66621ba2fdf5cb40745d1324942188d90ac8b3","Various","","6-64f5ba0c68d12b73710e062801cbf85a98d9504280cf4df18696b705093c5c56","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2014","See End Item P-5A","2014-01","2015-08","6.999","0","","","","","2016-BASE_PROCUREMENT-2016-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","a165d0be6144e6f49e80b5586363567ae0ec4790d0f3b569f3260420117a3760","0-229b95416abf5bb48dddf3942b6a23acdd1d25c0a008d77854a00d330069f5cb","Various","","0-5a4ec4e6e63a6e2763df662d0359aa0a43b475a6bd935ca5ea8a0db0747190fc","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2015-01","2016-08","7.018","0","","","","","2016-BASE_PROCUREMENT-2016-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","a165d0be6144e6f49e80b5586363567ae0ec4790d0f3b569f3260420117a3760","1-5add7fad41838b119b20e8d87060c989f23f15654a0ced418993ece514015745","Various","","0-5a4ec4e6e63a6e2763df662d0359aa0a43b475a6bd935ca5ea8a0db0747190fc","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2014","See End Item P-5A","2014-01","2015-03","0.905","0","","","","","2016-BASE_PROCUREMENT-2016-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","a165d0be6144e6f49e80b5586363567ae0ec4790d0f3b569f3260420117a3760","0-648637a77c900ffc71673d540823f4c97b3af2510a1c8c476c18fae870774812","Various","","1-378b08590358984619e9ac2146e5709b90047c1d9cc58f7ed5910af55a356aef","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2015-01","2016-03","0.905","0","","","","","2016-BASE_PROCUREMENT-2016-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","a165d0be6144e6f49e80b5586363567ae0ec4790d0f3b569f3260420117a3760","1-deb098ba4a86944a01ba75847573a16c35140147d2688fbb98a50164948ea87a","Various","","1-378b08590358984619e9ac2146e5709b90047c1d9cc58f7ed5910af55a356aef","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2014","See End Item P-5A","2014-01","2015-01","0.17","0","","","","","2016-BASE_PROCUREMENT-2016-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","a165d0be6144e6f49e80b5586363567ae0ec4790d0f3b569f3260420117a3760","0-37b6709d21a33223c25d073ee5168a6b42f261135cf0c9c731ae6d562ce06151","Various","","2-c308ead633ef016ac44105fad5b3ec7fa7abaa0ea8c2cd1d68ad364d3bbcad95","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
