Name_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearFive_Quantity_val,Cost_BudgetYearFive_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Air Force Active","","","","","","","","","0","2.875","0","2.875","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","962d4978fc38de3ceec0b361291851cd9f0dc9ee6550978e513db4bc0cac01a5","0-7503b6e18847b095b387eb4928f2cf208112b89168124611ff88d8148e28e4af","0-5d2df8cf2ea636c656d421475fe4afaef97bb98bf8faf143a2278a9f287dd165","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","0.509","","","","","","","0","4","0","4","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","962d4978fc38de3ceec0b361291851cd9f0dc9ee6550978e513db4bc0cac01a5","0-aa2a428c9325bc176388148e0bed419433414663a6e2acb7e075d690cbe3e95c","0-e4c7b9a4855c6594d810fadcb88bdddf161ea6e58716c6fb5c5e83fe7f12ad50","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","0.913","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","962d4978fc38de3ceec0b361291851cd9f0dc9ee6550978e513db4bc0cac01a5","0-8551609ee5c05f025039002bc1760b0b06e0237f42a5abd6a8e975be1357d2e0","0-d70841316e75e7592dc7dde8a651b8eb58f063d4d769c1086c8590256048c0cc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","0","0.913","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","962d4978fc38de3ceec0b361291851cd9f0dc9ee6550978e513db4bc0cac01a5","1-e296660146eb123cb1626ccdcd5eb655e45df3f7e6b700416e8bac6bf451180a","0-d70841316e75e7592dc7dde8a651b8eb58f063d4d769c1086c8590256048c0cc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","","","","","0","2.6","0","2.6","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","962d4978fc38de3ceec0b361291851cd9f0dc9ee6550978e513db4bc0cac01a5","0-0708c8e086058d929723ce9ea83e19a50d1574b1faff65dd07d2b4e28b0c5985","0-b09bf8671f2ba601bbea87b13cadad2b284c92e15823d67466a8bc52abef8623","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","","","0","3.24","0","3.24","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","962d4978fc38de3ceec0b361291851cd9f0dc9ee6550978e513db4bc0cac01a5","0-549b77b86c1a68be2d668784317b5b023fa7037f09110f5010ca647b74041558","0-22f1fa9041a5040f5a1f4da00438eec498e5767c856d13c7167576681491dba6","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","1","2.709","","","","","","","1","2.754","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d94ade494792f263d837decf2973d54030c8d2830940ece28a2979b16c9df6ee","0-7b457e89dc0521e0353159f7a6154bbfe7162e06b85ebcf16281ddcab7757735","0-9789b16021dad34dc9c8920d85274b830796bc5ada1e1000a5a16869be90f23b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","","","2","0.9","2","0.9","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d94ade494792f263d837decf2973d54030c8d2830940ece28a2979b16c9df6ee","0-c3f865951e655c4b3e16c9cb395f77e83a4f99d7df9ceb26b382ed2c444c3be7","0-fcb890a6d4c9fa1e4d770c0a5bbc76b9c5ff04f83f165613f03b79740040fb1b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","","","","","1","0.5","1","0.5","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d94ade494792f263d837decf2973d54030c8d2830940ece28a2979b16c9df6ee","1-606b3072440b778f9a0df151a3cdfcf3c8c5d3cc927ed516b15e303f41d096dd","0-fcb890a6d4c9fa1e4d770c0a5bbc76b9c5ff04f83f165613f03b79740040fb1b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","","","","","0","0.75","0","0.75","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d94ade494792f263d837decf2973d54030c8d2830940ece28a2979b16c9df6ee","0-04b26f054991804db82330508d0cb5df1288617d7f0e3b80a864a1a7fb72e1f3","0-c67e4e138e217d6edb0439e415de69ab812ed8c8f153c05c9315ce264845766a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","10","0.104","30","0.298","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d94ade494792f263d837decf2973d54030c8d2830940ece28a2979b16c9df6ee","0-c03fadaa0452eefdce839fe656b6dfd6b901e937971b09a176cdd0ed24e7f32d","0-22ac134238831f6c877cdf968a2a05793af4a0babed9d4b94263fb83c8f307ef","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","7","0.073","19","0.202","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d94ade494792f263d837decf2973d54030c8d2830940ece28a2979b16c9df6ee","1-921b9b1d9c82fccf20343d62b561dfcd0a346484a7b733715db15d5929287900","0-22ac134238831f6c877cdf968a2a05793af4a0babed9d4b94263fb83c8f307ef","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","9","3.321","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","49e34ff2378c5e41f79fbefe630422a0ebf57ae0aeea1940ff1b9ab0b3ba513f","0-282d23d11916d04093ef863cd67c790fb31be34828f187903f7a493657d79924","0-8f9ea855397c5cf028e8c1b202d6eb310ac4110fc1339acbae2ccb014afe6a85","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","2","5.7","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","49e34ff2378c5e41f79fbefe630422a0ebf57ae0aeea1940ff1b9ab0b3ba513f","0-6f6a3b866c48deaa56b8c175a683a01d7e0a2b57bf5c3b21561921294684aa2d","0-fff7f7e87b2d0f0cd29a54bf481970a5815a05c253ad3edba1641a21af8f6d60","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","13","3.553","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","924b67d925125ae784e18ba5231b1ef1bb76ca9bae6fb77405d2b7b952f1a4c4","0-d6812babcf88551d99ac8020a2b469584f632e9691b1af306bdd179de66d95d0","0-cdaa7019f1981a167cef6f3d4a9d38f31f8d927979d1fd9a59f5f912362171d0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","16","4.373","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","924b67d925125ae784e18ba5231b1ef1bb76ca9bae6fb77405d2b7b952f1a4c4","1-50d3ff5941d5fd3a7ea016e6b7ef2db11ffc62696ebfeae64ddde0b0ec06c425","0-cdaa7019f1981a167cef6f3d4a9d38f31f8d927979d1fd9a59f5f912362171d0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","5","1.366","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","924b67d925125ae784e18ba5231b1ef1bb76ca9bae6fb77405d2b7b952f1a4c4","2-6d9bcb358bddecaab33b2570e575f4a11e1df5e28f619a7b4a9dd5c339842a3c","0-cdaa7019f1981a167cef6f3d4a9d38f31f8d927979d1fd9a59f5f912362171d0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","10.464","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","401e0514fcb24be219637162e13c026e0aff3fe4f07fc06a930c9a43285b5659","0-3faeed6fd149c30d9702956be75198cc8cee49ac338685cd7749b952be5a29d2","0-55ffe2a56baf65ae9d667b64bebe0398a2ed5cf0851cd91b26ee4953d8dfc36e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","6.872","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","25f69fda9244bc379e974d5e4441cc933b9e2dc3b96860b4244dfaa5bb21d39c","0-2dcbe442d0763178affbf4f3297010656b263c66fcfed21ed95e457ca83e8b2d","0-fbbb22ddc65cda8b5c51a9a83e2a4e3fce2d1f170138098e8e9a55d492c0edaa","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","43.853","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","25f69fda9244bc379e974d5e4441cc933b9e2dc3b96860b4244dfaa5bb21d39c","0-752347fcea63cbe151a944850da1a3877a8d96b7db2fb55ed99bb7c6d3359984","0-51445b794a5be68c8605c1d1e8c71eb010dfac2afe5a6f9682a42cad5884ddcc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","5.076","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","25f69fda9244bc379e974d5e4441cc933b9e2dc3b96860b4244dfaa5bb21d39c","0-d55158cc931ab9f7f45e40ac66ce76b0eb967417a4f1d6a5a5b473b4ec70443a","0-a48c7c14006544416953cc2cd731a69a0321f18e4bb73c7c8faf88552ff2683a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","4","53.765","1","8","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4b3714287c1937f7f3999b7ceac1143b666e525065c2f7f9b4f673af8cc01969","0-3021db351f4aba4dfc2185c37873b8fe1199160e29b90cad67f23586e4254456","0-e262134ac98df91b7cade61b5835988d48a474bac1a700fa9201764c434e8aa0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","4","1","4","1","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8aeba8df8dd55223d2c11627d80843f5b48f347eac8ee46036b01059b2d314c4","0-c62e6e14d41e3fae854dad8b177c882125b7ef22f2ab9e1de718a3cef8d5f102","0-8cd1ab94ba4b6e5ccbfbf25378eefaeceeda8a8580858d5ad4879bf54ffc2439","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","2","2.848","2","2.848","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8aeba8df8dd55223d2c11627d80843f5b48f347eac8ee46036b01059b2d314c4","0-54e55a7c9aefd21e97206bad413aa02b9ae040197e2c48d8011ceb3453d0d92a","0-ef273d9674b44f2724e016f537ac50228d8d78a35727cc1b44f97ce0dea44952","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","1","3.1","1","3.1","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8aeba8df8dd55223d2c11627d80843f5b48f347eac8ee46036b01059b2d314c4","0-bef16fdb21d03c4c92042e8875db087d503cd31745364c18b6c44e3c1826d139","0-ef76ec5fe381b6fc0e71f076af5dbdfd04373c175b01baf0187da49c9884ef41","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","1","2.97","1","2.97","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8aeba8df8dd55223d2c11627d80843f5b48f347eac8ee46036b01059b2d314c4","0-680524e0c7417d5fcefd1df86a391e97e91d349d47b22202eed13238fbe81030","0-f1a531a9d105e55d7db3d64d75a0596c428407ee7a6fb905842e6f31af49dabd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","6","10.305","","","","","0","10.305","0","10.305","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ba6bc6cfde583a371e665ca4731f5d9edb93b18be168e4f8e2272bb29bc7cdd1","0-e355ca8dd3f6326346f4952a1ce5400c2f801887f077bd97c40166c8e25fb64d","0-b1185ff891fb9db5898f83c41a63d4f0c4fb28a7e48b77cf03338728c1280642","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","9","3.013","","","","","0","6.444","0","6.444","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ba6bc6cfde583a371e665ca4731f5d9edb93b18be168e4f8e2272bb29bc7cdd1","0-527686d6a8a96e12f4414fe9154349c885cc027b179243195e9bff5cf15df66b","0-942a8a45a1d30308a725e48c0a6b0fb19dc3d32c1a30635b023b5a279e91c214","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","9","0.204","9","0.204","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","bbe19e056d5a56d1e0a0f0b447d77ce7749b74494abc97d27d6eac183f790f36","0-c756e0a5764fced6363ea0810f7368238ea7ed80dbfef1cd28bb7211283aebaa","0-287f3a3dd0e2d8904240cfb24ea05ff49ac1f63ade0545d52932a282efb775bf","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","","","9","0.204","9","0.204","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","bbe19e056d5a56d1e0a0f0b447d77ce7749b74494abc97d27d6eac183f790f36","1-c4cecf76a4083ebf58202ad5bf75e0dcab1f58b3bafa442f0f0959759d52ea9a","0-287f3a3dd0e2d8904240cfb24ea05ff49ac1f63ade0545d52932a282efb775bf","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","","","7","0.158","7","0.158","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","bbe19e056d5a56d1e0a0f0b447d77ce7749b74494abc97d27d6eac183f790f36","2-cbb6700ab25313f5a626eb981bc1bf70f21bcaf3ba1a572931c7ee7b199fead4","0-287f3a3dd0e2d8904240cfb24ea05ff49ac1f63ade0545d52932a282efb775bf","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","6","0.3","6","0.3","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","bbe19e056d5a56d1e0a0f0b447d77ce7749b74494abc97d27d6eac183f790f36","0-5d5d7293afd57665e7ed86fdf6de0dbc96bdda15624a8f0edb88dddb96dd0041","0-a38561978ddff61f94eec409d6b7cf03642728e3e80c52a3c394587573fa0e27","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","","","5","0.25","5","0.25","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","bbe19e056d5a56d1e0a0f0b447d77ce7749b74494abc97d27d6eac183f790f36","1-fb2e518024e9daf80f4cd43ecdeb7d25e340910266501ac3b9c538ff520d8bd5","0-a38561978ddff61f94eec409d6b7cf03642728e3e80c52a3c394587573fa0e27","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","","","5","0.25","5","0.25","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","bbe19e056d5a56d1e0a0f0b447d77ce7749b74494abc97d27d6eac183f790f36","2-f97564f972dc9b0b5a2eb3dca348c7bc41f682a028c8d35672fef7296c89daef","0-a38561978ddff61f94eec409d6b7cf03642728e3e80c52a3c394587573fa0e27","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","5","1.125","5","1.125","0","0.000","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a6da5a639dd2fc8173209157d8bdf492c2fadf5aedcfcdcedbb9d18303bd52c9","0-280a6846fea98fe128f7b8974954b05e897d11f262b208108003b9dd902a00e2","0-92f8ff984b6f4f533781258bdeed192833b8a2f5ee28455ea392ec788c6b05ff","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","0.318","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","dfc626791a3192024dd7bd7a9ec281d47b71062c0c7555a5d657d7acb0270465","0-fc26d046830e80e047baec6b8d5bef5ad1eca0c9019ca7dee004b0ec4a729f36","0-96968768c7077dd88f1db79137048fff0d19c809dbadb8a95045b8d38f7baa85","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","","","","","","","12","0.9","12","0.9","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","dfc626791a3192024dd7bd7a9ec281d47b71062c0c7555a5d657d7acb0270465","0-2126609f53378413a53f9518a84f14e9946b52aaf0b69bf6d70b7e86e4f50bd4","0-8468c07dfa82da6653b8f077daa7ea3c84483f84fd4c120ca5a650a6739440c6","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","123","0.000","123","0.000","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","faf657b0e86f6ef17fa397f4e678e5d70b8156601cec63c6f55654ceed27e733","0-a7adc1e708010cf6747f353292b5f37a408abf2e876bfd8767cef8a947ee0fcb","0-8d0001597dc83a0f795f68f74f113ac2036feb72c182dd4087f8c3c0826ced64","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","32","5.969","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","2a1982c8ef17506a9dc74f4de49df0867a3613ffc631a2731e73d1ea73bf7038","0-ace89378410445257ff73aa4bda007648a46628e6a4f5ee6dc671d9c54151550","0-53ac6c54d1af5023bac0f3545f2b1780f7a7f6317e59a10bc087b2977750dcd1","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","12","6.265","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","2a1982c8ef17506a9dc74f4de49df0867a3613ffc631a2731e73d1ea73bf7038","0-ebb0014dca9dde9f46df8b0d1f94bd2cef913c3b2713198319e4a53c92a3fe41","0-856fd202b5ace2d286b5e24f116874494fb8bd82d5b531e30be64ca3d3f46260","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","32","4.548","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","2a1982c8ef17506a9dc74f4de49df0867a3613ffc631a2731e73d1ea73bf7038","0-2f73563fec6943e688ed2ae494d23522128aff5c03f7753ca5eea66ee5894f63","0-9553d3b720f06d79920e0e19129f0579a1ab68e9108cbbd7ccce00e16ee6f037","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","49","2.209","49","2.209","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","2a1982c8ef17506a9dc74f4de49df0867a3613ffc631a2731e73d1ea73bf7038","0-1601bb7f301af0b33ce896f8a89ef59ab66c2c2f9c8726140226e9110cb589d6","0-a4fdee7096db7aa56c0478704b6f386aaf3681b66ccf00ed5eb26a249b0deb96","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
