FiscalYear_val,FiscalYear_@footnote,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,Quantity_@footnote,UnitCost_val,SpecsAvailableNow_val,RFPIssueDate_val,ContractMethod_val,ContractType_val,@SOURCE_FILENAME,@RECORDID,@ROWID,OCO_val,FundingVehicle_val,RevisionsAvailableDate_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ServiceAgencyName_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ProcQuantity_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_MonthlyDeliveryList_MonthlyDelivery_Month_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_MonthlyDeliveryList_MonthlyDelivery_Amount_val,MonthlyDeliveryScheduleTotal_ProcQuantity_val,MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery_Month_val,MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery_Amount_val,@PARENTROWID,@PARENT
"2014","","TBS","2014-02","2014-05","1","","22589.000","false","","C","FFP","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","67071f71009ab11469c26da696e0ae2604f627ae46a7ffdcb7d3fa6a96a5fd24","1-4135dc3a6d2b33d851ecf0d866f595fb4393346b2533acb7533156b810109ea0","","","","","","","","","","","0-b587a378085ce18cdc506fa4b273c2558ac868e51320e2f70f5bf1d95b3e1793","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","AMCOM EC, Huntsville, AL","2014-04","2014-07","1","","1175.000","false","","C","FP","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-6ad7feb014626f61396e414d5a0d7a63349bfb48ec816a621bbe65349253afc8","","","","","","","","","","","0-0efa5e736510723ca1225955f047630f76b3a51fe369192cc6009381359461bb","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","TBS","2015-02","2015-02","1","","1065.000","false","","C","FP","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","1-de3a885710a03275b1b736efc8f1a094c9da3cfaeaaefb66ebaf48b267c8f581","","","","","","","","","","","0-0efa5e736510723ca1225955f047630f76b3a51fe369192cc6009381359461bb","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","TBS","2014-06","2014-08","1","","496.000","false","","C","FFP","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-9b62bafdfa2e8a36050e4ca6a5f2e1781658c8e43a4a2c3e8581bd3b44d82c58","","","","","","","","","","","0-56782c52248847f181b0103df4a9b1bb236f8a7b61ddb0e042a1f7938ff6e694","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","TBS","2015-06","2015-08","1","","1700.000","false","","C","FFP","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","1-0702aff6f4aff2429e5e5c70c03173ff8ae534f7bc0a3b9c0621feaa31ec0a40","","","","","","","","","","","0-56782c52248847f181b0103df4a9b1bb236f8a7b61ddb0e042a1f7938ff6e694","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","ACC-RI, Rock Island, IL","2013-03","2013-03","1","","2299.000","false","","C","FFP","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-c1ab7974d5d223cd8b0037087256d8c614f721d0b62f27e8699bc4be7d922215","","","","","","","","","","","0-56459910de82bd42646c83b212050d2e1cada7b9b0382eca2b5305c5fd65a043","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","TBS","2014-06","2014-08","1","","5040.000","false","","C","FFP","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-1f9f03b6a4a4305f52dea5a497bb9d52bb13f87b863256d12791dd48aeac444c","","","","","","","","","","","1-4e64b1b6e84096431d8b12435e0d4f3812639635d479ea25f5fe8282f4eff499","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","TBS","2015-06","2015-08","1","","6041.000","false","","C","FFP","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","1-b35e260592e6964bcd3e2053cc934b6c5540bc66cccec09946cedc8cf9c5784c","","","","","","","","","","","1-4e64b1b6e84096431d8b12435e0d4f3812639635d479ea25f5fe8282f4eff499","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","TBS","2015-04","2015-06","1","","761.000","false","","C","FFP","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-aeef6a19dcecbefbf9669fe3df133bde700b6a25702966fdeda16c55b391e81b","","","","","","","","","","","0-12d156e6801b7a61afef599651cda87db1855b8dc05d4df9b45c3267507e82d8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DOI, Sierra Vista, AZ","2013-04","2013-05","0","","0.000","false","","C","FP","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-9176d760e76630a976e51cabf5739fa360516326d57919b069199b6dc1d59831","","","","","","","","","","","0-2a208d35ca77823ad076cfdfc2a3c1b740f4dd3377d8ad57f10704e3858b6a23","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","TBS","2014-06","2014-08","0","","0.000","false","","C","FP","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-457cfe081ed498a45df4999485c1a9606fdba8ccacc8003fe90676ce135e0e2f","","","","","","","","","","","0-4df38cb9b1fc2235fb8e9d91a51bb01f3078699c4e11820936524933578156d2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","TBS","2015-02","2015-03","1","","155.000","false","","C","FP","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","1-5967ea6a4da41f1a93f23c6be5ff2d3118c7d58eab2c94a3c43002326b740132","","","","","","","","","","","0-4df38cb9b1fc2235fb8e9d91a51bb01f3078699c4e11820936524933578156d2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","MICC, Ft. Eustis, VA","2015-09","2016-03","1","","451.000","false","","C","FP","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-6c37c917f6e6ceb6f1ccca0e6b53fc37f7d579a945ea769d270a06ffbbfa4b3d","","","","","","","","","","","0-b161ace0497bc7228d39389eb5d72839aa3e871cf9880baa36d7322ce3236397","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","TBS","2014-12","2015-03","1","","1411.000","false","","C","FP","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-0632675ccc208dff70f1eace7165f8eb606479c62dff6af8da43ba88da561a93","","","","","","","","","","","0-7cb142564e7489fc35c37641b1f09c1401e8c8e72ea575dc074fe894912ea4e0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","TBS","2014-02","2014-05","1","","1672.000","false","","C","FP","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-dd1340a3c3c22ceaff544867a82e3fecf9f06c5f3062b2fc81c2cca0447d072b","","","","","","","","","","","0-9340854a2c0a298a47bfe635f514ff6075e657a981a85e9f65b39dfdb3bb3a2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","TBS","2015-02","2015-05","1","","1138.000","false","","C","FP","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","1-ce40b6c0d7ea81259ee1330ad52b1c092a94fc620629058666bcbe57aba73187","","","","","","","","","","","0-9340854a2c0a298a47bfe635f514ff6075e657a981a85e9f65b39dfdb3bb3a2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","ACC-RI, Rock Island, IL","2013-09","2013-11","1","","460.000","false","","C","FFP","2015-BASE_PROCUREMENT-2015-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bedafffdb4dc3a382094a452b4e6bbae6568910781ead59127205c527d1a2756","0-44b7e7836ea2013ce2b4ce899877c3df4c3af23d5518b94ec0848cb8fdfde39a","","","","","","","","","","","0-8a4a53240f699b24f960f29c04a44807ca1daf78dfa36ca6be9d3fe14a7e232f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DISA","2013-06","2013-09","25.000","","0.025","","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.xml","d94f019ca6ad47831570c156dff39434da9ab15bce0586d43be1216cd4cf1d47","0-b07e863f465f26f618c78b0e3b277c42d3afdd7484e4f96e09c26061fd32ae58","true","MIPR","","","","","","","","","0-da72572e18946c6970d574bc1fbfc9a57919c434bc7a1158df6fa49779fc1b6e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","DISA","2012-03","2012-05","87.000","","0.025","","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.xml","d94f019ca6ad47831570c156dff39434da9ab15bce0586d43be1216cd4cf1d47","1-3bae0e776993287718f4f31d912a995b3e7375683bd500ce05dd356eec16d760","true","MIPR","","","","","","","","","0-da72572e18946c6970d574bc1fbfc9a57919c434bc7a1158df6fa49779fc1b6e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DISA","2013-07","2013-09","2.000","","0.521","","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.xml","d94f019ca6ad47831570c156dff39434da9ab15bce0586d43be1216cd4cf1d47","0-d2d1b6369cbb3205ba2768f1d23b0b06c678209ba9049bc9bb2715c2e6cd23e1","true","MIPR","","","","","","","","","0-a01b7e9d274d6504dd444f6f2f0864db4b9645388bb6114ef1e92a8a690ec4da","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","DISA","2012-07","2012-09","2.000","","0.654","","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.xml","d94f019ca6ad47831570c156dff39434da9ab15bce0586d43be1216cd4cf1d47","1-8e762b8b4f31fc608ae4d58441afd3d8a59148a8e6ebe72e0c7e9c753537e5f8","true","MIPR","","","","","","","","","0-a01b7e9d274d6504dd444f6f2f0864db4b9645388bb6114ef1e92a8a690ec4da","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","DISA","2015-07","2015-09","3.000","","0.459","","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.xml","d94f019ca6ad47831570c156dff39434da9ab15bce0586d43be1216cd4cf1d47","2-0c4893024e24d40eb3c0814bd55ee236a0cab875788f748748eb07d2619719bc","true","MIPR","","","","","","","","","0-a01b7e9d274d6504dd444f6f2f0864db4b9645388bb6114ef1e92a8a690ec4da","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DISA","2014-04","2014-08","2.000","","0.459","","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.xml","d94f019ca6ad47831570c156dff39434da9ab15bce0586d43be1216cd4cf1d47","3-24bf52a8029182665c7db60f11d9c59ca000f9de1c7b2a501164cb25f6e85da3","true","MIPR","","","","","","","","","0-a01b7e9d274d6504dd444f6f2f0864db4b9645388bb6114ef1e92a8a690ec4da","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DISA","2013-06","2013-09","25.000","","0.025","","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.xml","0ba1ff01b1584bc3e78a57a5ea1922c71db0daf80e4e1f03a022614b8e202d41","0-3b2c7ba8f3bd768caa744741e9ffc9959e8f29659b6d8376015921722149b943","true","MIPR","","","","","","","","","0-b7bd500e9c9ea28964e7947dc18ba9ca63e53c007c96c555a3dd51e1483dfd4c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","DISA","2012-03","2012-05","87.000","","0.025","","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.xml","0ba1ff01b1584bc3e78a57a5ea1922c71db0daf80e4e1f03a022614b8e202d41","1-e0bd22e6adb1d055067ce3cbb5842dfe8d6df75def8cc288aeaee84cf6b3ba9c","true","MIPR","","","","","","","","","0-b7bd500e9c9ea28964e7947dc18ba9ca63e53c007c96c555a3dd51e1483dfd4c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DISA","2013-07","2013-09","2.000","","0.521","","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.xml","0ba1ff01b1584bc3e78a57a5ea1922c71db0daf80e4e1f03a022614b8e202d41","0-a10e22784037e8a61314a07a4a0b8cf521665110a8be36d2447400e05ab078fc","true","MIPR","","","","","","","","","0-7717636423401bdc6af669c1df3c0ccb8196a9b9863333fee6a9b82182ca6157","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","DISA","2012-07","2012-09","2.000","","0.654","","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.xml","0ba1ff01b1584bc3e78a57a5ea1922c71db0daf80e4e1f03a022614b8e202d41","1-47b4927f4b23cc7a4dead348d71d358bbc19efba1dfe5cbef437b873caffda7c","true","MIPR","","","","","","","","","0-7717636423401bdc6af669c1df3c0ccb8196a9b9863333fee6a9b82182ca6157","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","DISA","2015-07","2015-09","3.000","","0.459","","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.xml","0ba1ff01b1584bc3e78a57a5ea1922c71db0daf80e4e1f03a022614b8e202d41","2-30a887146fc7a9d23d00d8fe83f4c4df4b5d0ed447a9a2c2a00f61508e4ccbdb","true","MIPR","","","","","","","","","0-7717636423401bdc6af669c1df3c0ccb8196a9b9863333fee6a9b82182ca6157","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DISA","2014-04","2014-08","2.000","","0.459","","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.xml","0ba1ff01b1584bc3e78a57a5ea1922c71db0daf80e4e1f03a022614b8e202d41","3-832a9a9a527aa93e3c9a2172a05d6afa4a7df2740f69b2c3f0862fe6052f8b5e","true","MIPR","","","","","","","","","0-7717636423401bdc6af669c1df3c0ccb8196a9b9863333fee6a9b82182ca6157","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DISA","2013-06","2013-09","25.000","","0.025","","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DEFENSE_MASTER_JBOOK-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.xml","303b558d79ac8de02c9b26612b66f29a4d300e030b75eec7d9b97dfeddac8680","0-e9d9ff6fe64c8ab01fe96cb30936edcb2c7c63b21577aa69ed9b9b9d9ffa8059","true","MIPR","","","","","","","","","0-4a3e6755de29f2d2ce17bf8ab5aefe0f7d49270f52b7a082ff594c1109c92baf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","DISA","2012-03","2012-05","87.000","","0.025","","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DEFENSE_MASTER_JBOOK-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.xml","303b558d79ac8de02c9b26612b66f29a4d300e030b75eec7d9b97dfeddac8680","1-0d15cdf8c8506ee0cc23fc3d59f108ba30b52343f54fc7e56481b68abf038bd0","true","MIPR","","","","","","","","","0-4a3e6755de29f2d2ce17bf8ab5aefe0f7d49270f52b7a082ff594c1109c92baf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DISA","2013-07","2013-09","2.000","","0.521","","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DEFENSE_MASTER_JBOOK-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.xml","303b558d79ac8de02c9b26612b66f29a4d300e030b75eec7d9b97dfeddac8680","0-50f33dcbadf6968333955bff36aba51ccfeb169768a251c237ef18c6b423e7c8","true","MIPR","","","","","","","","","0-7274d2b921dd5f323a7003316a7d89c6b68a8b11b1ecff7a2e7d1d0735e6ada8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","DISA","2012-07","2012-09","2.000","","0.654","","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DEFENSE_MASTER_JBOOK-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.xml","303b558d79ac8de02c9b26612b66f29a4d300e030b75eec7d9b97dfeddac8680","1-aa75e202aa5d87533ba8b5d8e9f0bb467b2f312d34f76de8427f4311bf161b9e","true","MIPR","","","","","","","","","0-7274d2b921dd5f323a7003316a7d89c6b68a8b11b1ecff7a2e7d1d0735e6ada8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","DISA","2015-07","2015-09","3.000","","0.459","","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DEFENSE_MASTER_JBOOK-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.xml","303b558d79ac8de02c9b26612b66f29a4d300e030b75eec7d9b97dfeddac8680","2-8cc72b7afb6e86739aa5f06407ace2d0a4386553d9626a882733df3006f9a138","true","MIPR","","","","","","","","","0-7274d2b921dd5f323a7003316a7d89c6b68a8b11b1ecff7a2e7d1d0735e6ada8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DISA","2014-04","2014-08","2.000","","0.459","","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DEFENSE_MASTER_JBOOK-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.xml","303b558d79ac8de02c9b26612b66f29a4d300e030b75eec7d9b97dfeddac8680","3-abc77fc3ed4102a4cbc978b72c4c67ff3c4212d9ac17757c351a6b72b46f9d1a","true","MIPR","","","","","","","","","0-7274d2b921dd5f323a7003316a7d89c6b68a8b11b1ecff7a2e7d1d0735e6ada8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","AMCOM EC, Huntsville, AL","2014-04","2014-07","1","","698.000","false","","C","FP","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0daeb3840995e315e0845fec38ebc9e30d4d58064f2184f55430dcb7cef2d891","0-de0634cd8ce45b3d23eb0f84527d6765b15f5a5221bb34715430d64ccacaf08f","","","","","","","","","","","0-e0596054fdb1292d205442e417dcc9c32dfc6c922a3a903d3457796a34e4408e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DCMA, Manasses, VA","2014-07","2014-08","0","","465.000","false","","C","FP","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0daeb3840995e315e0845fec38ebc9e30d4d58064f2184f55430dcb7cef2d891","0-404f850397f201727d0416aeb96a55e71e76dd85984e35b5daca9c0491f87603","","","","","","","","","","","1-ee2192800359ed49d7dda08b293e151d41a698a595696f0bd0fd7d58550abd91","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
