FiscalYear_val,FiscalYear_@footnote,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,SpecsAvailableNow_val,RFPIssueDate_val,ContractMethod_val,ContractType_val,@SOURCE_FILENAME,@RECORDID,@ROWID,RevisionsAvailableDate_val,FundingVehicle_val,@PARENTROWID,@PARENT
"2014","","WPAFB, OH","2014-03","2017-01","7","8.000","true","2012-10","SS","FPIF","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","8e9b86220f90ce455a14b686aeeb045957500e61279471fc35c4187b1270e5ed","3-1b37dd8ed1b844c7ce411152e449bfd728b20687ce73ea0fd22bfd7f2095d893","","","0-60b6828f90b5fc681a93b11e202684a81f70b1108fa5a84943027dde3e713160","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2015","","WPAFB, OH","2014-12","2017-08","14","8.000","true","2012-10","SS","FPIF","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","8e9b86220f90ce455a14b686aeeb045957500e61279471fc35c4187b1270e5ed","4-f10b094b5819d308d66e49b02d509c08d0b07e8e41233edc1ff666d2b6611eb9","","","0-60b6828f90b5fc681a93b11e202684a81f70b1108fa5a84943027dde3e713160","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","WPAFB, OH","2015-12","2018-12","2","8.000","true","2012-10","SS","FPIF","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","8e9b86220f90ce455a14b686aeeb045957500e61279471fc35c4187b1270e5ed","5-ffefd3ad9d626735ee9ae7492fe4a1e8df03c40fd23fcecfdc529615250e3af8","","","0-60b6828f90b5fc681a93b11e202684a81f70b1108fa5a84943027dde3e713160","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2012","Congresional Add","WPAFB, OH","2012-03","2015-06","1","10.000","true","2012-02","SS","FFP","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","9d38bc75efdc1bb24fa15dd6fdcc79dd0ddabb23d16bb5fb0fb72b4ecbbd10cc","0-572cff646773d457a4502a0a826c67672ba56dec62c9e9e133d575beca54f35c","","","0-eecbcf995a4963aed386745255efc62000f8e131f0e0d273668309829300b79c","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2013","Reference footnote (1)","WPAFB, OH","2013-12","2016-02","1","10.000","true","2013-06","SS","FFP","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","9d38bc75efdc1bb24fa15dd6fdcc79dd0ddabb23d16bb5fb0fb72b4ecbbd10cc","1-6456e2be3ae7fd93f524d9310756e23eb3ff2b2fd37e5ea6c3df7f5c12b787b0","","","0-eecbcf995a4963aed386745255efc62000f8e131f0e0d273668309829300b79c","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2014","","WPAFB, OH","2014-03","2017-02","4","8.000","true","2012-10","SS","FPIF","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","9d38bc75efdc1bb24fa15dd6fdcc79dd0ddabb23d16bb5fb0fb72b4ecbbd10cc","2-fbb47dfeb5da5cc32b32ce99ef5c3ef33489e4b9618a866fefba5ee595da3b1e","","","0-eecbcf995a4963aed386745255efc62000f8e131f0e0d273668309829300b79c","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2015","","WPAFB, OH","2014-12","2018-04","5","8.000","true","2012-10","SS","FPIF","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","9d38bc75efdc1bb24fa15dd6fdcc79dd0ddabb23d16bb5fb0fb72b4ecbbd10cc","3-18ca021f42ab779ae1bee3f1c9bbb1ec54124ca274cd7e93a8d2bd3f248faac6","","","0-eecbcf995a4963aed386745255efc62000f8e131f0e0d273668309829300b79c","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","WPAFB, OH","2015-12","2019-04","3","8.000","true","2012-10","SS","FPIF","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","9d38bc75efdc1bb24fa15dd6fdcc79dd0ddabb23d16bb5fb0fb72b4ecbbd10cc","4-9b311c84346ff7ba9d85d679024fc503dd147ed802d6905af0f82f148d9f872d","","","0-eecbcf995a4963aed386745255efc62000f8e131f0e0d273668309829300b79c","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2018","","WPAFB, OH","2017-12","2020-05","1","8.000","true","2017-03","SS","FPIF","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","9d38bc75efdc1bb24fa15dd6fdcc79dd0ddabb23d16bb5fb0fb72b4ecbbd10cc","5-a4b4208d83dd3f418e75b443c5cecc08ec4b0a462b73c8cabb1d265c9366dc1d","","","0-eecbcf995a4963aed386745255efc62000f8e131f0e0d273668309829300b79c","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2012","Congressional Add","WPAFB, OH","2012-03","2015-05","4","10.000","true","2012-02","SS","FFP","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","a97dfc5ffa5535857cd61c3c158de84a1441decc875ced08ad568ff95d020f85","0-75e776bc9cf6dcea23a0b3e59a9ae310434c6cb19d8ff945b0df17f084f0478a","","","0-38c75f421f8c6cf7cf566d1b7205900d8a66288e60cce758cce0493436397587","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2013","Reference footnote (1)","WPAFB, OH","2013-12","2016-01","4","10.000","true","2013-06","SS","FFP","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","a97dfc5ffa5535857cd61c3c158de84a1441decc875ced08ad568ff95d020f85","1-9f07b9291d57bb20e5be4893d923a79938b454265fb7360fce5b06385f242770","","","0-38c75f421f8c6cf7cf566d1b7205900d8a66288e60cce758cce0493436397587","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2014","","WPAFB, OH","2014-03","2016-12","2","8.000","true","2012-10","SS","FPIF","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","a97dfc5ffa5535857cd61c3c158de84a1441decc875ced08ad568ff95d020f85","2-331b5ef52e7ca92d3b90db2c3f813b0d2a3d044033bf9f78810dd0b87cdb9921","","","0-38c75f421f8c6cf7cf566d1b7205900d8a66288e60cce758cce0493436397587","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2015","","WPAFB, OH","2014-12","2017-11","8","8.000","true","2012-10","SS","FPIF","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","a97dfc5ffa5535857cd61c3c158de84a1441decc875ced08ad568ff95d020f85","3-deda0bca2bf6dcf2b637448d109e5ff1bb5ba84ff6ec84b4022e8c8b5efdde80","","","0-38c75f421f8c6cf7cf566d1b7205900d8a66288e60cce758cce0493436397587","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","WPAFB, OH","2015-12","2019-03","9","8.000","true","2012-10","SS","FPIF","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","a97dfc5ffa5535857cd61c3c158de84a1441decc875ced08ad568ff95d020f85","4-21e92be9c945cadafae1e87f76cc0a44f7a6455b538898a69fc4ee8b3939ab22","","","0-38c75f421f8c6cf7cf566d1b7205900d8a66288e60cce758cce0493436397587","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2017","","WPAFB, OH","2016-12","2019-12","5","8.000","true","2012-10","SS","FPIF","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","a97dfc5ffa5535857cd61c3c158de84a1441decc875ced08ad568ff95d020f85","5-d6c5395849bc4d29d331af2f2af55da53caf12a6a8ed22f0273e0e5ead823039","","","0-38c75f421f8c6cf7cf566d1b7205900d8a66288e60cce758cce0493436397587","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2013","","NAVAIR","2012-12","2016-03","3","5.000","true","2011-02","SS","FPIF","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","b1952ce40545e9f4efa9c33592b95ccb07e147da54dfcd401b9d7ac8ae77b263","0-7aba449c6b128a618377ebe8c8845764bc6ea21349c8699a4d96daf07c9338ab","","","0-437caea42c25096a5c297778e1c6a99209e51572f4b455ef2687ca8cc5b6ebaa","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2011","","WPAFB, OH","2011-07","2014-08","1","9.877","true","2010-12","SS","FFP","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","fa565585ea6b9180349b6eeae04250ac133fa69073cf4dd01888b01b70af6ea2","0-05ffb250f59b4668ab68bdd2bfd2a6c3f6353e4d334fb51e61b23d46df153300","","","0-b000ab8d761174bb8dc1182e89eaab7a6dfeef49777967a713a7c7789984cd68","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2012","","WPAFB, OH","2012-03","2015-04","2","10.000","true","2012-02","SS","FFP","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","fa565585ea6b9180349b6eeae04250ac133fa69073cf4dd01888b01b70af6ea2","1-0d2fed7b89f44b921eee9d617ed1493cf720e439147d5eaa2c4164aad0e13230","","","0-b000ab8d761174bb8dc1182e89eaab7a6dfeef49777967a713a7c7789984cd68","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2013","","WPAFB, OH","2013-12","2015-12","5","10.000","true","2013-06","SS","FFP","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","fa565585ea6b9180349b6eeae04250ac133fa69073cf4dd01888b01b70af6ea2","0-04a16c9fa8010e8757f5d398227318149d0605ed941ccb22f8733be1c0538d5d","","","1-e85eedc8fa4453d0491f58d1501b4d48b1f7cd97db192061132447fb9461c640","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2011","","WPAFB, OH","2011-07","2014-09","1","11.055","true","2010-12","SS","FFP","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-AIRFORCE_AMMO-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","d27cefc2bb72e82de7748f7a1d1ff2a8ff7ad30cf7027a91e47ee29dad986610","0-4a7b68bb58ffe7db9f09d858cc3a969cec30b0d9e364b287c0d2e39f799782a5","","","0-25af3de827b32a8fd0b8a6ce0a6906785793d4358df124c4d6793d00a834ce0d","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2012","Congressional add","WPAFB, OH","2013-11","2015-11","1","10.000","true","2013-04","SS","FFP","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-AIRFORCE_AMMO-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","d27cefc2bb72e82de7748f7a1d1ff2a8ff7ad30cf7027a91e47ee29dad986610","1-c4eee31e2178bac8f9e919fe4c0e6d3dd14fec3c3b40a04760afab468a383d6c","","","0-25af3de827b32a8fd0b8a6ce0a6906785793d4358df124c4d6793d00a834ce0d","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2013","Reference footnote (1)","WPAFB, OH","2013-11","2016-01","6","8.000","true","2013-06","SS","FFP","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-AIRFORCE_AMMO-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","d27cefc2bb72e82de7748f7a1d1ff2a8ff7ad30cf7027a91e47ee29dad986610","2-5131ed17446c384e551ff6297ab0e48594dc03040d98647d79e197f99a0f2faa","","","0-25af3de827b32a8fd0b8a6ce0a6906785793d4358df124c4d6793d00a834ce0d","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2014","","WPAFB, OH","2014-03","2017-01","7","8.000","true","2012-10","SS","FPIF","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-AIRFORCE_AMMO-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","d27cefc2bb72e82de7748f7a1d1ff2a8ff7ad30cf7027a91e47ee29dad986610","3-90a2e8689f9b4112c88b76134675d41c36405a67b89b4791b4023bc33605527d","","","0-25af3de827b32a8fd0b8a6ce0a6906785793d4358df124c4d6793d00a834ce0d","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2015","","WPAFB, OH","2014-12","2017-08","14","8.000","true","2012-10","SS","FPIF","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-AIRFORCE_AMMO-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","d27cefc2bb72e82de7748f7a1d1ff2a8ff7ad30cf7027a91e47ee29dad986610","4-8ca9e742c13c1ee91ac1c826d7f8d949ab1cf4623eb5214028cca5751e47eb2c","","","0-25af3de827b32a8fd0b8a6ce0a6906785793d4358df124c4d6793d00a834ce0d","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","WPAFB, OH","2015-12","2018-12","2","8.000","true","2012-10","SS","FPIF","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-AIRFORCE_AMMO-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","d27cefc2bb72e82de7748f7a1d1ff2a8ff7ad30cf7027a91e47ee29dad986610","5-6c773509f2e9cc9bdc466aa74cf0d08726fb937c75140e645cc0b51aa2b5bef5","","","0-25af3de827b32a8fd0b8a6ce0a6906785793d4358df124c4d6793d00a834ce0d","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2011","","WPAFB, OH","2011-07","2014-09","1","11.055","true","2010-12","SS","FFP","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-AIRFORCE_AMMO-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2015.xml","04277271467c34157fc353a716c1236673a9ef09c1f838c7ec2af5d1128b21cc","0-acda4ec954f741277a78b7a40d42d8354373be22539e37663ccf0c0132c9a559","","","0-bb728a44f7fc4e1549309ba28f93e09d509288fb931365710fe574729a0134ac","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2012","Congressional add","WPAFB, OH","2013-11","2015-11","1","10.000","true","2013-04","SS","FFP","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-AIRFORCE_AMMO-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2015.xml","04277271467c34157fc353a716c1236673a9ef09c1f838c7ec2af5d1128b21cc","1-98f7976778187566b66030629baecc926961b8423fefdea4cb27fb080e66d6bf","","","0-bb728a44f7fc4e1549309ba28f93e09d509288fb931365710fe574729a0134ac","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2013","Reference footnote (1)","WPAFB, OH","2013-11","2016-01","6","8.000","true","2013-06","SS","FFP","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-AIRFORCE_AMMO-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2015.xml","04277271467c34157fc353a716c1236673a9ef09c1f838c7ec2af5d1128b21cc","2-1720ffc9467bb8e670a480c279b9c6b7bbdebf9baffc2ee69e918b8a2e01f975","","","0-bb728a44f7fc4e1549309ba28f93e09d509288fb931365710fe574729a0134ac","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2014","","WPAFB, OH","2014-03","2017-01","7","8.000","true","2012-10","SS","FPIF","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-AIRFORCE_AMMO-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2015.xml","04277271467c34157fc353a716c1236673a9ef09c1f838c7ec2af5d1128b21cc","3-59721546f6000a5fa01b516992482cc495f4e7f7acbdc9d70729fa764d37d6e9","","","0-bb728a44f7fc4e1549309ba28f93e09d509288fb931365710fe574729a0134ac","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2015","","WPAFB, OH","2014-12","2017-08","14","8.000","true","2012-10","SS","FPIF","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-AIRFORCE_AMMO-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2015.xml","04277271467c34157fc353a716c1236673a9ef09c1f838c7ec2af5d1128b21cc","4-078a227ac96e4d1e406e9bc629f75738be88add74399bb5f2eeff3a2ea95d987","","","0-bb728a44f7fc4e1549309ba28f93e09d509288fb931365710fe574729a0134ac","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","WPAFB, OH","2015-12","2018-12","2","8.000","true","2012-10","SS","FPIF","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-AIRFORCE_AMMO-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2015.xml","04277271467c34157fc353a716c1236673a9ef09c1f838c7ec2af5d1128b21cc","5-a7c70e576d9fa488aa92144d22272603ab84e056bc36e1f8f326c7a976e8035c","","","0-bb728a44f7fc4e1549309ba28f93e09d509288fb931365710fe574729a0134ac","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","NAVAIR","2016-03","2018-01","48","7.479","true","2015-01","SS","FPIF","2016-BASE_PROCUREMENT-2016-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","f44d2c667314c228d741f2c842043a3825974c3652ac39e3bfd27328ff6d2fa2","0-64d907c5b09f68735bf4438a3ae631e5e62d28e5d77894a7fde029e0eedc79c3","","","0-c21fea87ce0462bef87ed79cad704c65baa2162e97f0bc651f84b030bd1a5fef","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","WPAFB, OH","2015-12","2017-10","5","8.000","true","2012-10","SS","FPIF","2016-BASE_PROCUREMENT-2016-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","2a3f7563d0ca311b4f7fc69de771b398377fd3242ec19b62e816a6fb3042cf7f","0-c59b8c49fc2e58002b051aece8f896f96c7b7b0541bafb7496d0474a60bf977a","","","0-5ac5d206a333c9a52750f1c791602ce83a6af4b8394a39cd3f0a580c2198d3ee","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","WPAFB, OH","2015-12","2018-09","3","10.000","true","2012-10","SS","FPIF","2016-BASE_PROCUREMENT-2016-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","9535a6b720b678b9fbd2222189c9490baa2e3868115637b4c43aca3f4a4572c5","0-8b23d9c238aa4e454643ccda7a37723e1a350d6ec13e2b9899fa0c74cfc7b8ae","","","0-48e67f498bac08d61d9af216f01f4eba78a6c2ec29b25660681a673b0fb220b8","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","WPAFB, OH","2015-12","2017-11","6","10.000","true","2012-10","SS","FPIF","2016-BASE_PROCUREMENT-2016-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","81dae8c956c8274f566e8fb91367c91324c122720a6e6a82f0ee4c46eb84be60","0-dcd4b8c0c933258ffd7b637a9df4d4e636187157f2a93e93efe888508e1fd954","","","0-42c494d650ded561fd6b827308744b5fde040637c3b61fc8d3c8ec5137b593c0","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","NAVAIR","2016-03","2018-01","48","7.479","true","2015-01","SS","FPIF","2016-BASE_PROCUREMENT-2016-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","0485cf02b8635a606917d60c2337e492c40ded75ff14634776a8126fa7df23d7","0-011955f3ac3fffe16b22bdb2f176600c0b9dd91382dcc1b4e5d8c8e534627041","","","0-135340db0e738a3079732b17ca89479dceedfe4feda04dcbcdceb0564ade877c","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","WPAFB, OH","2015-12","2017-10","5","8.000","true","2012-10","SS","FPIF","2016-BASE_PROCUREMENT-2016-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","06413109f09458e1d20d0d8c668a4bfde7b94137945d7743cd97c2331c8391ee","0-558b8af38f8c7e265df99eb4d1c7916b91bec8d2d6c25707d237c706908b36ed","","","0-4bdc55c167e16a82f330bc617b82960550c62374ac4b2e076db75ba03a651b6f","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","WPAFB, OH","2015-12","2018-09","3","10.000","true","2012-10","SS","FPIF","2016-BASE_PROCUREMENT-2016-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","065dabc8f50bb8c11fd03386b9b77f91b86bd31b64e57f28cf3442d5cb994770","0-7a57eb9bae3d5d2bbfdf4da89d755d0590714dd88ff50a9963a326e4f1cc8bed","","","0-5b892099050e75be6e5101a352bb5e2303879b8710d02d0f7b908f06b063a7b0","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
