ServiceAgencyName_val,ServiceAgencyName_@footnote,ProcQuantity_val,AcceptedBeforeOct1_val,@SOURCE_FILENAME,@RECORDID,@ROWID,ServiceAgencySuffix_val,@PARENTROWID,@PARENT
"Air Force","","13","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","0-323f4fb50a8d1e7c16750eadbc0bae4aad9958dd812b44fb6e2fc73d74855e56","","1-5f7d63c6bf735b948978e1221126348675ebc843044fa039023139a6b51f63fa","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","20","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","0-f61f16f88cfc72af5a7b42bde304f4da599f15e5eab91a23d360b0f2e5d2fcd3","","2-0cfbf9ffdf4e5886f14efebcf482429cd4a1f32baec4dd00f25575672f2dfcf6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","10","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","0-1f45d80da479129d1d2bb1c54c50c8af6ed407821dce0aea9868c3b8927e71b9","","3-a17a94a6f253dc200870e19bc413a927abf5dd7721d2b1224e305f129161f04e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","14","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","0-b8906093fa76d1610f5a875247de0983a59cbe97760e28c1a7664c4f10e2edae","","4-5e2eaa35ff68ce1d01fac40a4cef9aedb01b590898eb940f630c7a79caceca7d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","5","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","0-d407b7b22378d2854e3c0fa055280581c3b67c8771f914f3cfbdcae5814206e8","","5-ac8d9c288369db4a1c4acc51f6ba7abd89721fbe5b8e85afc457d54bf4bffd56","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","60","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","0-0567f8de9b465c6317550d7d812633985f31f246bd11f0c54dc181e6d3cc62af","","0-5747e1a3620236dd21ed8c0ecbb013d71a0751ff1b9d0069ee6989d31115c1c7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","6","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","0-d3d67c58bd7729fbc934db6508d0332fd7cd54c6aa0dd9b16e5b0b509d0a57ea","","1-decbef579886f879cdcb091640d6e4a7384fe4183069c1f2f59eeaa96cc4562c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","59","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","0-d954fdb0433df4a490b44af76385e6edf93eefe7f546d1ee8863940062d11f6e","","2-2175da366635b4124dec9938e2bbd15e6f5cc95e31fe14c6ec28cbed56bd13f0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","10","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","0-9926b503519970c9b7828e0ec1deb89d6de4aadcf776348b5c243b85f4b303ed","","0-1915db31c1a523ff284af1db6a8fffbba6b5b27ad911bf540a7f6e9df8f585ea","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","1","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","0-0bbf4e473a40b3f710e5a5b44d8d801013659c5ce09466848396c193630eeec6","","1-e3dbcd109b1b3e940fcc28410218f8250bb4a87ebbef7c85a5012a2e376c98e8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","9","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","0-98364c170e50929f4d7054111e575e03ab5ea92e0c556b54a0d227c8281b1400","","2-9ea65de5c04f39007c07c5d85185c703076a0edc50d2efc3ebb3120d804d9da0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","4","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","0-29c55c738ef96e31d21f585bd9cb0a7d571f09257f4e4069ee86a4bef83b3bf6","","3-ed76a2bfd0bdf7e90da9f547ed43e9d28b5b45a4279f495bb5bf94ad408dabb8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","24","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-522b6538a9eeed861648e76b41c33077c47b503094e4c8a6554f8cde19308155","","1-f1495f88204b0f77b7333373a10e169ef28d2879600ca0c95d7eeacf7fd85717","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","48","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-737dc73ac3bdbacf01719c59c397a8199939887521d2bdace92327c7cc73b06f","","2-050bbecb9fce94aa4f71c127256272d9bffb583d36fecde2aef072c65f56c545","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","48","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-30cc831a47dae5e67db914b7e330534edbc7b187b79b9d62a64bfa30048db2fd","","3-ef923d6da2a57605a405f451c5da3efdaff12882930ac441f7f1455dc4a83cc2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","24","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-40bf67dfef4530935008c0ef23954b9bf96604a1011e2d82ca32a7b679f52f4e","","4-ecd6cd68c1204369afafac18ae869e6c0a92a518d80f21ddaffb72d39b09fab6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","12","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-f76d5eeb4319e8501a225a7f075ea2508828bb744f18af8211df268d8a26bb0b","","5-1bb5faef5eadd10ddbd8b7a59d18ec684b923692d8f4efb41ebb10eac3ed916e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","24","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-bfe2a9a7c9b6bebcdbd75d95c46c4b238dd082e3fce5baa91a26bdf50f1e0871","","6-7f6153bc60d5fc58657e6e85e52b64cd3fa4331044b236aee2b9961b8b9850f2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","24","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-e6698584c5a162078b6909a8ef3efad9703f687bf09b582a62f34b0165f17f03","","7-fe3ef8127436a335c858f6e76c11265324bd8bc5410414744ace63f8b1f47ca5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","24","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-fd05da0619f153dd9410c43da17d704bd85ae051d95c5cc9cf2fee024566ef94","","8-c9aa2eac30f1d433e66e32f600df6deae70a3f2898b7d9798075c0c6c70aab2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","24","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-710d62aab1d8b82a12bbfb5ee693eb9eeef549df6bf4ef4b3e29ac26f8ae32ed","","9-7071203dd663c50e4ed3c049bd08e6d3ac835f535ced202c4fd36f73cadea3d4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","8","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-aba1a0b5b4f76fc4e6544854c3b4e094822df89484714be1c68df27cf0029f32","","0-c3087c7aeb24f4c75fd87d55d870a2aaea3306595b88f2ada048c743289e9148","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","10","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-5905280363716cf278277d46a47de79ec9a2690173d8e5a0d744ed66cf171005","","1-42de62cb63a8d3eaea5170893a0e0d6921175633f9c99bbbb0c00a1f12e79660","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","10","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-97bd9aa78d3f37a9271c6b427fb166048d152f3a030b26bd277d4bd76cf46d09","","2-d55adc46cd91c70380792ae7aadbf8fa8e6251924e6ed52871acd8a1595a8de4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","13","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-3cfa976ef8f356372744d9535855c79f82db7b1e405a488571a4ab8a60023830","","3-e1f49284425083cf21d01b7a55992bf9cb6c018aa4b7b8f07c2930cf03053c60","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","7","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-bfa1a8aed2d8157189a776a905fbdc0d6d87261751c50fd035cc373f4d2b4e2d","","0-0abbc7d503010ff35a04c8c6fdce627e71c10e67c2e674cb279fe46d242c12bd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","13","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-19c38d3b48c34fddc2be4a02ba3eb32dcf9f124dca0dc62914a9cb229678cb50","","1-b184aaf2f2973c15470e708f5f98f9e3a4d7b42788bce5e76a3a0a5b327f1c09","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","20","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-9768a3d4ff5d8513f3e3b6ac1935b3498c405e2acc1a121351e32ffa1f25e8a8","","2-cdec56318551812b899cb193badd33a88271017916002369f9e7fb86ce244aa2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","10","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-a00328100744ffc14a8b9bac7aa28a433c0b70ba59a8de68b134fe034ba1f615","","3-6c75601294ee3eca3d1117c2e9c93e8e1f94d83f17d636b368327db24de1bcfd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","14","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-2d188409d8979ece42181c1174d2804e5897468c1519157612937a3319665675","","4-9afe57660c2dac34b08acdb60a4660b6c601fb8eba20582b9ef66f6454da8694","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","5","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-12658134b560fedad13681d19cc629a11349aff31813d839e9a0afe6af2829e7","","5-7435495e04cb679130be5632b34314912ac6b06f70a767d574ff962f48643d8d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","60","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-9dc6035036b104d0d887946cf15a24b5cf1f72c3548d5a17e668e944d128b26b","","0-686e5ad7d3ddcd8156da1384d03cea4c0c43a5218c4a05af7a0d3d149f0a79c5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","6","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-2d962c4a352aee38bc78f9b6e228d40117b1047dd687b48d0df3e1d723a426bd","","1-d092b533cee2fff28a925c8e842d2af05e98d1c8236ca4f4724a50de6c43721e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","59","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-8ed94f5bf0b25012262ed67580e19b4cf76714e05ec1780b579c29b9c3c114a3","","2-891a6143a184becdd91ea73cc850a1cd8730630b8ed8058cacd0b87bc0cff8d6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","10","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-f41d09574a58288c030a5d996fcb2b896914c45bed769bae0b1863494960c849","","0-f143b81830b004892e6f8ad3ab500356a428d3eb812a03bc25b0b6d3662c695d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","1","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-dd1bd18a5b8fc9f83d8ddca609a514245de34471152350689d92fe32596de8b6","","1-df25fc77455e9437f4fdf73e641d0175146c6b9aa8484b6ddf55e67d4403ea55","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","9","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-e656298f043a9185a3d3aac0dd9a23196fb187cc38610faab4d5044aae7ab494","","2-ac5ea16006b893632d31f541c3e5c25e666cf5f770548f92738f5e1dbe1270ea","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","4","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-24ba3190412011e32ad6c020b78334dd8eecddb97f09d56e619f3c83fd3f3424","","3-8466c55b34f42adc7f0e6a98670bb498a87c1fc86a7bffa723eb301b47a70292","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","20","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_MISSILE-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","4f4737b327e599c50bd8b5e43131c73100785cb29979237a4bc48b2a91a01b39","0-6a081e525ea1687a243c1e09f9930dd829a3b124365c8e4a290f93999b4d2b45","","0-0d101f58d2d64020b986404ae1395e6c6f37ce8b06257a7719ffb0dfd5e8ffc4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","36","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_MISSILE-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","4f4737b327e599c50bd8b5e43131c73100785cb29979237a4bc48b2a91a01b39","1-21fbe150cd79a729b8273c2223657852d77b4eb892dbb80dd0dc83fd392bb234","","0-0d101f58d2d64020b986404ae1395e6c6f37ce8b06257a7719ffb0dfd5e8ffc4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
