Name_val,Name_@footnote,@SOURCE_FILENAME,@RECORDID,@ROWID,Remarks_val,OverallHistoryPlanningRemarks_val,TotalCost_TotalCost_AllPriorYears_val,TotalCost_TotalCost_PriorYear_val,TotalCost_TotalCost_CurrentYear_val,TotalCost_TotalCost_ToComplete_val,TotalCost_TotalCost_Total_val,TotalCost_TotalCost_BudgetYearOneBase_val,TotalCost_TotalCost_BudgetYearOneBase_@footnote,TotalCost_TotalCost_BudgetYearOne_val,TotalCost_TotalCost_BudgetYearTwo_val,TotalCost_TotalCost_BudgetYearThree_val,TotalCost_TotalCost_BudgetYearFour_val,TotalCost_TotalCost_BudgetYearFive_val,TotalCost_TotalCost_BudgetYearOneOCO_val,TotalCost_TotalCost_Continuing_val,ModificationItemsIndicator_val,@PARENTROWID,@PARENT
"SPACE MODS SPACE","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","ca4a21a6df897b8aea1925161ee0fd863476b50df1ca5a541e8d6f45ea12f962","0-8c3978f644d31a4a075df2fc130991e84118ff884d9d7026cd3328b582685351","","","","","","","","","","","","","","","","","","409-f92b883e1a7df685bab807845120aecffb93cf711f974de45c2f7b8a6335de5f","root"
"CCTV/AUDIOVISUAL EQUIPMENT","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","7096a4fd3f6761faee6bf52ca3c3151164ea99233fe199d3f4ad1ba6eb7d1626","0-77cd89a03d0ff225c45d3500caddb4d0ba4fcfd3ecf5ffc723da7943369e83cd","Each weapon system cost element will procure multiple items for less than $5M each (too many to list individually)","Cost information is in actual dollars.","","","","","","","","","","","","","","","","414-93663c488041c57e08df5261973c13af0bfee35afcd9fd8e1ca13aafedf63ffc","root"
"ITEMS LESS THAN $5,000,000 (SPECIAL PURPOSE)","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","b8f5b532acad3d046cbe102494aa8d3bd715d12f1e56b6abdf861aa8b31bcc5a","0-dc4057f81fd723d626754d99bef3f1d21d571181a935362c04604b2c924c6625","FY13 unit prices are subject to change.","","","","","","","","","","","","","","","","","415-240e194533859ceebaa357d6a2dec30da13aa6149d4c3c03f2dc4fead7b97d9a","root"
"BASE COMMUNICATIONS INFRASTRUCTURE","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","bc7c0259f258eff367f9f8364d52da0e99e93c0ecab00c14d899e6d22842c408","0-658c0e90e98fd541914ae9aa9fc66bf5e51486d75e6421070b09b9624688e0d4","(1) Options were used to procure multiple pieces of equipment from the GSA Schedule and AFWay.  AFWay is a web-based USAF system for purchasing COTS IT via prenegotiated contracts with leading IT manufacturers and resellers. (2) Options to various competitive, fixed/firm price contracts are available through vendors for execution of Base Communications Infrastructure funding.","","","","","","","","","","","","","","","","","416-58f964bd197396d3bf5a9ca1b82c188ec951187f43be47e0511a9ff8a37808a5","root"
"COMM ELECT MODS","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","d92e9313cbd8cc005423f86d21bd5824ffdc33ba0eedf34c43fb31c7cb4b7fb2","0-9eaab96595fec36a88dcef3ecba4e69c3a95a3b33dc06ee52b548596916735c5","","","","","","","","","","","","","","","","","","417-59a95c0ca52d7cbf5a2cda965247844df1c025154415fbfe5ef5f7b73107beed","root"
"NIGHT VISION GOGGLES","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","3e8221bcd85dac0f683547e653a521d6a2f6570949517fcea0e88ad30164352a","0-966f74b0ab1c8e6256b677080337dcc7a209358d9aa76a67f03aa83eed255530","Night Vision Cueing & Display (NVCD) unit costs are subject to change pending final contract negotiations.  NVCD program received $19M Congressional reduction (contract delay) in FY12 PB.","","","","","","","","","","","","","","","","","418-309f6cbffb6a6477a3df2d461b0518ab9076f375543aee60892f031a5f0738ee","root"
"ITEMS LESS THAN $5,000,000 (SAFETY/RESCUE EQUIPMENT)","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","b5cdf9a09d054cfa7e0e3a58f53f8cbe949743941e29197a9f9bf4f388f27560","0-41d1531640a8717eb7b09d1f34898be52927e44f189ea57c1e485c89b85b78b1","1. ALEP program received $5.8M Congressional reduction (contract delay) in FY12 PB.  2. Modular Aircrew Common Helmet (MACH) program within RDT&E PE 0604706F terminated in FY12.  $6.217M of FY11 MACH funds were rescinded and program received $7.101M Congressional reduction (early to need) in FY12 PB.  3. Guardian Angel:  This effort consists of multiple quantity purchases of Technical Rescue, Information Management, Personal Protection, Visual Augmentation and SONAR equipment with an aggregate cost in each Fiscal Year.","","","","","","","","","","","","","","","","","419-dc5bfe1488519702d631d0770a81c1e59956ccacb44e66c61332246b367f41a7","root"
"MECHANIZED MATERIAL HANDLING EQUIPMENT","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","386db5ed6b94a4fec31f1b185df376a3895632027b34d1d2b4ac807bfe471630","0-554f6a4da631276bc9d5d6b27509d1d2942b4d058e796fb92e39df85767e48f8","Military Construction Projects (MCP)","","","","","","","","","","","","","","","","","420-1118254d8a391ea64ad33e26d577386fc11d4cb9e0374792e6e353c932d0a57f","root"
"BASE PROCURED EQUIPMENT","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2be2715f002a0a917b4fb49fd50b19f8cad2c2d3742662be86bbe1648d2e6b35","0-e51d4335db2bff586be400c58d4f50f642d3a9af98f0731c57f300c59ccc75de","","","","","","","","","","","","","","","","","","421-e3e550f5c92d603c6e08bfdf0353c583142f14c6820fb26a48205c3b087b57a9","root"
"CONTINGENCY OPERATIONS","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","5a263a607aae16621fe7ad6f904d7f254c7cb413a1383b26767faf81430f9edd","0-6c815df49724e55cc2a0d86caa5402899977a016396479b3109c2112103b6a81","FY13 R1-Kit Overseas Contingency Operations (OCO).  Unit cost is higher due to the fact that at non-OCO locations no basic Rapid Runway Repair capability exists.  R-1 kits build upon that basic capability.  At the OCO locations supported by this R-1 Kit procurement, basic Repair equipment items require procurement as well.","","","","","","","","","","","","","","","","","422-e692c404bab3b7bfcb4f5ed2a09d94721cd333ed03212a347dcd6cd5bb25b8a1","root"
"PRODUCTIVITY CAPITAL INVESTMENTS","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","42ca412369f68bbba8d4e80cab474a4802fed573ea4e856b205b3e0c75252b9a","0-218441b645c69881ceea49e9d88ab03a881039fb534249de3e2a1417c6fae20d","","","","","","","","","","","","","","","","","","423-54d658f4fa5b7f1a555c99272260cad50359b17fcee0c0e71346348471e74777","root"
"Defense Rapid Procurement Program","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","211463e05fc4d750c22bc1846852c19bc6446d0a3d1b04253dcea3585c90682b","0-ba9edcd721889ec3ccaeccbb2d1e40b926ca722ef4aae75f4dd17399b46f7e54","This program provides funds for the procurement of equipment and supporting systems necessary to accelerate the fielding of innovative technologies that include models or prototypes in support of major defense acquisition programs to meet national security needs.  The Air Force is not requesting funds in FY13.","","","","","","","","","","","","","","","","","424-b7e71cfcd92b8d80c5c39046052009c4f8330d504b854c8b15f8b122545806db","root"
"MOBILITY EQUIPMENT","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","b0896de10de942f83c8e3e44ba286bedc2aff76ba09ed8ce1726c5c50a06666c","0-9a296628fa7e87f7d171f3188649612e077cac4624bd0c2c6b6f98a553ef8e85","","The footnote below applies to the following items: REFRIGERATION: Quantity/unit costs vary depending on types/configurations of equipment being procured.  The footnote below applies to the following items: REFRIGERATION: Refrigeration-TriCold Refrigerators included in the FY13 OCO-$7,400,000. U.S. Army/Natik contract W58P05-11-D-0005 awarded 23 June 2011. The footnote below applies to the following items: POWER GENERATION: POWER GENERATION-Power Generators included in the FY13 OCO-$2,000,000. Contract FA8533-09-D-0004. Awarded 21 September 2009 to Onan Corporation DBA: Cummins Power Generation Minneapolis, MN. 3 year basic contract with 7 option years.","","","","","","","","","","","","","","","","425-3897361d6fe93cee94bbf6dd89a3eb87b77466d6abd3fc8255627ede965b5726","root"
"FIRE FIGHTING/CRASH RESCUE VEHICLES","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","828965a453bab342418247f4367bad9e70086716f6f9e42806571db5f1a3abc4","0-60d4cdf614c08979881060f47b5de10186cfbe293061aa89d55ad36d94e62595","Projected allocations for Reserve Component Requirements (subject to Total Force demand and priority).  Unit Costs for FY13 are subject to change.","Defense Supply Center Philadelphia (DSCP)","","","","","","","","","","","","","","","","426-ca5dd8eb5391ee1180d534a1db5cda8e6d60e534a45c30c274df60198c2fbbac","root"
"ITEMS LESS THAN $5 MILLION (BASE SUPPORT EQUIP)","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","61b1801858c449adc813dbd4ecfb0b29a328aa3a9af62e156c4c10430f11f8ab","0-9e3eed36c4059ca8f852d6bd622a1d5ef3cc55ef9c5a8d548b05f6134d1ed465","FORCE effort consists of procurement of multiple components such as 210K gallon fuel bladders, 50K gallon fuel bladders, FORCE Modules, and tank gauges.  Federal Stock Class (FSC)  F-35 Air System security backbone requires three (3) separate, linkable deployable facilities per squadron.  Provides support to operations in a deployed environment, used as follows: one each for - Operations (brief/Debrief), Maintenance (classified parts storage), and ALIS (physical ALIS servers).  FY13 requires one set of 3 for Edwards OT.","","","","","","","","","","","","","","","","","427-f86f6918fd1507d0fe8bfe6bb86fc82a8910bdbfec7a10e4ea40e1eab9dda2e7","root"
"ITEMS LESS THAN $5,000,000 (MATERIALS HANDL EQUIP)","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2d575d4aa61d5ce8fb11cb282edf3287727302983553e2dd5abb6aff1676bf79","0-a6d18b2dded376d3c48e45ca311886588d40ad92cd2d3bef949a5449565eabd5","","","","","","","","","","","","","","","","","","431-df81d433b141276ea5c729d55ad1f2d2722eb499dc8d2b5c4b9246d6e03802fb","root"
"RUNWAY SNOW REMOVAL AND CLEANING EQUIPMENT","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","fe209f1a678dffeb53e0474bfc8c6c05969ec587b4af378196c2cb03b4194e3e","0-f931b8dd8b84aedb37029496378fce6eb432ecb2e6f52738ba659a40e22910c0","Unit Cost for FY13 are subject to change.","Defense Logistics Agency (DLA)","","","","","","","","","","","","","","","","432-b8c400f6cc403b88aa01b447bfb9c1c5a448b77bff788ea5be314f20bcf44ac6","root"
"ITEMS LESS THAN $5 MILLION (BASE MAINTENANCE AND CONSTRUCTION)","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","73546fd598f70ee6584e765ea9056962c9fadf67d0edf84b101a19bac6e1adcb","0-dfb4a467618a12748e875e32861df73b4e0dd638bd483d3fcedf44bf30904fd2","UNIT COSTS FOR FY13 ARE SUBJECT TO CHANGE.","","","","","","","","","","","","","","","","","433-29c7a7e4b1a2fabc6225793f6a34117879ab4908db81a5ad4cfec32ecd95d9e2","root"
"PASSENGER CARRYING VEHICLES","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","7c9b540d916bdef0dc62b1b01da5159aae0e7bd4c66d1ba3821eba0f9748fd1d","0-fe1e384cdffa9179437e7cfcfe9b062cd724cb545e5624ba359e2dbc8dec85c1","UNIT COSTS FOR FY13 ARE SUBJECT TO CHANGE.","","","","","","","","","","","","","","","","","434-a015b73504ded7e62161588a5eeadae94c2ab18929dd9dc76507849146d31755","root"
"MEDIUM TACTICAL VEHICLES","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","c540823ea62d06edd5a13d24f8c61e0f37dda1fecf4096690263ba8b6127e9ea","0-38182d54a4aa94e6a58a2df57732cde40ab633bd6e1b14d2ee78b08a09d37f48","Unit costs and quantities for the FY13 are subject to change.  Previous P-DOC for FY12 submission contained “TRK, TRACTOR, M1088A1 W/WINCH & W/OUT”.  Due to TACOM's contract award with OSHKOSH they changed the nomenclature and broke out the one NSN into two different NSNs.  Those two new nomenclatures are “TRK, TRACTOR, M1088A1P2 W/WINCH” and “TRK, TRACTOR, M1088A1P2 W/OUT WINCH”.   Previous P-DOC for FY12 submission contained a placeholder nomenclature “TRK, DUMP, M1090A1P2 W/WINCH (2234)”.  The nomenclature is now replaced with “TRK, DUMP, M1157A1P2 W/OUT WINCH”.  Previous P-DOC for FY11 submission reflected FY11 OCO (Active) under TRK, CGO, MTV, 1078A1P2, W/WINCH (NSN: 2320-01-549-8577).  This was initally programmed under the 2230 Master BPAC, but has been re-programmed to reflect true procurement under the 2990 Master BPAC.","","","","","","","","","","","","","","","","","435-1f395cfa85bcc43a54cd14afede6a9ddcd4df42fad3db38f04e33524e5f22eb6","root"
"MODIFICATIONS (COMSEC)","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","9468365188fd2376a75547941af62841a6a9621268566a4dc500b906d623009f","0-9b3bde64efa99d7a53322a413fa2b8ea32686ff92427fb413fdaba2013e39d86","Modification funds are used to update both cryptographic product end items and logistics lifecycle support elements.","","","","","","","","","","","","","","","","","437-f7a3d4ba17798bf08e9f271d800b40ab37d294ba95338a2fdb984d9a9a9095af","root"
"INTELLIGENCE TRAINING EQUIPMENT","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d6bcceeadcd84535777a2d4e2a28253665848ca2b26bb8010b472889ada05e47","0-4cbf2d28501c3347ecfe242b52c43d767d1093986e9b10f02a749f0b4bf5d4df","(1) Effort is a single project that consists of multiple low quantity purchases.  Aggregate cost of entire project is less than $5 million.","","","","","","","","","","","","","","","","","438-b5a93a0dde54712d7eaf875c5ed8c78d36528dd9f2f1ccf644cf5bd45a2adf24","root"
"INTELLIGENCE COMMUNICATIONS EQUIPMENT","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","0122c8606e3461c53b88019fd81c4f71b3a59b175be94787ab715149b3d1dda5","0-f5026454b0a85de32056ee864f202d45aa9dd9742babfda2df3b161637d771fc","","","","","","","","","","","","","","","","","","439-96e159c0f05e93517c0f49b858c81b3673ae85536c76d8e3cd660b0229dda1e9","root"
"ADVANCE TECH SENSORS","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","faad50fac6a336a5d7dab4569e14333a65c405ba3bae6666599549a22eed7797","0-72ce96bc755aecf758e73506424f27b42b24149e61b0be1dadf957d3799559f0","","","","","","","","","","","","","","","","","","440-6735261eb970359840452a112a6a42636234d0cf895420b9192858bc4aae340a","root"
"MISSION PLANNING SYSTEMS","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","5cba9df9e41f62fb3a2bda047f0142c4a9bc5bdf2aedbc70aedddaea01c6bfa4","0-bd42468ae33b0168330ae12fab5a0265241e3901650f9cdbb858e6c34935b21a","All FY11 and prior year procurement funding for Mission Planning Systems was programmed in the Theater Air Control Systems Improvement P-1 budget line.","All FY11 and prior year procurement funding for Mission Planning Systems (MPS) were programmed in the Theater Air Control System Improvement (TACSI) budget line.  Beginning in FY12 all procurement funds for mission planning systems component efforts will be programmed in the Mission Planning Systems budget line to better characterize and define its efforts.","","","","","","","","","","","","","","","","441-9946459f9e2e1360f75162bf74263e38f4cf6fbec7080aec253c363fbe3e9918","root"
"CAP VEHICLES","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","cf091e2876f90f4f16e3c541d7fef1e8cc615517f09b02cd371c03c1906fceec","0-1ceb07f4b2afd65f605d76930ec052ed4f07c5befd629200bbc34b23c17fcd00","CAP is a grant recipient; as such, AF central procurement processes are not applicable. CAP's procurement processes/standards are described in Department of Defense Grants & Agreements.","","","","","","","","","","","","","","","","","446-fd9cb7792b374d0ab9e1ee315a6c2452d3ddea70f126de032dce1891a41ea5a5","root"
"STRATEGIC COMMAND AND CONTROL","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a124387e2dbd1a38076f7e81b3fdc64338cb8f826650903030f631b5711dd737","0-d7645cba59f7c1596b982219702022bd22fd412449e006b4f12e41628d33d21b","","The footnote below applies to the following items: 1.  Sub-Total Nuclear Planning and Execution System (NPES) (PE 0303255F); 2.  Sub-Total Command and Control Modernization (C2 Mod - PE 0303255F): Multiple contracts are utilized to support equipment purchases, varying in unit costs, quantities and the various types of equipment being procured.  Contract FA4600-09-D-0007 (IDIQ) awarded to Alpha Research and Technology to ruggedize equipment associated with airborne platforms, utilizing multiple delivery orders issued against this contract with varied delivery dates. The footnote below applies to the following items: 1.  Sub-Total Nuclear Planning and Execution System (NPES) (PE 0303255F); 2.  Sub-Total Command and Control Modernization (C2 Mod - PE 0303255F); 6.  Sub-Total Integrated Strategic Planning and Analysis Network, (PE 0101313F): Basic contract # FA4600-04-C0010, awarded to Computer Science Corporation, Falls Church, VA, Jul 04 with nine option years.  Lockheed Martin Corp, Bellevue, NE, Jul 04 basic contract award with nine one-year options. The footnote below applies to the following items: 8.  Sub-Total B-2 Support (PE 0101127F): B-2 Flexible Acquisition Sustainment Team (FAST) contract awarded Sep 1999 to Northrop Grumman, Palmdale, CA, contract # F3365799D0028, with 15 annual delivery orders. WSSC contract awarded September 2008 to Northrop Grumman, Palmdale, CA, contract # F3365799D0028, annual delivery orders.","","","","","","","","","","","","","","","","448-762529ca6ed2f159fe1c17f20db9f18c9b988c1d578542380d5427c70d4ea98c","root"
"CHEYENNE MOUNTAIN COMPLEX","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","19e51c37681017a37820c3c600a06e56678a685b3b22ecf0da73ded1fdd22810","0-fabd518a2388c3e8bb3e987c5870e2cf7ab9cbd7e222a63ddedd152b6fb39ecb","(1) Commercially available items requiring minor modification for military use.  Multiple vendors are capable of meeting these requirements.","","","","","","","","","","","","","","","","","449-b1d1778f7a91061d6e1f68f578cf5bee1698ede22c467346083f30cdeb7674db","root"
"TACTICAL SIGINT SUPPORT","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","f494b06d9867f7c62bb8ede5840dff903dbc0229a722fffe187ec17cf5059282","0-d39fbcd34e3c63843c60df6bbb26d60f0e97fc1abb7b35a36b67b7047872c993","","","","","","","","","","","","","","","","","","450-599a73500146ed085762bf6da7b811ad8d958a0810f6ebd5847f656f7f8ac73e","root"
"GENERAL INFORMATION TECHNOLOGY","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","cfc83844ec7bae1b488ba2d7fb8c2a94e3616ac2e2938b11e4fa14c17d91b22d","0-c36eae891693143c725d7fa0340fbdddcf69a7ae7672d75af5b8dc2733547410","Army Blanket Purchase Agreement (BPA) will be used to purchase JTRS compliant radios direct from the Harris Corp  Deployable Cellular Telephone Towers has been renamed Cellular Systems Technical Refresh","","","","","","","","","","","","","","","","","451-f1ac84950eeec46abc42991a93df85a3c417d712f20ed14142dec269312bae06","root"
"AIR FORCE PHYSICAL SECURITY SYSTEM","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","29d00d9c3a2181d6ecee44c912e81e9950dfd939fb936d4ffc10b8f443854709","0-9577ac3958d4ab11dcb8ec0bae9741d62748b739154b3c0d4ed4e41c474edea7","(1) This line is comprised of multiple procurement actions of low quantity purchases with the aggregate cost of each individual project totaling less than $5M. (2) Funds multiple procurement actions of low quantity purchases of tactical equipment for deployable logistic details. (3) Projects range in cost between $8,000,000 and $20,000,000.  Unit cost displayed represents the average cost of all projects. (4) FY10 funding mitigates nuclear deviations and vulnerabilities, to include delay/denial technologies, across the nuclear enterprise. (5) Projects range in cost between $250,000 and $5,000,000.  Unit cost displayed represents the average cost of all projects. (6) FY11 funding total includes $25,000,000 to install security systems at 2 NATO storage sites. (7) FY12 funding total includes $25,000,000 to install security systems at 2 NATO storage sites. (8) FY12 funding includes $26,420,000 for fixed site security solutions for facilities supporting PL 2/3/4 resources. (9) FY13 funding includes $3,976,000 for Integrated Commercial Intrusion Detection System (ICIDS) at Joint Base Elmendorf-Richardson. (10) FY13 funding includes $22M for reconnaissance aircraft security system.","The footnote below applies to the following items: a. AIR LAUNCH CRUISE MISSILE SECURITY SYSTEMS: Locations of PCO includes AFMC/ESC; AFMC/46 TW; GSA, Ft Worth, TX; Department of Energy, Sandia National Laboratories, Albuquerque, NM; HQ USAFE; HQ ACC; and AFSPC/SMC. The footnote below applies to the following items: a. AIR LAUNCH CRUISE MISSILE SECURITY SYSTEMS: Contractors include BAE Systems Products Group, Jacksonville, FL; Diebold, Northridge, CA; Department of Energy, Sandia National Laboratories, Albuquerque, NM. The footnote below applies to the following items: a. AIR LAUNCH CRUISE MISSILE SECURITY SYSTEMS: AFMC/ESC Prime Contractors include: ABACUS Technology Corp., MD; ECSI International, Inc., NJ; Northrop Grumman Space & Missile Systems Corp., CA; and L-3 Communications Government Services, Inc., VA. Cost information is in actual dollars. (1) Locations of PCO includes AFMC/ESC; AFMC/46 TW; GSA, Ft Worth, TX; Department of Energy, Sandia National Laboratories, Albuquerque, NM; HQ USAFE; HQ ACC; and AFSPC/SMC. (2) Contractors include BAE Systems Products Group, Jacksonville, FL; Diebold, Northridge, CA; Department of Energy, Sandia National Laboratories, Albuquerque, NM. (3) AFMC/ESC FPS2 Contractors include:  L-3 Global Security & Engineering Solutions, VA; Northrop Grumman Space & Mission Systems Corp, CA; and SAIC Security and Technology Services Group, VA. (4) FPS2 is a multiple award Indefinite Delivery/Indefinite Quantity vehicle with three basic contracts:  FA8728-09-D-0007, FA8728-09-D-0009, and FA8728-09-D-0004. (5) Individual Delivery Orders awarded under FPS2 can be FFP, CPFF, T&M, or CR.","","","","","","","","","","","","","","","","454-d6a34fa554af68f78e5c9f71c2c9af5570722e4ed23140af97af5028638480be","root"
"C3 COUNTERMEASURES","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","6ad91bff35bfd0d09b059cf2ac7dff365c633d1ef4a24600099f9fdc5e0a16f2","0-f9bdfb886433bdf7279f42e29395472b2d0835351f52d5151c9fef9da5bcf23a","(1) Effort is a single project that consists of multiple low quantity purchases.  Aggregate cost of entire project is less than $5 million. (2) Effort is multiple procurement actions of low quantity purchases.  Aggregate cost of all projects is less than $5 million.","","","","","","","","","","","","","","","","","456-a1d5c16590b72eb31af246b0895b9f85339ba8a8ea944c57404204db3dd866fb","root"
"ITEMS LESS THAN $5,000,000 (CARGO-UTILITY)","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","7611923fae3909494ab19d030a39dae2cc980793dffbfcf979e094e3a9d93585","0-71f3a60d0235d64450731e995b122305c703da66f9d72611dc02c6a65d27938d","FY13 unit costs are subject to change.","","","","","","","","","","","","","","","","","457-2fd30a4a9334dc6e91187f8afbb691de5fc7f9697b12faa0de60b2923673daa8","root"
