FiscalYear_val,FiscalYear_@footnote,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,SpecsAvailableNow_val,RFPIssueDate_val,ContractMethod_val,ContractType_val,@SOURCE_FILENAME,@RECORDID,@ROWID,FundingVehicle_val,OCO_val,@PARENTROWID,@PARENT
"2014","","DTRA","2014-03","2014-05","1","3.350","false","","C","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2014.xml","b9f6422383e24c827a39245f546a5e27c63b7555315eb0be5e4a650395701b9c","0-4b37de6f3081d2e6cfef74663f3f8dfd42d9a808f4fff6346493079e9a6051f1","","","0-88d086cd948e8c46cd2eff81b0317604776c95a33919807fd6d8d6c8c06bb864","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2013-03","2013-05","1","4.928","false","","C","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2014.xml","b9f6422383e24c827a39245f546a5e27c63b7555315eb0be5e4a650395701b9c","1-9abe5c9a6692782e175c0174974934e089076333fab1e00a8086be5c7c6d8843","","","0-88d086cd948e8c46cd2eff81b0317604776c95a33919807fd6d8d6c8c06bb864","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-06","2014-07","1","0.196","false","","C","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2014.xml","b9f6422383e24c827a39245f546a5e27c63b7555315eb0be5e4a650395701b9c","0-8f4d80cc9c3e4d0f18e9967e13abfa00d7282ed0072458190ce4a588c7f1d784","","","0-11d4b392da9835b1ea8b3c462fd94c45b821eeef6c117a012ebeff505eef0159","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2013-06","2013-07","1","0.050","false","","C","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2014.xml","b9f6422383e24c827a39245f546a5e27c63b7555315eb0be5e4a650395701b9c","1-ac9539e49fea580c933ec6403fb5f1ce8325d679e7720f56ddea3efeeadb780f","","","0-11d4b392da9835b1ea8b3c462fd94c45b821eeef6c117a012ebeff505eef0159","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-03","2014-05","1","0.222","false","","C","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2014.xml","b9f6422383e24c827a39245f546a5e27c63b7555315eb0be5e4a650395701b9c","0-de58c452ba191b3a8a2ae2b39240eac9b94eb957890e7e6eda9b7ae8d8a753c7","","","0-64b73ce41c3dc2f09c744dad7416e695d14ca84043f1bd914fbf5dcc64c9aa9e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2013-08","2013-09","1","0.500","false","","C","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2014.xml","b9f6422383e24c827a39245f546a5e27c63b7555315eb0be5e4a650395701b9c","1-6b2c4b0ebf5d74f374bc38cfd1da7d75b2b58f3b567d9ed55ad047a85a6c7102","","","0-64b73ce41c3dc2f09c744dad7416e695d14ca84043f1bd914fbf5dcc64c9aa9e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","DTRA","2012-04","2012-05","4","0.089","false","","","","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","5b0cc03cb7a3e0d257e91d2eb6085fa06c40e7d382fa5360746ab68b7dc060b6","0-9524080ce8b0ca88dabf5c9a4d413600d8076e0a04ea2e9c8d6a0af12b69d5cc","PO","","0-0e74061a7e66eadbdeec3d96ddecdc1d0bd6478796364167f04716acf023b41f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2013-04","2013-05","4","0.089","false","","","","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","5b0cc03cb7a3e0d257e91d2eb6085fa06c40e7d382fa5360746ab68b7dc060b6","1-855883c8de28964ccd629e302617ddf1e04ed441b41e7ed6b2de67593fcdd0ec","PO","","0-0e74061a7e66eadbdeec3d96ddecdc1d0bd6478796364167f04716acf023b41f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-05","2014-07","1","0.684","false","","","","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","5b0cc03cb7a3e0d257e91d2eb6085fa06c40e7d382fa5360746ab68b7dc060b6","2-c163c395595685cc834bfe5c91a3dd2da06897c6fd871ff748f58101e11ab3ef","PO","","0-0e74061a7e66eadbdeec3d96ddecdc1d0bd6478796364167f04716acf023b41f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","DTRA","2012-06","2012-08","1","0.100","false","","C","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","5b0cc03cb7a3e0d257e91d2eb6085fa06c40e7d382fa5360746ab68b7dc060b6","0-d55c69a2fb2d218b32c62250e4d0fc3090292e0dd5dc75da1410fd6205fbad2a","","","0-20348f7ed51a56a2c7bed67d6bfcec1102173489563584e685abd3a65eb073c4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","Various/Various","2014-06","2014-08","1","1.934","false","","","","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","5b0cc03cb7a3e0d257e91d2eb6085fa06c40e7d382fa5360746ab68b7dc060b6","0-61dc3020a92b9fc2004e2136df18fb37c53677ebbc68063c8d95bf5a4e163061","PO","","0-470d12435e9efda90807c8f55de483f050e6af1f4d9e1025444f77a1f14cfb91","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-03","2014-05","1","3.326","false","","C","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","5b0cc03cb7a3e0d257e91d2eb6085fa06c40e7d382fa5360746ab68b7dc060b6","0-75b0a5d91ac8c4d681c467c164066d11dafaedb071c3f7c3d7d6f8451f5a4642","","","0-173ab4b257a3e11c4cee1ab35623af80e8866b2f67745ac45c750adff482bd89","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","DTRA","2011-12","2012-01","1","2.779","false","","C","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","5b0cc03cb7a3e0d257e91d2eb6085fa06c40e7d382fa5360746ab68b7dc060b6","0-27553149e36b10f6ad0c87a6e4308c598c97553a037e8e5d8f6a926f10438ea4","","","0-20c25977a8dc951bec5026a856919f3be98ad17bc056a6e79b1bc6aa9661d897","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","DTRA","2012-02","2012-03","1","4.471","false","","C","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","5b0cc03cb7a3e0d257e91d2eb6085fa06c40e7d382fa5360746ab68b7dc060b6","0-cac91b69fd27c79055cd3c8a86d1533ef53b125a74b41439c153c091dfbe273a","","","0-a773c7a57ccd9a0cd390360c7fa7a2a14125a58ad030299c10b027fdc30c8b25","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2013-08","2013-09","1","0.106","false","","C","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","5b0cc03cb7a3e0d257e91d2eb6085fa06c40e7d382fa5360746ab68b7dc060b6","0-7694d7e49b45605cd1d7995384340e6109b1b08bad0214f32646f4901c83ab42","","","0-8a8827c0f2b325200eb4eae059f7743d0450f165b590aab2c0d81832adf6e815","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","DTRA","2012-08","2012-09","1","0.107","false","","C","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","5b0cc03cb7a3e0d257e91d2eb6085fa06c40e7d382fa5360746ab68b7dc060b6","1-77f25534e0ce701cff8576008826fb632eb3bcba3e58d364e90f59f882c4e961","","","0-8a8827c0f2b325200eb4eae059f7743d0450f165b590aab2c0d81832adf6e815","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","DTRA","2012-01","2012-02","1","2.538","false","","C","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","5b0cc03cb7a3e0d257e91d2eb6085fa06c40e7d382fa5360746ab68b7dc060b6","0-e0066ac58faf451eabde7765bd52cbc3a11b55bd2d03f9379cf9d8da4788fa97","","","0-b90c846938d206fa613c2e2b0e855ecd5f4deca0453e7802e293dbd160813b52","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","DTRA","2012-06","2012-07","1","0.210","false","","C","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","5b0cc03cb7a3e0d257e91d2eb6085fa06c40e7d382fa5360746ab68b7dc060b6","0-f2d8d5a8e4f0d98da942b4971b3bd95b225c657b4e46cee15a1dcc04fe1fe961","","","0-6cbe1f54be70845d2f73706f1f026e89eb0c45ac5aa7733607a624acb1b1f3d5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2013-06","2013-07","1","0.424","false","","C","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","5b0cc03cb7a3e0d257e91d2eb6085fa06c40e7d382fa5360746ab68b7dc060b6","1-2a2ef67a85860a46b329a4818bd4ebdef78ec3777f2ebc963f62c1da50ba009d","","","0-6cbe1f54be70845d2f73706f1f026e89eb0c45ac5aa7733607a624acb1b1f3d5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-06","2014-07","1","0.564","false","","C","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","5b0cc03cb7a3e0d257e91d2eb6085fa06c40e7d382fa5360746ab68b7dc060b6","2-77d97df3f4c0e502c77fd6f392955ca0db1ce43c1eae809355aa2b0362afecea","","","0-6cbe1f54be70845d2f73706f1f026e89eb0c45ac5aa7733607a624acb1b1f3d5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","DTRA","2012-06","2012-07","1","0.123","false","","C","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","5b0cc03cb7a3e0d257e91d2eb6085fa06c40e7d382fa5360746ab68b7dc060b6","0-dabc6a56c594a3c719b7f8764b7f6f42b35c29b36bdfad8f7932b0eca3db4633","","","0-9601839a9de3484003e60ef6781306b5eed64e5ac48ad2cb8122335941197604","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","DTRA","2012-09","2012-10","1","1.550","false","","C","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","5b0cc03cb7a3e0d257e91d2eb6085fa06c40e7d382fa5360746ab68b7dc060b6","0-e2204a4c6bbbb5a4f84b04b78024bbce279df6185e731886a0b96bbedfff6629","","","0-558f87b87e990e8d58b54af6945d387206fca61ec4a327345e2de7113d426036","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2013-03","2013-05","1","2.110","false","","C","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","5b0cc03cb7a3e0d257e91d2eb6085fa06c40e7d382fa5360746ab68b7dc060b6","0-0ac9d60b0223c21e477a7693d8e10fc54b8844bcc7e43cad9942b55ccd3dbe88","","","0-57d54b6f03679c877a9ecdd725c6a2054230bb685f71eaeb1b6fa377d35ff751","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-02","2014-04","1","3.119","false","","C","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","5b0cc03cb7a3e0d257e91d2eb6085fa06c40e7d382fa5360746ab68b7dc060b6","0-7934992e33993bc1f594bac03bcde3d7cee3c83ccc3b99c5b85a6904939c6251","","","0-b4044f02f06544af438bb9a376d6a1c7b4d850d1bfcc7e4073b88dc40841f454","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2013-01","2013-03","1","3.872","false","","C","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","5b0cc03cb7a3e0d257e91d2eb6085fa06c40e7d382fa5360746ab68b7dc060b6","1-207f7394e1033f713585daceac63e1d7cbd13ef0870324f3edbb3c7810da9056","","","0-b4044f02f06544af438bb9a376d6a1c7b4d850d1bfcc7e4073b88dc40841f454","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","DTRA","2013-06","2013-08","1","0.571","false","","C","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","5b0cc03cb7a3e0d257e91d2eb6085fa06c40e7d382fa5360746ab68b7dc060b6","2-44817951e00628c47320c57a0a781edcab6fb8c6d186d49a4745615c6da13f26","","","0-b4044f02f06544af438bb9a376d6a1c7b4d850d1bfcc7e4073b88dc40841f454","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2013-09","2013-11","1","0.749","false","","C","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","5b0cc03cb7a3e0d257e91d2eb6085fa06c40e7d382fa5360746ab68b7dc060b6","0-1a26b957c10895089ec41f7124361ab2718de99cc85679514e50b0ff86081764","","","0-1b1683aec6f39f94352d30218a8344c294984d90648e62f351b9ae2937906e10","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-03","2014-05","1","3.350","false","","C","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","5b0cc03cb7a3e0d257e91d2eb6085fa06c40e7d382fa5360746ab68b7dc060b6","0-02b4a51f153349885e6e208a60d7ddc00b1f87c57b762774c329479ed9b31ccb","","","0-df7adc1c98974d2cf8375af777bb0a54ede7cd2c9f5835dbe3b08eb235a13137","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2013-03","2013-05","1","4.928","false","","C","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","5b0cc03cb7a3e0d257e91d2eb6085fa06c40e7d382fa5360746ab68b7dc060b6","1-386e505c7247137740c15c2feef26932a990facb32fe52c70ae49ebf1317abea","","","0-df7adc1c98974d2cf8375af777bb0a54ede7cd2c9f5835dbe3b08eb235a13137","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-06","2014-07","1","0.196","false","","C","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","5b0cc03cb7a3e0d257e91d2eb6085fa06c40e7d382fa5360746ab68b7dc060b6","0-d85dc51eb612ecc477fba9fafc884d39f358d33ffa17e834264184074634c024","","","0-6b8f976c93d7db779544ada76d5db3e27b43902ea1c2e15249b38e2ff24e7355","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2013-06","2013-07","1","0.050","false","","C","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","5b0cc03cb7a3e0d257e91d2eb6085fa06c40e7d382fa5360746ab68b7dc060b6","1-a69746c0b2b233b8fd732c50883a8ab2bad8ab56e7adb1629cc4f1cc7182296d","","","0-6b8f976c93d7db779544ada76d5db3e27b43902ea1c2e15249b38e2ff24e7355","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-03","2014-05","1","0.222","false","","C","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","5b0cc03cb7a3e0d257e91d2eb6085fa06c40e7d382fa5360746ab68b7dc060b6","0-8610b500d4eb4d64b1465fd6d78cc0f4d11e30f30ad5aab8ddc8efc3b845f1f5","","","0-354da52381f8e82fa371858fb4af22b6f5937ea58bca65cf982c9352f7f27c21","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2013-08","2013-09","1","0.500","false","","C","Various","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","5b0cc03cb7a3e0d257e91d2eb6085fa06c40e7d382fa5360746ab68b7dc060b6","1-5e593e268db8522d5dddc1b84d796ab1d7694cc0cbf58890d6de902a0746e6f3","","","0-354da52381f8e82fa371858fb4af22b6f5937ea58bca65cf982c9352f7f27c21","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","DTRA","2015-05","2015-06","1.000","0.261","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","a7d10cbf505062d10d22842b187e5d499da72fbff89114d92e75f7abe87b6cea","0-c2a30b8277584533d8a4d729a6f43b764b4d71e7e406d4509b85185bbcd86901","PO","","0-7caabdd34058b8721d7d7774b170500efd0d0445c4d71cec1a66327fa7842726","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-05","2014-07","1.000","0.684","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","a7d10cbf505062d10d22842b187e5d499da72fbff89114d92e75f7abe87b6cea","1-73f4a134a419b8daa459115bb239ede525b4823bc108ef29199c31d6774cbd37","PO","","0-7caabdd34058b8721d7d7774b170500efd0d0445c4d71cec1a66327fa7842726","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2014-05","2014-07","1.000","0.235","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","a7d10cbf505062d10d22842b187e5d499da72fbff89114d92e75f7abe87b6cea","2-87c8ae02a8b157df122465a4d3ee8034559f4a386aa90ccb46d61e3334ef186b","PO","","0-7caabdd34058b8721d7d7774b170500efd0d0445c4d71cec1a66327fa7842726","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","DTRA","2014-10","2015-09","1.000","1.182","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","a7d10cbf505062d10d22842b187e5d499da72fbff89114d92e75f7abe87b6cea","0-abb1bfcaaf9ea1a75fb496744ceab98e8f06a155d499cedc51b559a469fa055e","PO","","0-3fb44c845fc6f3ea8de59de524b45da78cef6d3018aa5ddf86ab6deb1ca7ab69","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-06","2014-08","1.000","1.934","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","a7d10cbf505062d10d22842b187e5d499da72fbff89114d92e75f7abe87b6cea","1-251bc4de77800b3d064d21a0f5bf88836d2e1371e4b4c752cad7c9777ea65eca","PO","","0-3fb44c845fc6f3ea8de59de524b45da78cef6d3018aa5ddf86ab6deb1ca7ab69","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","DTRA","2014-10","2015-09","1.000","0.800","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","a7d10cbf505062d10d22842b187e5d499da72fbff89114d92e75f7abe87b6cea","0-0a88d8974646ab629a4c3d7ea89d63e5d8c80dd85bb3dd0acec1fc8084bb37a3","PO","","0-5831f57d26f6df959a23f542f1ca579162de64a017b9c30967337deaffc0f572","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
