ServiceAgencyName_val,ServiceAgencyName_@footnote,ProcQuantity_val,ProcQuantity_@footnote,AcceptedBeforeOct1_val,@SOURCE_FILENAME,@RECORDID,@ROWID,ServiceAgencySuffix_val,ComponentMonthlyDeliveryScheduleList_ComponentMonthlyDeliverySchedule,@PARENTROWID,@PARENT
"Marine Corps","","1064","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","159aab3818002a38b5ee74c13689eeab2c964c462630cb0e36da9e95c23886da","1-c9c9738f8588904957c4fe4a337717a8297663c0dda621d98f8b7f613fb7dec0","","","2-6059ef7b22ed555af31fb592d9d50f59fe07293e4041e232b0b9ca9931a340d4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Army","","33900","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","159aab3818002a38b5ee74c13689eeab2c964c462630cb0e36da9e95c23886da","0-cdf90e0bf9e6d1aca4775356bf22764966ceff5fd047179eb05647536c7a3e9e","","","0-c87527e329c87310aad714fa3527ddeb2fd44c4caeb395f37e25de39dae3adcc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Marine Corps","","34800","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","159aab3818002a38b5ee74c13689eeab2c964c462630cb0e36da9e95c23886da","1-4b620d0427d756c15556bc3a24868d2d0b86dbc9cb9fe868aae4b20e746e65e4","","","0-c87527e329c87310aad714fa3527ddeb2fd44c4caeb395f37e25de39dae3adcc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Army","","68101","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","159aab3818002a38b5ee74c13689eeab2c964c462630cb0e36da9e95c23886da","0-13e26424073548cd83202234fb2a27c58c08a73d9ad595fa1050aee8cad0eee0","","","0-26e9b849666b9b0ddf07e3b031a470c29fd185138838a80c98291014ffe2d2b3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Marine Corps","","30683","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","159aab3818002a38b5ee74c13689eeab2c964c462630cb0e36da9e95c23886da","1-7709f2471c341373c32fd52ebca05bb30b7d98e446a93d6d8ac7f7888b9482c8","","","0-26e9b849666b9b0ddf07e3b031a470c29fd185138838a80c98291014ffe2d2b3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Army","","220","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","48b937da117f15c5e1421f068fadedf2a5fb1b66e3a44e84e3f4e823c64d983b","0-88d5b3e6d99773a121bc306f43176ee1586c5b75710e1fcf730ce25e6230d4ba","","","0-dffe2a6b3c6978cb9cc2120f534782f26474a4c17b2578bce66408e9795953d9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Army","","28213775","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","c143e0d54fd21d462b06920ff7d4c6bdff29b1be233f74899e80dce297178d6a","0-d64f2f6c78e130300d66347b3269e4f2ec4d4fd28c3b10e0425a585fc9650aea","","","0-2f426e0fee8e6f96aa62fb4f9cf09371a7d8fef24765472271bfee04329eb136","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Naval Sea Systems Command","","13985972","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","c143e0d54fd21d462b06920ff7d4c6bdff29b1be233f74899e80dce297178d6a","1-4749b66034f1e05e7f7a6a66b8ff35abfac2f25506c5ab9419e4616f57e5698f","","","0-2f426e0fee8e6f96aa62fb4f9cf09371a7d8fef24765472271bfee04329eb136","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Marine Corps","","19167431","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","c143e0d54fd21d462b06920ff7d4c6bdff29b1be233f74899e80dce297178d6a","2-626fe59436e40b0095d9a0bc4b6d0def316c2b07465fa6ffa8b25a9c7f86fbda","","","0-2f426e0fee8e6f96aa62fb4f9cf09371a7d8fef24765472271bfee04329eb136","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","5383393","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","c143e0d54fd21d462b06920ff7d4c6bdff29b1be233f74899e80dce297178d6a","3-0a1ddec783e807ad6c5a63ca23ae8ee7201279d2d9abbcd577cc01b83b96fc40","","","0-2f426e0fee8e6f96aa62fb4f9cf09371a7d8fef24765472271bfee04329eb136","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy Special Operations","","5906000","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","c143e0d54fd21d462b06920ff7d4c6bdff29b1be233f74899e80dce297178d6a","4-b4448f9f8c407f31119110630e96885273f5e6e5aa47620bfce67fb1b4b1e8f4","","","0-2f426e0fee8e6f96aa62fb4f9cf09371a7d8fef24765472271bfee04329eb136","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Army","","14950200","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","c143e0d54fd21d462b06920ff7d4c6bdff29b1be233f74899e80dce297178d6a","0-272dde421cb71edca9800ff465a2f99d3755d037aee4c9ba06c22325ce19a25c","","","1-4a0d6ae703e673d1026b7b608641a22090efcb43045e7ca36f48614bff15c13e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Naval Sea Systems Command","","6000000","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","c143e0d54fd21d462b06920ff7d4c6bdff29b1be233f74899e80dce297178d6a","1-88a356ce661c2beb578e3cc8aaf79c79e27155b47f6226f16ae080166c873330","","","1-4a0d6ae703e673d1026b7b608641a22090efcb43045e7ca36f48614bff15c13e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Marine Corps","","14491216","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","c143e0d54fd21d462b06920ff7d4c6bdff29b1be233f74899e80dce297178d6a","2-5a7ae7edc77fecbd082d27aebca2c97c83e2d2a5cc9179ce076b2cdd27b6a70b","","","1-4a0d6ae703e673d1026b7b608641a22090efcb43045e7ca36f48614bff15c13e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","12325185","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","c143e0d54fd21d462b06920ff7d4c6bdff29b1be233f74899e80dce297178d6a","3-ddf489507e4604f2d8b34129e71038370040561bfdecf3db2b32d172ab259212","","","1-4a0d6ae703e673d1026b7b608641a22090efcb43045e7ca36f48614bff15c13e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy Special Operations","","13861633","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","c143e0d54fd21d462b06920ff7d4c6bdff29b1be233f74899e80dce297178d6a","4-b2b5ceeb31abf683ba7515f6d07bde889c6fe38e6799772a2fac71cae1b63db2","","","1-4a0d6ae703e673d1026b7b608641a22090efcb43045e7ca36f48614bff15c13e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Army","","13075926","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","c143e0d54fd21d462b06920ff7d4c6bdff29b1be233f74899e80dce297178d6a","0-a6a8c5b747e5c658048957db13e588669d578fca857aef99b50722d18800db8c","","","2-30613077fe3a10bab828688e5045b753e577a1f214c521b6ef5075ba6ca4f830","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Naval Sea Systems Command","","8000000","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","c143e0d54fd21d462b06920ff7d4c6bdff29b1be233f74899e80dce297178d6a","1-abff2308c8633545c9ebf17435caa8752db7227302bb2bde043e8f27bb49876e","","","2-30613077fe3a10bab828688e5045b753e577a1f214c521b6ef5075ba6ca4f830","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","3926881","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","c143e0d54fd21d462b06920ff7d4c6bdff29b1be233f74899e80dce297178d6a","2-b52daadb5e64205dc25ed9428493932ffdc2e870a6dab8e7072958e1484b16e4","","","2-30613077fe3a10bab828688e5045b753e577a1f214c521b6ef5075ba6ca4f830","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy Special Operations","","8002000","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","c143e0d54fd21d462b06920ff7d4c6bdff29b1be233f74899e80dce297178d6a","3-d38a216e7ab2cba4aa6d53a2a581931a7efd1186a35fdaf1eea4e8ec40177058","","","2-30613077fe3a10bab828688e5045b753e577a1f214c521b6ef5075ba6ca4f830","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Army","","37195379","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","c143e0d54fd21d462b06920ff7d4c6bdff29b1be233f74899e80dce297178d6a","0-edcc660665b3fdb6ad3b4ecefa172f80627bb19d3ec0f98a49abff8ddf07e241","","","0-0605a4f8e837896cd570f3101c6bfbfc57369709e1014ec628495eccc46bdcee","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Army","","43160127","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","c143e0d54fd21d462b06920ff7d4c6bdff29b1be233f74899e80dce297178d6a","0-4259ac4c7309d35490366951a78c4103310d2d0deea5d67e451f87a16506168e","","","1-184d08fa9cb95e44d3dfd288cbbf3c72be9e6396157152eef927d405e05859a2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Army","","20666455","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","c143e0d54fd21d462b06920ff7d4c6bdff29b1be233f74899e80dce297178d6a","0-aef6cc5d9784c9bb2beb1f3e0d850f48420f154e9e25944e3a0954d3e2da406a","","","2-02a39ecbbf0809a065a793fbdbe5a2559dd6b4c3cbfbb0e5bc5b73593ee17818","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Army","","3613","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","20d2aa939c430222b2a435c3357562950dec6db3dd21c49c67acb9a67071e7cd","0-23f15d86712cd842704885296f73ff00fbeffa90e4140df5c8b49da4cdd72d8f","","","0-d0601fc2fe19b3b739e22009c38558f905b54479cebfa9d5d2feef8cff91df53","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Army","","280080","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","20d2aa939c430222b2a435c3357562950dec6db3dd21c49c67acb9a67071e7cd","0-6ac4ec4ef50827a01c99fe764ad82fdf3ad80979e354e4fdf44346f2b6dbfe5e","","","0-ce02f0fff1924f975fc7f86339bec90e363e204719cb55675c805be11591c716","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Naval Sea Systems Command","","44490","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","20d2aa939c430222b2a435c3357562950dec6db3dd21c49c67acb9a67071e7cd","1-7afd8597d1a8a478c5ab0d780162490c562f04fb97b6ed115c6ab483559b4ff7","","","0-ce02f0fff1924f975fc7f86339bec90e363e204719cb55675c805be11591c716","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","137340","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","20d2aa939c430222b2a435c3357562950dec6db3dd21c49c67acb9a67071e7cd","2-32305929542c5fa70d6bbd97c15b13ebb0d40c567338b1fb9db659b0f9e6d0ab","","","0-ce02f0fff1924f975fc7f86339bec90e363e204719cb55675c805be11591c716","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy Special Operations","","19290","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","20d2aa939c430222b2a435c3357562950dec6db3dd21c49c67acb9a67071e7cd","3-ab06510ceecae141ebfd2166d7eeb7ef563b03669c7053fe2971ff1f4b1bd2c3","","","0-ce02f0fff1924f975fc7f86339bec90e363e204719cb55675c805be11591c716","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Army","","320240","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","20d2aa939c430222b2a435c3357562950dec6db3dd21c49c67acb9a67071e7cd","0-602a54b0a0c8e3490b30db4302b9d670c1100e57b36a28268704a46fe6358cff","","","0-8ea5cba989d3da9937313b3023efd048792e166f127657724676c3f845074202","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","74563","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","20d2aa939c430222b2a435c3357562950dec6db3dd21c49c67acb9a67071e7cd","1-78a1253efdeebf41258b11ba956b4b3d09b929d41089f6d684b3fe8c6aab3aad","","","0-8ea5cba989d3da9937313b3023efd048792e166f127657724676c3f845074202","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy Special Operations","","13770","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","20d2aa939c430222b2a435c3357562950dec6db3dd21c49c67acb9a67071e7cd","2-52121fe663bb3079f4ba6bc17d274dd27f1dbfef7a78fa4dbcb817b11ddeef58","","","0-8ea5cba989d3da9937313b3023efd048792e166f127657724676c3f845074202","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Army","","36859","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","20d2aa939c430222b2a435c3357562950dec6db3dd21c49c67acb9a67071e7cd","0-f69de4a3d4029af5fa9fb4aa3895fa2fe81e6300ff320b6e59050bda39b5d158","","","1-2c1be6a0b7a25f715d195943989b7f3e348465ca5214dd1d971f70c21650da99","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","70648","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","20d2aa939c430222b2a435c3357562950dec6db3dd21c49c67acb9a67071e7cd","1-dac5e31f9b5418e173c69b1668dfc6201d90a27d57b2e437463e48644642b384","","","1-2c1be6a0b7a25f715d195943989b7f3e348465ca5214dd1d971f70c21650da99","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy Special Operations","","30930","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","20d2aa939c430222b2a435c3357562950dec6db3dd21c49c67acb9a67071e7cd","2-bd72e9041289680a9158a451a50dcad73c44a8e66c2fa58722019177d38fce19","","","1-2c1be6a0b7a25f715d195943989b7f3e348465ca5214dd1d971f70c21650da99","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Army","","3220","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","20d2aa939c430222b2a435c3357562950dec6db3dd21c49c67acb9a67071e7cd","0-ab4e1d84dd355da49999ad2aa26ae81bb477e92ca6670f234b6d4f2efdc2d4e5","","","0-9f326c33132ebeed41fa778ec3834f79a80b63c9964be02522055b54f425d30f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Naval Sea Systems Command","","450","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","20d2aa939c430222b2a435c3357562950dec6db3dd21c49c67acb9a67071e7cd","1-b28cecdcb0df07930c43107640338c9ec1a52451baec5ad6501176547e663ce0","","","0-9f326c33132ebeed41fa778ec3834f79a80b63c9964be02522055b54f425d30f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Army","","2020","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","20d2aa939c430222b2a435c3357562950dec6db3dd21c49c67acb9a67071e7cd","0-e938f5788088ec75f9bc0a7a2eca10a7aa23e2b8257c962e2f3e01c46bd136c6","","","1-b65ce48750bad219d8518803f5af064ec73219050e462a6644166fe0da18af45","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","290","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","20d2aa939c430222b2a435c3357562950dec6db3dd21c49c67acb9a67071e7cd","1-a36c840b510a3f698f64d85b63372dc67fd7a0a6758622823874fea6c2bf461d","","","1-b65ce48750bad219d8518803f5af064ec73219050e462a6644166fe0da18af45","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Army","","831","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","20d2aa939c430222b2a435c3357562950dec6db3dd21c49c67acb9a67071e7cd","0-057d430cc9a88cc7edd68059bd2528dc1cf14f594dd2c4356f17f9d9efd26ae9","","","0-fe7d2f6adf8a5e5d5e0981940f98f426e2b431c148c1bcd500631c1cae02b1d3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","294","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","20d2aa939c430222b2a435c3357562950dec6db3dd21c49c67acb9a67071e7cd","1-266e859eefdfff2ed67541382ac533bf5c2236fb95aa814475b5ad861cc0a064","","","0-fe7d2f6adf8a5e5d5e0981940f98f426e2b431c148c1bcd500631c1cae02b1d3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Army","","252043","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","51da44a02e102264cdf564555e997255cb2a5f9c44042c0190f95ffc00dd10f7","0-18f213c58fcecefd62f98bbd081ce5a32c5b19ba8c9ae3b3f2623a911944c74e","","","0-318e84e284e3a881cf3a6889c826f2393f21a8259de0eff97d28515bc8b2db8b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","12279","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","51da44a02e102264cdf564555e997255cb2a5f9c44042c0190f95ffc00dd10f7","1-a55196baaf21f01a7d2d55e619fa1c8e26dfc4f291929d5dc47c08fdf9cf5558","","","0-318e84e284e3a881cf3a6889c826f2393f21a8259de0eff97d28515bc8b2db8b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy Special Operations","","6000","","","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","51da44a02e102264cdf564555e997255cb2a5f9c44042c0190f95ffc00dd10f7","2-06e611db49af1cd7f2ed769aed04245407a131e09af509f29e8df7d8a439b3da","","","0-318e84e284e3a881cf3a6889c826f2393f21a8259de0eff97d28515bc8b2db8b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
