Name_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFive_Quantity_val,Cost_BudgetYearFive_TotalCost_val,Cost_PriorYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_AllPriorYears_Quantity_val,Cost_AllPriorYears_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","2a1982c8ef17506a9dc74f4de49df0867a3613ffc631a2731e73d1ea73bf7038","0-4601411f35b67404e4344f8f1a8cdbd615c5cb03ee41384409928b2500f5bf97","0-9553d3b720f06d79920e0e19129f0579a1ab68e9108cbbd7ccce00e16ee6f037","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","","","","","0","0.000","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","2a1982c8ef17506a9dc74f4de49df0867a3613ffc631a2731e73d1ea73bf7038","0-0c385202a0e55d4efb0dfcf7f5d9c5d7ce304a07e43be469a13b1634da5e46bf","0-a4fdee7096db7aa56c0478704b6f386aaf3681b66ccf00ed5eb26a249b0deb96","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","2a1982c8ef17506a9dc74f4de49df0867a3613ffc631a2731e73d1ea73bf7038","0-f3ba2e5e107d3abf17199fe4c2074cc55c6493f50a22ba5a7f97caadc518762a","0-841a4540098560a8978c82d82715074de3bc753e6d92b29b950652662def6f8f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","0","0.000","","","0","0.000","0","0.000","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","2a1982c8ef17506a9dc74f4de49df0867a3613ffc631a2731e73d1ea73bf7038","0-6f3a4763c2ed4e1bf6e0610eb0bcaff124e2f768556c93d316ed4dc7c03d493b","0-7ea2fd60862a2278a4625d15f091c7510f0b2364d27a4048b021e2a62240f5bd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","2a1982c8ef17506a9dc74f4de49df0867a3613ffc631a2731e73d1ea73bf7038","0-ac553990397e721ea5b8a8a8099e3074782c3b8764d39d79dcac0cf8546445ac","0-286fb612fb5d836fb09de2d3cf82eb2f3fa94b47062209afb3203b15ed5155f9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","","","0","0.000","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","f551fb2bf29bfe6f38ef4308456957ea43f5051664c6cbffe54487771a6819ff","0-761ae3f6d9623d9f601a77a9c3b5a45f4632e721b05314848ef817a62c3c6f83","0-8505069bf28a8afd3260f5564ea7feb04bc0cca076b3372abf4d37596e245e4e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1d8c37d4bd886ffee9bf93ab080f816dddcf27c155513e63338b35bc499d8632","0-f784c5f395b04ecd2342e3ba0963c7982175dfc63e54c043555fdb4eaf8d9d98","0-11bd7c3d0cefeeea37fc6a3fdaf2236acbed2278e25ab6b5ef0978a647756abc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a0741c7c5d3d4517bf545e29bbaead01198f87e9d3fbbfd13932a42a35271cd6","0-cbed2024214baa7a58c58ad09e4a17b7833e4877c051fe3f236693a1438041a7","0-1ce0a9b6d590c2e0947dda3b875bad038099860ddf3daf970fa75b66f3772856","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a0741c7c5d3d4517bf545e29bbaead01198f87e9d3fbbfd13932a42a35271cd6","0-093ea155924a0b0ea4fe8993d81c6df8ba8383dd64d584ff23a4304008555f53","0-77201e52e1c8f293a56ab3c69d67946c0810bbb4426cb0426d43a62ed75229a9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a0741c7c5d3d4517bf545e29bbaead01198f87e9d3fbbfd13932a42a35271cd6","1-55bf113ef6ca7b47e67e512419f6dea9ff17d4c939a2da3f246224ec09a62f6a","0-77201e52e1c8f293a56ab3c69d67946c0810bbb4426cb0426d43a62ed75229a9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a0741c7c5d3d4517bf545e29bbaead01198f87e9d3fbbfd13932a42a35271cd6","0-a987662185a8aa71ae41a95c072f485fcf5cd77299afe2d0475ee278c29fc41d","0-3e5dc4e24f226d2e501f6e3f21532f217f3d5e7ff492514e9a5e1b8754f6dfa8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","0","0.000","0","0.000","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a0741c7c5d3d4517bf545e29bbaead01198f87e9d3fbbfd13932a42a35271cd6","1-38ac75772ffa72bdf2d4b625884d9e502cbe7c8e3fd93364c8c26b0965760ebc","0-3e5dc4e24f226d2e501f6e3f21532f217f3d5e7ff492514e9a5e1b8754f6dfa8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","0","0.000","0","0.000","","","0","0.000","0","0.000","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a0741c7c5d3d4517bf545e29bbaead01198f87e9d3fbbfd13932a42a35271cd6","0-16bbce96589e64f817208bd499498eebf63232080cb8387bc3c12e1665693e60","0-1062526ec7d5cb41c57a146bfa3aa1743f9ec16f51490c8cabeb65b0165dee13","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","0","0.000","0","0.000","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a0741c7c5d3d4517bf545e29bbaead01198f87e9d3fbbfd13932a42a35271cd6","1-951379efb32e39b35f1477f616fe33fcb4f43ee15f66ddea6acfcc695db8fade","0-1062526ec7d5cb41c57a146bfa3aa1743f9ec16f51490c8cabeb65b0165dee13","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","","","","","0","0.000","","","","","0","0.000","0","0.000","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","112eb3735d4ce129abd075705a90e1b9579e7e82287a041d0434475ae6e5e0ca","0-7af8facf7fbf0dce62212320e3a87ccaa103c79936c93add3920f24d56fc1b07","0-d4dc0224bc1ba4296411d7094297feb4c3b78d2117c5bec506c3ef1e41ce2989","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","0","0.000","0","0.000","","","0","0.000","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","112eb3735d4ce129abd075705a90e1b9579e7e82287a041d0434475ae6e5e0ca","1-d3ec0fcb02fcda2ad838fd59911dcb56ddb1c7884971c38b369b3aa44592dd03","0-d4dc0224bc1ba4296411d7094297feb4c3b78d2117c5bec506c3ef1e41ce2989","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","112eb3735d4ce129abd075705a90e1b9579e7e82287a041d0434475ae6e5e0ca","0-b954d7f1fe2ee1ad39243a8dfb7e7ec6c72c6b0256b86e883e46a31206a0041a","0-3b7eaa8ab1957109e640b47fa7531778cb9b9c028be655fd8914a7d1afa5e3a0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","","","","","","","0","0.000","0","0.000","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","112eb3735d4ce129abd075705a90e1b9579e7e82287a041d0434475ae6e5e0ca","1-83fdee32b880a7cfb9efe59a3c6a1b78827cc5b931088898e8509a1e3c4c0329","0-3b7eaa8ab1957109e640b47fa7531778cb9b9c028be655fd8914a7d1afa5e3a0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","112eb3735d4ce129abd075705a90e1b9579e7e82287a041d0434475ae6e5e0ca","0-04124ac3259f17eda81a118ce8467e1cbcb385054e4602eb605566c1bf1f72c3","0-6d40c1ac6f4a2832cf37b2a8e868c8b0ef3572223c23241aa650955382f83ce2","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","112eb3735d4ce129abd075705a90e1b9579e7e82287a041d0434475ae6e5e0ca","1-d18e42a55499b5efcc4455e1e530a53b67ac4bfcfc663cd584cf0d6c5302736b","0-6d40c1ac6f4a2832cf37b2a8e868c8b0ef3572223c23241aa650955382f83ce2","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","112eb3735d4ce129abd075705a90e1b9579e7e82287a041d0434475ae6e5e0ca","0-d58857bc4df453fbd4b76481487f79543b1b7114e225af250dab2084e96a1cad","0-6142e2d525976b8a31dc331850a08b6a5cdbdcd3aa13017f9734b138bf523a08","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","112eb3735d4ce129abd075705a90e1b9579e7e82287a041d0434475ae6e5e0ca","1-0c1e200bc8f167e81aaedc9814c23f175aefa787d78a4dd1bf9b4740c2b1de18","0-6142e2d525976b8a31dc331850a08b6a5cdbdcd3aa13017f9734b138bf523a08","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","112eb3735d4ce129abd075705a90e1b9579e7e82287a041d0434475ae6e5e0ca","0-4025349b739252c3885332cbbaab06ba807bfc93322c127c8dd29e4147532333","0-cd884629f6bd937eced619c8efd924b750f82bbb906fc934dcf59ba00b63b0bb","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","112eb3735d4ce129abd075705a90e1b9579e7e82287a041d0434475ae6e5e0ca","0-480cc2462f534f6de89b3768be8935151140b809001649d5022ed4c7db757b16","0-69391de891686b441da094ca06d11d55e052ae7f3b42d81e778b6b7fd9e53ec5","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1d503d51190fdbe2567a6ba4e15d905d8eef2ad73c961153b1bc83969ff4597a","0-0d1bd8657299d7e37e631d790b2d5dabe7cedc63cfad174aaf990c73185ba65b","0-a91f883e9598ab1887d6a7871e5c7b90e8fd82eebe1aea2cda1794c5cd15552a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","87462ed2e8542bde3a2e0f81b30ed0789913cc4ec270c5cfff473ffe2903b671","0-9293a58928ac4d248f26547c1f7bf534482d738e78e72146930ba57c58bf8d68","0-711d416ff9fb0e26c808614ed869d52e48deb3d6d6e6303ae89a5624dfcf7d24","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","87462ed2e8542bde3a2e0f81b30ed0789913cc4ec270c5cfff473ffe2903b671","0-f07d1813d4ba466e494ba0d516d6167677935c8ac0e092b2a9144d69f1708b40","0-1cb911ab0c8fc79412dd15a0b52508203d28c2f1cd30289093d2f9cb046f8d60","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","87462ed2e8542bde3a2e0f81b30ed0789913cc4ec270c5cfff473ffe2903b671","0-84639ea6303b42152c037394a5f3a3ee7cd07b68a59a7b1d6a1166259c05c4de","0-6a1a167979c6042156688d2042addc1b614a8aeebc33f780f0926b65b7e292a1","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","87462ed2e8542bde3a2e0f81b30ed0789913cc4ec270c5cfff473ffe2903b671","0-86ada08db172aaf19e91ceda71d4283afd1ce02923a9df633421c3dece1a5df2","0-701844caec3aabf9777ad86eaa7c1a671ed80653ce9b242bf91efdb8b84e918d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","","","0","0.000","","","","","0","0.000","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","caa5b01bb6d5e3433a40a58bbcc0c4077220374211e4fd800d7df2199123a65d","0-ffe31e2508c6f2ef8f66c87c277d9d54e9e6f1d1e369b221c756e4ec9ee7009b","0-0289088c17f7a517494c7ec996abf88985966b615ae37843ec792993c2234eac","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","0","0.000","0","0.000","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","caa5b01bb6d5e3433a40a58bbcc0c4077220374211e4fd800d7df2199123a65d","1-edb7077f7a7ffd084afa06e99878a8b10b0fd11c181b781a36ad1888e39782b8","0-0289088c17f7a517494c7ec996abf88985966b615ae37843ec792993c2234eac","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d2fe6465080c586e3806a533310d08c975c4532897c1272945b0585f326a702f","0-00b2e65089a457d243c638c73e8b3071b3b0138b36cc8a38a7788b5d9ec9ce2b","0-b021ae32a41f0df49304c0ebdc0dd084519700ec352aa7576d631d1754ad86ed","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","","","","","","","","","0","0.000","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d2fe6465080c586e3806a533310d08c975c4532897c1272945b0585f326a702f","1-8cef21574bd50dfdc7360f9b094cd607dee5a684a464f0314221f0e7d24dcabc","0-b021ae32a41f0df49304c0ebdc0dd084519700ec352aa7576d631d1754ad86ed","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","","","","","","","","","0","0.000","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d2fe6465080c586e3806a533310d08c975c4532897c1272945b0585f326a702f","2-f6c31f053209578d2ae90842c28db83aa7188013a390f1329ba8b524e542c6f4","0-b021ae32a41f0df49304c0ebdc0dd084519700ec352aa7576d631d1754ad86ed","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","0","0.000","0","0.000","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d2fe6465080c586e3806a533310d08c975c4532897c1272945b0585f326a702f","0-1f1e430378e3e43bbf6874935662b182ef32f435c4b1f15df9b6fff8ad38d478","0-761abdc987c945f9ad679e4542d46b6da519a4c0d2d198840e11092eb469ccf0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","0","0.000","0","0.000","0","0.000","","","0","0.000","","","","","","","0","0.000","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d2fe6465080c586e3806a533310d08c975c4532897c1272945b0585f326a702f","1-7a6241cd2e955440657e31559a9d90e6994eaebe4be472ba0cfd21643451dc2b","0-761abdc987c945f9ad679e4542d46b6da519a4c0d2d198840e11092eb469ccf0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","0","0.000","0","0.000","0","0.000","","","","","","","0","0.000","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d2fe6465080c586e3806a533310d08c975c4532897c1272945b0585f326a702f","2-7322743c19d928c5cb4344d94a2cfd3770b708d68ffcfc908ec00b5a87cd451a","0-761abdc987c945f9ad679e4542d46b6da519a4c0d2d198840e11092eb469ccf0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d2fe6465080c586e3806a533310d08c975c4532897c1272945b0585f326a702f","0-6e0d68f411010ed068adee6fe9805b889ced36b39d23ffe0154588062b4de832","0-c15425271120ad611a2152198c815718e5adfe1845f5d5d4d10b0b0b399feb17","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d2fe6465080c586e3806a533310d08c975c4532897c1272945b0585f326a702f","0-0ccc4ed40ef706aa1398a44a323f3e56cca657e81cfa31177c4e01e60f99de0e","0-92e916b652ea87f654115217bfa7988af828dacf7e19ecc9b6ece193923caad3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
