Name_val,Location_val,@SOURCE_FILENAME,@RECORDID,@ROWID,InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val,InitialQuantity_AdminLeadTimeAfterOct1InMonths_val,InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val,InitialQuantity_TotalLeadTimeAfterOct1InMonths_val,ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val,ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val,ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val,ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val,MinimumSustainingRate_@footnote,MinimumSustainingRate_val,MaximumProductionRate_val,Rate185_val,@PARENTROWID,@PARENT
"Wyle Laboratories","Huntsville, AL","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0daeb3840995e315e0845fec38ebc9e30d4d58064f2184f55430dcb7cef2d891","0-e0596054fdb1292d205442e417dcc9c32dfc6c922a3a903d3457796a34e4408e","0","0","0","0","0","0","0","0","","","","","0-47476ba38f58220c2ec7aef0f7f4410c45bdc448962d4e11071028cd0dee4971","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"Leidos","McLean, VA","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0daeb3840995e315e0845fec38ebc9e30d4d58064f2184f55430dcb7cef2d891","1-ee2192800359ed49d7dda08b293e151d41a698a595696f0bd0fd7d58550abd91","0","0","0","0","0","0","0","0","","","","","0-47476ba38f58220c2ec7aef0f7f4410c45bdc448962d4e11071028cd0dee4971","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0daeb3840995e315e0845fec38ebc9e30d4d58064f2184f55430dcb7cef2d891","2-1da32498d7317e708383ddda39faf5db0bc825698e4772e55e6bd2d7a96999b2","0","0","0","0","0","0","0","0","","","","","0-47476ba38f58220c2ec7aef0f7f4410c45bdc448962d4e11071028cd0dee4971","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"Defense Engineering, Inc","Arlington, VA","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0daeb3840995e315e0845fec38ebc9e30d4d58064f2184f55430dcb7cef2d891","0-559153974a00e89359936f62def01cb9b4a67b88586f41d70e10e3b8fd9c35f4","0","0","0","0","0","0","0","0","","","","","0-d6334853a04187120e5ae453c459588eda28b16aecb1f2db2f6ec1324457bda5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0daeb3840995e315e0845fec38ebc9e30d4d58064f2184f55430dcb7cef2d891","1-abd1b4ae0fbcba230aa851a22f6adea189799c5b0abe092b7dbdc540a55daf35","0","0","0","0","0","0","0","0","","","","","0-d6334853a04187120e5ae453c459588eda28b16aecb1f2db2f6ec1324457bda5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"Carahsoft Tech Corp","Reston, VA","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0daeb3840995e315e0845fec38ebc9e30d4d58064f2184f55430dcb7cef2d891","0-5b92b61a4ba1eb5a0b76f7f757b938e9b6cdf4be8a1189c8560cd5ba82a8d67b","0","0","0","0","0","0","0","0","","","","","1-4470a64a628f4a1a56291c598b23c9c8a576c28fc48cb53f2bd5aacb4ba27928","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"DLT Solutions","Herndon, VA","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0daeb3840995e315e0845fec38ebc9e30d4d58064f2184f55430dcb7cef2d891","1-d8e3f50e44ea958aa632428ecb72469824177f53464f387700b70dbc80bc769d","0","0","0","0","0","0","0","0","","","","","1-4470a64a628f4a1a56291c598b23c9c8a576c28fc48cb53f2bd5aacb4ba27928","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0daeb3840995e315e0845fec38ebc9e30d4d58064f2184f55430dcb7cef2d891","2-e83d3d4167c0ccd6a55a6314cb94ba29c264770a2808d744a491d11a2eaaf275","0","0","0","0","0","0","0","0","","","","","1-4470a64a628f4a1a56291c598b23c9c8a576c28fc48cb53f2bd5aacb4ba27928","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0daeb3840995e315e0845fec38ebc9e30d4d58064f2184f55430dcb7cef2d891","0-251994998096b6c847cdf1cf90a7c79ceec1038350b4fdd7e0600dc3406b68b7","0","0","0","0","0","0","0","0","","","","","2-fe9e0cfdf13df92ef1269e2d206983756e415007c841a8a2e6c08036b96c7b03","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0daeb3840995e315e0845fec38ebc9e30d4d58064f2184f55430dcb7cef2d891","0-a538b7626d54a6f12cdcf7b0b3ee8b8c9956780424fdf8c87ffde29e44fa438d","0","0","0","0","0","0","0","0","","","","","2-94dd7d8171e3824aa16f4f61eafc48b3b653535f55e2e332ccda27c8a0048b5e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"Iron Bow Technologies","Chantilly, VA","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0daeb3840995e315e0845fec38ebc9e30d4d58064f2184f55430dcb7cef2d891","0-8c6deffaef1de49326ab7102cc81771034a65734d4358d9b95eac25f3f5c1bad","0","0","0","0","0","0","0","0","","","","","3-39c96d37acddebc553ac66acfe7e5ce2f3029c36ecce014d64df831dde344c6f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0daeb3840995e315e0845fec38ebc9e30d4d58064f2184f55430dcb7cef2d891","1-58bef6e56f02c9d91bdea464b32ca253b7dfe0e593251fad7e21a7d7a52aa686","0","0","0","0","0","0","0","0","","","","","3-39c96d37acddebc553ac66acfe7e5ce2f3029c36ecce014d64df831dde344c6f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0daeb3840995e315e0845fec38ebc9e30d4d58064f2184f55430dcb7cef2d891","0-b1c4279421c3d839231c45398ca9170d8e5e50ab066a01dcc1e0ced532b24a09","0","0","0","0","0","0","0","0","","","","","8-74d9c29846430472b0124e8d4eb9ee1ed4cf13692c7dbbac8544d6a49df2f105","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0daeb3840995e315e0845fec38ebc9e30d4d58064f2184f55430dcb7cef2d891","0-380bb126d256f3a5bda568940553031d2166a6f5ad9441438bf8a0b0a4f5c792","0","0","0","0","0","0","0","0","","","","","0-948e0e0ee76ceceac1cd4d7fee99cc8031c7ac95349bb5bd5bcc1d28f915673b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"Leidos","McLean, VA","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e2c89fbeb812916900eca5c27f8af4e89ad05088685814bc9bb1805868e5dd11","0-857a8bc5765a788ff97b96cb00b585ff85efc90bac32ac871fb196ebbaaacf4d","0","0","0","0","0","0","0","0","","","","","0-7fb34d4f5a163ba260f6bbedb13e45872b4b38f60813042f9c051f9b3ee0d0a0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e2c89fbeb812916900eca5c27f8af4e89ad05088685814bc9bb1805868e5dd11","1-2bf364192cc2d889b826624ba50033a5ba093635d2ba8bc9d1bbf03b560d4521","0","0","0","0","0","0","0","0","","","","","0-7fb34d4f5a163ba260f6bbedb13e45872b4b38f60813042f9c051f9b3ee0d0a0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"Defense Engineering, Inc","Arlington, VA","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e2c89fbeb812916900eca5c27f8af4e89ad05088685814bc9bb1805868e5dd11","0-751159ed88aa026f78250927dfc93f14f99ad33fb3d6c0601e89cd4eca92230a","0","0","0","0","0","0","0","0","","","","","0-0efafce2cb946f1a21f32a5c6ecb359a13519342b27cf0c9c5852b7b5dada080","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e2c89fbeb812916900eca5c27f8af4e89ad05088685814bc9bb1805868e5dd11","1-be421dd7da70f71506c0a43f5717d36d0f47dd6482cccec7efffdf9c98e07985","0","0","0","0","0","0","0","0","","","","","0-0efafce2cb946f1a21f32a5c6ecb359a13519342b27cf0c9c5852b7b5dada080","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"Defense Engineering, Inc","Arlington, VA","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e2c89fbeb812916900eca5c27f8af4e89ad05088685814bc9bb1805868e5dd11","0-7c9158b4a307ac169532b4a7a7c27ccbcb82aa3345f00ad860b4e24787b611ee","0","0","0","0","0","0","0","0","","","","","1-fe56b7e2fbc109e1265077f31ae3891a188fa33295bcded41c1391b509931351","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e2c89fbeb812916900eca5c27f8af4e89ad05088685814bc9bb1805868e5dd11","1-9e41fb15979370656e27a19270430f71a631994fd85d65c201b6b65a23043b7d","0","0","0","0","0","0","0","0","","","","","1-fe56b7e2fbc109e1265077f31ae3891a188fa33295bcded41c1391b509931351","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e2c89fbeb812916900eca5c27f8af4e89ad05088685814bc9bb1805868e5dd11","0-7c0ed068271e3f420fe7c36cffe4d419c79e40dd409445476c43f5e5b11f9844","0","0","0","0","0","0","0","0","","","","","0-49b3945d46d4cbaf7d388840cc50e2976262b1864c593e3d326055ec09e22707","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"Lintech Global, Inc.","Farmington Hills, MI","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e2c89fbeb812916900eca5c27f8af4e89ad05088685814bc9bb1805868e5dd11","0-0f1b7f2320271f4ec3ad775e6f1e2261aaf46f4efbb4fede26bac5df4fce7164","0","0","0","0","0","0","0","0","","","","","2-08861be51ab8a62baa3880202f2828ad5aaad3c8bc67a5cbca05a5ba30f4e6e0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"Dell Federal Systems LP","Rock Round, TX","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e2c89fbeb812916900eca5c27f8af4e89ad05088685814bc9bb1805868e5dd11","0-1843bbe04e45c00fe89f7b44b04d90cf7ec98c1d43dc12cdef9fa597b8cdb256","0","0","0","0","0","0","0","0","","","","","3-0d4fbde494b7624b2cac9ae9002216c2807ac82847de4d8b299f35a7cbee780b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e2c89fbeb812916900eca5c27f8af4e89ad05088685814bc9bb1805868e5dd11","1-8d0c0457e8def7c56599facf27f625cd9345e0f761cca2d5aeacd7c9a1aecd53","0","0","0","0","0","0","0","0","","","","","3-0d4fbde494b7624b2cac9ae9002216c2807ac82847de4d8b299f35a7cbee780b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e2c89fbeb812916900eca5c27f8af4e89ad05088685814bc9bb1805868e5dd11","0-e65547f3541441e151f0671b9116ec30b62d3872587ce271bbddaaf90cc2b4dc","0","0","0","0","0","0","0","0","","","","","8-e445514133a82df9163e5a5fb29a7e6c39d961b24beb37de16f6b39c21cb258e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"Multiple Hardware/Software","Various","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","79442e00cbe7bfd4a4ea29a3f4d53f5b896df57a421ca9e4115007f2a5a4e861","0-163486030a7822d7391c1368b84ef4eaa90fcce7c96b072a824869ba805f1296","0","0","0","0","0","0","0","0","","","","","0-904b16c9f00b6dd0193a85c8ff81764a943e1ac4a7837a495ce4c2c1ffba6088","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"SAP","TBD","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","79442e00cbe7bfd4a4ea29a3f4d53f5b896df57a421ca9e4115007f2a5a4e861","0-8cb18fa4ee26942c01649c2a32349a139df39c67aa6425d5ea01184df37c2b47","0","0","0","0","0","0","0","0","","","","","0-8e19f8a5916e5507c74a462adfb571bf303f273718aefc83492cdcf1d49e5971","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"Leidos","McLean, VA","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","4fcec47d2ef2c5e454ef51ea8d74e89b75e63959a68d7baa4c0a97b8a1fc8c6e","0-03d786e81fd561910b76a11347eb321f2c2216689655328d57a85dfb023af161","0","0","0","0","0","0","0","0","","","","","0-ec91dffe7fdf6f01fc9f421d0ed573dd8a4397806dc07cc7998e32341be38f5b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","4fcec47d2ef2c5e454ef51ea8d74e89b75e63959a68d7baa4c0a97b8a1fc8c6e","1-66339b7543884a1e285b1bfb073d835138a9cf562abe09fe33474ef7172403a4","0","0","0","0","0","0","0","0","","","","","0-ec91dffe7fdf6f01fc9f421d0ed573dd8a4397806dc07cc7998e32341be38f5b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","4fcec47d2ef2c5e454ef51ea8d74e89b75e63959a68d7baa4c0a97b8a1fc8c6e","0-62a767f972b8936826ea9094a9eab8a4bfb34b30a7a4f842082247fc05d0b2bb","0","0","0","0","0","0","0","0","","","","","0-7d2c7d2fd7dc84c5fe10d1eb40aa5e3c4eb8de400cd09c9ec122d7366537e9eb","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"Presidio Networked Solutions","Fulton, MD","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","4fcec47d2ef2c5e454ef51ea8d74e89b75e63959a68d7baa4c0a97b8a1fc8c6e","0-7d4247df491ba94488472bc3a870cf6ce852edd0b3603a03bf6b09af6cdd2994","0","0","0","0","0","0","0","0","","","","","1-0076fb956c93ec98e25881624a2ae24c21ab7a7cb0269191cf37e78bd3b2a898","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"Four LLC","Centreville, VA","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","4fcec47d2ef2c5e454ef51ea8d74e89b75e63959a68d7baa4c0a97b8a1fc8c6e","1-c30446620be9a2affe828c89d3a0551605094369d5556375e053e478ec7b3217","0","0","0","0","0","0","0","0","","","","","1-0076fb956c93ec98e25881624a2ae24c21ab7a7cb0269191cf37e78bd3b2a898","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","4fcec47d2ef2c5e454ef51ea8d74e89b75e63959a68d7baa4c0a97b8a1fc8c6e","2-a13718d25ad01b03722d65b5202fc723cadf0fa9f79e15ac130e55e95e68b8f4","0","0","0","0","0","0","0","0","","","","","1-0076fb956c93ec98e25881624a2ae24c21ab7a7cb0269191cf37e78bd3b2a898","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","4fcec47d2ef2c5e454ef51ea8d74e89b75e63959a68d7baa4c0a97b8a1fc8c6e","0-b9109a66b8060abb14f408d574c2c02f354c86b267331d8ea2b1b5efe00bfa12","0","0","0","0","0","0","0","0","","","","","0-a123844584ae60b028035934895a484f115f6b065501c047b0bec542e5f634aa","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","4fcec47d2ef2c5e454ef51ea8d74e89b75e63959a68d7baa4c0a97b8a1fc8c6e","0-944706d020e6cc85c9a12f6c9e2a952cd948d12f3d848109d87f6ed4fb6355d3","0","0","0","0","0","0","0","0","","","","","3-b5ce6ec43bd901d3925595db7c67c77f42ee26e4608d1360537f45be06b99fcf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","4fcec47d2ef2c5e454ef51ea8d74e89b75e63959a68d7baa4c0a97b8a1fc8c6e","0-2bad8302d0e784c21a9a1063b83e590a6fb194c1604873e5e41d9994cbfdaae8","0","0","0","0","0","0","0","0","","","","","8-f7b72d7f02a2f14e365c9e1ae864d170e73dccc671b60d246931490544489f91","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"TBS (IT Support to USAREUR)","Orlando, FL 32825","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","613d3db5b690e83faeabb8edb3de191297ce81a72abc22ac5d15627835aa22a6","0-9c26c113fd72aafc867c6dfaa037b162fd549f47e1415119dfd37d782e75994e","","","","","","","","","","","","","0-896d01302f4ac7acf74fe7bd378842ea998ea9a3eb431bfc7a5a6b0ce87f4089","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"To Be Determined","To Be Determined","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","f8a7618cde0c1c125e08bf679224400ae1f2bd3b41a0e5f1894a0c6685326fac","0-0590e8c3fac01d761009ac9946b3595c8c4e7718746539eb4c423a374d6934e1","0","8","1","9","0","0","0","0","AF Quantity FY 2019 Base MROI License quantities based on per user, per processor and enterprise level requirements.","1715.00","1715.00","1715.00","0-b64bbcf3b9905cf618e2d8434c0efe5e94524c007bea60580bd900d487daadfb","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"To Be Determined","To Be Determined","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","f8a7618cde0c1c125e08bf679224400ae1f2bd3b41a0e5f1894a0c6685326fac","0-a8b631a7823efe326fd1b5add138e0ebc96a333c7fa9a5718f1ae59bc6f1df70","0","2","1","3","0","0","0","0","","454.00","454.00","454.00","1-801caa9021302fc4b787f9bb2598d3595afcdb1bea78be3d06312bd50fcee43d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"To Be Determined","To Be Determined","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","4a25936642e06f3922888cca11fa5f826ab76a38375a7bdf787be5b07da5c5a7","0-a376697624e33545c2022cd0ca2a07383020c3e425ad284fbab7b9a773483c02","0","8","1","9","0","0","0","0","AF Quantity FY 2019 Base MROI License quantities based on per user, per processor and enterprise level requirements.","1715.00","1715.00","1715.00","0-c36b5f97e9e15d9d3f1bd4f0e9ce585c7ab67ba12af3c121b56ac98d1f31a88b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"To Be Determined","To Be Determined","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","4a25936642e06f3922888cca11fa5f826ab76a38375a7bdf787be5b07da5c5a7","0-fb13bb1b447f51c7ed8b024179f6c67e901809bfdb30011849cd712990b49fa8","0","2","1","3","0","0","0","0","","454.00","454.00","454.00","1-0e103e183bfa5b986a338ad7ba0e0c524cbe922fcf443fa3cb02a7a9ff7b5c6f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"Multiple Hardware/Software","Various","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","864c45b21c53c303e7fd034cef75f0bb3fa0b024147cba3a39070cf23635a784","0-e0a9649da17a5c6f79a4ba920f99f089f830474f6b04570da16e88b66fbdaeba","","","","","","","","","","","","","0-138b133d84af675540248be7c2393c1f5fc77288baef3ae2ba41aa3359b9e069","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"TBD","TBD","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","864c45b21c53c303e7fd034cef75f0bb3fa0b024147cba3a39070cf23635a784","1-e5fb332d0c9def8415cd4700b55b57a68f30de2fc96656c48e4dc65faa3850e5","","","","","","","","","","","","","0-138b133d84af675540248be7c2393c1f5fc77288baef3ae2ba41aa3359b9e069","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
