Name_val,Cost_BudgetYearFive_Quantity_val,Cost_BudgetYearFive_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Air Force Reserve","20","0.512","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","0adb94f2acf9d99f5b4bc6417a1d27c0f1d40fe934ae0b6dec35f050909dd167","1-a8d4a1f1e6c6434aff5af65e0419b293b411232bd1455e154beee1520244222d","0-936710a42f2710a010e29667e49815ebbf50ada62ee233d7dfdf80e920897a2a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","1.072","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","947688debe5fea3470839e0e7b2dfec98356dc7d59684509e1d8e1fb34b5c4e5","0-c6236b0c0c3467b65871fd14708872eac73b262b5e79f96f1ba6c345ea037689","0-5e4f7a58c4171d4ea36ac1d8ce0c7beb15aa1a7fb0c62381d3db6b4f04603112","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","8.896","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e4514f33c3955093dc8dcfcf215074965bd9f65e2e3e830bd92a95b52466e991","0-80940da01aa606b91577aeb0ebaee10ba6c0d92837054cc39904ae20f832de03","0-45d6c54327582a9f2babc9ec848273c9322598ad2249a4e389ad48300c2a3df9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","3","1.527","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","65e84959940af26965fd5b90afefd3615615d5cbf1273438e4bf87e70e20d450","0-2cdc4182c7eb221b9b0672a6ef960401ddbd9fe7cd736d6a6a5092d2e1225f07","0-d03640756ea49c711a2738a80fb02f8463623cfadf0f5e3f808b7d990ce3eb5b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","806","17.578","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e4c9e6ae72afb01de0f40987a03667cb84bdb9d1ffe0ec1213853fb2f1f72aa2","0-9b609d074a5730eb2d40441335d6b930c68df372a878a15e5afee47128cab87a","0-8e0b12bebb1803b4134721285a260d16266caa35d308265f488ce2ba5d2f2ad8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","154","3.234","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e4c9e6ae72afb01de0f40987a03667cb84bdb9d1ffe0ec1213853fb2f1f72aa2","1-37e9bce4a58039687df1ba9a069c00615fd7a947ef7cf3428589e7c074d2f7c6","0-8e0b12bebb1803b4134721285a260d16266caa35d308265f488ce2ba5d2f2ad8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","10","0.25","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e4c9e6ae72afb01de0f40987a03667cb84bdb9d1ffe0ec1213853fb2f1f72aa2","0-71ad73fcdf73b15cc79503d4ef86ce716d620dfeda68c6ecb957c60ebdc16a33","0-d8983e26a3bb30a3ad4d99ca34013547c5077b7c4c309558495b8774de6b0a80","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","a42a3fdd1dd7ea22d485a46359f88be1b656f9a720ad019ae1e266127dd102c4","0-5173dae36c998aa178f32edbcf6356ada246b2133231a5c589c0e9b41507b625","0-3ecb6eb2a05517113807df2c06cc3e33f144a3e17d852de11f7ddf10e97a2813","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","9d664e3d454672bc0353ffea221b34f7814f313dfb2e5e7c2a4053707f4c6b2a","0-a53fa71c53d59e7513d4b195a57640e429f14485d86476b0b2a8c42b5fc61655","0-d958a46e0ba598e1dfd028158ae134abd0d1f021babe2f1fc4d9a01e836e462b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","48","1.229","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b258f3af81e00e06e01d594fe0ad3952ecee5f4934a7d59a02173ec581326bf6","0-34e81d89e850983bbb515752b3d754092f90e6d26877464a94319d978dad70cb","0-6cb6c57b090b1dcc629224d5c7e2721b46bb17690cf0fb769490261d9dc5fd73","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","20","0.512","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b258f3af81e00e06e01d594fe0ad3952ecee5f4934a7d59a02173ec581326bf6","1-5a5e88de8ba0a562b858ca5e9e44247f90245dacb2834df66f6958b2f11b5999","0-6cb6c57b090b1dcc629224d5c7e2721b46bb17690cf0fb769490261d9dc5fd73","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","1.072","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b7b7160afe3f9f605b0728b8bbba9a57b1548d4d19cb21bc24c6fcdcb8bd3f12","0-fe9f7d71743cfe9a3bcbda88ea6a6e46786a34704424bb572fab99ae27183bde","0-201c69a14eb4fd9cfe2a7804a94b3c4024e520db46eece886d74190df0918d7a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","8.896","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","ea429714b0f0f95031178afd8eaa3fa79fedb4f85200d5db526c01311ed9c868","0-3679e91b52265acd3e61cf17e0ec2f7f18fd54f874c8d3a6568f470200fc506d","0-f8616dd3bc1d6775441a7104733401620bd5acfdb5e960f52048b1fd3b476a56","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","3","1.527","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","10116f6b4f0fdbcb81d8df5cf94134ab7a85832a26474a9bfadc26ffc8526f94","0-78ffbed1d1243222eeae86d6cfafe28d2cdfa7f951349691ac5336aee800b799","0-338b357264242d0fae5301858a2002a0e09be5bd2837873b8c60c906dcf0182a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","806","17.578","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fadb07c6826a0adfa8a8c503c403c634bd867ece364476e306cb767b4d2a0f2b","0-794232b470f7bc9973aa31f112935e7fdd900f4c8e45a1318ed25bacf1133bd8","0-e23d2875612585004f15c022ce7578e91162d5e3a4bbb02adb2e288ffafd5f25","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","154","3.234","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fadb07c6826a0adfa8a8c503c403c634bd867ece364476e306cb767b4d2a0f2b","1-b45d1257c5b6f6023461d28bd5aa086d66eb4e90f632e197c21cd4bdcd02fcc0","0-e23d2875612585004f15c022ce7578e91162d5e3a4bbb02adb2e288ffafd5f25","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","10","0.25","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fadb07c6826a0adfa8a8c503c403c634bd867ece364476e306cb767b4d2a0f2b","0-837312bc9ec1141ad4a6b2b4a481c62bf99b5b2041bca377445ea9106adec6e7","0-ec8910d68122c3c4f8d345bb47019d28f6557d4f02896b6df7b4e3b88c575bd7","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","0.5","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","6de08e14d3bd91a0fde6b9ba5734e5e549d6d6591a3e8c05a9f7b3ed3981ccdf","0-0454188a163376a5aaf108d9237329d798c9da2ab604c5146bc9a67e3ca10951","0-2ec1ef0ec834e8f6c0346f6bf19c2051b0dea0b1a473dd98e1ee2664e567306c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","0.5","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1a768d092b331508335fa6c3e0d7eed4ce692eef185cf5361889ebe4ec495a4f","0-8d944f6698000bf9778b5bd470a2ddb901fc00574360279400ec3b4930bcd547","0-603aa28fc6c1c89afdecee2f592c1a708ecc8427a9b51da4c0d22c43299be454","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","1.072","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AIRCRAFT-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.xml","3d6fb4b31dee4b7948ca54ec0386001e4e57eff244e293544f95725b59f446e7","0-ac1a5d9ee106ac444ef2e8fd9b7a5d4cf6ddc5cba974491b1eeba0d0697b8e62","0-9e725cdcc1d9f8a8ba50bd1e147bd71669d31a54d36f4099d274ca878393d0a5","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AIRCRAFT-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.xml","d8e277922191d8a206e1393053ba024d93630f46b59bbdb1d002192804264fd8","0-55ded920c4cd78d774547aa9eae0b7910ab728fce4010359d03b882804ea04a0","0-989cddaa02d3e6d1ff3d7920c2330baf1673c9a738ee4f434c969a826fcf3e9a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","48","1.229","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AIRCRAFT-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.xml","109f06a7bb06ab125125785c20926e64de46320f87f97e2e21a9b2aed50175ce","0-9150e1b13c6b6470652831c772095def20ef6f2e56e9c9ec05b298c95af4c19a","0-9d32fce6a55fa17c126042208fa82cf710b02167648bf0fecfba5b9c8ac99408","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","20","0.512","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AIRCRAFT-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.xml","109f06a7bb06ab125125785c20926e64de46320f87f97e2e21a9b2aed50175ce","1-f40b64c0d669839687948a3e6e94cee003ae8f4df32c9c5baf659e45e4539eb3","0-9d32fce6a55fa17c126042208fa82cf710b02167648bf0fecfba5b9c8ac99408","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","18","3.6","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AIRCRAFT-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.xml","b6e41eb5f50a99ad2d2cf145f03972cc93ae4b3fe7b2ff927841db0b40223081","0-c8f1ad23c347bc60b586f7e5b6c8b25aa065e66bcc7ec9538a7838a82dc33025","0-ad9a7a0e9959ce7d2ea2ae552a86d5079a076851b357649787f43ff2c3c1e889","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","1.072","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AIRCRAFT-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2014.xml","5f5d2ae7965267dce85985544711ec147fb5ff1450e604453a370878f94ba52c","0-c2ac87be0b93fa391f46bd572bc596ee5f678435595b0efd76783c66f7eb960f","0-34ca5c7be9fb6d897796255876db04ad2accfa1acfcf9b723f5084df7ec41125","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AIRCRAFT-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2014.xml","f84db5e4ac54cbea603ef1226fb014d063bcc00cd675841753029c382eaeb30e","0-a9b18526f2d5037df292d5bdf095add26ff35f3028bc89bff7d1d1c54229a59d","0-7014a274c692e9b75dbb802d45775a62fe4c209b3f9c6ce790052ebdf686e8c9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","48","1.229","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AIRCRAFT-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2014.xml","8e2220efe1667a92813cab4603f35c3261cc7dfe2788f5a8709b6fcc71bdf8bd","0-36c8e8d7011ae319fdc9de9a9b26840aa774029681b118a7213c874a6a23d234","0-3b3ecf9a3613974d4fd6b3ba8a5a746fb48cca9fc6dd2abb95c35b745d9c43c6","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","20","0.512","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AIRCRAFT-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2014.xml","8e2220efe1667a92813cab4603f35c3261cc7dfe2788f5a8709b6fcc71bdf8bd","1-cbc70a8f123bb660d55d76513dc2092cc510de716143b46ec53a85009a781be4","0-3b3ecf9a3613974d4fd6b3ba8a5a746fb48cca9fc6dd2abb95c35b745d9c43c6","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","18","3.6","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AIRCRAFT-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2014.xml","0486b2170542097e859ccb1eab43467b227915013d48baa497a0dfcec1db5c50","0-fd2728b677724675db0aa7ac6c981dce1385f129d94418b208bf3ff017632fa3","0-1656a1aae4795e414ab0a885f18e36847ba498ef331322174b4e88307a9697f8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
