Name_val,Location_val,InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val,InitialQuantity_AdminLeadTimeAfterOct1InMonths_val,InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val,InitialQuantity_TotalLeadTimeAfterOct1InMonths_val,ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val,ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val,ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val,ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val,@SOURCE_FILENAME,@RECORDID,@ROWID,MinimumSustainingRate_val,MaximumProductionRate_val,Rate185_val,@PARENTROWID,@PARENT
"Army","Wash DC","","","","","","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DEFENSE_MASTER_JBOOK-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.xml","303b558d79ac8de02c9b26612b66f29a4d300e030b75eec7d9b97dfeddac8680","0-39c705b548bd07973fb53a24dff74e29ee7a6897c593451cf10b8b41bf650e8e","","","","0-f7a0d2e2dbe13e198011198bee5abe4dd2aca15593c2fa82b8712bb6689d38d0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"SAIC","VA","","","","","","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DEFENSE_MASTER_JBOOK-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.xml","303b558d79ac8de02c9b26612b66f29a4d300e030b75eec7d9b97dfeddac8680","0-7c99e48e3c0636d108accc3e722703d781f8b115af5788d0c6a0061a98dc7abc","","","","1-9e4c84eea4df21fcabbe4aa7f1772114fd80f9ce415a3cf6f1c6481e1befbd0b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"Army","Wash DC","","","","","","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DEFENSE_MASTER_JBOOK-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.xml","303b558d79ac8de02c9b26612b66f29a4d300e030b75eec7d9b97dfeddac8680","0-f401b8bfb0bb58f60e0acfae016f4295fe96ac5f35480ba1de56c316267c147d","","","","2-ddee82f31680669430bc924258dcc935f69e519381767c6f0564d9168fd35aaf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"TBS","TBS","0","0","0","0","0","0","0","0","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0daeb3840995e315e0845fec38ebc9e30d4d58064f2184f55430dcb7cef2d891","0-eba726f0acc6946fa03cca4844d45aae0ee783fe78fed9b6bc9342afad3fcdd5","","","","0-83e8e0ab162909fd43fbde539a82fd1124cccc6e2a95d939eb9530f28ed7e988","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"DLT Solutions","Herndon, VA","0","0","0","0","0","0","0","0","2017-BASE_PROCUREMENT-2017-AIRFORCE_OTHER-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","64b52a8444f6154dd6d624cbe1a8cd7ecbc678b26efb599c82c61c305f19c0e8","0-e176675bd5dbe1906766ece560e6da7472194ec90903d761a998441aaec93c8c","0.00","0.00","0.00","0-caa6707ab02095d794789be87ce27f2e44edb2ca772a5f4483026ec9cbc97db2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"Harris Corporation","Rochester, NY","0","0","0","0","0","0","0","0","2017-BASE_PROCUREMENT-2017-AIRFORCE_OTHER-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","38c642dc0285b7d8781f87014042ad3d1b52b59501bab1602b747599958c4b3f","0-36b1a331bb065ce38d97f87ffefaac1d2520c2f201dfe811bc081ab142e82f74","0.00","0.00","0.00","0-90e0c466b3debb3a02192faadb1d7e511180f007a736715f711525150f1b0bf3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"DLT Solutions","Herndon, VA","0","0","0","0","0","0","0","0","2017-BASE_PROCUREMENT-2017-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","611d4f8edb8098bb6294f25b64c73f9097d031cec463696210e2820e37721c26","0-1e3877a5c78f83bb28b62749331e25c7c91d1dbd0aa2b3bbffa6ef7a7ea6373f","0.00","0.00","0.00","0-06f62cf12896a2a1516bb813c4df1f6545aae6be24e96a64d3cbb6c55c8194dc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"Harris Corporation","Rochester, NY","0","0","0","0","0","0","0","0","2017-BASE_PROCUREMENT-2017-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","36ace9e2c2250de3b99e411ac5642c43f6759be84df645121aad6b5f7bddc5c8","0-a4a34f92443b9607ee961883765ec5a7a22da1034a4d072a8b97ee6fa1ca2aca","0.00","0.00","0.00","0-b74f7725c82d56793a8b6ee4cfa2f00b92200663590f744c0e41e5379b44ccef","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"TBD","TBD","0","6","3","9","0","6","3","9","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","99fdf12344ddbe14e1ebbcb6290f9a4143355b155574f258b5b758209b883288","0-3582b81446cde3c46609470758ce51873e8a11767176fa34b52fafad1c9ce94d","1","5","3","0-42b83065f8d5b383c122aa58a773ac64e11154f9e7c4213895e54ea04043eb3a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"TBS","TBS","0","0","0","0","0","0","0","0","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e2c89fbeb812916900eca5c27f8af4e89ad05088685814bc9bb1805868e5dd11","0-32b103732e086bde21d4f520699a0b1c4ee656f2d4e71e5e5368a4dc52e3ceb6","","","","0-9da04d5802b1bd0697aaa42e671ff27908f0d9e581edaae9620928976fd89b38","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"CDW Government LLC","Vernon Hills, IL","0","0","0","0","0","0","0","0","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e2c89fbeb812916900eca5c27f8af4e89ad05088685814bc9bb1805868e5dd11","0-a425ff778bc54e6e493c8de9b19c6a2eadaa4da2ccad2ad31b7d25fefe7656e4","","","","0-3648de7b7ce909f3cdb6b447057f5569cd0aaf6922f8a1ac9e89cf65ddb624d6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"TBS","TBS","0","0","0","0","0","0","0","0","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e2c89fbeb812916900eca5c27f8af4e89ad05088685814bc9bb1805868e5dd11","1-63ab2379a7d71e265776d96bf48bd0fb7891a5ea39976b89718ae884b06dba20","","","","0-3648de7b7ce909f3cdb6b447057f5569cd0aaf6922f8a1ac9e89cf65ddb624d6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"Accenture","Kingstowne","0","0","0","0","0","0","0","0","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","5e6e415a71ace7ae6c50fa58050972b44713daa0fea2f6b3f30f352d143cb7b5","0-af5faa2d6b6b66c5998c562a365760e62d6577e8bbd2539cfd86de1f42c2a84e","","","","0-574dab40fa0f588872d955e79ad7f61e6ea7e5c0f27dc583d261507a1882f9a1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"TBD","TBD","0","0","0","0","0","0","0","0","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","5e6e415a71ace7ae6c50fa58050972b44713daa0fea2f6b3f30f352d143cb7b5","1-8c9a7241554e4dea8dfb62c3cad37c6311ec7fdade77f9d8451f657a02cf3309","","","","0-574dab40fa0f588872d955e79ad7f61e6ea7e5c0f27dc583d261507a1882f9a1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"GDIT","Springfield/VA","0","0","0","0","0","0","0","0","2018-BASE_PROCUREMENT-2018-AIRFORCE_OTHER-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","b9db150d4e2eea838c5638ac6003f2186dd3d50e49d4e1a77e8441d25f93b227","0-0012afa90902aa1aede8ecb811f7efd67109914c8c23eb6a6be35eb163ff3a9b","0.00","0.00","0.00","0-619c7edbb761db5e228ac67bb20d83ea19a908bacba3cbd9e77c1f8d164ead2f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"GDIT","Springfield/VA","0","0","0","0","0","0","0","0","2018-BASE_PROCUREMENT-2018-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","da45d8f8a6249c90c8f51efd21792099bf8bdec437cb776f6e17679f34441c2e","0-4e93b876900cac49c2ef6b555b1c4604098648f40ef5fca698c5da2cbf454beb","0.00","0.00","0.00","0-d2f029e7798da2ecb198bd30a32e1041cc27421cc5899fd63468576ffe76ab30","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"TBS","TBS","0","0","0","0","0","0","0","0","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","4fcec47d2ef2c5e454ef51ea8d74e89b75e63959a68d7baa4c0a97b8a1fc8c6e","0-611a44c7187db51a1db9cbcd8ddcf80c0515c6c6181cd014661577be46e49117","","","","0-301bfebc5f2fa99a7a6dce5297e15330f9a4458cf7f487038ba3ef71f3e59fa7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"TBS","TBS","0","0","0","0","0","0","0","0","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","4fcec47d2ef2c5e454ef51ea8d74e89b75e63959a68d7baa4c0a97b8a1fc8c6e","0-a734102b1f2e4946fafbb30a86360482a4a48509f6e029f735435ec30d0f23b3","","","","1-1ca31de216d30855993aceda6e9d19b869ec96c9810f737367a505a880e076e8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"Cole Engineering Services","Orlando","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","613d3db5b690e83faeabb8edb3de191297ce81a72abc22ac5d15627835aa22a6","0-654e8686541a63b27c2f2f69b2dcc676554a03771b09f0aafd87e88f10cf8510","","","","0-28e9d54b7aedc61e365b0eb869739c81d5600121c422afb0652d7edf14fbb4ef","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"Owl Computing Technologies","DISA","","","","","","","","","2018-BASE_PROCUREMENT-2018-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2018.xml","cb724143f0abfe0efbf3f257ad309a0bc339897deef3bfb964f1b0df68fc13d4","0-376b3dcee33f925505b754d357db891f428c9596ce30ad349bd8bc7740779ccf","","","","0-f29f52005cc6bf0e427e250659e81a52f35f68fbb087157c27415d58f09ae5cb","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"Owl Computing Technologies","DISA","","","","","","","","","2018-BASE_PROCUREMENT-2018-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2018.xml","14438a636cc9725589e089ff75f7eed9c738b4857befdcdfff859a4fc633801d","0-0148e2662b6417a3ba5034240cab6c3ee4430e54ee7a4c80a76bbd04b0764598","","","","0-e77f17ccb3683a8b75e0e9dd9552452d74f4c829ec89545fc438e207466c7c40","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"Owl Computing Technologies","DISA","","","","","","","","","2018-BASE_PROCUREMENT-2018-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2018.xml","21b8480e01085eaff9c78015995e037f416940198c16ef2f140e927f637ec6b0","0-c09c0ea66f10391b459fcdd41d5004473bbd80ec188c9caeef05dce101810702","","","","0-bd517df96a5810a16c5a038ee453f55051145093f7a0ac179d590a71c32fa85a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"GDIT","Springfield VA","0","0","0","0","0","0","0","0","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","6b33798310aba7e5e4d9b877c0eec7513bd32ffc9793262de9670a66a6d39eb3","0-55e2c878ee1e7013693c8f25965d3dd9d89a6f5cc476fce089cb0bd7deb2e484","0.00","0.00","0.00","0-e48af4a7b83ea9622b94dd033932d17b5d5de8027ab253702e2de91f952381e5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"Harris Corporation","Rochester, NY","0","0","0","0","0","9","3","12","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","cfe39698d6a55296019381ae6433583029de5e5830566a5d01d614d183d01876","0-8de3da910293c8a621e123cce292ddf6282da020fe413e031bfffb2a9e0b1fa9","340.00","425.00","350.00","0-ebe856b4c3bae7abfc706c86d6ae36dc76ff61d2f5c0197bd0447b47b3e3dc10","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"GDIT","Springfield VA","0","0","0","0","0","0","0","0","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","4b4bf8305feca0dd280fd5297ecb38244b27f9db1f72cd91011506c50f14d9a0","0-ecfcaf13d882f53a3f347a6ad20731a892000af77f3877f0e5fcf6916f802088","0.00","0.00","0.00","0-393e55671d1a86e5bd819556844c5fb1efc0efe3d35ffbc8b2b8745b20e3604e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"Harris Corporation","Rochester, NY","0","0","0","0","0","9","3","12","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","53cb469a7481a4b0f0732b4848d7b1f8bc62be3d4a4eb7fdf65b19b837eb91e9","0-5f0217f029445d6a15818c1712bd3cbe82995a1bc96971a58d3eaf351953142f","340.00","425.00","350.00","0-d6182e372ac02ba4f445398ee9caa6887fa2f739f52817d248547e85449aecfb","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"TBD","TBD","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","1dad0d6def87e40e5e900fcd8d769dde203ed602536daff3c8c428b55f26c034","0-338a061692c3964ccda426b7775489a977323822d06d629640c9468242048234","","","","0-98f588079392ace721326ca6c89bc6a083869dba5950200ea75a9b0803a2085b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"Contracting Division - PL8","VA","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","16460c7c27924b372086b35662e9cdf675b9a832b575627291fc52fa6c982e98","0-0e4de376030c6718dd1bfff1c910f0ae8b1fa833623a7209f68e172ec089c3b7","","","","0-548526dd1784d5b6744ba389409d852142077a05e1180eb3dee3ebe55dbace1f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"TBS","TBS","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","16460c7c27924b372086b35662e9cdf675b9a832b575627291fc52fa6c982e98","0-90fc5ebfa12ae571661a9b3db346eec1d22d87131749e510398534a6175760b1","","","","1-3b7756737c86f83bb2aee81d04a1ed1a5dd30f64317628ef8289d07e5263cdfc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"Various SW Manufacturers","Various","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","76cd21f8f78640c01ef5294e9e647e06af1a0c62c081ebb0f1e92f8f63cfcac1","0-bdd9d81e9e428019ae0751c3eb3b16a0de569198265d37ba580757b5ef610e82","","","","0-59530c4699d0294f92a837bfc130a71cb056ab9495408039a4979e7d900b5f78","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"Cole Engineering Services (P)","Orlando","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","1d0b02e6570e2975253fdf442e253fb3e971dcc6537280f554af05f8d7e873c0","0-c56edc3dbd2168154d60a28c351397e87f41e1bb682b8232d66abef733941541","","","","0-29c2db53ad6f11e1a2fd149f72efee4db39ff3e26c4d617a34e4d92b8503d488","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"Owl Computing Technologies","DISA","","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","b2c1971a64941246f3b5e5423528ff562562bd42f5fe86fae0c2bd1e884e93ba","0-260f7dd5a70eb5135168a3f6b3a61a9461d451dfe68cee388c04aebbabcce6ce","","","","0-ea5199473d64963f8d417755baa4ef5cfdf22931690bde6ac92acc80b85ee8d2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"Carasoft","NSA","","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","b2c1971a64941246f3b5e5423528ff562562bd42f5fe86fae0c2bd1e884e93ba","0-3b113cea35e33f254ab71c94a2ba4950ca8607d769d7947c166c98d01043866b","","","","1-fafde149c4be8a5aa3117ea3996858d3ecc258ae9fdb8b5ddebcaa34c9f5ad58","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"TBD","DISA","","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","b2c1971a64941246f3b5e5423528ff562562bd42f5fe86fae0c2bd1e884e93ba","1-a9829578539078e7f5697f64aa131ddabfca4873bd043b898d754aec66918ad6","","","","1-fafde149c4be8a5aa3117ea3996858d3ecc258ae9fdb8b5ddebcaa34c9f5ad58","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"Four LLC","DISA","","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","b2c1971a64941246f3b5e5423528ff562562bd42f5fe86fae0c2bd1e884e93ba","2-17a6e48db3698c1e63512cec9100468792e7cc92ac7b33e914b97f5835f1cb13","","","","1-fafde149c4be8a5aa3117ea3996858d3ecc258ae9fdb8b5ddebcaa34c9f5ad58","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"Owl Computing Technologies","DISA","","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","b2c1971a64941246f3b5e5423528ff562562bd42f5fe86fae0c2bd1e884e93ba","3-4c5a47d810a5b9e1f4e5a77c6aefa6987a3e0e2804754c7d67453b203b6549cd","","","","1-fafde149c4be8a5aa3117ea3996858d3ecc258ae9fdb8b5ddebcaa34c9f5ad58","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"TechTrend","Arlington","","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","b2c1971a64941246f3b5e5423528ff562562bd42f5fe86fae0c2bd1e884e93ba","0-2fc38c24f0b770e57436b27e8d9c9c69d16fcb3298db4a71b71108d732617e40","","","","2-c521a9e44bc33f4e8f2ad3316fec025d3c9173df8955b2041ec2115382720442","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"Owl Computing Technologies","DISA","","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","6578cd95c5a6c9235d7058df91d1cba0c7a02cf3b2df85029c70d2e40cc77cc5","0-ed31a50e1a293ab0034e69de10858426740167328dd54ebaadaa10c40bdaafd0","","","","0-c17cb6bfdad1eaaafed2ae27af8f80503ae715e78d21263ef2b7448d35a9ce05","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"Carasoft","NSA","","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","6578cd95c5a6c9235d7058df91d1cba0c7a02cf3b2df85029c70d2e40cc77cc5","0-6559145ce7cb90a12c894f7407b276788c67103680a76f5b609d1fcb2cef3a28","","","","1-ba4c803b1e5abb80443e3a26770e0f66dc3f75eb960cdd449e464316270e109c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"TBD","DISA","","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","6578cd95c5a6c9235d7058df91d1cba0c7a02cf3b2df85029c70d2e40cc77cc5","1-30c98805c8f240c3aeabdfa4dc851943d380b30e10f0cdffc6a84e275c45c852","","","","1-ba4c803b1e5abb80443e3a26770e0f66dc3f75eb960cdd449e464316270e109c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"Four LLC","DISA","","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","6578cd95c5a6c9235d7058df91d1cba0c7a02cf3b2df85029c70d2e40cc77cc5","2-79d0df7bd76f95bb9f59595cda0cbccf09337ae3da37b305a5b62a9085fa9969","","","","1-ba4c803b1e5abb80443e3a26770e0f66dc3f75eb960cdd449e464316270e109c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"Owl Computing Technologies","DISA","","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","6578cd95c5a6c9235d7058df91d1cba0c7a02cf3b2df85029c70d2e40cc77cc5","3-f492ca9b1e076d7f3b56e4f12c7008400d5a4ad3816aad08aafbda621d4ba292","","","","1-ba4c803b1e5abb80443e3a26770e0f66dc3f75eb960cdd449e464316270e109c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
