Recurring_CategorySubtotal_TotalCost_PriorYear_val,Recurring_CategorySubtotal_TotalCost_CurrentYear_val,Recurring_CategorySubtotal_TotalCost_BudgetYearOneBase_val,Recurring_CategorySubtotal_TotalCost_BudgetYearOne_val,Recurring_CategorySubtotal_TotalCost_AllPriorYears_val,Recurring_CategorySubtotal_TotalCost_BudgetYearTwo_val,Recurring_CategorySubtotal_TotalCost_BudgetYearThree_val,Recurring_CategorySubtotal_TotalCost_BudgetYearFour_val,Recurring_CategorySubtotal_TotalCost_BudgetYearFive_val,Recurring_CategorySubtotal_TotalCost_ToComplete_val,Recurring_CategorySubtotal_TotalCost_Total_val,Recurring_CategorySubtotal_TotalCost_BudgetYearOneOCO_val,Recurring_CategorySubtotal_TotalCost_Continuing_val,@SOURCE_FILENAME,@RECORDID,@ROWID,NonRecurring_CostElementList_CostElement,NonRecurring_CategorySubtotal_TotalCost_AllPriorYears_val,NonRecurring_CategorySubtotal_TotalCost_ToComplete_val,NonRecurring_CategorySubtotal_TotalCost_Total_val,NonRecurring_CategorySubtotal_TotalCost_PriorYear_val,NonRecurring_CategorySubtotal_TotalCost_CurrentYear_val,NonRecurring_CategorySubtotal_TotalCost_BudgetYearOneBase_val,NonRecurring_CategorySubtotal_TotalCost_BudgetYearOne_val,NonRecurring_CategorySubtotal_TotalCost_BudgetYearTwo_val,NonRecurring_CategorySubtotal_TotalCost_BudgetYearThree_val,NonRecurring_CategorySubtotal_TotalCost_BudgetYearFour_val,NonRecurring_CategorySubtotal_TotalCost_BudgetYearFive_val,NonRecurring_CategorySubtotal_TotalCost_BudgetYearOneOCO_val,NonRecurring_CategorySubtotal_TotalCost_Continuing_val,Name_val,CategorySubtotal_TotalCost_PriorYear_val,CategorySubtotal_TotalCost_CurrentYear_val,CategorySubtotal_TotalCost_BudgetYearOneBase_val,CategorySubtotal_TotalCost_BudgetYearOne_val,CategorySubtotal_TotalCost_AllPriorYears_val,CategorySubtotal_TotalCost_BudgetYearTwo_val,CategorySubtotal_TotalCost_BudgetYearThree_val,CategorySubtotal_TotalCost_BudgetYearFour_val,CategorySubtotal_TotalCost_BudgetYearFive_val,CategorySubtotal_TotalCost_ToComplete_val,CategorySubtotal_TotalCost_Total_val,CategorySubtotal_TotalCost_BudgetYearOneOCO_val,CategorySubtotal_TotalCost_Continuing_val,@PARENTROWID,@PARENT
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AMMUNITION-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","442ad1f9a52df7994d3f130f6c1f65ead81a1b6327283b1d0f8e6e4cf40a1b6d","0-55365f6df5ce23a674b6686a37f82dd4fcd3785b4536bf0c2ae2ba61b00be912","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-b578d39062b8846cd249f5670c28c96798667b67675a06d1ae0563ef359aca8b","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AMMUNITION-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","442ad1f9a52df7994d3f130f6c1f65ead81a1b6327283b1d0f8e6e4cf40a1b6d","0-511eab39a7dd051444a6239ee9324b9511802434c856998056811c9036a69a6f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1-e20cd0bddfc8e6762bc3cb7182fbd0a7b0e6903e36af9a8ed0f0cb436a45b8f2","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AMMUNITION-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","442ad1f9a52df7994d3f130f6c1f65ead81a1b6327283b1d0f8e6e4cf40a1b6d","0-4850d06283f209b8045bda9663e0fc7db6848168675ca5e8c706191cce817092","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2-bb909b30199f203cef46c4154f4dbf3d2a5e4627198e017f60b923b9dc789385","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AMMUNITION-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","442ad1f9a52df7994d3f130f6c1f65ead81a1b6327283b1d0f8e6e4cf40a1b6d","0-e026410622e21edb2b58878298df289cbc15a92ae532fb292c28b4b6365ca863","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3-5bb1aaf75afedf4af529b64a3e386415b8cc74a3b66a5816f953742282a25243","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AMMUNITION-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","442ad1f9a52df7994d3f130f6c1f65ead81a1b6327283b1d0f8e6e4cf40a1b6d","0-c1d0f4aaed80afce50e5d22d676f2ecc800391f3ee77524983483b9e95a63714","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-351524b14f3e6fe2d0aa01deea828dba54071b45751b5c8a2f3c4e3fbf1cf6ff","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AMMUNITION-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","442ad1f9a52df7994d3f130f6c1f65ead81a1b6327283b1d0f8e6e4cf40a1b6d","0-823b185e0c436209f5294fca8fcca11de69145e939fee881d92245ae22e0e392","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5-c28a55794cc67db060a2802e7c953bb31e3ef4f5763b843ed7e26b31ce6dfe7d","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AMMUNITION-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","442ad1f9a52df7994d3f130f6c1f65ead81a1b6327283b1d0f8e6e4cf40a1b6d","0-a27dcd580fd0fc6f561453314c58f748ec68c97ab4322df9d43d3c738e43174e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6-8002c382edf06e4d3898c99a40a4bb06bfc2bffa8b235b5b4253be2bbde62c8b","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AMMUNITION-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","442ad1f9a52df7994d3f130f6c1f65ead81a1b6327283b1d0f8e6e4cf40a1b6d","0-4268f18f90b6e5ff695d1ff6618ae3daab5fd965101bacd47b3899d97804a7a8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7-d80a191de9df4f49fecfd480675607fe8e2d808b5bfd6c3841230bbe43fe9798","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AMMUNITION-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","7792fbea35d95cd2dccc7ccf4e4c2fd8e1914f50ad0b8d547acd745f6453a074","0-9b27becbe10e9d31e43ed63b1d50ca14b8b3493477dfa9e7fe750505448fd5f0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-5b93ff497bf0b3e1928f7258b33b35b29f1d5e91936ec4f6b6f21d3af4c7304c","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AMMUNITION-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","7792fbea35d95cd2dccc7ccf4e4c2fd8e1914f50ad0b8d547acd745f6453a074","0-c60ed04cb0ba66383ab9565aedd06efe48142418786f7d5ed8fd165cb1f7c0d1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1-abdb5ef02b406b1020413d5b604a51196c366279d8f0e6051f673ac645c36bbf","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AMMUNITION-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","7792fbea35d95cd2dccc7ccf4e4c2fd8e1914f50ad0b8d547acd745f6453a074","0-d46fd0ccd693069dfb301fa34c6159db8638aa33450cf79b13df9697d5620633","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2-a73df7c038936ca9e979d8a979704514d4b29170cbb9d42e9c27dd3c4bfd9f43","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AMMUNITION-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e3aec6a8441874d61c041db49c7c03d9f8aac72e05f3af93995e3aa954c406c6","0-a90fe8991c9372b052c2cd95ef8e94ed281e77feaafddfb972698eab4a878579","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-e71d38a2de1d84ffb87a92cabf8ffafe742fa7a330f0e42282a9369ca78aebad","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AMMUNITION-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e3aec6a8441874d61c041db49c7c03d9f8aac72e05f3af93995e3aa954c406c6","0-9de2bdccb631e7ce2bebc0e728e8fa1a230332fb4c6cd1fa43bafcc4f6d385fc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1-38486419a1437b8ca7b2ea5d504e821a9f25895e62d6613afbb951dbee1d3496","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AMMUNITION-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1373c1a4553ccaafb0e716d2c675a1f95b8ad971cbc956174f0464f46655f39f","0-879b735ff6edea4428c3a992480dd3ab175467a720133073c3b7bd3860ac6c69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-49dc8f85c510f24c0a35d7ed1d0f5c03d8e4b814cc5cf3b91eaa7718e9e1c95c","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AMMUNITION-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","6d7231d54d3e596dc75fb3e01f4c3771899fb71e68f0051afbd3d22f1af7a5db","0-b58f73b4536d3ec6bffcc21b44507fc80261566cfce31c9057db53375db01726","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-879b94e5bde024b37be7ace20c83e68c29610fd7488ca281cb00004668c1a53d","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AMMUNITION-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","6d7231d54d3e596dc75fb3e01f4c3771899fb71e68f0051afbd3d22f1af7a5db","0-b98294dca10a2593c3136ab1bfd32841235b572ed959993effb6fb6110e9b62c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1-0c73153824bc0e960559d81c04a9d4681b674c5ebc9d2c73dd76b8c08ce38c30","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AMMUNITION-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","6d7231d54d3e596dc75fb3e01f4c3771899fb71e68f0051afbd3d22f1af7a5db","0-fdeb00dbdd48f38595d1067d732ebe82d6c69666e31eeb719ce8759ad325a42c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2-6c24adf2d0041303fc57f60e39af28737217565b668378a0f3f14808b5ec2d9d","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AMMUNITION-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","6d7231d54d3e596dc75fb3e01f4c3771899fb71e68f0051afbd3d22f1af7a5db","0-ddc3291ad0fa3e9209713542cefb8d533143e36677f6d0f3e46ffa70aac9828d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3-74397ac83fb35610922fbbb2dac7110c2813680df54d1735366f13b7c30b23e9","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AMMUNITION-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","2bcef650065cdf9241c00a01046119495ac4af91a099e04f8057805510eeb9ec","0-123438098948aa6d0b39ecf087f473fe56dee61ce64692e39ec53469af8a8176","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-80dcec402a88fbad760ce2328063341c3f978f116ac302a442b00e9315aed864","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AMMUNITION-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","2bcef650065cdf9241c00a01046119495ac4af91a099e04f8057805510eeb9ec","0-d680a01a2301ce90e3d8f72fe60207af1010338c4abc248c95a5cd53a8476b3f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1-82bb05db49a335fe005c8d17bbf08f903d09a348bc1d248bf06109f0bf41acc3","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AMMUNITION-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","2bcef650065cdf9241c00a01046119495ac4af91a099e04f8057805510eeb9ec","0-807c6aa4529cce86f59298b9d07fd688759e199f3abbc2aa3cd73cf51ae488e4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2-1a3635c7df985de8fb56b2c7c97848cc8ec520d706eb390dc7e0fc779245272f","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AMMUNITION-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","d3d63be9c5c5e719591bcda3447f416bb3b81071cb651f930686a4336f54c10b","0-efe143684c38533e742bfc48fc8d6376543a5c878b7a71e2bf9e49ddf5cb9010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-c142655afd15dd296652db24886b5daebe565dc9dca819c51ddbde6c6d7448a2","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_MISSILE-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","8548c549d66d8c4f97fa68cbb66128468b0719a6b9dd56894ddd3e6a1cef9b0b","0-e9ecea288fee78233dc2e027440f2cfc5873b1efad14df31e5649d7856bfb4dd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1-de113177bce7485bff735228402bc5dcb71b0afae92d7512cb9d732dd891f00e","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_MISSILE-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","e3e63a3887d6989a5c2d7108b276daf9ff79d7d1a66fe1bb40809006bb4b76da","0-43784e1fcc63f8f7c23aa34e808e14b8fefa67f60b7d7ef22a3ec935bf3a69c4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-58d97ca679669c2d6afa1ea560fa7d2d278b7abb4d2cf79d83558f400e5691b1","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_MISSILE-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","de667dd24fa8e9d41bf98a0679eeff5e28e6c223e404da70f76e460c19b0beef","0-133c977bc805b4b7b264ec249768566dbed22131aa39573562b1c1d89b4a52d0","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-a20efcdf3b11a78235fbdf75678190b0d7cce3bf2b714e074da5f740fe78cfc6","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_MISSILE-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","9704e7c75d147b2e2c9b01604531fb0c820a6e000c90c469121b91be7a10c6d0","0-2979bbecfe3bcb78d8138d2d9837b561211aaf01562c50520f6a3e7b3c8ca0b4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-9ab341b5b2f12a9e1a90fe10682aebefa81fa77cd08db01272cad7bf8a8163a6","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_MISSILE-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","aefde42a3d513aab1b1cd929edf34b95812479f26277e14f726ca0405232b99a","0-c34d1d1b92b79fe251f305c5e945eeb9e5e57167933ed392c594d858bfe994c0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1-c939c4515b5abb1a40428b0e473a804bd13c185bd2e19d5eef8ad9392ecaa604","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_MISSILE-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","aa85cbe4f41cfc1c4d9fce368e1b9af8b54a97cd1b25776caa379b7ef036623a","0-86f8c7d510b624757854bc1306831ed2ad73db6c6b2590f19fd88f9b03e07870","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-43c806b84882e6de9ef10db85422eb540037d4af11ab63eb9884295187cb7307","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_MISSILE-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","2257278295f52175f538b2bc4746257e6f135115e0ed699139ef4db30654c9d2","0-09ea8132f6c06140b3fcf66eb272c712df8d62bc115c7838ca0d5db1b552ba42","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-a1d1a303fdda208d4be41815a0233df4900dd581c2a6316d845ac26ab07d55d8","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_MISSILE-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","04a2fb48ea542801f43ec3274c725ac487a16c9ee5749e1d77bac002dedfa4e4","0-1ff08f7543e5e74d349165916b2bba4d9c68233db344dc0bb4622acba330581c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-d84fb8a57e7a2d2615a5182df9b5dd0afd684a175502d8cb0fc1d7c6f231aa4b","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","baf278abe4a0dda06fb135d2126805fb3083ae4d9bb9bdd84b3d79df7a754e0f","0-afafec192efb0935fc131d94ec6111bb56070cba8c6367930d14c8ede62ca7f2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-03e2929fcc042a5bf3574a0a0c952981a0d3a270d25501aef474bff90e65e75b","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","baf278abe4a0dda06fb135d2126805fb3083ae4d9bb9bdd84b3d79df7a754e0f","0-7fd5412888ad3e984d5affa7d75b3c6623b250b19ad4bf56118240de7a271385","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1-d671b6522674103ef8d6d2d053f61526fe0f279e67ff90df77a9f1033fb7cb1c","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","baf278abe4a0dda06fb135d2126805fb3083ae4d9bb9bdd84b3d79df7a754e0f","0-641a4ffc31ab8ac0a0b8ed800fc996b320b57dd4193ce76158a3246b255ec910","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2-133bf9eca9afe51d1c9d19dcdcd5a7a314c20458079f6a86c42707a84c9d26ab","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","baf278abe4a0dda06fb135d2126805fb3083ae4d9bb9bdd84b3d79df7a754e0f","0-47f3749ffcfee71f28b09706ddc1b1eb6fbf70e4b7be9bea3f45cad0f3dfaa14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3-d322db9b7f1555146608570cf1cdbc2ca476b5c503f5f05e30b31feab310377b","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","baf278abe4a0dda06fb135d2126805fb3083ae4d9bb9bdd84b3d79df7a754e0f","0-5906eb08dad3bd89afe89ab766926552a8069774e8c8c8ed84142517532aade5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-b0ddbcb68d5b5eee442d446fc1703ef2bfcee6546b0e16b08f1b95ef3529de24","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","baf278abe4a0dda06fb135d2126805fb3083ae4d9bb9bdd84b3d79df7a754e0f","0-7696cfa0c380273f7bf6ac55b967e3bef57bdfceae458a8db1234737e13d19f2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5-06bb110e119637b8fcb4099363ba6f1a380f547058efd042d7ddf2a68bca4a13","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","e6f2ea13a45a6f9ceac5bc5dc4bef86ad36fa05f8b73361483dee34d74f9f48f","0-0e1084e2a4774336e533fe76d454f55055ed35305672131ab494e73c580fbd62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-f81ca237ca296edea26278ae70e4b456926fc5772d04f5072eef81cf5c587f2c","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","d44fbd0d376cb8ce748c67abb0ab8f2b2adfe984c5d56655bfbfe83d4ef82df1","0-50578ad044400c8b56b8f1a39eecb5160c1f862eed3e49ce153791a451566af1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-f73aeec23b2f3145fbcd51c3157772d20f3500394be123f6f82d0b5bdc3103c2","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","f843d3f377db9c1ceac8489351343c6e30d50fcefe07a81aaa0c7e4fc4eeb17c","0-611f79c4b4311fa3fb1c9f75344b3847145ff31cd1543873e8ce7fd55f4d86db","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-338ca052f6a067f9a788867793bfe9f22da7bd710bcc741ee90f2ad9e53fcc63","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","6c096820ccbb8f4562a4d478f2bfe264bdb08d5374d18923f56265a6db92b385","0-9de30581ed46c7fee6219abcf7b9c624f139c4fc26f85b5c20c17dc6e409b6e7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-b56cb778c666e687617cd232841e276f93a077d168535a53b17e2f37a3788fd8","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","4b11024beb64477937b1f4978e301baf044e89c2809aca4fcfdb8ef464c6f276","0-847011dff24999907077a46836bd65dd05f74bd643ef462a04ed44439eb77d82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-892a1bf0c8620c8527b057cf4b7693f9d3274d88a422abf397984e60ea8d6ea7","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","9ab964cbb82668343e7178aa3939488633faaf097835dc27e892b19bb423187f","0-1e26cc53a75ef0cf7d8dbc409fc83cb823f794b6b8d6057075dcf1d0e862f151","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-a7810f1d33ef97b322ca7e3753e65e09e5cc595d0a4587a7d85736231f0e5ef5","root.record.ItemExhibitList.P5Item"
