FiscalYear_val,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,SpecsAvailableNow_val,RFPIssueDate_val,ContractMethod_val,ContractType_val,@SOURCE_FILENAME,@RECORDID,@ROWID,RevisionsAvailableDate_val,FundingVehicle_val,@PARENTROWID,@PARENT
"2018","TBD","2018-01","2018-01","0","0.000","true","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","f11abe99c918ba00d36c7bd6b850c69903d0cf64dd50e793b748479423a9a87c","0-38e965d81ca4441e9594e4666cd2805ff29acf8eea83fd777cf9f16c92bd233c","2017-12","TBD","0-ba0f72176deacff4bb250f35ac3bea28dcace331fc482079f0b35f2ecd7aab3c","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2016","WPAFB, OH","2016-03","2018-10","3","0.000","true","2012-10","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","52d3e8eceb99048e70461d8badb057e5f9170779e5b578ac08b8b3a06143352f","0-4fbf8471492ace07263ea29727a9ccccc3f07ceb770e58558d7a816927124640","","","0-d6ac51d887e61952ebfa5e7955f940b8f2e02b0a1011716de74d4bcdc349c120","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2017","WPAFB, OH","2016-12","2019-07","2","0.000","true","2012-10","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","52d3e8eceb99048e70461d8badb057e5f9170779e5b578ac08b8b3a06143352f","1-e0abb8c0d3b11e1ed9772196a98f38a069b7c4f2c32e398d83954075021d43d1","","","0-d6ac51d887e61952ebfa5e7955f940b8f2e02b0a1011716de74d4bcdc349c120","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2018","WPAFB, OH","2017-12","2020-12","0","0.000","true","2016-03","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","52d3e8eceb99048e70461d8badb057e5f9170779e5b578ac08b8b3a06143352f","2-2482812eeb662d41b57adcbedd8b8bc26cd3d45543474b50ff8297e601dd69dd","","","0-d6ac51d887e61952ebfa5e7955f940b8f2e02b0a1011716de74d4bcdc349c120","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2016","WPAFB, OH","2016-03","2017-11","10","0.000","true","2012-10","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","3a9accd390ed2b4c0db815f8762265e56f4da2f42dfd3f6bf46e7026cfaa4062","0-d1df5d91a6e9642d8aace5d2b5db3013efd3c396b6c7002c5bbf067c53b51a4b","","","0-9ba4249ed2f3b088fa0fc68abb5262fda8cb26bcf6343bff0b8113736597d45a","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2017","WPAFB, OH","2016-12","2019-04","5","0.000","true","2012-10","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","3a9accd390ed2b4c0db815f8762265e56f4da2f42dfd3f6bf46e7026cfaa4062","1-4a24fbfb85c5944506e451de589d8590d415b4c157b72432079e4fe20f02015d","","","0-9ba4249ed2f3b088fa0fc68abb5262fda8cb26bcf6343bff0b8113736597d45a","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2018","WPAFB, OH","2017-12","2019-09","0","0.000","true","2012-10","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","3a9accd390ed2b4c0db815f8762265e56f4da2f42dfd3f6bf46e7026cfaa4062","2-1dd5efd5667d2b19fb9927af973f7babd2f19d39662de8ba30dd00bbf659b1d3","","","0-9ba4249ed2f3b088fa0fc68abb5262fda8cb26bcf6343bff0b8113736597d45a","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2017","WPAFB, OH","2016-12","2019-08","2","0.000","true","2012-10","SS","FPIF","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","e0673cb2550f564aa6d42ffc7db17b338b0ea30ff6cefba724dc2156b2ca7f51","0-1130da625740466131516181338f23ebf07b4ebd9850a80f081fdd7bbe6db84d","","","0-3d68999a02f07cea8bc7be5f70d4dcd73933c3deb1e7c77f860aa642c9b93b79","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2018","WPAFB, OH","2018-08","2021-04","1","0.000","true","2016-03","SS","FPIF","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","e0673cb2550f564aa6d42ffc7db17b338b0ea30ff6cefba724dc2156b2ca7f51","1-c959e0f3a3a2adc9c2a645fd876fe6d4517e855860fcd01bde23f9dc9f7404bf","","","0-3d68999a02f07cea8bc7be5f70d4dcd73933c3deb1e7c77f860aa642c9b93b79","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2019","WPAFB, OH","2019-09","2022-03","0","0.000","true","2018-03","SS","FPIF","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","e0673cb2550f564aa6d42ffc7db17b338b0ea30ff6cefba724dc2156b2ca7f51","2-76078b7a2ae5bc97e639b1279baae87af40b3189d38807039a342aa0609a2a10","","","0-3d68999a02f07cea8bc7be5f70d4dcd73933c3deb1e7c77f860aa642c9b93b79","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2017","WPAFB, OH","2016-12","2019-04","5","0.000","true","2012-10","SS","FPIF","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","48d362fea8109f02805de255b38f14c8d3354fa434f24d725ad243831a52ca04","0-cfed41fdd16779d9384277a39750086b072103d5340df2b8d54ddafc513f0f4f","","","0-b81ffb67e33c843b19ce98704d69b0bc789874b4badcffd6d3994de9d95751a3","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2018","WPAFB, OH","2017-12","2019-10","6","0.000","true","2012-10","SS","FPIF","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","48d362fea8109f02805de255b38f14c8d3354fa434f24d725ad243831a52ca04","1-9825ea316d58d7ef675ef8f2b74ecd3bece2b92af030aa079092c4da91491a0a","","","0-b81ffb67e33c843b19ce98704d69b0bc789874b4badcffd6d3994de9d95751a3","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2019","WPAFB, OH","2018-12","2021-10","22","4.000","true","2018-03","SS","FPIF","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","48d362fea8109f02805de255b38f14c8d3354fa434f24d725ad243831a52ca04","2-2cbde0222cde06d895087181a3eb4dbd5babb46230d207256859540e43595f21","","","0-b81ffb67e33c843b19ce98704d69b0bc789874b4badcffd6d3994de9d95751a3","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2017","WPAFB, OH","2016-12","2019-08","2","0.000","true","2012-10","SS","FPIF","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","4ea7dbeed17529286c356893bd67d91b274d260621fb5a5444bb33e07128c318","0-a1906c7b812f10c5d4eb3cd520eac41e205cb4b953894cba67d90491e8789f78","","","0-f964e2a730daf6805c621bb59927a17b76eebff628fea07d20e2fad77c8e7cd8","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2018","WPAFB, OH","2018-08","2021-04","1","0.000","true","2016-03","SS","FPIF","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","4ea7dbeed17529286c356893bd67d91b274d260621fb5a5444bb33e07128c318","1-cfc5828caaa22b11119c1b14359d830deb70052fdfe102e7e60162485fcc2d85","","","0-f964e2a730daf6805c621bb59927a17b76eebff628fea07d20e2fad77c8e7cd8","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2019","WPAFB, OH","2019-09","2022-03","0","0.000","true","2018-03","SS","FPIF","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","4ea7dbeed17529286c356893bd67d91b274d260621fb5a5444bb33e07128c318","2-0ec99db04b6b81e6c1d23ea1343247d363509833004ed37cacf1e871f3d45030","","","0-f964e2a730daf6805c621bb59927a17b76eebff628fea07d20e2fad77c8e7cd8","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2017","WPAFB, OH","2016-12","2019-04","5","0.000","true","2012-10","SS","FPIF","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","25050f3609f71c4e582f0bda0141fc2b15087f0de79e5b8d4a91232f00b6bcb3","0-583b69ceba411d417ec9c1b245c18e177e9481b4d05a40be0a2a030e08567eab","","","0-e4b712b5cbecf02238cfd909a7bf2f5196b161654580e04f01fce78e9d7fa9fe","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2018","WPAFB, OH","2017-12","2019-10","6","0.000","true","2012-10","SS","FPIF","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","25050f3609f71c4e582f0bda0141fc2b15087f0de79e5b8d4a91232f00b6bcb3","1-ddc792bc7c49a0742b5a2c29bf4676351982366354d78c73a7ccdcc7630115b8","","","0-e4b712b5cbecf02238cfd909a7bf2f5196b161654580e04f01fce78e9d7fa9fe","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2019","WPAFB, OH","2018-12","2021-10","22","4.000","true","2018-03","SS","FPIF","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","25050f3609f71c4e582f0bda0141fc2b15087f0de79e5b8d4a91232f00b6bcb3","2-60cd0966b0db38ba0c146b95032359bcd63e94c7f034116822849432c721e06a","","","0-e4b712b5cbecf02238cfd909a7bf2f5196b161654580e04f01fce78e9d7fa9fe","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
