FiscalYear_val,FiscalYear_@footnote,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,UnitCost_@footnote,SpecsAvailableNow_val,ContractMethod_val,ContractType_val,@SOURCE_FILENAME,@RECORDID,@ROWID,RFPIssueDate_val,FundingVehicle_val,OCO_val,RevisionsAvailableDate_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule,ItemNameSuffix_val,MonthlyDeliveryScheduleTotal_ProcQuantity_val,MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery,@PARENTROWID,@PARENT
"2014","Reference footnote (3)","AFMC/SSG","2014-03","2014-08","1","696000.000","","true","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","720ae4ad6d20fdd74d7db312ebfb92b957f01c23cb6674c8cf43c06992bdcdf3","0-7b6e698706d351f06831ed54934aba8b524acfe44a7609da0d5e41d0d44aa14c","2013-12","Reqn","","","","","","","1-6caf7850f5144378e8d285e48c36ad87ff6c73e63a8dcdd910e11fdf9713755e","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2012","","WPAFB, OH","2011-11","2013-02","2","7137000.000","","true","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","720ae4ad6d20fdd74d7db312ebfb92b957f01c23cb6674c8cf43c06992bdcdf3","0-698a4e8c50c05b52bbba594ca77b28b076ae948df939f71f7c62dc69be2b02ae","2011-04","Allot","","","","","","","0-f180c07aee8649727f50987f2e46fb61480fa7f37fd9d14bf96a4d14995de72a","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","Multiple contracts.  Among other vendors and contracts, software licenses and hardware to be  purchased via annual task order contract FA8771-12-F-8112 to DLT Solutions LLC of Herndon, VA.  COTS licenses maintenance to be accomplished via contract FA8771-12-F-8112 and other Oracle Resellers contracts.","WPAFB, OH","2012-11","2013-02","1","7413000.000","","true","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","720ae4ad6d20fdd74d7db312ebfb92b957f01c23cb6674c8cf43c06992bdcdf3","1-64b62d71215749b3cf968ff3679cad61d8d8ac0fe74577feccb236aa2421277b","2012-04","Allot","","","","","","","0-f180c07aee8649727f50987f2e46fb61480fa7f37fd9d14bf96a4d14995de72a","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","Reference footnote (6)","80","2013-11","2014-02","2","6202000.000","","true","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","720ae4ad6d20fdd74d7db312ebfb92b957f01c23cb6674c8cf43c06992bdcdf3","0-3fea0997989ec95ffa62b9ad0493ab22a78cf927e89d56531da2d8170ce5f7fd","2013-04","Allot","","","","","","","1-7e1652ce2a354f168948c639db90a0d118c3ca2607009a69ee282da101b6aefc","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2012","","AFMC/AFLCMC","2012-11","2013-02","23873","2337.080","","true","C","BA","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","720ae4ad6d20fdd74d7db312ebfb92b957f01c23cb6674c8cf43c06992bdcdf3","0-ecde0ae4f10f8e71548226def5ed15ca758f0147f51cc74c99ff64e37f7ad355","2012-10","","","","","","","","0-3538da89d42c5bc510ce6cb9459968f6c393ecae9db254dbbb46d2c36b212e91","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","ECSS plan to procure various servers has slipped, date and contractor are TBD at this time.  The Legacy Systems have deferred hardware and software upgrades based upon plans for them to be subsumed by ECSS. Delays in the ECSS and FIAR compliant mandate necessitates hardware and software upgrades.","AFMC/MSG","2013-05","2013-06","1","771000.000","","true","C","TBD","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","720ae4ad6d20fdd74d7db312ebfb92b957f01c23cb6674c8cf43c06992bdcdf3","0-0875b7913887c2e31790c7129346b18efc81b1d664b8870c2f40a8e16599b042","2013-03","","","","","","","","1-de71f1d869a438d61d799ae4dd88904001b18e3db7c9ac55bdcbe21d5583b4c3","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","","AFLCMC Wright Patterson AFB","2013-12","2014-01","3","1000000.000","","true","C","TBD","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","720ae4ad6d20fdd74d7db312ebfb92b957f01c23cb6674c8cf43c06992bdcdf3","0-1f959415fc45b1d21ec440ffcb2bd7e377fb8dc31a4f14908732281232b313f9","2013-11","","","","","","","","0-be9bbd9f696dfa88dacde797355ca5116d886bb5a97b7a690d0d986e45a71ec6","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2012","In the fourth quarter FY11, the USAF awarded a $791,000,000 maximum, fixed price incentive firm, firm-fixed-price, cost-plus-fixed-fee, cost-reimbursable contract to provide a set of over 70 reusable, common services to Air Force combat support automated information systems based on integration of commercial-off-the-shelf, free and open source software, and government-off-the-shelf software components.  ESC/HIIK, Maxwell Air Force Base, Alabama is the contracting activity (FA8771-11-D-1006) and  Lockheed Martin Corp., King of Prussia, Pennsylvania is the prime contractor.  This replaces the original GCSS-AF contract F01630-96-d-0004 awarded 15 Aug 96.","AFLCMC Hanscom AFB","2011-11","2011-12","2","696500.000","","true","C","BA","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","720ae4ad6d20fdd74d7db312ebfb92b957f01c23cb6674c8cf43c06992bdcdf3","0-348f0093a4ee952d3a3df7465a07fdb8ad5d2a5839c21719b5dd685e9ec5c662","2011-10","","","","","","","","0-72c3213082ecdb3772741c70ba39d426dc1081c990ee1b2eff0c475912ad02b5","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","Reference footnote (9)","AFLCMC Hanscom AFB","2012-11","2012-12","4","1184000.000","","true","C","BA","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","720ae4ad6d20fdd74d7db312ebfb92b957f01c23cb6674c8cf43c06992bdcdf3","1-cb6f5bda6ea65931ee588d59a0139d188c01860c992faa9bfac5690b03dec763","2012-10","","","","","","","","0-72c3213082ecdb3772741c70ba39d426dc1081c990ee1b2eff0c475912ad02b5","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","Reference footnote (9)","AFLCMC Hanscom AFB","2013-11","2013-12","1","3038000.000","","true","C","BA","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","720ae4ad6d20fdd74d7db312ebfb92b957f01c23cb6674c8cf43c06992bdcdf3","0-1ac82b9f5c38f23ab8948e596eeffac5224297bb378d29f7f308092e02f92fb2","2013-10","","","","","","","","1-26dddc4b63e506885333a5bf35f1e9f0bdfeee1557dd366a78eab3783b5edeab","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","HQ ACC","2012-11","2013-03","3","2.005","","true","C","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e00967e649b96b0ffb371dbcfdf7d4e6f2734cda4e9d1eabed4b8faaae60b67a","0-9aae0a8049249495daa00fd1f957f594375c1f0f2fc72dfcc2e9acf22184f526","","","","","","","","","0-11ea81aeae62dc3a221f71e52709335ae799b27b329f73cc134c1859be680e7a","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","","HQ ACC","2014-02","2014-06","1","3.300","","true","C","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e00967e649b96b0ffb371dbcfdf7d4e6f2734cda4e9d1eabed4b8faaae60b67a","1-7865f9bbbbe7bc06879f6562059e0c1f3ebcd55f87038f48ab583a2474da061c","","","","","","","","","0-11ea81aeae62dc3a221f71e52709335ae799b27b329f73cc134c1859be680e7a","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","HQ ACC","2012-12","2013-04","6","0.487","","true","C","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e00967e649b96b0ffb371dbcfdf7d4e6f2734cda4e9d1eabed4b8faaae60b67a","0-def7d4f6a65e3ba08d0091e0c4fce4af08750e189622bedd116dddc9cf528af4","","","","","","","","","0-8d67887a2b2d4d560c1b1a0fc44e4163bb16ded0e095611f9975b7a7f06c1ff5","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","","HQ ACC","2014-05","2014-08","1","2.500","","true","C","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e00967e649b96b0ffb371dbcfdf7d4e6f2734cda4e9d1eabed4b8faaae60b67a","1-97a84a83baf40665cc44fa3dd6c72accdd836d890adfc1a0fe6563884cfe8bf8","","","","","","","","","0-8d67887a2b2d4d560c1b1a0fc44e4163bb16ded0e095611f9975b7a7f06c1ff5","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","AFMC/WR-ALC","2013-12","2014-12","4","233500.000","","true","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","bd75c961371b3602d89ea22c084e4276207d03b3a65c3f3b665d1470e0d35a86","0-c6b9b3e0ed017c88eee9eb16a10a177e9d2696883495f0f5b37a773482568d7d","","MIPR","","","","","","","0-bbf284f5b7c7d584f66788b095dab9e9b2bcbb1d1b14952f1de5c7f9351b4855","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","","AFMC/WR-ALC","2014-09","2015-12","1","323000.000","","true","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","bd75c961371b3602d89ea22c084e4276207d03b3a65c3f3b665d1470e0d35a86","1-e3b68a1ce86bcdf7596f671d92f2afcf1a6a34dce5977ae563d27fd1f40b152a","","MIPR","","","","","","","0-bbf284f5b7c7d584f66788b095dab9e9b2bcbb1d1b14952f1de5c7f9351b4855","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","AFMC/WR-ALC","2013-12","2014-12","9","142174.000","","true","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","bd75c961371b3602d89ea22c084e4276207d03b3a65c3f3b665d1470e0d35a86","0-dc05b3f49d251bc8c45bb5e76070d808c6da946807e2833a4f34d57326ac377d","","MIPR","","","","","","","0-7b30d4d37c263e4f00438939c49f7a6d04028cd93d15c3a55453d2e83fb5465f","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","AFMC/WR-ALC","2013-12","2014-12","9","158888.890","","true","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","bd75c961371b3602d89ea22c084e4276207d03b3a65c3f3b665d1470e0d35a86","0-dbb7993541361c8c26d45693973af6e67e929a546442aa3cf3ab6842d88f437f","","MIPR","","","","","","","0-004167bc8f2b5003ed2f0861a31a5e3f041064cbcf1a03cf765756bc58d07180","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","AFMC/WR-ALC","2013-12","2014-12","9","197000.000","","true","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","bd75c961371b3602d89ea22c084e4276207d03b3a65c3f3b665d1470e0d35a86","0-d894cd2c748954ea1ef1acd22c8c7c965163c6df9b6996bd5ab365dd725d234f","","MIPR","","","","","","","0-fcfc06c0d5c98cb2dab5f6402051e60e2cbd44102b9a50a40f0576748898a7f2","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","AFMC/WR-ALC","2013-12","2014-12","3","208666.670","","true","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","bd75c961371b3602d89ea22c084e4276207d03b3a65c3f3b665d1470e0d35a86","0-a0486ec895b47d0891345dcbcff00177b4798dedeb060149da45e4df346271e6","","MIPR","","","","","","","0-db51b29e954b8ff3b17ce026569151cc39e9185bc92ced3d5b169cab67e2cc03","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","","AFMC/WR-ALC","2014-09","2015-09","1","222000.000","","true","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","bd75c961371b3602d89ea22c084e4276207d03b3a65c3f3b665d1470e0d35a86","1-059faca3673d47713d810b035aaf0a5ca12e883f1882cadd625c52c43c88899f","","MIPR","","","","","","","0-db51b29e954b8ff3b17ce026569151cc39e9185bc92ced3d5b169cab67e2cc03","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","","AFMC/WR-ALC","2014-09","2015-09","2","270500.000","","true","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","bd75c961371b3602d89ea22c084e4276207d03b3a65c3f3b665d1470e0d35a86","0-373902deefe9cdf8fc9b8ac7e3efca17b2370ec8236b9f4f63e9a02c66ac2b72","","MIPR","","","","","","","0-3c9875d18a95a072fe352ecaf7ce416d10b617b3140caff076d97535a40cab24","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","AFMC/WR-ALC","2013-06","2013-12","13","10153.850","","true","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","bd75c961371b3602d89ea22c084e4276207d03b3a65c3f3b665d1470e0d35a86","0-5d261e718a68f842f0c7ca37f25b9de5afded6e90eccd91ac226bd50d5ae7bfe","","MIPR","","","","","","","0-dd6dd90d40bb947d04d4a598a3147ad618a54d655eef267062904204e91a3779","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","","AFMC/WR-ALC","2014-03","2014-09","198","10000.000","","true","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","bd75c961371b3602d89ea22c084e4276207d03b3a65c3f3b665d1470e0d35a86","1-41b5f72f4f41d27d9f9c275563860c59d25de812f461aed29eb5bce7b8686349","","MIPR","","","","","","","0-dd6dd90d40bb947d04d4a598a3147ad618a54d655eef267062904204e91a3779","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2012","","AFMC/WR-ALC","2012-12","2013-05","10","8500.000","","true","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","bd75c961371b3602d89ea22c084e4276207d03b3a65c3f3b665d1470e0d35a86","0-c925faea3a758c94b740ef558fe6b8600da71cecd82b03a5836fc83925089aa4","","MIPR","","","","","","","0-d72e24f242dddcd11530291f581737f0f19e25604a1397c07af8c40b78d6afc2","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","AFMC/WR-ALC","2013-04","2013-11","27","8888.890","","true","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","bd75c961371b3602d89ea22c084e4276207d03b3a65c3f3b665d1470e0d35a86","0-0461ab2b457822626f4acdc0405b4bd21aedc14d92b43ea7790102989b52ba5c","","MIPR","","","","","","","1-e6851eb4b82db02539fa1a880640475117de141f1324af068be0dacd77acfe86","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","","AFMC/WR-ALC","2014-03","2014-11","198","10000.000","","true","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","bd75c961371b3602d89ea22c084e4276207d03b3a65c3f3b665d1470e0d35a86","1-677fb4d500a702c1c2d9b26b933c07d96179486595cee0c462f7e31ea47c9ab1","","MIPR","","","","","","","1-e6851eb4b82db02539fa1a880640475117de141f1324af068be0dacd77acfe86","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","AFMC/WR-ALC","2013-06","2013-12","13","17692.310","","true","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","bd75c961371b3602d89ea22c084e4276207d03b3a65c3f3b665d1470e0d35a86","0-a67848aa395f6821c47c0ca07e2a6a39a2caaf744c855d01bb7f2f036b43d7e1","","MIPR","","","","","","","0-edd71249206817ae3e7149e9cc0d3402eb5b9dd71de2ea7803ad90ed1415c4b8","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","","AFMC/WR-ALC","2014-03","2014-11","238","10037.820","","true","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","bd75c961371b3602d89ea22c084e4276207d03b3a65c3f3b665d1470e0d35a86","1-c70cb0baccdd6d36ab89843cdd191eef0ebbb155470bbd629716f405c085b5e7","","MIPR","","","","","","","0-edd71249206817ae3e7149e9cc0d3402eb5b9dd71de2ea7803ad90ed1415c4b8","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","AFMC/WR-ALC","2013-06","2013-12","15","6940.000","","true","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","bd75c961371b3602d89ea22c084e4276207d03b3a65c3f3b665d1470e0d35a86","0-2e215c2a8ddafc8621267395fd801882269e992888b0f2bc30aa7612c0260c88","","MIPR","","","","","","","0-e8fe4342f7c0ef2f3ce89beeab8803bd4ce08f982928c6cbac8f012db3d00f84","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","","AFMC/WR-ALC","2014-03","2014-09","270","8000.000","","true","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","bd75c961371b3602d89ea22c084e4276207d03b3a65c3f3b665d1470e0d35a86","1-347180acbed25d7f3f198bd0053b6c563a606abdff61c34ba7abfcaf46dc9924","","MIPR","","","","","","","0-e8fe4342f7c0ef2f3ce89beeab8803bd4ce08f982928c6cbac8f012db3d00f84","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","","AFMC/WR-ALC","2014-01","2014-07","172","0.014","","true","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","c60d728d30ee8b4792e1d929e8002191cccb5c3a3292d566793b4bb121851608","0-8b0d9a4aadc4fb12501717cf4561716b20b49e3668edccfd6fc360e030f863b5","","","","","","","","","0-9b9032dcf00aa7453391cd5431a77f837973d954fe35cb6e5b7ac6b069a9e32d","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","AFMC/WR-ALC","2013-06","2014-01","380","0.003","","true","C","TBD","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","c60d728d30ee8b4792e1d929e8002191cccb5c3a3292d566793b4bb121851608","0-0234d9ab170f0aeae4da36f998ea83e6cc05f09a664f2273f874d19c777f96cf","","","","","","","","","0-09d496592e25138840bf36c45b5d70237d510a1bf5be7a8ba114c583a5075353","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2012","","AFMC/WR-ALC","2012-07","2012-12","90","0.011","","true","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","c60d728d30ee8b4792e1d929e8002191cccb5c3a3292d566793b4bb121851608","0-327bce3b04b21d44c772a5c8f097110d2e4cc393e214ef2b18dfbdcca95b1994","","MIPR","","","","","","","0-bfa9ea97251f651999ad879b3a8c46b67d4e8812de14dda4ef12d6b43feaa8e1","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","AN/PVS 15s include FY13 OCO for 68 each.","AFMC/WR-ALC","2013-07","2013-12","200","0.013","","true","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","c60d728d30ee8b4792e1d929e8002191cccb5c3a3292d566793b4bb121851608","1-e68691131df81c8c6beb328fa5474af5c5b6ff3a0991f24d5031bff505081a27","","MIPR","","","","","","","0-bfa9ea97251f651999ad879b3a8c46b67d4e8812de14dda4ef12d6b43feaa8e1","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","","AFMC/WR-ALC","2014-07","2014-12","31","0.014","","true","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","c60d728d30ee8b4792e1d929e8002191cccb5c3a3292d566793b4bb121851608","2-359049923223a91fe91b7f605009f45c8e1f727dc2f6aec62ecacd39a0679d01","","MIPR","","","","","","","0-bfa9ea97251f651999ad879b3a8c46b67d4e8812de14dda4ef12d6b43feaa8e1","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2012","AN/AVS 31s include FY12 OCO for 1000 each.","WPAFB, OH","2013-01","2013-05","1000","0.010","","true","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","c60d728d30ee8b4792e1d929e8002191cccb5c3a3292d566793b4bb121851608","0-ed493e5ccaf439abcb41d5729890aa5804baf8f6f291206f29d760602cc51a50","","","","","","","","","0-56b73df30d1d2261ead5d1d23d6ce0a3e19f2d165555b23e4e5cb0d1c8bc0ccb","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
