Name_val,Name_@footnote,WhenRequiredInMonths_val,Cost_AllPriorYears_val,Cost_CurrentYear_val,Cost_Total_val,Cost_PriorYear_val,Cost_BudgetYearOne_val,Cost_BudgetYearTwo_val,Cost_BudgetYearThree_val,Cost_BudgetYearFour_val,Cost_BudgetYearFive_val,Cost_ToComplete_val,ManufacturerList_Manufacturer_Name_val,ManufacturerList_Manufacturer_Location_val,ManufacturerList_Manufacturer_InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_InitialQuantity_TotalLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val,ManufacturerList_Manufacturer_InitialQuantity_AdminLeadTimeAfterOct1InMonths_val,@SOURCE_FILENAME,@RECORDID,@ROWID,QuantityPerAssembly_val,QuantityForBudgetYearList_QuantityForBudgetYear_BudgetYear_val,QuantityForBudgetYearList_QuantityForBudgetYear_Cost_BudgetYearOne_val,QuantityForBudgetYearList_QuantityForBudgetYear_Cost_BudgetYearTwo_val,QuantityForBudgetYearList_QuantityForBudgetYear_Cost_Total_val,QuantityForBudgetYearList_QuantityForBudgetYear_Cost_BudgetYearThree_val,QuantityForBudgetYearList_QuantityForBudgetYear_Cost_BudgetYearFive_val,@PARENTROWID,@PARENT
"Equipment","","30","130","92","222","","","","","","","","Lockheed Martin","Marietta GA","0","0","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","6ba238e5761c0b5cdb4005cd9d3b0ebd730c7a47c72ec72a3cb63b26a07450e3","0-809689fe9ed1989af682f37dcc37200949eaa4b48704fa30bdc63ff90dc20738","","","","","","","","0-362e0c59a0ff0a9bc49072ba15e1230633dee6b5bedd7e9a5e909f88d8daaa1a","root.record.ItemExhibitList.P5Item"
"Equipment","","12","","48","48","","","","","","","","Lockheed Martin","Marietta GA","0","0","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","565aa015362bd445cc082985b6e24c13e2957f8c30a9dfbe4c0bd8a663cbe70f","0-bcfb1d454d7e4afc017da4fbd5eaf2bb77b89f10f4c6350a797e84c100f8c241","","","","","","","","0-4e189f7497dcaa89ac7fe2090e123971c45b4e9c3006109ed08b6870f1f7bfd3","root.record.ItemExhibitList.P5Item"
"Equipment","","12","0.000","84","84","","","","","","","","Lockheed Martin","Marietta GA","0","0","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","17ab19c784929a028c69ad970f12cd0eee00de512acf9833a5336d1e8a33db11","0-da633f10f08a0f20d489b0258296c2d3b670a1b6260e4c671b8ec4fb5daf9b0d","","","","","","","","0-8fab09e7f1dd613f6ef75bc08e0e8622f13f57e0fecd801d69bb717f8ca07e42","root.record.ItemExhibitList.P5Item"
"For FY 2019 EOQ/Long Lead","","0","","","","","2.802","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.xml","bf7ebbfab3226f50869a8760354004fa2c21381752edac9caf2f75dfda987fe9","3-55fb1a90e823077de59e80ec7a5dc1b992388c2dad0279499e80c26ceb6b9c41","0","","","","","","","0-8588ab1662b2b26db8145099922fe22cff10f4608c7372f716f563da39a502d8","root.record.ItemExhibitList.P5Item"
"Airframe: C-130J Airframe Equipment","","12","0","","92","92","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","2a3f7563d0ca311b4f7fc69de771b398377fd3242ec19b62e816a6fb3042cf7f","0-afbcd624e61063fafaaa0a3d786f6b0c54506fe0ebda561cb877445ded8b1964","","","","","","","","0-6b141b33c2bebf229c84462ab573e23debc60df7a757e6b7691eb2471ff8693a","root.record.ItemExhibitList.P5Item"
"Airframe/Engines/Accessories: HC-130J Airframe Equipment","","12","0","","48","48","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","9535a6b720b678b9fbd2222189c9490baa2e3868115637b4c43aca3f4a4572c5","0-4f2f6dc185685a4fc1d1164f3d51663fd4a3cd4d269db3e2e14dccbaf373dadc","","","","","","","","0-30b4be8ff379e873a0b318838458f6241c3fce9c6165bbafe93a856758c2b512","root.record.ItemExhibitList.P5Item"
"Airframe/Engines/Accessories: MC-130J Airframe Equipment","","12","","","84","84","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","81dae8c956c8274f566e8fb91367c91324c122720a6e6a82f0ee4c46eb84be60","0-54e8dbde8adc7b1e4b78e7c1129ed2b2c2a6cb2dd02e954daacf8dca0ce88a17","","","","","","","","0-8e80deede0fbb5d3ac5281203b8e09f1681f2cf5a1a31cbbb64913a17fa97cad","root.record.ItemExhibitList.P5Item"
"Airframe: C-130J Airframe Equipment","","12","0","","92","92","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","06413109f09458e1d20d0d8c668a4bfde7b94137945d7743cd97c2331c8391ee","0-daba33a344331480c671cd73da1541baefe3ae5c9d056e3340a317ea7330dab9","","","","","","","","0-15df96a98a7e59b7430e46e12d8f2e52826914155313c20862cea4e877866cd1","root.record.ItemExhibitList.P5Item"
"Airframe/Engines/Accessories: HC-130J Airframe Equipment","","12","0","","48","48","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","065dabc8f50bb8c11fd03386b9b77f91b86bd31b64e57f28cf3442d5cb994770","0-071a31508ef82568bb7c326fa0a9766a83bfaab5289643af2f924ac3178aab08","","","","","","","","0-43e725e422dd0d1c621ff32accda92e36f644d4293c9681728c821dead9396f4","root.record.ItemExhibitList.P5Item"
"Airframe/Engines/Accessories: MC-130J Airframe Equipment","","12","","","84","84","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","6c8b943a6de5398b0f3fdd5e076ae0cc947b82b18fb0c8528c7c34e5c1ca33d3","0-cb3d205b5a28a3e5b4b66220e2e78391013e102372b0eb7e16dbea2a582c07ae","","","","","","","","0-093847b7aed3157bb8626d6b2de07641167aa99e68b038b10febc02b5a91c747","root.record.ItemExhibitList.P5Item"
"AEGIS MYP FY18","","0","","","71.896","","48.411","23.485","","","","","Raytheon","Tucson, AZ","24","24","0","0","2016-BASE_PROCUREMENT-2016-MDA-PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2016.xml","8fe681ed2a7b4397677aa6bf70676f250b32ded3546a6adb5424a1cf3206bbc3","0-22ebc3e6896e9a8f17438bd707ee5cfc2cbff80bf1cac6078544f11afa5af064","1","2018","48.411","23.485","71.896","","","0-6fbedbdc8b831f47ffe8ee0083c76537f44d52ce38314284cee3fb5b5c80a688","root.record.ItemExhibitList.P5Item"
"AEGIS MYP FY19","","0","","","87.29","","38.307","28.231","20.752","","","","Raytheon","Tucson, AZ","24","24","0","0","2016-BASE_PROCUREMENT-2016-MDA-PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2016.xml","8fe681ed2a7b4397677aa6bf70676f250b32ded3546a6adb5424a1cf3206bbc3","1-57df71de7b74f275ce2919402aae89fe9c15e315210d5f784cf7330d8ed9fc4e","1","2019","38.307","28.231","87.29","20.752","","0-6fbedbdc8b831f47ffe8ee0083c76537f44d52ce38314284cee3fb5b5c80a688","root.record.ItemExhibitList.P5Item"
"AEGIS MYP FY21","","0","","","77.445","","0","","","","77.445","","","","","","","","","2016-BASE_PROCUREMENT-2016-MDA-PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2016.xml","8fe681ed2a7b4397677aa6bf70676f250b32ded3546a6adb5424a1cf3206bbc3","2-3ed5c0f56c6f1dc1873463ea3266ddc4bac5662bbd3d508f3b5bc15e7994605b","1","2021","","","77.445","","77.445","0-6fbedbdc8b831f47ffe8ee0083c76537f44d52ce38314284cee3fb5b5c80a688","root.record.ItemExhibitList.P5Item"
"AEGIS MYP FY22","","0","","","85.696","","0","","","","85.696","","","","","","","","","2016-BASE_PROCUREMENT-2016-MDA-PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2016.xml","8fe681ed2a7b4397677aa6bf70676f250b32ded3546a6adb5424a1cf3206bbc3","3-1eda44e5f832c285554e58cc7e1e2ca52a8115d61dacd22639a0b4f676df5430","1","2022","","","85.696","","85.696","0-6fbedbdc8b831f47ffe8ee0083c76537f44d52ce38314284cee3fb5b5c80a688","root.record.ItemExhibitList.P5Item"
"AEGIS MYP FY23","","0","","","35.097","","0","","","","35.097","","","","","","","","","2016-BASE_PROCUREMENT-2016-MDA-PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2016.xml","8fe681ed2a7b4397677aa6bf70676f250b32ded3546a6adb5424a1cf3206bbc3","4-6b96fba30d968ebb5db188c44728d22f2adcd30f02c026eed22a7e58e47e8a5c","1","2023","","","35.097","","35.097","0-6fbedbdc8b831f47ffe8ee0083c76537f44d52ce38314284cee3fb5b5c80a688","root.record.ItemExhibitList.P5Item"
"AEGIS MYP FY17","","0","","","61.047","","61.047","","","","","","Raytheon","Tucson, AZ","24","24","0","0","2016-BASE_PROCUREMENT-2016-MDA-PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2016.xml","8fe681ed2a7b4397677aa6bf70676f250b32ded3546a6adb5424a1cf3206bbc3","5-f56cf699aa63b51bd1cf64be7c2582cdfed31f40b22de708502a4a9296069a9a","1","2017","61.047","","61.047","","","0-6fbedbdc8b831f47ffe8ee0083c76537f44d52ce38314284cee3fb5b5c80a688","root.record.ItemExhibitList.P5Item"
"AEGIS MYP FY18","","0","","","71.896","","48.411","23.485","","","","","Raytheon","Tucson, AZ","24","24","0","0","2016-BASE_PROCUREMENT-2016-MDA-PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2016.xml","b4f2202771c2bfc95fdafd93a11aada31a8b14c6b9c5880fd0d937560581322f","0-1f1f1b263a489a254765e750d3576792c283845ca99642c60101c0be0145336f","1","2018","48.411","23.485","71.896","","","0-e79e12ccaa9a2e3e5475cb3120adcac115be4543beb66a421c2a1dc1e76e0243","root.record.ItemExhibitList.P5Item"
"AEGIS MYP FY19","","0","","","87.29","","38.307","28.231","20.752","","","","Raytheon","Tucson, AZ","24","24","0","0","2016-BASE_PROCUREMENT-2016-MDA-PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2016.xml","b4f2202771c2bfc95fdafd93a11aada31a8b14c6b9c5880fd0d937560581322f","1-09037ae5f3aebdfeef200d831089d8f5e474db55b89ab18520346470a9ca982d","1","2019","38.307","28.231","87.29","20.752","","0-e79e12ccaa9a2e3e5475cb3120adcac115be4543beb66a421c2a1dc1e76e0243","root.record.ItemExhibitList.P5Item"
"AEGIS MYP FY21","","0","","","77.445","","0","","","","77.445","","","","","","","","","2016-BASE_PROCUREMENT-2016-MDA-PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2016.xml","b4f2202771c2bfc95fdafd93a11aada31a8b14c6b9c5880fd0d937560581322f","2-64f3a6eb833bb2f38b5611692859f495675e9c150f62415ba87120c019f50ea3","1","2021","","","77.445","","77.445","0-e79e12ccaa9a2e3e5475cb3120adcac115be4543beb66a421c2a1dc1e76e0243","root.record.ItemExhibitList.P5Item"
"AEGIS MYP FY22","","0","","","85.696","","0","","","","85.696","","","","","","","","","2016-BASE_PROCUREMENT-2016-MDA-PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2016.xml","b4f2202771c2bfc95fdafd93a11aada31a8b14c6b9c5880fd0d937560581322f","3-d630fb40344e15314feeb59d1753595db17be1619597497d898d41979b7c04c5","1","2022","","","85.696","","85.696","0-e79e12ccaa9a2e3e5475cb3120adcac115be4543beb66a421c2a1dc1e76e0243","root.record.ItemExhibitList.P5Item"
"AEGIS MYP FY23","","0","","","35.097","","0","","","","35.097","","","","","","","","","2016-BASE_PROCUREMENT-2016-MDA-PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2016.xml","b4f2202771c2bfc95fdafd93a11aada31a8b14c6b9c5880fd0d937560581322f","4-c475542e1dd9023e7774d202a6840adb7d59e7a13032d7bd81aea71c208e8c61","1","2023","","","35.097","","35.097","0-e79e12ccaa9a2e3e5475cb3120adcac115be4543beb66a421c2a1dc1e76e0243","root.record.ItemExhibitList.P5Item"
"AEGIS MYP FY17","","0","","","61.047","","61.047","","","","","","Raytheon","Tucson, AZ","24","24","0","0","2016-BASE_PROCUREMENT-2016-MDA-PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2016.xml","b4f2202771c2bfc95fdafd93a11aada31a8b14c6b9c5880fd0d937560581322f","5-d6f74df1953e8affd77c893da7b78f44a670dcd090a48fd409ade496b6f503a2","1","2017","61.047","","61.047","","","0-e79e12ccaa9a2e3e5475cb3120adcac115be4543beb66a421c2a1dc1e76e0243","root.record.ItemExhibitList.P5Item"
"EOQ","","0","","","","20","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","74393c7aeafacf61a1221f9ea624869c29db1b711f4c04d309bcaa81aa8cccad","0-f860f8536b57c82f4775ab4346693ac04ab31247c1ef96d194dd890156e5a67a","0","","","","","","","0-b4e3ae809a19f1a0a6dd5158cd2ec199294ea997ebf1c4839d47c0d038d2c0e4","root.record.ItemExhibitList.P5Item"
"Airframe For FY 2013 EOQ/Long Lead","","0","38.984","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","afefd55792744e93c1b9205df9cd5d381b13defa796d484ff20f8ff4ce98bc59","0-1cfb87efdc31f8b175879ec7450a689bf5271cde32655af5757a0ba722b88855","0","","","","","","","0-b509a81a371185c9859128564a373d018479b914c38e66811bd60708cecc94ae","root.record.ItemExhibitList.P5Item"
"Airframe For FY 2014 EOQ/Long Lead","","0","53.858","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","afefd55792744e93c1b9205df9cd5d381b13defa796d484ff20f8ff4ce98bc59","1-6d397faf5556b9e9df0b7187c74a937b3af2215956c11c12f61a007e22c57719","0","","","","","","","0-b509a81a371185c9859128564a373d018479b914c38e66811bd60708cecc94ae","root.record.ItemExhibitList.P5Item"
"Airframe For FY 2015 EOQ/Long Lead","","0","6.008","","","80.734","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","afefd55792744e93c1b9205df9cd5d381b13defa796d484ff20f8ff4ce98bc59","2-ae1525089b225b8bf60e9c4b688889d5640dc118800cb69c23aa213ad37b6f06","0","","","","","","","0-b509a81a371185c9859128564a373d018479b914c38e66811bd60708cecc94ae","root.record.ItemExhibitList.P5Item"
"Airframe For FY 2016 EOQ/Long Lead","","0","6.075","85.828","","3.693","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","afefd55792744e93c1b9205df9cd5d381b13defa796d484ff20f8ff4ce98bc59","3-d418b47907605fc8f53d8937288cf7105ce0d12cca7b9e904ac2b24f0c30d732","0","","","","","","","0-b509a81a371185c9859128564a373d018479b914c38e66811bd60708cecc94ae","root.record.ItemExhibitList.P5Item"
"CC/Avionics For FY 2013 EOQ/Long Lead","","0","59","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","afefd55792744e93c1b9205df9cd5d381b13defa796d484ff20f8ff4ce98bc59","4-02977c767898c61d85e8ae188d620c20b87fa785521acaf6b3d96fb6eeef417c","0","","","","","","","0-b509a81a371185c9859128564a373d018479b914c38e66811bd60708cecc94ae","root.record.ItemExhibitList.P5Item"
"CC/Avionics For FY 2014 EOQ/Long Lead","","0","80.835","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","afefd55792744e93c1b9205df9cd5d381b13defa796d484ff20f8ff4ce98bc59","5-7fa1d1953517dfb6dc0ec6c6988ac44afb392f40a587d1f2f952e410db49f2a6","0","","","","","","","0-b509a81a371185c9859128564a373d018479b914c38e66811bd60708cecc94ae","root.record.ItemExhibitList.P5Item"
"CC/Avionics For FY 2015 EOQ/Long Lead","","0","75.173","","","30.89","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","afefd55792744e93c1b9205df9cd5d381b13defa796d484ff20f8ff4ce98bc59","6-0f82f1bf4a04ed550263a25e0f9659a74b2e76facad99ccfd9d8c9daca5f873b","0","","","","","","","0-b509a81a371185c9859128564a373d018479b914c38e66811bd60708cecc94ae","root.record.ItemExhibitList.P5Item"
"CC/Avionics For FY 2016 EOQ/Long Lead","","0","6.5","20.858","","92.478","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","afefd55792744e93c1b9205df9cd5d381b13defa796d484ff20f8ff4ce98bc59","7-a3130c9b6a3a31e70fbde87839e549f5ea42ddeb13fd46ffa7d3735c8b5dd33f","0","","","","","","","0-b509a81a371185c9859128564a373d018479b914c38e66811bd60708cecc94ae","root.record.ItemExhibitList.P5Item"
"For FY 2016 EOQ/Long Lead","","0","","6.688","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","04275f5297ca2dc751c219d4cc23d8452c8a0adfb94b511a38e3133d11bbe7a2","0-de831995e4ed5908420f432c9accb25fd84c40d97fc2bdc7073f868161a2d1c8","0","","","","","","","0-a8b05d65575aca72cfa54c0cc82c7a580cbe296c63794aa2822be2678ef01a56","root.record.ItemExhibitList.P5Item"
"For FY 2017 EOQ/Long Lead","","0","","5.203","","","6.993","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","04275f5297ca2dc751c219d4cc23d8452c8a0adfb94b511a38e3133d11bbe7a2","1-080edc8e725307cb2d8d54cafdeb60ba0d0d7010970cf5a2dbd22547ee27548c","0","","","","","","","0-a8b05d65575aca72cfa54c0cc82c7a580cbe296c63794aa2822be2678ef01a56","root.record.ItemExhibitList.P5Item"
"For FY 2018 EOQ/Long Lead","","0","","5.203","","","6.993","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","04275f5297ca2dc751c219d4cc23d8452c8a0adfb94b511a38e3133d11bbe7a2","2-a266db6886400051b0b8020ffb5a784372282038e17540a5508d6afd7537e196","0","","","","","","","0-a8b05d65575aca72cfa54c0cc82c7a580cbe296c63794aa2822be2678ef01a56","root.record.ItemExhibitList.P5Item"
"For FY 2019 EOQ/Long Lead","","0","","2.802","","","4.079","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","04275f5297ca2dc751c219d4cc23d8452c8a0adfb94b511a38e3133d11bbe7a2","3-03b8d19fcd6d05dc45ba0ca9e060ba4eebe138eb4c110beb7d366df928798477","0","","","","","","","0-a8b05d65575aca72cfa54c0cc82c7a580cbe296c63794aa2822be2678ef01a56","root.record.ItemExhibitList.P5Item"
"EOQ","","0","","","","20","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","fdb5509255916dc762eb364f6b01aadf36a262d558a694a34c9c99e9cd8f4062","0-a87642cc1cb17d417f249be5bdee53462282d390aaa710af9ba2de0d5220cc8b","0","","","","","","","0-2290cd9208998cfc292d9b05408794dd5d0ea9da3bae0060af9755e8bf9a88fa","root.record.ItemExhibitList.P5Item"
"Airframe For FY 2013 EOQ/Long Lead","","0","38.984","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","23d6409d45c5bfafa665381970cd4fd7c8042cc7d528e9f65e77315457063d00","0-ab0355f3ea2eb75b9b97ae959294ae802d47f3f44534ce253eb1a7a0264498cd","0","","","","","","","0-9c1796e4830209c5e6569295f2790cbff51d86db816bf20a8f26eef444938efb","root.record.ItemExhibitList.P5Item"
"Airframe For FY 2014 EOQ/Long Lead","","0","53.858","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","23d6409d45c5bfafa665381970cd4fd7c8042cc7d528e9f65e77315457063d00","1-c765a577af34ae48a06ef4668e1a28e51176b941213a846f6964a7d649e6e0db","0","","","","","","","0-9c1796e4830209c5e6569295f2790cbff51d86db816bf20a8f26eef444938efb","root.record.ItemExhibitList.P5Item"
"Airframe For FY 2015 EOQ/Long Lead","","0","6.008","","","80.734","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","23d6409d45c5bfafa665381970cd4fd7c8042cc7d528e9f65e77315457063d00","2-cff35d6685c734882639b7a35885b9211473d5b1bace3bc7d0ff24dfe1f289c5","0","","","","","","","0-9c1796e4830209c5e6569295f2790cbff51d86db816bf20a8f26eef444938efb","root.record.ItemExhibitList.P5Item"
"Airframe For FY 2016 EOQ/Long Lead","","0","6.075","85.828","","3.693","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","23d6409d45c5bfafa665381970cd4fd7c8042cc7d528e9f65e77315457063d00","3-5c83d29a559ba3d63b88079e28754d6b1e14f992e3b4e56029aa64ec0be549ee","0","","","","","","","0-9c1796e4830209c5e6569295f2790cbff51d86db816bf20a8f26eef444938efb","root.record.ItemExhibitList.P5Item"
"CC/Avionics For FY 2013 EOQ/Long Lead","","0","59","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","23d6409d45c5bfafa665381970cd4fd7c8042cc7d528e9f65e77315457063d00","4-4f7d84a1bb4befa74d49c1f75c66ef0d1ad312c1b81848c18ffd5ec10c51774c","0","","","","","","","0-9c1796e4830209c5e6569295f2790cbff51d86db816bf20a8f26eef444938efb","root.record.ItemExhibitList.P5Item"
"CC/Avionics For FY 2014 EOQ/Long Lead","","0","80.835","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","23d6409d45c5bfafa665381970cd4fd7c8042cc7d528e9f65e77315457063d00","5-731f054f71884ad9288587c272028a284a5db6dccffbfc0aa65fae83fbe1a027","0","","","","","","","0-9c1796e4830209c5e6569295f2790cbff51d86db816bf20a8f26eef444938efb","root.record.ItemExhibitList.P5Item"
